GEO_ID,C27010_001E,C27010_001M,C27010_002E,C27010_002M,C27010_003E,C27010_003M,C27010_004E,C27010_004M,C27010_005E,C27010_005M,C27010_006E,C27010_006M,C27010_007E,C27010_007M,C27010_008E,C27010_008M,C27010_009E,C27010_009M,C27010_010E,C27010_010M,C27010_011E,C27010_011M,C27010_012E,C27010_012M,C27010_013E,C27010_013M,C27010_014E,C27010_014M,C27010_015E,C27010_015M,C27010_016E,C27010_016M,C27010_017E,C27010_017M,C27010_018E,C27010_018M,C27010_019E,C27010_019M,C27010_020E,C27010_020M,C27010_021E,C27010_021M,NAME,C27010_001MA,C27010_001EA,C27010_002EA,C27010_002MA,C27010_003EA,C27010_003MA,C27010_004MA,C27010_004EA,C27010_005EA,C27010_005MA,C27010_006MA,C27010_006EA,C27010_007MA,C27010_007EA,C27010_008MA,C27010_008EA,C27010_009MA,C27010_009EA,C27010_010EA,C27010_010MA,C27010_011MA,C27010_011EA,C27010_012MA,C27010_012EA,C27010_013EA,C27010_013MA,C27010_014MA,C27010_014EA,C27010_015EA,C27010_015MA,C27010_016EA,C27010_016MA,C27010_017MA,C27010_017EA,C27010_018MA,C27010_018EA,C27010_019MA,C27010_019EA,C27010_020EA,C27010_020MA,C27010_021EA,C27010_021MA,state
0400000US13,9800887,3675,2487079,3679,1253062,20174,922981,19611,72985,5828,238051,11554,2284374,8786,1296178,16908,201865,9067,41082,3646,745249,15541,3867516,8743,2520688,20444,349614,10895,149834,6740,847380,16883,1161918,4109,28777,2712,451189,9878,666327,10146,15625,2650,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1345168,3281,306848,562,202231,5143,82959,5201,12323,2289,9335,2053,301295,2896,215096,5173,40106,3405,8731,1785,37362,3213,521247,2418,405000,5016,52732,3728,21616,2028,41899,2886,215778,811,7778,1319,61796,4058,144045,4058,2159,807,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1592172,685,425948,1364,242799,8700,128326,7327,16806,3323,38017,4382,356658,2555,221159,7854,28447,3422,10815,1938,96237,6799,590285,2478,393914,6908,49292,3955,25851,2739,121228,6481,219281,1361,4174,1164,69406,3833,143708,3960,1993,1136,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12704616,1398,3017960,2357,1658964,19945,1137966,19030,95679,6205,125351,7944,2991665,4307,1891858,17066,381387,9126,57487,3762,660933,14459,5019106,4624,3548078,17528,525061,9987,136010,4758,809957,17618,1675885,2533,52259,3613,557284,10224,1044379,10962,21963,2534,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6471551,786,1584015,2869,908972,14552,492411,13146,52628,5244,130004,7599,1481999,4863,938688,11931,154986,7174,24147,2254,364178,9961,2526951,5045,1769480,15653,262731,9189,89978,4174,404762,11231,878586,3049,15489,1698,284249,7667,574881,8178,3967,1082,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3045284,750,721264,2031,444696,7689,206260,6721,40553,4445,29755,3582,699764,2977,497293,6067,75842,3965,17960,2201,108669,5262,1169088,3394,903481,7411,113070,4618,44735,2659,107802,5183,455168,1686,5941,1221,124136,4527,323600,4443,1491,592,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2836733,1635,718934,2201,445751,8579,202697,8283,26356,3030,44130,4589,666901,4222,457959,7212,49480,3970,15387,2213,144075,6856,1063468,4137,792093,9071,71924,3896,40954,3555,158497,6328,387430,1816,8425,1287,115981,4617,261629,4476,1395,470,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4312100,1403,1012120,2766,540563,9747,375579,11101,36448,4956,59530,5275,961842,4048,577936,8748,103561,5159,19920,2255,260425,8729,1725337,4743,1111442,11900,235480,8205,84336,4991,294079,8691,612801,2596,11444,1396,212498,5452,386445,6349,2414,774,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4522910,1435,1110977,1620,504180,12858,498323,13707,45162,5390,63312,4741,1095558,4383,606972,11377,143212,7238,22753,2395,322621,10174,1729543,4749,1083249,12318,218112,6877,68454,3348,359728,9809,586832,2388,19027,2223,238609,6658,323534,6018,5662,1350,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1314191,575,259827,1356,138274,5236,88875,4836,17292,2854,15386,2520,261173,2089,148259,4439,53850,3780,8738,1424,50326,3938,564334,1931,365443,6377,92283,4412,25698,2604,80910,4236,228857,1052,5849,1013,79372,3936,143243,3913,393,271,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5834039,2085,1343118,1284,852148,12310,387823,12449,43862,5137,59285,5818,1340608,3801,919790,10961,152850,7386,30480,3321,237488,8649,2381593,4060,1791933,12451,209161,7737,94890,4214,285609,9576,768720,2242,32531,2507,199356,5486,526037,5917,10796,1478,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6613654,1154,1389165,1264,906556,12771,395983,12633,65547,5074,21079,3318,1587813,2618,1147564,11542,285076,10162,42600,3423,112573,6955,2685030,3234,2025283,14250,444726,11167,105525,6026,109496,5989,951646,1725,41911,2941,314711,7044,591506,7502,3518,932,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9784451,851,2240003,2169,1256509,15134,775978,14520,117575,7247,89941,5911,2157066,4586,1315809,13650,330594,10037,62191,3584,448472,9788,3939695,4745,2741808,14585,500118,9934,172233,6381,525536,11805,1447687,2363,22340,2163,346561,7636,1071214,7531,7572,1623,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5362681,492,1280236,2064,876971,11965,278908,10006,52375,4911,71982,5418,1236614,3670,867053,8194,157763,6271,27882,2360,183916,6895,2120557,3965,1655063,10293,219050,7255,66102,3542,180342,7279,725274,1621,17703,1594,186246,4950,517786,5491,3539,1095,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2925211,1208,734075,1503,296996,9867,354745,9785,26185,3935,56149,6268,673428,5329,356144,8645,90814,5497,17346,2523,209124,7339,1117318,5613,663044,10550,164340,7698,56277,4255,233657,8279,400390,2230,7058,1391,178455,5636,213958,5578,919,425,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5930677,1536,1394588,3184,825210,12617,423872,13338,47960,5280,97546,8192,1354750,5241,887421,10239,128356,5641,26719,3070,312254,10379,2311269,5630,1614606,12023,243962,7664,94125,4591,358576,10265,870070,2406,17464,2334,305729,7459,542420,7737,4457,1054,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,999390,857,223043,1473,116159,4422,75446,4607,8943,1620,22495,3154,222909,1880,137943,4734,18253,1961,5089,1056,61624,3774,393216,2172,259652,5277,35468,2436,18318,1895,79778,5013,160222,1207,2641,634,55312,3107,101618,3286,651,242,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1840659,988,462637,1359,297109,6781,124774,6421,15375,2520,25379,3169,432558,2759,306385,6238,28456,2548,9041,1401,88676,5673,692867,2504,530581,6162,44517,3067,25065,1897,92704,5316,252597,1325,5615,1084,78622,3240,166541,3437,1819,638,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2757207,1123,661097,1002,374292,10576,168919,11138,19377,2698,98509,7674,638572,1911,376839,7191,42992,4180,10010,1705,208731,6046,1081313,2278,694922,10478,92285,5255,39300,3070,254806,9229,376225,1248,13854,1693,165520,5451,188818,5101,8033,1803,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1308658,377,270642,1062,179876,6034,71618,5722,8887,2062,10261,1977,274582,2127,191201,4967,21826,2275,4056,1245,57499,4591,568298,2626,436937,6408,41299,3527,17790,2250,72272,4139,195136,1485,6814,1271,54169,3256,133933,3548,220,224,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8791652,1201,2017712,977,1300089,13400,556577,13025,48929,4319,112117,7852,1900888,2866,1240788,11713,179179,7572,27094,2643,453827,12435,3627949,3238,2655310,15399,302000,8891,95773,4582,574866,13793,1245103,1889,45832,3548,438021,9080,741766,8926,19484,2856,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2051900,1154,506951,1573,191734,7254,250570,6539,21542,3546,43105,5079,470054,3439,226468,7404,74886,4990,12061,1744,156639,7169,773299,3525,437994,7475,119981,5211,37403,3841,177921,6852,301596,1425,7172,1185,127141,4630,162508,4908,4775,1295,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19400069,2026,4230975,2184,2342991,22831,1514413,23606,202788,10174,170783,9302,4718997,4802,2854271,20908,870557,18020,110216,6092,883953,15112,7720978,4802,5208522,25374,1241710,20047,283223,9802,987523,18812,2729119,3230,91225,4709,1084965,13782,1525667,14361,27262,3091,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9645320,3881,2280549,3115,1162666,18230,906895,19792,66794,6413,144194,9178,2163632,8904,1268589,12826,239248,8969,39061,3698,616734,13400,3836570,8793,2529469,17377,398504,11346,168512,7081,740085,15176,1364569,3424,22767,2295,487939,11188,845878,10804,7985,1662,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,708181,783,160430,1253,112951,3269,27205,2607,7549,1520,12725,1894,190168,2304,142663,3325,11589,2030,5834,1445,30082,3131,261136,1923,208408,3256,13573,1560,8849,1224,30306,3068,96447,602,2509,725,22489,1832,71263,1979,186,116,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11398298,1524,2644952,2607,1547359,20687,847459,19244,108766,7895,141368,9296,2515911,5466,1603859,14038,379191,10139,51306,3877,481555,10008,4556203,5704,3251157,19271,524583,13281,154354,5364,626109,12624,1681232,3199,41848,3051,575733,11078,1055127,10985,8524,1586,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3770254,1443,946133,1328,440678,9170,370824,9100,39589,3588,95042,5045,884913,2976,504863,7368,94801,4966,19548,2045,265701,6979,1410821,3288,897549,8653,151020,4486,60929,3394,301323,7413,528387,1972,9657,1220,187588,4200,327435,4458,3707,732,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3893092,601,858259,1691,485328,12148,290440,10919,32319,4042,50172,5186,888151,3622,521409,9569,107249,6421,25396,2842,234097,7729,1552601,3712,1039948,12346,168754,8281,59801,3425,284098,9952,594081,1989,12023,1603,198019,6158,381524,6279,2515,875,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12569375,1134,2708843,2220,1599189,18102,819988,19121,142363,7400,147303,8154,2792459,4368,1898531,14089,333898,9602,69985,4120,490045,11605,5057057,4910,3742018,17455,540361,12293,201494,7731,573184,13256,2011016,3135,50378,3102,577463,8363,1371302,7927,11873,1761,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1036046,798,212430,1014,122670,4328,66602,4595,11594,2590,11564,2350,249717,1711,162074,4537,28707,3287,6891,1296,52045,3830,418731,1732,296733,6116,49766,3570,15908,2320,56324,4684,155168,975,4756,988,56624,3404,93261,3238,527,338,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4678122,1962,1076621,1782,533326,11039,433591,11908,37109,3719,72595,6943,1055781,5088,605901,11098,128526,7365,23349,3072,298005,10174,1838061,5465,1173352,11214,208505,7975,91869,5099,364335,10243,707659,2265,11272,1900,256513,7149,435957,7303,3917,1003,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,827039,886,207264,1102,122915,3844,60443,3921,10784,1784,13122,2250,190327,1794,131224,2849,15657,1916,6477,1487,36969,2218,311442,1698,227258,4202,25690,2360,15831,1581,42663,3368,118006,900,2006,639,39283,2097,76145,2122,572,418,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6394644,1872,1489574,2723,772835,14129,573353,12496,58099,5536,85287,7602,1439001,5191,847330,10783,197583,7834,38410,3725,355678,10162,2544559,6068,1673872,15605,319005,10060,110694,4971,440988,12400,921510,3007,16929,2292,338724,7762,561148,8000,4709,1240,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,25976562,4689,7028782,4125,3280383,30123,2688058,31527,172036,9948,888305,23568,6332846,8458,3417145,26116,492570,11099,111569,7005,2311562,26952,9732733,9467,6083877,31800,835638,17749,322847,8802,2490371,24977,2882201,4431,83402,5380,1179074,14620,1561796,14748,57929,4784,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2874213,958,893685,1099,629664,8153,150088,7828,29042,3938,84891,6402,761858,2729,535886,7400,44230,4040,15190,2089,166552,6980,939847,2825,694897,7424,66381,4161,29989,2629,148580,6044,278823,1286,7742,1201,97878,3902,171102,4093,2101,939,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,620896,121,123812,926,62616,3355,50540,3382,6774,1290,3882,1343,135839,1067,84611,2978,30675,2345,4260,707,16293,1971,261887,1531,179956,4122,47136,3114,10324,1401,24471,2462,99358,666,2481,804,33081,1912,63538,2088,258,164,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,8054191,4117,1861658,3426,1255794,16148,454348,13205,50265,4840,101251,6523,1880302,6567,1303761,11478,133104,6146,36380,3059,407057,12257,3232621,7616,2412469,15719,222683,9459,126931,5412,470538,12648,1079610,3908,31406,2391,299564,7234,736860,7707,11780,2177,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6864149,3132,1594503,1391,919758,13294,511422,13692,68528,5039,94795,8352,1606673,4915,1004377,13154,143052,6087,41260,3684,417984,12961,2732526,4161,1936841,13740,247227,8915,108542,5037,439916,10738,930447,2388,25118,2451,299410,8338,598623,8612,7296,1717,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1824821,505,381156,1325,189271,7400,154990,6705,16590,2972,20305,3624,383224,2725,215016,6158,53369,3954,8761,1523,106078,5177,749479,2377,459048,7962,120091,6054,42306,2733,128034,5882,310962,1342,4312,845,95562,4130,210436,4243,652,390,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5669266,705,1304781,2151,792397,11310,385875,10062,65221,4419,61288,4516,1267008,3707,841128,8829,176696,6016,32910,2689,216274,8539,2277095,4047,1699661,11372,253913,7872,85814,3979,237707,6521,820382,1700,13513,1593,263600,5956,540742,6064,2527,595,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,573210,764,139291,1635,92652,3871,32171,3610,6534,1987,7934,1552,136575,1923,93386,3278,6066,1599,3843,948,33280,3226,221951,1965,163809,3794,11912,1517,10655,1785,35575,3206,75393,1195,1963,754,22250,2079,50941,2229,239,238,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3588641,531,813267,206,282305,9250,479145,9852,24560,3748,27257,3753,814800,2558,300519,9701,415254,9453,12223,1984,86804,4762,1368418,2880,600097,11700,608687,11455,48785,3422,110849,7655,592156,972,15182,1826,431090,6427,141399,6350,4485,1276,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
