GEO_ID,B15002G_001E,B15002G_001M,B15002G_002E,B15002G_002M,B15002G_003E,B15002G_003M,B15002G_004E,B15002G_004M,B15002G_005E,B15002G_005M,B15002G_006E,B15002G_006M,B15002G_007E,B15002G_007M,B15002G_008E,B15002G_008M,B15002G_009E,B15002G_009M,B15002G_010E,B15002G_010M,B15002G_011E,B15002G_011M,B15002G_012E,B15002G_012M,B15002G_013E,B15002G_013M,B15002G_014E,B15002G_014M,B15002G_015E,B15002G_015M,B15002G_016E,B15002G_016M,B15002G_017E,B15002G_017M,B15002G_018E,B15002G_018M,B15002G_019E,B15002G_019M,NAME,B15002G_001MA,B15002G_001EA,B15002G_002EA,B15002G_002MA,B15002G_003MA,B15002G_003EA,B15002G_004MA,B15002G_004EA,B15002G_005EA,B15002G_005MA,B15002G_006EA,B15002G_006MA,B15002G_007MA,B15002G_007EA,B15002G_008EA,B15002G_008MA,B15002G_009MA,B15002G_009EA,B15002G_010MA,B15002G_010EA,B15002G_011EA,B15002G_011MA,B15002G_012EA,B15002G_012MA,B15002G_013MA,B15002G_013EA,B15002G_014MA,B15002G_014EA,B15002G_015MA,B15002G_015EA,B15002G_016EA,B15002G_016MA,B15002G_017EA,B15002G_017MA,B15002G_018MA,B15002G_018EA,B15002G_019MA,B15002G_019EA,state
0400000US01,33239,3088,15546,1836,722,363,1120,518,3420,918,791,354,4119,989,1490,661,2488,1059,1396,526,17693,1996,1155,541,1416,535,2737,700,950,518,4674,1024,2231,745,2282,871,2248,702,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,21303,2358,10583,1707,28,27,754,454,3002,1022,1155,687,3029,829,867,467,1161,506,587,360,10720,1473,97,76,472,257,1773,671,191,130,4083,1001,1389,478,2159,737,556,318,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,82151,5516,40387,3555,2040,663,3394,966,6867,1435,2576,680,10992,1787,3701,1038,6756,1307,4061,860,41764,3238,3075,805,2713,729,6036,1208,1444,566,11658,1877,4403,1082,6778,1485,5657,1176,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,26414,2643,13100,1771,1084,703,811,387,2720,829,1392,563,3482,898,637,414,2306,871,668,409,13314,1797,710,316,851,436,3310,969,1116,551,3105,837,1101,502,1621,681,1500,700,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,741640,16380,363798,10002,21223,2864,29932,2852,61566,4237,14550,2030,93855,4548,29814,2699,74199,4775,38659,3043,377842,10227,24644,2790,26258,2691,59926,3577,9441,1563,101819,4860,36610,3012,77301,4485,41843,3468,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,81300,4894,39567,3068,1200,427,2689,921,5331,1348,2804,1110,10771,1498,3893,1012,7104,1107,5775,1423,41733,3317,1591,650,1816,622,7083,1487,2021,699,12868,2007,5072,1103,7034,1213,4248,1043,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,38830,3953,18370,2734,1566,673,1875,754,4120,1244,832,584,3444,917,1585,569,2276,681,2672,852,20460,2260,1556,664,1863,608,4192,1111,675,381,4395,1268,1494,647,3670,1040,2615,707,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,7507,1717,3316,1097,127,130,313,216,604,419,170,192,1186,600,325,369,259,182,332,267,4191,1013,0,189,551,348,808,441,327,250,1227,471,463,352,371,229,444,307,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,11807,2178,5193,1299,142,224,86,105,643,543,0,203,437,324,54,90,2308,835,1523,714,6614,1330,0,203,312,242,502,370,177,224,894,453,269,245,1599,748,2861,835,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,201362,10154,99727,6485,6787,1452,8250,1631,18870,2914,6545,1440,21893,2548,11515,1959,17369,2561,8498,1474,101635,6181,4743,940,7267,1559,17569,2863,3449,1016,25362,3102,13814,2261,21005,2797,8426,1375,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,74923,5314,35718,3277,1365,698,2732,924,5789,1374,2089,729,8936,1709,2921,957,7717,1614,4169,1074,39205,3313,1509,609,2773,842,4887,1311,1211,543,9767,1617,3508,1017,9576,1967,5974,1247,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,162594,6993,78345,4238,1097,428,5401,1291,30094,3037,2108,669,18328,2106,7875,1563,9626,1269,3816,812,84249,4024,1095,577,3915,925,25889,2601,3017,959,21619,2279,9235,1493,12711,1640,6768,1215,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,15553,2166,7405,1303,525,335,893,419,1464,617,481,303,2152,721,442,303,1088,530,360,307,8148,1483,227,190,1412,762,1258,541,183,136,3000,855,602,425,1425,596,41,74,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,107772,5323,51411,3596,3640,987,4072,916,8168,1380,3020,861,11384,1488,3670,844,10122,1388,7335,1526,56361,3682,3481,1109,4069,899,7870,1340,2510,703,14264,1872,4700,1095,12243,1896,7224,1410,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,48090,3847,22089,2480,934,433,3061,907,4509,1073,1591,543,5934,1289,2220,931,2291,827,1549,593,26001,2273,1044,436,1879,550,4906,1098,1413,475,8180,1559,2927,770,4144,1173,1508,632,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,15752,2031,8331,1480,340,268,424,292,2164,702,886,421,2100,718,818,447,1174,532,425,306,7421,1447,396,290,986,545,1142,438,610,452,1997,744,985,520,1039,526,266,203,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,36283,2936,17973,2107,576,324,1408,523,3816,1223,1423,428,5339,1167,1117,492,2742,802,1552,595,18310,1718,677,316,910,430,4370,1120,1178,486,4489,1053,1159,530,3770,956,1757,634,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
