GEO_ID,B15010_001E,B15010_001M,B15010_002E,B15010_002M,B15010_003E,B15010_003M,B15010_004E,B15010_004M,B15010_005E,B15010_005M,B15010_006E,B15010_006M,B15010_007E,B15010_007M,B15010_008E,B15010_008M,B15010_009E,B15010_009M,B15010_010E,B15010_010M,B15010_011E,B15010_011M,B15010_012E,B15010_012M,B15010_013E,B15010_013M,B15010_014E,B15010_014M,B15010_015E,B15010_015M,B15010_016E,B15010_016M,NAME,B15010_001EA,B15010_001MA,B15010_002MA,B15010_002EA,B15010_003MA,B15010_003EA,B15010_004EA,B15010_004MA,B15010_005EA,B15010_005MA,B15010_006EA,B15010_006MA,B15010_007MA,B15010_007EA,B15010_008EA,B15010_008MA,B15010_009EA,B15010_009MA,B15010_010MA,B15010_010EA,B15010_011EA,B15010_011MA,B15010_012EA,B15010_012MA,B15010_013EA,B15010_013MA,B15010_014EA,B15010_014MA,B15010_015EA,B15010_015MA,B15010_016EA,B15010_016MA,state
0400000US01,756953,14652,29620,2857,45439,3374,20848,2198,28893,3058,38345,3472,58762,3901,4460,1161,74579,4249,166642,5569,143829,5558,23245,2426,33728,2742,19913,2523,21823,2159,46827,3987,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,129413,5080,4109,1158,12847,1789,6198,1404,5252,931,11643,1680,9764,1515,974,609,12544,1556,18649,2216,19153,1973,5708,1019,7027,1327,4060,923,2417,743,9068,1370,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1188441,14354,49838,3578,63911,3466,32589,2424,55873,3899,83059,5016,106432,4933,9106,1681,110188,4921,251953,7038,181594,5308,39269,2810,51713,3424,39536,3205,41191,3077,72189,4467,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,403937,10454,14794,1709,30828,2614,14669,1816,13583,1725,18587,2580,18077,2247,2122,562,44269,3307,84872,4800,84255,4723,12626,1928,18915,2554,11966,1845,12771,1670,21603,2678,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,7805734,32043,385135,11741,493249,10862,262409,8191,413175,11055,776639,13900,785937,13624,52470,3530,621655,12872,1455246,20377,559254,11351,399330,11831,471445,9909,441609,10518,311455,9006,376726,8356,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1328281,12257,62123,3782,94296,4629,54831,3113,68650,3612,104380,5197,108120,4459,10985,1701,103548,4658,268667,7723,137254,4792,55122,3089,67559,3577,59441,3710,56049,3671,77256,5139,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,917454,13432,37232,2974,51513,3852,26076,2133,50825,3795,86777,4128,72295,4291,4500,969,78479,4637,185515,6331,103791,4537,54285,3842,51347,3317,40642,3003,31677,2983,42500,3387,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,187385,5510,7747,1307,11665,1670,7394,1444,8367,1372,13276,1472,16728,1946,2010,681,16200,2394,42803,3760,25381,2136,8472,1453,8808,1394,5974,1214,4092,1212,8468,1102,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,249606,5387,8521,1605,11512,1507,7000,1250,10645,1618,67509,3739,10591,1424,2411,742,9276,1650,28048,2965,11240,1793,22077,2394,25891,2773,10473,1687,15782,2269,8630,1479,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3734175,31175,143087,7885,176401,6735,108410,5701,165060,6848,254051,9236,292118,8078,21508,2587,366293,11429,904151,18458,551325,14269,126754,6505,172513,7295,117624,6265,130122,5545,204758,8234,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1833119,19804,87115,4781,92305,5513,48614,3992,85807,5228,124337,5186,128761,6099,6385,1194,159312,7181,451045,11967,259490,8277,61525,3462,81805,4073,62321,4518,76128,5110,108169,5519,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,299251,7926,8783,1132,20687,2374,10456,1649,17751,2388,29278,2911,17756,1946,1429,559,28758,2592,61658,3845,39042,3018,13353,1599,14196,1763,11547,1736,9645,1567,14912,1814,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,269406,8718,7973,1434,25504,2562,7210,1363,10275,1628,14956,1838,19623,2560,2468,723,27105,2345,47377,3423,48372,3893,8650,1521,13611,2003,8786,1679,11028,1998,16468,2193,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2760102,22745,126508,5799,142238,5739,79657,4178,120428,5388,199263,6590,195699,6091,16276,2149,258588,8920,620259,11590,372427,8964,110352,5058,139502,5336,121789,4568,127017,6334,130099,5427,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1027219,14648,37994,3323,58993,4009,29711,3042,38460,2859,50171,3754,69440,4390,3045,797,128812,5528,207564,6351,186310,6650,33557,2983,57509,3622,33112,2890,32565,2839,59976,4990,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,541509,10221,19391,2219,48290,3127,15477,2069,19679,1850,25873,2115,30948,2502,2360,841,52078,2547,110412,4792,103435,4727,18549,1842,26009,2422,16010,1804,19362,2138,33636,3126,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
