GEO_ID,B08124_001E,B08124_001M,B08124_002E,B08124_002M,B08124_003E,B08124_003M,B08124_004E,B08124_004M,B08124_005E,B08124_005M,B08124_006E,B08124_006M,B08124_007E,B08124_007M,B08124_008E,B08124_008M,B08124_009E,B08124_009M,B08124_010E,B08124_010M,B08124_011E,B08124_011M,B08124_012E,B08124_012M,B08124_013E,B08124_013M,B08124_014E,B08124_014M,B08124_015E,B08124_015M,B08124_016E,B08124_016M,B08124_017E,B08124_017M,B08124_018E,B08124_018M,B08124_019E,B08124_019M,B08124_020E,B08124_020M,B08124_021E,B08124_021M,B08124_022E,B08124_022M,B08124_023E,B08124_023M,B08124_024E,B08124_024M,B08124_025E,B08124_025M,B08124_026E,B08124_026M,B08124_027E,B08124_027M,B08124_028E,B08124_028M,B08124_029E,B08124_029M,B08124_030E,B08124_030M,B08124_031E,B08124_031M,B08124_032E,B08124_032M,B08124_033E,B08124_033M,B08124_034E,B08124_034M,B08124_035E,B08124_035M,B08124_036E,B08124_036M,B08124_037E,B08124_037M,B08124_038E,B08124_038M,B08124_039E,B08124_039M,B08124_040E,B08124_040M,B08124_041E,B08124_041M,B08124_042E,B08124_042M,B08124_043E,B08124_043M,B08124_044E,B08124_044M,B08124_045E,B08124_045M,B08124_046E,B08124_046M,B08124_047E,B08124_047M,B08124_048E,B08124_048M,B08124_049E,B08124_049M,NAME,B08124_001EA,B08124_001MA,B08124_002EA,B08124_002MA,B08124_003MA,B08124_003EA,B08124_004EA,B08124_004MA,B08124_005MA,B08124_005EA,B08124_006MA,B08124_006EA,B08124_007EA,B08124_007MA,B08124_008EA,B08124_008MA,B08124_009EA,B08124_009MA,B08124_010EA,B08124_010MA,B08124_011MA,B08124_011EA,B08124_012EA,B08124_012MA,B08124_013EA,B08124_013MA,B08124_014EA,B08124_014MA,B08124_015EA,B08124_015MA,B08124_016EA,B08124_016MA,B08124_017MA,B08124_017EA,B08124_018EA,B08124_018MA,B08124_019EA,B08124_019MA,B08124_020EA,B08124_020MA,B08124_021MA,B08124_021EA,B08124_022EA,B08124_022MA,B08124_023EA,B08124_023MA,B08124_024EA,B08124_024MA,B08124_025EA,B08124_025MA,B08124_026MA,B08124_026EA,B08124_027EA,B08124_027MA,B08124_028EA,B08124_028MA,B08124_029MA,B08124_029EA,B08124_030MA,B08124_030EA,B08124_031EA,B08124_031MA,B08124_032EA,B08124_032MA,B08124_033MA,B08124_033EA,B08124_034EA,B08124_034MA,B08124_035MA,B08124_035EA,B08124_036EA,B08124_036MA,B08124_037MA,B08124_037EA,B08124_038MA,B08124_038EA,B08124_039EA,B08124_039MA,B08124_040MA,B08124_040EA,B08124_041EA,B08124_041MA,B08124_042EA,B08124_042MA,B08124_043EA,B08124_043MA,B08124_044EA,B08124_044MA,B08124_045EA,B08124_045MA,B08124_046EA,B08124_046MA,B08124_047EA,B08124_047MA,B08124_048EA,B08124_048MA,B08124_049EA,B08124_049MA,state
0400000US01,1983610,17231,660593,12417,338894,9825,472292,10672,195834,7471,311864,9066,4133,1183,1713067,16092,578267,11316,287160,8599,416062,10112,161075,7098,266613,9177,3890,1163,169281,7633,46152,3512,32630,3282,33163,3061,24654,3139,32537,3097,145,161,9592,1522,2455,922,2786,744,2571,768,418,268,1325,667,37,66,20806,2495,6142,1445,5284,1139,4162,894,2162,926,3042,988,14,27,20809,2552,4316,1021,4469,1147,3623,938,3586,1404,4815,1162,0,192,50055,3837,23261,2578,6565,1485,12711,1859,3939,1333,3532,1127,47,75,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,357776,5366,126205,5296,55959,3825,85474,4865,44234,2737,37522,3506,8382,1332,238572,6380,87840,4304,33256,2800,62092,4105,27225,2534,23096,2546,5063,1215,46463,3762,15432,2253,8451,1892,9607,1521,7113,1284,4700,1813,1160,585,6589,1186,1468,682,1603,663,2022,756,730,411,766,392,0,147,31566,2754,8785,1472,6864,1343,6033,1038,3497,737,4765,855,1622,691,19215,2075,6149,1217,2966,727,2669,677,4429,1088,2930,786,72,63,15371,2129,6531,1416,2819,828,3051,1116,1240,380,1265,636,465,343,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2754451,16364,962618,15474,552147,12169,714582,12540,261622,7962,256370,9114,7112,1103,2100376,17326,748883,13726,400711,11183,556494,11165,192036,6728,198210,8492,4042,983,304044,12325,87813,5209,70046,5717,70041,4223,43183,4801,32312,3275,649,399,64986,5490,13819,2357,20401,3030,20272,3090,4339,1101,6155,1444,0,203,56982,4507,14968,2144,17668,2496,14581,2197,3628,1023,4405,1157,1732,481,77716,5044,21979,2532,23372,3098,13494,2099,9805,2183,8849,1452,217,200,150347,7170,75156,4441,19949,2227,39700,3691,8631,1919,6439,1408,472,335,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1223214,12038,390223,9221,207871,7943,293294,7752,128076,5527,202502,7512,1248,497,1020341,11819,330036,9230,166716,7412,251605,6957,102218,4986,168590,7259,1176,523,124069,6716,34642,3219,24310,2681,24517,2627,18127,2510,22456,2679,17,31,5803,1288,1612,671,1468,593,1315,703,186,261,1222,533,0,192,20212,2476,6014,1348,4939,1025,4869,1151,1705,614,2685,863,0,192,18200,2229,4679,1176,3506,1082,2724,859,2210,815,5081,1473,0,192,34589,3457,13240,1869,6932,1392,8264,1426,3630,1184,2468,820,55,97,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16745843,39207,6148484,31989,3143540,31489,3995060,34093,1564770,21797,1831913,21814,62076,4868,12260080,42986,4595353,28537,2141575,27558,3019237,28412,1097843,18770,1371727,18409,34345,4086,1825475,24341,520982,12295,377441,10774,383547,10583,292490,10890,244504,9296,6511,1574,889921,17947,301052,8332,230977,8579,214250,7435,47402,4396,94992,6245,1248,563,457693,13269,142658,6315,124885,6803,112371,6324,32587,3800,34689,3167,10503,2262,434841,11066,151752,5789,95357,5072,78382,5199,54407,5564,53114,4067,1829,759,877833,17079,436687,9343,173305,7410,187273,7888,40041,3854,32887,3577,7640,2048,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2577184,15140,1023212,14777,453240,10714,608042,12802,235661,7962,233317,8107,23712,2078,1923952,17524,768253,13383,325903,9680,461615,11668,170201,6476,183166,7298,14814,2044,250316,8641,73363,4240,52314,4274,53810,3972,44631,4012,24502,2411,1696,854,86249,4528,30566,2613,21225,2826,21823,2324,3815,1029,8820,2103,0,195,75639,4373,26048,2389,19575,2791,16333,2059,3496,1066,3489,933,6698,765,63408,4119,26502,3096,11905,1700,11558,1733,5207,1400,7782,1405,454,484,177620,7065,98480,4326,22318,2196,42903,3672,8311,1691,5558,1299,50,83,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1736156,10689,702585,12366,321070,9290,411462,10451,129453,6517,166729,6952,4857,933,1353252,13031,563823,11853,234183,8225,318860,8382,102436,5836,132506,6253,1444,622,143902,6763,39697,3398,38684,3376,32363,3068,15284,2290,17838,2782,36,63,89137,5194,34282,2464,19585,2564,24556,2880,3706,1260,7008,1509,0,201,54686,4012,18489,2132,14078,2283,13075,1915,3330,1052,3790,1202,1924,591,20050,2897,5429,1086,4850,1362,4522,1584,1518,708,3346,1353,385,473,75129,4216,40865,2722,9690,1865,18086,2379,3179,1048,2241,664,1068,611,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,423542,6339,163205,5626,81645,5207,101784,4904,32847,3253,43103,3238,958,796,340270,7136,133071,5507,63313,4708,82148,4524,26398,2715,34382,3097,958,796,38451,3555,12110,1991,8766,1872,8935,1590,3786,1098,4854,1294,0,189,14919,2159,4998,1036,3531,1008,4112,1148,546,622,1732,707,0,189,9098,1507,3442,860,2936,1039,1599,571,672,476,449,318,0,189,4958,1311,1384,553,1416,693,715,474,625,389,818,659,0,189,15846,1986,8200,1278,1683,743,4275,1071,820,474,868,413,0,189,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,330087,4834,203455,5208,51361,3964,55248,3948,8428,1887,10503,1786,1092,411,106657,5460,62897,3877,15787,2428,17400,2120,4681,1293,5497,1383,395,273,17512,2064,9872,1595,3708,1080,3064,971,613,379,191,158,64,138,127045,5859,75886,3894,21600,2703,23533,2708,2201,905,3748,1101,77,130,45003,3716,29662,2805,6436,1392,7703,1490,477,372,383,287,342,293,19396,2474,14869,2154,1679,571,2399,722,46,79,403,255,0,203,14474,2265,10269,1719,2151,980,1149,558,410,525,281,259,214,232,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8353263,33034,2792775,27002,1723259,27914,2296614,26421,760676,18865,749699,15798,30240,3170,6652563,35087,2279952,24376,1320837,22657,1867341,24166,562741,15007,603894,14801,17798,3138,786821,18680,207487,7890,197433,11320,188969,8008,115378,9237,75628,5145,1926,768,175495,7663,27707,2446,64498,4774,46549,4420,18264,3616,18064,2495,413,276,127509,7074,32797,3929,41938,3855,33075,3304,9569,2605,8591,2033,1539,1622,186694,9132,44403,3646,49684,4520,37542,3456,27602,4049,27090,3499,373,258,424181,12099,200429,8036,48869,4512,123138,6915,27122,3310,16432,2197,8191,2588,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
