GEO_ID,B19215_001E,B19215_001M,B19215_002E,B19215_002M,B19215_003E,B19215_003M,B19215_004E,B19215_004M,B19215_005E,B19215_005M,B19215_006E,B19215_006M,B19215_007E,B19215_007M,B19215_008E,B19215_008M,B19215_009E,B19215_009M,B19215_010E,B19215_010M,B19215_011E,B19215_011M,B19215_012E,B19215_012M,B19215_013E,B19215_013M,B19215_014E,B19215_014M,B19215_015E,B19215_015M,NAME,B19215_001MA,B19215_001EA,B19215_002EA,B19215_002MA,B19215_003EA,B19215_003MA,B19215_004MA,B19215_004EA,B19215_005MA,B19215_005EA,B19215_006EA,B19215_006MA,B19215_007MA,B19215_007EA,B19215_008EA,B19215_008MA,B19215_009MA,B19215_009EA,B19215_010MA,B19215_010EA,B19215_011MA,B19215_011EA,B19215_012MA,B19215_012EA,B19215_013EA,B19215_013MA,B19215_014EA,B19215_014MA,B19215_015MA,B19215_015EA,state
0400000US01,24372,674,29499,1829,26975,1127,29662,2607,22752,1910,41069,2511,40925,2763,42725,5293,21240,536,20460,553,22315,1295,18721,644,34430,4368,33181,4670,37403,4025,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,44837,3217,47884,4144,43883,3891,47921,4702,30412,4819,64509,14882,68308,14071,55205,20372,40710,3019,34591,3596,40747,4193,30151,8328,65801,6287,66757,7664,63443,26700,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,31504,505,35298,1031,30580,870,31692,973,25681,1536,56097,3534,57877,3559,47121,5321,29026,988,25586,720,30690,941,22225,655,51779,3296,53153,4456,45992,4426,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,23163,757,26178,994,23490,1335,25468,1444,19879,1536,41260,2862,41568,3415,40035,8619,20900,926,19072,964,21976,1736,17048,589,34954,4368,33870,4759,39789,9419,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,40319,386,46813,703,39266,1152,42510,1390,28789,883,71249,1386,72184,1713,60201,5309,34566,679,29362,567,37976,1238,22661,378,65568,1839,67081,2109,57358,2705,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,36893,588,41804,878,36617,884,38549,2503,29930,2531,60428,3675,59866,5269,62424,7625,31954,570,28128,817,33056,1796,22230,1069,59947,3002,60114,3543,58824,6245,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,37872,1315,44863,2183,38163,2753,42208,2695,30901,2348,75202,3976,77128,7373,53716,10625,32439,1252,28145,1825,37736,2747,22123,724,71314,5993,75998,5513,50919,9579,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,36492,1805,41261,2146,35687,3641,40288,2827,25561,4002,67222,9050,70759,7072,47024,5689,32030,1816,29170,2135,38004,2996,21293,1495,54698,12822,52321,14420,61250,13731,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,63192,3442,71130,5166,53131,3762,58858,7385,31182,4247,128774,9963,129287,9412,101447,182709,59380,3123,47958,4429,59777,5165,24196,3164,108508,5600,108723,5713,100472,78450,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,29772,433,34188,1098,30224,422,31935,487,24707,841,52133,1632,52820,1881,48491,2956,26148,313,23728,387,28170,1033,20804,374,48718,2013,48949,2147,47219,5535,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,30276,467,34555,1283,31313,650,32498,1602,23575,1717,49831,3269,50141,3256,46575,6321,26342,648,24110,843,29262,1506,19129,598,45254,3603,45495,4067,42937,6424,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,40189,1799,49130,3847,40310,2852,42124,2887,30280,3588,76211,11382,77352,11221,69681,23362,32295,2367,29255,2864,34620,5368,23813,2076,67862,7961,66974,8663,71300,10686,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,26711,1040,29891,1742,26545,1802,27350,2667,24444,2152,40831,3170,40750,3195,42208,16526,24266,1684,22414,1592,26730,3087,19476,1365,43065,4204,43173,5015,34615,22848,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,32804,577,39261,1092,34477,1143,38104,1331,25862,982,62537,2105,63541,2783,57970,4950,28579,645,25836,378,33113,1266,21144,396,54940,2872,55598,2745,48363,6159,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,28123,520,33349,1204,30570,641,31793,850,26281,1329,50647,2567,50964,2961,48159,5306,24233,584,22204,422,25638,906,20317,484,43419,2494,43780,3198,41657,4142,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,30317,441,34980,1312,31340,713,32719,1540,26047,1351,54803,2394,55195,2453,42917,14999,25298,765,22945,636,27645,1886,20509,638,42813,3606,42203,3933,46166,5757,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,29275,803,32373,1078,30688,674,31262,762,28388,2014,45448,3689,45164,3735,53079,15495,25938,684,23992,812,27643,1254,21557,900,44122,5342,45231,5156,32092,6510,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,24863,749,30347,1081,26337,1102,29570,2552,20641,1307,46276,2576,46697,2672,38242,6045,21463,731,19577,778,21927,1186,17794,665,39242,2671,38310,3119,46797,6065,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,25504,684,32009,1146,29269,1609,32451,2926,21624,1197,47264,4194,48646,5652,37666,7566,21202,629,19542,724,22241,1027,17056,574,41157,4485,40094,4541,45474,11369,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,27189,822,29833,1341,25980,970,26362,1296,25125,2342,52414,4474,54928,5526,43879,9425,24756,1173,21056,1061,25655,1849,17879,1128,50162,5281,49863,4826,54325,15512,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,45959,910,51772,1111,45351,1710,49789,1956,31307,2045,83218,4040,83924,4341,73760,17836,40913,1110,35829,1108,46248,1096,25008,842,81717,3233,83155,3133,68773,16802,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,38610,1174,46078,1351,36973,1534,43510,2363,24509,1857,78402,3631,79823,3370,58662,6486,33314,1117,27910,1352,39659,1870,21157,596,76022,3045,77748,4101,53792,10883,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,28869,399,33956,771,30636,570,31537,620,27458,1033,49045,1771,49450,2182,47506,2724,25252,378,23046,386,26017,660,21303,357,43105,2196,42630,2431,44627,2483,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,34929,788,40688,705,34528,1307,37594,1404,25995,1663,69830,3610,70765,3846,61610,9283,29997,697,26132,599,33210,1502,21769,541,59826,3091,60605,3129,50558,7603,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
