GEO_ID,B18135_001E,B18135_001M,B18135_002E,B18135_002M,B18135_003E,B18135_003M,B18135_004E,B18135_004M,B18135_005E,B18135_005M,B18135_006E,B18135_006M,B18135_007E,B18135_007M,B18135_008E,B18135_008M,B18135_009E,B18135_009M,B18135_010E,B18135_010M,B18135_011E,B18135_011M,B18135_012E,B18135_012M,B18135_013E,B18135_013M,B18135_014E,B18135_014M,B18135_015E,B18135_015M,B18135_016E,B18135_016M,B18135_017E,B18135_017M,B18135_018E,B18135_018M,B18135_019E,B18135_019M,B18135_020E,B18135_020M,B18135_021E,B18135_021M,B18135_022E,B18135_022M,B18135_023E,B18135_023M,B18135_024E,B18135_024M,B18135_025E,B18135_025M,B18135_026E,B18135_026M,B18135_027E,B18135_027M,B18135_028E,B18135_028M,B18135_029E,B18135_029M,B18135_030E,B18135_030M,B18135_031E,B18135_031M,B18135_032E,B18135_032M,B18135_033E,B18135_033M,B18135_034E,B18135_034M,NAME,B18135_001EA,B18135_001MA,B18135_002MA,B18135_002EA,B18135_003MA,B18135_003EA,B18135_004MA,B18135_004EA,B18135_005MA,B18135_005EA,B18135_006EA,B18135_006MA,B18135_007EA,B18135_007MA,B18135_008MA,B18135_008EA,B18135_009EA,B18135_009MA,B18135_010MA,B18135_010EA,B18135_011MA,B18135_011EA,B18135_012EA,B18135_012MA,B18135_013MA,B18135_013EA,B18135_014EA,B18135_014MA,B18135_015MA,B18135_015EA,B18135_016MA,B18135_016EA,B18135_017EA,B18135_017MA,B18135_018EA,B18135_018MA,B18135_019MA,B18135_019EA,B18135_020EA,B18135_020MA,B18135_021MA,B18135_021EA,B18135_022MA,B18135_022EA,B18135_023MA,B18135_023EA,B18135_024MA,B18135_024EA,B18135_025MA,B18135_025EA,B18135_026MA,B18135_026EA,B18135_027MA,B18135_027EA,B18135_028EA,B18135_028MA,B18135_029EA,B18135_029MA,B18135_030EA,B18135_030MA,B18135_031EA,B18135_031MA,B18135_032EA,B18135_032MA,B18135_033MA,B18135_033EA,B18135_034EA,B18135_034MA,state
0400000US01,4755381,1814,1107844,2800,48123,3540,46630,3607,17383,2085,31949,3194,1493,623,1059721,4741,1013033,7104,589574,11068,461276,10540,46688,5600,2945466,4349,419282,10102,350520,9293,190008,6976,222378,6773,68762,4295,2526184,10813,2001521,16354,1822403,17076,254655,8753,524663,14664,702071,2771,290424,6401,289667,6406,181805,5358,287057,6360,757,510,411647,5853,408575,6014,278631,6038,397522,6117,3072,1036,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,712248,1963,187885,833,6985,1444,6760,1470,3537,1052,4215,1224,225,194,180900,1645,159283,3605,107629,4235,59155,3695,21617,3001,459776,2193,46634,3709,35959,2984,20752,2252,20774,2651,10675,1626,413142,4106,314372,6358,289719,6451,38531,2744,98770,5337,64587,1146,25636,1892,25520,1877,14104,1484,25038,1887,116,92,38951,1787,38368,1806,28726,1823,35725,1814,583,293,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6521226,1734,1613505,1027,53122,3447,48667,3538,22401,1968,32373,3340,4455,1131,1560383,3449,1373078,10589,846528,13816,578293,13376,187305,10575,3900900,2563,400687,12489,328675,9704,166695,6892,202941,7901,72012,5892,3500213,12003,2654804,18672,2282399,20388,453727,12516,845409,16285,1006821,1666,347919,8231,345059,8170,191366,5336,341745,8202,2860,867,658902,8180,652757,8389,395024,7086,632572,8072,6145,1313,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2907014,1233,709125,2381,41356,3655,39397,3566,11605,1733,31864,3501,1959,873,667769,4054,630469,6309,312949,9412,340350,9170,37300,4897,1759900,3170,269016,7795,212629,7175,96918,4197,147203,6368,56387,3934,1490884,9053,1123247,12714,1011922,12260,151535,6544,367637,10681,437989,2282,185630,4828,185318,4802,98883,4158,184311,4834,312,255,252359,5165,251004,4988,156636,4441,245372,5029,1355,1064,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37831553,5167,9157955,2369,299000,9739,283564,9749,128425,7073,177988,7500,15436,2233,8858955,10424,8201183,22346,4825712,31654,3625019,31193,657772,17626,23976518,6508,1986776,26886,1640863,23760,794928,15838,1020840,21773,345913,11583,21989742,27455,16592108,46082,14435583,48143,2538086,30245,5397634,44917,4697080,3683,1734106,16952,1716835,16991,822906,11971,1689247,17012,17271,2062,2962974,16729,2896821,16486,1686114,15600,2750570,16893,66153,4901,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5173272,2685,1239191,3147,40681,3464,37412,3361,19084,2211,21334,2519,3269,941,1198510,4722,1099630,6834,767151,10697,368598,11556,98880,6283,3304940,4476,303621,9069,250159,8364,147783,6330,135089,6679,53462,4387,3001319,9976,2431854,16285,2236416,17432,262817,9796,569465,14016,629141,2142,215935,5734,214795,5726,128686,4662,211911,5652,1140,438,413206,5861,410234,5824,267516,6109,394440,6016,2972,887,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541409,1156,784159,911,29374,2763,28239,2677,13449,1852,16211,2203,1135,738,754785,2981,722265,5426,501801,9538,245252,9563,32520,4070,2235695,1709,181420,8733,162374,7730,88820,4931,93653,5836,19046,2950,2054275,9096,1779119,13585,1564800,14338,249190,9376,275156,11736,521555,1361,167450,4244,166269,4277,102852,3457,164095,4214,1181,593,354105,4387,350640,4430,232170,5450,334840,4734,3465,1028,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,911502,1114,203339,387,9339,1628,9133,1619,4548,1013,5962,1338,206,238,194000,1773,185118,2943,121301,4935,72023,5108,8882,2149,565138,1310,59493,4101,54196,4042,27410,2546,34538,3376,5297,965,505645,4266,438216,6244,377956,7277,73314,4446,67429,4916,143025,657,45864,2365,45343,2371,32310,2191,44993,2352,521,394,97161,2585,96212,2620,73291,2696,93769,2505,949,450,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,635833,581,111287,241,5132,1164,4986,1169,1264,427,3992,1084,146,165,106155,1162,103671,1483,59538,3741,53058,3288,2484,1076,453153,857,39825,3440,36811,3326,13524,1704,26054,2661,3014,1031,413328,3541,376941,4746,314690,5390,75984,4943,36387,3195,71393,513,23873,1626,23873,1626,14053,1638,23046,1615,0,203,47520,1637,47256,1630,34616,2095,42624,1638,264,266,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19245127,3839,4019835,2322,167510,8234,155163,8122,58248,4756,105265,6987,12347,2422,3852325,8695,3419637,18059,1945699,27186,1565326,27573,432688,16763,11646895,5992,1196475,22031,934584,19861,449421,12189,604961,16552,261891,11057,10450420,22472,7363524,35306,6548846,36527,1026422,22986,3086896,32507,3578397,4016,1219925,14757,1208175,14604,635514,11405,1196518,14944,11750,2592,2358472,14733,2311081,15620,1297681,14779,2234744,14877,47391,4869,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
