GEO_ID,B12006_001E,B12006_001M,B12006_002E,B12006_002M,B12006_003E,B12006_003M,B12006_004E,B12006_004M,B12006_005E,B12006_005M,B12006_006E,B12006_006M,B12006_007E,B12006_007M,B12006_008E,B12006_008M,B12006_009E,B12006_009M,B12006_010E,B12006_010M,B12006_011E,B12006_011M,B12006_012E,B12006_012M,B12006_013E,B12006_013M,B12006_014E,B12006_014M,B12006_015E,B12006_015M,B12006_016E,B12006_016M,B12006_017E,B12006_017M,B12006_018E,B12006_018M,B12006_019E,B12006_019M,B12006_020E,B12006_020M,B12006_021E,B12006_021M,B12006_022E,B12006_022M,B12006_023E,B12006_023M,B12006_024E,B12006_024M,B12006_025E,B12006_025M,B12006_026E,B12006_026M,B12006_027E,B12006_027M,B12006_028E,B12006_028M,B12006_029E,B12006_029M,B12006_030E,B12006_030M,B12006_031E,B12006_031M,B12006_032E,B12006_032M,B12006_033E,B12006_033M,B12006_034E,B12006_034M,B12006_035E,B12006_035M,B12006_036E,B12006_036M,B12006_037E,B12006_037M,B12006_038E,B12006_038M,B12006_039E,B12006_039M,B12006_040E,B12006_040M,B12006_041E,B12006_041M,B12006_042E,B12006_042M,B12006_043E,B12006_043M,B12006_044E,B12006_044M,B12006_045E,B12006_045M,B12006_046E,B12006_046M,B12006_047E,B12006_047M,B12006_048E,B12006_048M,B12006_049E,B12006_049M,B12006_050E,B12006_050M,B12006_051E,B12006_051M,B12006_052E,B12006_052M,B12006_053E,B12006_053M,B12006_054E,B12006_054M,B12006_055E,B12006_055M,B12006_056E,B12006_056M,NAME,B12006_001EA,B12006_001MA,B12006_002MA,B12006_002EA,B12006_003EA,B12006_003MA,B12006_004MA,B12006_004EA,B12006_005MA,B12006_005EA,B12006_006MA,B12006_006EA,B12006_007MA,B12006_007EA,B12006_008EA,B12006_008MA,B12006_009EA,B12006_009MA,B12006_010MA,B12006_010EA,B12006_011MA,B12006_011EA,B12006_012MA,B12006_012EA,B12006_013MA,B12006_013EA,B12006_014EA,B12006_014MA,B12006_015EA,B12006_015MA,B12006_016EA,B12006_016MA,B12006_017MA,B12006_017EA,B12006_018MA,B12006_018EA,B12006_019EA,B12006_019MA,B12006_020MA,B12006_020EA,B12006_021MA,B12006_021EA,B12006_022EA,B12006_022MA,B12006_023MA,B12006_023EA,B12006_024EA,B12006_024MA,B12006_025EA,B12006_025MA,B12006_026MA,B12006_026EA,B12006_027MA,B12006_027EA,B12006_028MA,B12006_028EA,B12006_029MA,B12006_029EA,B12006_030MA,B12006_030EA,B12006_031EA,B12006_031MA,B12006_032MA,B12006_032EA,B12006_033MA,B12006_033EA,B12006_034MA,B12006_034EA,B12006_035EA,B12006_035MA,B12006_036EA,B12006_036MA,B12006_037MA,B12006_037EA,B12006_038MA,B12006_038EA,B12006_039MA,B12006_039EA,B12006_040EA,B12006_040MA,B12006_041MA,B12006_041EA,B12006_042EA,B12006_042MA,B12006_043EA,B12006_043MA,B12006_044MA,B12006_044EA,B12006_045EA,B12006_045MA,B12006_046EA,B12006_046MA,B12006_047EA,B12006_047MA,B12006_048MA,B12006_048EA,B12006_049MA,B12006_049EA,B12006_050EA,B12006_050MA,B12006_051EA,B12006_051MA,B12006_052MA,B12006_052EA,B12006_053MA,B12006_053EA,B12006_054EA,B12006_054MA,B12006_055EA,B12006_055MA,B12006_056MA,B12006_056EA,state
0400000US01,3845555,4919,1119139,13601,591474,10324,356365,8502,289285,8155,67080,4649,235109,8211,527665,8791,320160,7939,267444,7045,52716,4353,207505,8228,1847562,25291,930135,13503,647683,12384,620703,12197,26980,2526,282452,6371,917427,15168,506533,10596,477839,10150,28694,2801,410894,9830,100179,5717,40680,3971,23879,3027,21038,2966,2841,720,16801,2481,59499,3737,33636,2880,28379,2843,5257,1164,25863,2682,289130,8060,59574,4187,14569,2314,13742,2280,827,404,45005,3363,229556,6059,39428,3581,37235,3500,2193,722,190128,5630,489545,12815,216018,7499,131941,6105,119443,6037,12498,1930,84077,4986,273527,10123,162398,7750,147216,7172,15182,2295,111129,5100,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,565724,1639,190719,6122,113717,4133,81749,4250,69428,3829,12321,1982,31968,2933,77002,3291,53171,3260,47362,3125,5809,1056,23831,2172,280506,7736,144815,4915,116848,4486,110566,4531,6282,1232,27967,2523,135691,3732,91131,3376,86737,3227,4394,959,44560,3023,9765,1622,4570,1072,3630,1013,3194,1027,436,233,940,376,5195,1314,4019,1137,3652,1080,367,249,1176,520,22479,2174,5724,1198,2324,886,2250,889,74,48,3400,837,16755,1756,4887,956,4372,963,515,358,11868,1394,62255,3881,30263,2364,21577,2024,19369,1939,2208,713,8686,1124,31992,2585,23506,2348,22225,2224,1281,527,8486,1182,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5191686,4130,1652360,16779,909188,11214,588782,11466,500476,10695,88306,5656,320406,7500,743172,10193,466734,8621,409523,8752,57211,3639,276438,8441,2487700,24450,1259207,13351,843242,12123,803799,11818,39443,2976,415965,6959,1228493,13906,635255,11091,597710,10958,37545,3134,593238,12226,102511,6255,44120,4151,30587,3161,27093,3104,3494,1080,13533,2401,58391,3981,39810,3477,34686,3160,5124,1258,18581,2062,289184,6951,66083,4025,13101,1821,11460,1734,1641,676,52982,3414,223101,6491,44185,3441,40929,3479,3256,968,178916,6093,659931,13524,287115,9333,177745,7531,159756,7015,17989,2278,109370,4908,372816,8237,240382,6725,220781,6319,19601,2130,132434,4749,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2325168,3559,617360,11634,339382,7882,199803,5517,167752,5533,32051,3007,139579,6127,277978,7177,165523,5635,144267,5663,21256,2655,112455,5240,1178370,16775,595835,9983,411680,10020,392747,9351,18933,2442,184155,5476,582535,8929,323058,8336,307984,8099,15074,1999,259477,6324,54429,4450,22935,2997,13844,2310,12320,2127,1524,687,9091,1759,31494,3496,17550,2534,15828,2355,1722,675,13944,2224,159457,6041,31257,2594,6969,1425,6172,1369,797,451,24288,2076,128200,4886,22131,2126,20821,2106,1310,579,106069,4128,315552,9842,143012,5979,87689,5000,79605,4640,8084,1606,55323,3862,172540,6552,107015,6065,98449,5692,8566,1676,65525,4129,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,30209117,10041,10783651,44446,5881313,27638,3931413,26165,3333427,25695,597986,13484,1949900,19741,4902338,24596,3109914,22043,2692168,22839,417746,11552,1792424,19724,14178086,60640,7187690,32771,5423163,31386,5110731,30851,312432,8453,1764527,16783,6990396,34930,4024453,24906,3712863,23592,311590,9119,2965943,23865,717993,14947,287481,9033,204655,8202,181310,7870,23345,2860,82826,4619,430512,11041,287387,8677,251388,8354,35999,3099,143125,6988,1548357,18692,328683,9171,77534,4792,68777,4044,8757,1650,251149,8008,1219674,15987,218892,7563,198663,7180,20229,2304,1000782,13609,2981030,28509,1231851,19827,794363,15364,706371,13840,87992,4444,437488,11909,1749179,18407,1105179,15101,1007765,14736,97414,4500,644000,11713,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4154394,4759,1256807,15875,710476,10186,505162,9839,443140,9205,62022,4346,205314,6091,546331,8697,389646,7927,352059,7957,37587,3084,156685,6734,2125194,22847,1069248,13821,828824,13738,798342,12650,30482,2599,240424,5934,1055946,12314,647190,9403,615026,8982,32164,2638,408756,8383,66200,4873,28247,3045,22468,2732,20079,2695,2389,882,5779,1016,37953,3228,28931,2958,25033,2696,3898,1078,9022,1430,190594,5441,46989,2731,13005,1883,12056,1795,949,621,33984,2329,143605,4939,30115,2791,28599,2836,1516,493,113490,4314,515599,13834,221806,7907,156960,6526,147560,6385,9400,1607,64846,3830,293793,9196,201933,6818,186647,6000,15286,2150,91860,5756,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2908882,2529,959912,12593,509232,7509,356094,8724,292091,7602,64003,4124,153138,5876,450680,7415,307909,8432,270097,7818,37812,3175,142771,5158,1413737,18843,711696,9866,557004,9277,529011,9271,27993,2804,154692,4792,702041,11098,460028,8833,435085,8921,24943,2327,242013,6760,39640,3311,13743,1946,9504,1813,8653,1734,851,496,4239,989,25897,2884,16980,2081,15426,2050,1554,569,8917,1847,177695,5095,38066,2513,9258,1373,8532,1429,726,384,28808,2075,139629,4040,24941,2540,22847,2476,2094,698,114688,3325,317898,9843,129508,5629,90552,4378,81074,3880,9478,1531,38956,3503,188390,6750,127566,5639,116467,5297,11099,1776,60824,3901,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,742125,1353,240040,6155,123274,3736,86466,3385,72014,3587,14452,1807,36808,2692,116766,3675,77392,3081,68673,3096,8719,1504,39374,2670,356232,8527,180428,4522,127433,4248,122884,4107,4549,919,52995,2103,175804,5040,103373,4407,98231,4352,5142,1206,72431,4014,13695,2177,5628,1173,3352,875,2774,798,578,450,2276,732,8067,1648,6203,1402,5414,1353,789,432,1864,690,44107,2351,9028,1148,2237,697,2154,694,83,88,6791,1024,35079,2005,7671,1474,7287,1375,384,345,27408,1715,88051,4706,35816,2835,23298,2210,20728,2239,2570,807,12518,1744,52235,3353,35961,3138,32766,2965,3195,993,16274,1689,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,545434,907,303431,6074,143610,3725,103666,4419,88461,4339,15205,2041,39944,3005,159821,3613,114111,3237,101901,2846,12210,2039,45710,3151,149957,7045,77781,4043,60134,3639,56309,3267,3825,1167,17647,1733,72176,3850,47590,3178,44318,3190,3272,711,24586,2134,13553,2014,6422,1462,4747,1170,4532,1123,215,196,1675,665,7131,1555,4605,1182,4125,1104,480,351,2526,765,23647,2362,5358,1031,1441,674,1356,658,85,142,3917,777,18289,1985,3873,981,3731,1003,142,126,14416,1745,54846,3678,22644,2627,14753,2112,12915,1849,1838,883,7891,1125,32202,2542,20162,2262,18576,2123,1586,643,12040,1573,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15996701,8104,4869874,34420,2642975,19760,1706141,20026,1434037,20134,272104,11865,936834,16339,2226899,22545,1432108,19503,1237548,19435,194560,8475,794791,14522,7451822,49933,3784155,26761,2497584,24195,2360601,24814,136983,7543,1286571,16100,3667667,29806,1978083,22291,1848749,21161,129334,5274,1689584,22585,401301,12634,160808,8486,105980,7843,93700,6980,12280,2305,54828,3910,240493,8835,161066,6874,139533,6487,21533,2821,79427,5452,1149037,16998,252551,9219,50791,4148,45988,4236,4803,1129,201760,8173,896486,13171,154192,6589,140026,6476,14166,1842,742294,12231,2124667,31828,902270,18567,568083,15042,509694,13677,58389,4105,334187,9716,1222397,21118,768243,15610,703121,15734,65122,4479,454154,10873,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
