GEO_ID,B14002_001E,B14002_001M,B14002_002E,B14002_002M,B14002_003E,B14002_003M,B14002_004E,B14002_004M,B14002_005E,B14002_005M,B14002_006E,B14002_006M,B14002_007E,B14002_007M,B14002_008E,B14002_008M,B14002_009E,B14002_009M,B14002_010E,B14002_010M,B14002_011E,B14002_011M,B14002_012E,B14002_012M,B14002_013E,B14002_013M,B14002_014E,B14002_014M,B14002_015E,B14002_015M,B14002_016E,B14002_016M,B14002_017E,B14002_017M,B14002_018E,B14002_018M,B14002_019E,B14002_019M,B14002_020E,B14002_020M,B14002_021E,B14002_021M,B14002_022E,B14002_022M,B14002_023E,B14002_023M,B14002_024E,B14002_024M,B14002_025E,B14002_025M,B14002_026E,B14002_026M,B14002_027E,B14002_027M,B14002_028E,B14002_028M,B14002_029E,B14002_029M,B14002_030E,B14002_030M,B14002_031E,B14002_031M,B14002_032E,B14002_032M,B14002_033E,B14002_033M,B14002_034E,B14002_034M,B14002_035E,B14002_035M,B14002_036E,B14002_036M,B14002_037E,B14002_037M,B14002_038E,B14002_038M,B14002_039E,B14002_039M,B14002_040E,B14002_040M,B14002_041E,B14002_041M,B14002_042E,B14002_042M,B14002_043E,B14002_043M,B14002_044E,B14002_044M,B14002_045E,B14002_045M,B14002_046E,B14002_046M,B14002_047E,B14002_047M,B14002_048E,B14002_048M,B14002_049E,B14002_049M,NAME,B14002_001MA,B14002_001EA,B14002_002MA,B14002_002EA,B14002_003MA,B14002_003EA,B14002_004EA,B14002_004MA,B14002_005EA,B14002_005MA,B14002_006EA,B14002_006MA,B14002_007MA,B14002_007EA,B14002_008EA,B14002_008MA,B14002_009EA,B14002_009MA,B14002_010MA,B14002_010EA,B14002_011EA,B14002_011MA,B14002_012MA,B14002_012EA,B14002_013EA,B14002_013MA,B14002_014MA,B14002_014EA,B14002_015EA,B14002_015MA,B14002_016EA,B14002_016MA,B14002_017EA,B14002_017MA,B14002_018MA,B14002_018EA,B14002_019MA,B14002_019EA,B14002_020EA,B14002_020MA,B14002_021EA,B14002_021MA,B14002_022EA,B14002_022MA,B14002_023MA,B14002_023EA,B14002_024EA,B14002_024MA,B14002_025MA,B14002_025EA,B14002_026MA,B14002_026EA,B14002_027EA,B14002_027MA,B14002_028MA,B14002_028EA,B14002_029EA,B14002_029MA,B14002_030MA,B14002_030EA,B14002_031EA,B14002_031MA,B14002_032EA,B14002_032MA,B14002_033MA,B14002_033EA,B14002_034EA,B14002_034MA,B14002_035MA,B14002_035EA,B14002_036MA,B14002_036EA,B14002_037EA,B14002_037MA,B14002_038EA,B14002_038MA,B14002_039EA,B14002_039MA,B14002_040MA,B14002_040EA,B14002_041MA,B14002_041EA,B14002_042EA,B14002_042MA,B14002_043EA,B14002_043MA,B14002_044MA,B14002_044EA,B14002_045EA,B14002_045MA,B14002_046MA,B14002_046EA,B14002_047EA,B14002_047MA,B14002_048EA,B14002_048MA,B14002_049MA,B14002_049EA,state
0400000US01,4666958,5106,2258492,6486,595012,9121,36818,3429,21432,2646,15386,2032,33152,2853,29177,2673,3975,1095,120540,5008,109917,4918,10623,1521,139450,5316,124975,5243,14475,1995,126870,4585,113232,4814,13638,1622,116470,5690,101901,4976,14569,1858,21712,2670,17245,2586,4467,1057,1663480,8874,2408466,5570,614225,8347,33938,3298,18155,2692,15783,2075,29190,2716,25776,2373,3414,916,117432,5375,107048,4992,10384,1611,126453,4780,112892,4707,13561,1753,127847,4047,114566,3833,13281,1615,148422,6453,125258,5645,23164,3109,30943,2789,24588,2639,6355,1315,1794241,7792,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,703375,1716,370767,2251,103558,3137,5414,974,3059,593,2355,649,6104,1141,5729,1097,375,226,21285,1585,20204,1563,1081,489,21611,1888,19904,1967,1707,490,24392,2103,22403,2103,1989,851,20954,2801,17588,2334,3366,1720,3798,1058,2857,1026,941,513,267209,3233,332608,2332,97226,3873,5659,1075,3833,815,1826,813,4457,974,4203,929,254,175,18159,1821,16893,1966,1266,503,21729,1964,19903,1917,1826,535,19586,1814,17802,1874,1784,542,19771,2050,17301,1929,2470,886,7865,1538,5685,1119,2180,1065,235382,3891,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6376529,5428,3168252,4344,869251,8061,44588,3502,29538,3058,15050,2050,43828,3243,40413,2865,3415,922,186535,6401,172649,5866,13886,2316,191541,6107,179917,6075,11624,1818,189919,3919,179537,4078,10382,1626,177110,6864,155734,7026,21376,3530,35730,3579,24321,2931,11409,1876,2299001,8655,3208277,3906,870638,8642,39232,3165,24328,2678,14904,2010,44934,3402,41166,3226,3768,1023,176573,4958,164097,5185,12476,2113,175047,4997,161729,5111,13318,2301,180965,4812,168867,4821,12098,1828,206674,6461,179076,6263,27598,3058,47213,3886,32201,3555,15012,1969,2337639,8528,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2850031,4133,1401476,4285,377543,7312,27193,2911,21287,2727,5906,1236,23920,3093,22049,3035,1871,657,81586,3783,75515,3775,6071,1151,79552,3756,70825,3903,8727,1560,77869,3457,72063,3508,5806,1096,73218,4968,60840,4295,12378,2294,14205,2416,10534,1967,3671,1396,1023933,7315,1448555,5011,372606,6886,24372,2758,17330,2168,7042,1551,21011,2279,19867,2152,1144,483,74641,3963,70122,3958,4519,984,72174,3181,66046,3220,6128,1225,72608,3307,66852,3216,5756,1143,93495,4684,81500,4362,11995,1965,14305,1889,11792,1705,2513,749,1075949,6617,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36881228,13300,18327083,10325,5271968,19879,301672,8742,175510,7385,126162,5511,272446,8333,244776,8100,27670,3297,1034222,13129,945813,12371,88409,5002,1050706,15064,957932,14282,92774,5376,1143549,10130,1053451,10501,90098,4978,1255723,18471,1064725,19020,190998,8234,213650,7667,117167,6475,96483,4658,13055115,21411,18554145,10186,5276487,25063,280357,8840,161857,7221,118500,4845,247338,9033,221461,8809,25877,2513,982811,13412,903037,13228,79774,4624,988344,14517,899451,14540,88893,4364,1068982,10859,987623,10894,81359,4397,1433805,18481,1195333,17945,238472,7174,274850,9177,150007,6149,124843,6155,13277658,23309,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5069903,5463,2541942,4027,698678,7070,44599,2918,26653,2532,17946,1876,33617,3016,30492,2978,3125,849,140530,4748,130896,4767,9634,1523,150715,5514,139864,5389,10851,1836,144275,4501,136000,4793,8275,1455,151140,5980,131444,5915,19696,2074,33802,2987,22487,2673,11315,1698,1843264,7175,2527961,5433,701775,6864,41549,3247,23603,2701,17946,1941,36823,3300,34028,3168,2795,797,135407,4654,125405,4648,10002,1609,137907,4488,127351,4441,10556,1453,132976,3480,123813,3688,9163,1465,171780,4776,144021,4744,27759,2816,45333,3927,28626,2999,16707,2473,1826186,7604,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3486522,3889,1696719,3378,462296,6658,30726,2753,17046,2431,13680,1801,21095,2388,18029,2165,3066,866,92695,4190,85090,4028,7605,1233,92572,4668,84018,4569,8554,1404,105905,3389,94124,3526,11781,2012,97762,4259,66347,3549,31415,3528,21541,2209,10006,1304,11535,1913,1234423,6365,1789803,3398,477466,5831,28524,2859,13864,1905,14660,2011,21979,2738,20097,2553,1882,680,85835,4007,78340,4108,7495,1394,92007,3760,83564,3616,8443,1317,96874,2724,87518,2656,9356,1497,121675,4123,79164,4062,42511,2948,30572,2712,14624,2154,15948,1948,1312337,5491,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,891570,2159,429933,1916,110090,3034,6959,1329,4264,1117,2695,874,5347,1328,4293,1178,1054,563,21681,2028,18356,2103,3325,950,24887,2155,21669,2284,3218,1023,23030,1428,20519,1429,2511,738,22718,2238,17607,1821,5111,1246,5468,1179,3109,944,2359,641,319843,3147,461637,1674,119043,3236,6203,1303,3348,1042,2855,780,5753,1254,5201,1284,552,374,22891,2049,20801,2158,2090,641,21751,1993,18476,2007,3275,903,22114,1660,19112,1539,3002,922,31195,2256,25020,2175,6175,1406,9136,1492,5622,1233,3514,973,342594,3229,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,620005,1969,292861,1291,76115,2794,7246,1243,5315,1203,1931,768,4087,1089,3636,972,451,316,11201,1332,8695,1302,2506,635,9815,1481,8291,1582,1524,552,11365,1275,9146,1225,2219,757,21911,2248,6657,1361,15254,1861,10490,1728,1541,560,8949,1702,216746,2631,327144,1493,86395,3725,6126,1181,4623,1088,1503,737,4068,842,3509,821,559,336,11685,1328,9349,1322,2336,684,9024,1187,7844,1180,1180,417,11081,1182,8984,1327,2097,581,28573,2354,9879,1668,18694,2099,15838,2324,3974,1064,11864,1810,240749,3360,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18927019,9442,9246343,9401,2286990,17440,149938,6305,82831,5369,67107,5055,115412,6002,99367,5600,16045,2417,451395,10480,401123,9897,50272,4161,484412,9850,431841,9233,52571,4044,496382,9603,443134,9454,53248,4064,500385,13348,393855,12227,106530,6659,89066,5216,50265,3968,38801,3608,6959353,16394,9680676,9547,2356958,17711,137633,7004,78339,5608,59294,4150,113970,6357,98667,6259,15303,1907,436802,9530,383282,10225,53520,4248,437706,9476,388012,9582,49694,3693,458794,8120,411157,8435,47637,3776,634625,14542,503558,14203,131067,7652,137428,7193,77171,5537,60257,4195,7323718,17694,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
