GEO_ID,C23002H_001E,C23002H_001M,C23002H_002E,C23002H_002M,C23002H_003E,C23002H_003M,C23002H_004E,C23002H_004M,C23002H_005E,C23002H_005M,C23002H_006E,C23002H_006M,C23002H_007E,C23002H_007M,C23002H_008E,C23002H_008M,C23002H_009E,C23002H_009M,C23002H_010E,C23002H_010M,C23002H_011E,C23002H_011M,C23002H_012E,C23002H_012M,C23002H_013E,C23002H_013M,C23002H_014E,C23002H_014M,C23002H_015E,C23002H_015M,C23002H_016E,C23002H_016M,C23002H_017E,C23002H_017M,C23002H_018E,C23002H_018M,C23002H_019E,C23002H_019M,C23002H_020E,C23002H_020M,C23002H_021E,C23002H_021M,C23002H_022E,C23002H_022M,C23002H_023E,C23002H_023M,C23002H_024E,C23002H_024M,C23002H_025E,C23002H_025M,C23002H_026E,C23002H_026M,C23002H_027E,C23002H_027M,NAME,C23002H_001MA,C23002H_001EA,C23002H_002EA,C23002H_002MA,C23002H_003MA,C23002H_003EA,C23002H_004MA,C23002H_004EA,C23002H_005EA,C23002H_005MA,C23002H_006MA,C23002H_006EA,C23002H_007EA,C23002H_007MA,C23002H_008EA,C23002H_008MA,C23002H_009MA,C23002H_009EA,C23002H_010EA,C23002H_010MA,C23002H_011EA,C23002H_011MA,C23002H_012EA,C23002H_012MA,C23002H_013EA,C23002H_013MA,C23002H_014MA,C23002H_014EA,C23002H_015EA,C23002H_015MA,C23002H_016EA,C23002H_016MA,C23002H_017MA,C23002H_017EA,C23002H_018EA,C23002H_018MA,C23002H_019EA,C23002H_019MA,C23002H_020MA,C23002H_020EA,C23002H_021MA,C23002H_021EA,C23002H_022MA,C23002H_022EA,C23002H_023MA,C23002H_023EA,C23002H_024MA,C23002H_024EA,C23002H_025EA,C23002H_025MA,C23002H_026MA,C23002H_026EA,C23002H_027EA,C23002H_027MA,state
0400000US01,2628426,3182,1271990,2384,1020282,2363,775122,7491,8484,1615,766638,7600,706452,7844,60186,3833,245160,7612,251708,117,47702,3037,45515,3058,2187,628,204006,3050,1356436,2237,1034212,2225,653056,7388,683,318,652373,7435,598423,7298,53950,4140,381156,7229,322224,286,37466,2686,36447,2682,1019,460,284758,2670,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,373028,875,200180,794,175096,811,147054,2520,9753,1276,137301,2642,128502,2866,8799,1420,28042,2452,25084,105,7929,1164,7080,981,849,538,17155,1145,172848,844,148899,841,111685,2282,1231,476,110454,2369,104104,2398,6350,1208,37214,2330,23949,83,4870,830,4646,805,224,165,19079,831,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3168732,3058,1555113,1952,1167961,1955,901475,7009,8360,1312,893115,6967,822941,8028,70174,4476,266486,7158,387152,209,64741,3090,60234,3036,4507,835,322411,3100,1613619,2226,1167326,2245,799057,8375,1305,530,797752,8392,744404,9181,53348,3711,368269,8178,446293,252,53321,2814,49625,2634,3696,1028,392972,2859,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1775059,1824,863329,1855,686137,1828,513107,5563,2577,809,510530,5619,471466,5759,39064,3054,173030,5706,177192,146,35008,2423,33761,2301,1247,546,142184,2432,911730,1555,690831,1549,443213,6219,563,393,442650,6222,415132,5982,27518,2855,247618,6334,220899,159,27698,2302,26856,2274,842,355,193201,2305,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12759623,6644,6333890,4808,5036956,4723,3962849,16151,69267,4256,3893582,16210,3545154,17272,348428,9627,1074107,15577,1296934,758,308451,5907,288329,5759,20122,2144,988483,5945,6425733,4088,4833358,3986,3350639,16774,8500,1861,3342139,16889,3076932,17799,265207,9040,1482719,17292,1592375,587,239232,6746,222934,6614,16298,1677,1353143,6888,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3015688,3821,1500053,2656,1253370,2626,1039693,7359,22438,2180,1017255,7724,951537,8169,65718,3791,213677,7560,246683,393,63001,3072,59849,2853,3152,783,183682,3103,1515635,2537,1218534,2429,899343,8158,2005,616,897338,8187,845798,8207,51540,3666,319191,8017,297101,418,48419,2233,46607,2327,1812,550,248682,2347,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2099765,2605,1010503,1681,807940,1682,672587,4978,5031,1156,667556,4876,610455,5212,57101,3423,135353,5242,202563,158,55954,2299,52992,2341,2962,851,146609,2305,1089262,1757,821610,1731,617117,6304,282,298,616835,6294,575001,6539,41834,3335,204493,6358,267652,103,43211,2312,40511,2263,2700,657,224441,2322,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,498518,1358,238588,1130,184787,1126,148605,2219,1209,590,147396,2280,134392,2476,13004,1664,36182,2182,53801,64,11350,1180,10742,1154,608,313,42451,1175,259930,814,193469,811,140661,3292,194,297,140467,3256,130347,3209,10120,1477,52808,3431,66461,62,8591,1082,8022,1051,569,289,57870,1064,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,208761,485,103545,331,92534,310,81499,1517,1549,562,79950,1528,77275,1635,2675,1036,11035,1512,11011,161,5433,639,5070,640,363,269,5578,599,105216,271,92550,271,76657,1480,293,283,76364,1484,74142,1561,2222,711,15893,1490,12666,203,3980,740,3944,752,36,58,8686,740,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9439127,5752,4592095,3757,3322790,3729,2546238,13103,31144,3148,2515094,13121,2293297,13932,221797,9929,776552,13117,1269305,629,226979,6848,211659,6802,15320,2073,1042326,6971,4847032,4606,3343749,4545,2275390,14864,4491,1254,2270899,14720,2095334,14952,175565,8165,1068359,16448,1503283,540,183569,7188,171455,6704,12114,1908,1319714,7176,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4451389,5380,2171741,3590,1782961,3528,1384771,9209,25638,2451,1359133,9587,1254199,9801,104934,5950,398190,9977,388780,600,87572,3607,83278,3646,4294,1011,301208,3759,2279648,3378,1790835,3372,1191805,10591,1780,770,1190025,10598,1094718,9741,95307,4845,599030,10672,488813,344,62417,3343,59481,3261,2936,970,426396,3419,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,284067,758,157931,668,129311,666,109645,2575,24859,2114,84786,3026,79638,2985,5148,1108,19666,2387,28620,98,6667,1014,6623,1015,44,63,21953,1024,126136,435,98121,442,66734,2236,1941,691,64793,2249,60986,2416,3807,848,31387,2179,28015,70,6473,867,6049,869,424,346,21542,862,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1050178,1971,517409,1580,419041,1591,336491,4204,1330,517,335161,4217,312919,4804,22242,2642,82550,4417,98368,45,18438,1698,17058,1623,1380,620,79930,1701,532769,1373,421141,1380,286306,5558,428,302,285878,5601,264388,6038,21490,2276,134835,5698,111628,108,10953,1453,10565,1470,388,237,100675,1454,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6684455,4266,3246753,2822,2656017,2805,2191974,8828,8188,1623,2183786,8668,2010270,10184,173516,6560,464043,8666,590736,377,131349,4445,124804,4389,6545,1057,459387,4425,3437702,3174,2660502,3092,1987651,9878,1986,812,1985665,9836,1857666,10571,127999,4933,672851,10003,777200,446,113010,3567,108012,3642,4998,935,664190,3578,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4276700,3338,2077707,2307,1715868,2331,1363750,9232,1749,572,1362001,9336,1263307,9171,98694,5453,352118,8920,361839,147,76710,3395,73357,3455,3353,897,285129,3416,2198993,2639,1729469,2595,1226625,8683,330,246,1226295,8750,1141047,8922,85248,5020,502844,8527,469524,474,63046,3435,61089,3413,1957,594,406478,3502,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2191347,2505,1069265,1876,866667,1875,725900,4938,1493,611,724407,4962,689014,5609,35393,3217,140767,4829,202598,31,43994,2269,42932,2253,1062,461,158604,2270,1122082,1770,859832,1730,676250,5330,146,123,676104,5324,648870,5858,27234,2421,183582,5544,262250,259,36778,2025,35621,1919,1157,383,225472,2033,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1796597,2067,878577,1404,717372,1481,593927,4181,9951,1346,583976,4322,554092,4760,29884,2825,123445,4595,161205,368,40869,2013,39554,2078,1315,402,120336,2123,918020,1569,712138,1497,526377,5783,418,224,525959,5788,500880,5971,25079,2424,185761,5789,205882,221,32573,2128,31107,2069,1466,536,173309,2127,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3047171,2758,1479523,2368,1221327,2363,901906,7011,7822,1017,894084,7149,817377,7833,76707,4557,319421,7787,258196,255,48498,2437,47275,2388,1223,414,209698,2443,1567648,2147,1236530,2123,803026,7196,409,231,802617,7210,741310,7982,61307,3533,433504,7210,331118,159,39762,2186,38836,2150,926,356,291356,2175,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2239413,2614,1092312,2143,895811,2126,710006,6056,8219,1158,701787,6162,659235,6757,42552,3223,185805,6215,196501,138,47370,2737,46239,2761,1131,501,149131,2752,1147101,1942,898731,1947,579242,7782,1191,582,578051,7679,544895,7959,33156,3105,319489,7939,248370,164,34951,2632,33845,2562,1106,418,213419,2657,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1043626,1998,504682,1236,401200,1236,309290,3719,1378,511,307912,3850,283058,4432,24854,2594,91910,3755,103482,165,22530,1551,21667,1518,863,273,80952,1551,538944,1313,412477,1310,307126,4450,201,274,306925,4407,289258,4714,17667,2103,105351,4471,126467,41,19003,1405,17907,1407,1096,572,107464,1405,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2626980,2734,1273816,2209,1032207,1941,857144,6566,15751,1637,841393,6690,789038,7445,52355,3436,175063,6815,241609,936,67744,2966,65169,2898,2575,557,173865,2938,1353164,1772,1044827,1669,781819,6678,3279,840,778540,6691,737098,7046,41442,3250,263008,6663,308337,292,54889,2612,53186,2502,1703,598,253448,2569,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4209444,4631,2014723,2737,1641300,2765,1346939,8323,2628,807,1344311,8470,1242857,10044,101454,4726,294361,8408,373423,517,102478,3201,96757,3187,5721,1062,270945,3167,2194721,3185,1692368,3041,1293067,8968,499,315,1292568,9027,1213817,9797,78751,5010,399301,8490,502353,397,87372,4084,83742,3995,3630,840,414981,4080,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6182112,3522,3022454,2666,2455462,2645,1915937,9193,2880,686,1913057,9197,1746681,9682,166376,6026,539525,8858,566992,238,94097,3871,87667,3730,6430,1108,472895,3893,3159658,2246,2447498,2271,1720387,9154,349,231,1720038,9181,1589741,9168,130297,5068,727111,9232,712160,321,76858,3497,73317,3441,3541,653,635302,3552,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3628848,2976,1783031,1990,1465351,1972,1245131,6287,1012,403,1244119,6278,1180184,6986,63935,3345,220220,6018,317680,207,66457,2598,64145,2550,2312,485,251223,2598,1845817,2019,1448769,1965,1163229,6148,112,137,1163117,6134,1118094,6444,45023,2797,285540,6018,397048,271,58215,2561,56873,2622,1342,406,338833,2560,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1392014,2436,678457,1857,544197,1913,406175,4973,5278,1021,400897,5158,371848,5450,29049,2942,138022,5348,134260,311,28065,2368,26980,2325,1085,460,106195,2308,713557,1817,542234,1747,344421,6050,725,370,343696,5992,319547,6099,24149,2629,197813,6263,171323,354,23570,2158,22550,2114,1020,422,147753,2200,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3943353,3114,1921607,2493,1563821,2490,1240903,6963,12276,1404,1228627,7104,1141022,7425,87605,5002,322918,7038,357786,110,74130,3506,71782,3499,2348,560,283656,3516,2021746,2402,1567004,2412,1125795,9585,1293,642,1124502,9598,1056752,10242,67750,4245,441209,9613,454742,112,64553,3007,62342,2984,2211,623,390189,3009,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
