GEO_ID,C23002H_001E,C23002H_001M,C23002H_002E,C23002H_002M,C23002H_003E,C23002H_003M,C23002H_004E,C23002H_004M,C23002H_005E,C23002H_005M,C23002H_006E,C23002H_006M,C23002H_007E,C23002H_007M,C23002H_008E,C23002H_008M,C23002H_009E,C23002H_009M,C23002H_010E,C23002H_010M,C23002H_011E,C23002H_011M,C23002H_012E,C23002H_012M,C23002H_013E,C23002H_013M,C23002H_014E,C23002H_014M,C23002H_015E,C23002H_015M,C23002H_016E,C23002H_016M,C23002H_017E,C23002H_017M,C23002H_018E,C23002H_018M,C23002H_019E,C23002H_019M,C23002H_020E,C23002H_020M,C23002H_021E,C23002H_021M,C23002H_022E,C23002H_022M,C23002H_023E,C23002H_023M,C23002H_024E,C23002H_024M,C23002H_025E,C23002H_025M,C23002H_026E,C23002H_026M,C23002H_027E,C23002H_027M,NAME,C23002H_001MA,C23002H_001EA,C23002H_002EA,C23002H_002MA,C23002H_003MA,C23002H_003EA,C23002H_004MA,C23002H_004EA,C23002H_005EA,C23002H_005MA,C23002H_006MA,C23002H_006EA,C23002H_007EA,C23002H_007MA,C23002H_008EA,C23002H_008MA,C23002H_009MA,C23002H_009EA,C23002H_010EA,C23002H_010MA,C23002H_011EA,C23002H_011MA,C23002H_012EA,C23002H_012MA,C23002H_013EA,C23002H_013MA,C23002H_014MA,C23002H_014EA,C23002H_015EA,C23002H_015MA,C23002H_016EA,C23002H_016MA,C23002H_017MA,C23002H_017EA,C23002H_018EA,C23002H_018MA,C23002H_019EA,C23002H_019MA,C23002H_020MA,C23002H_020EA,C23002H_021MA,C23002H_021EA,C23002H_022MA,C23002H_022EA,C23002H_023MA,C23002H_023EA,C23002H_024MA,C23002H_024EA,C23002H_025EA,C23002H_025MA,C23002H_026MA,C23002H_026EA,C23002H_027EA,C23002H_027MA,state
0400000US30,726015,1337,363246,1064,289041,1066,231792,3431,2419,630,229373,3470,213553,3473,15820,1834,57249,3606,74205,11,16628,1403,16149,1397,479,291,57577,1404,362769,1120,280697,1123,206121,3423,506,382,205615,3336,196407,3417,9208,1757,74576,3318,82072,19,12437,1442,12305,1435,132,116,69635,1441,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1219778,1674,596868,1322,487685,1319,416472,3080,3099,828,413373,3181,395765,4010,17608,2077,71213,3065,109183,47,28303,1625,27557,1604,746,433,80880,1623,622910,1079,484204,1090,380140,3533,400,212,379740,3560,367027,3690,12713,1378,104064,3478,138706,90,25061,1471,24419,1449,642,416,113645,1475,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1235825,2362,629645,1370,492044,1275,390485,4101,4708,938,385777,4363,345307,5082,40470,3377,101559,4377,137601,255,27970,2140,25411,2014,2559,675,109631,2156,606180,1500,460480,1450,327981,4763,401,252,327580,4820,298641,5405,28939,2897,132499,4761,145700,182,22299,1804,21111,1731,1188,629,123401,1816,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1006693,1842,492007,1162,403382,1162,334221,4085,1023,395,333198,4181,311264,4125,21934,2434,69161,4168,88625,185,24737,1505,23046,1565,1691,619,63888,1505,514686,1240,406785,1235,308742,4282,42,68,308700,4294,292660,4538,16040,1910,98043,4370,107901,34,17484,1365,17171,1341,313,235,90417,1374,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4235829,4242,2041612,2868,1631216,2898,1333519,7135,4316,945,1329203,7055,1221251,8208,107952,5760,297697,7021,410396,310,106376,3634,97835,3264,8541,1137,304020,3663,2194217,2854,1642349,2821,1204693,8245,823,473,1203870,8255,1117091,9116,86779,4662,437656,7533,551868,311,91063,3930,83519,3766,7544,1423,460805,3984,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,705387,1568,346597,1161,261070,1214,204546,3559,4038,914,200508,3677,187421,4059,13087,2101,56524,3639,85527,323,17758,1754,17073,1763,685,334,67769,1730,358790,1008,259565,1101,169587,3880,576,263,169011,3843,156809,3842,12202,1817,89978,3948,99225,335,15185,1489,14210,1470,975,473,84040,1534,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,9353034,6436,4525478,4503,3652552,4407,2912607,10125,14313,1395,2898294,10066,2683783,11706,214511,7843,739945,10306,872926,721,208229,5415,195300,5279,12929,1543,664697,5522,4827556,4201,3677401,4040,2675917,13480,1171,447,2674746,13476,2514466,12909,160280,5001,1001484,13865,1150155,759,173814,6276,165028,6092,8786,1484,976341,6197,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5240550,4270,2534366,2654,2039519,2630,1613962,8544,53720,3089,1560242,9145,1432830,9808,127412,5823,425557,8618,494847,145,102562,4331,97726,4336,4836,929,392285,4342,2706184,3185,2075132,3179,1448702,10528,4462,1095,1444240,10565,1333122,10744,111118,5838,626430,9883,631052,130,77545,3075,73452,3027,4093,929,553507,3077,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,514445,1382,262161,794,218075,793,187048,2251,3766,803,183282,2331,178978,2401,4304,1069,31027,2136,44086,30,11979,1371,11566,1320,413,267,32107,1367,252284,932,197308,940,156851,2541,474,298,156377,2599,153688,2585,2689,756,40457,2685,54976,154,8968,1037,8941,1045,27,40,46008,1050,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7586563,4726,3678007,3528,3003181,3520,2376994,9422,4917,1069,2372077,9497,2191295,11145,180782,6377,626187,9810,674826,164,136646,4368,131061,4328,5585,903,538180,4388,3908556,3522,3029386,3417,2174395,12053,821,344,2173574,12033,2037072,12169,136502,5389,854991,11527,879170,545,111765,4150,107371,3980,4394,985,767405,4176,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2135668,1691,1040242,1275,834342,1270,657409,4920,9918,1253,647491,5104,613447,5482,34044,2707,176933,5016,205900,46,48085,2228,46602,2366,1483,545,157815,2235,1095426,1443,837453,1458,553665,5751,1623,513,552042,5761,521198,5758,30844,2147,283788,5872,257973,158,34833,2026,33992,2028,841,527,223140,2024,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2548710,3059,1241330,1740,988399,1755,761778,7044,1268,510,760510,7043,690478,7951,70032,4168,226621,6570,252931,236,44112,2627,41225,2497,2887,665,208819,2592,1307380,2104,1002547,2004,698552,6991,273,208,698279,7008,642533,7571,55746,4094,303995,7139,304833,302,37211,2468,35436,2474,1775,498,267622,2535,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8344627,5118,4036683,3607,3232219,3593,2600811,10745,3694,1030,2597117,10905,2401207,12556,195910,8329,631408,10697,804464,298,177337,4698,168169,4641,9168,1259,627127,4728,4307944,3428,3244045,3308,2360907,11712,72,72,2360835,11721,2216928,13537,143907,5676,883138,11731,1063899,358,147390,4340,140218,4240,7172,1050,916509,4343,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,672469,2163,321146,1241,258887,1223,209618,3686,2051,743,207567,3585,191049,4013,16518,1919,49269,3886,62259,109,14226,1140,13360,1140,866,370,48033,1157,351323,1339,266321,1209,202349,3397,304,209,202045,3401,185231,3838,16814,2109,63972,3425,85002,372,13072,1597,12447,1581,625,329,71930,1583,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2521361,3184,1223019,2221,969248,2167,752598,5659,13172,1784,739426,5623,682078,6950,57348,4328,216650,5947,253771,262,52291,2725,50371,2637,1920,713,201480,2738,1298342,2034,988457,2025,673720,7582,2240,755,671480,7506,623519,8138,47961,3659,314737,7515,309885,77,38274,2169,36536,2155,1738,687,271611,2160,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,565803,1457,279852,1157,226690,1153,192678,2803,2131,653,190547,2748,185097,3005,5450,1166,34012,2811,53162,109,15619,1143,15254,1170,365,236,37543,1167,285951,935,220629,937,177288,2332,282,190,177006,2382,172741,2476,4265,828,43341,2173,65322,33,11447,1052,11314,1046,133,104,53875,1054,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3982583,3452,1924214,2513,1556956,2492,1199480,9074,10615,1444,1188865,9096,1095061,9039,93804,5177,357476,9192,367258,261,72851,3507,69960,3574,2891,779,294407,3478,2058369,2550,1595686,2505,1067226,10290,609,329,1066617,10334,987762,10326,78855,4869,528460,10745,462683,326,57977,3282,55734,3364,2243,560,404706,3362,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
