GEO_ID,C18106_001E,C18106_001M,C18106_002E,C18106_002M,C18106_003E,C18106_003M,C18106_004E,C18106_004M,C18106_005E,C18106_005M,C18106_006E,C18106_006M,C18106_007E,C18106_007M,C18106_008E,C18106_008M,C18106_009E,C18106_009M,C18106_010E,C18106_010M,C18106_011E,C18106_011M,C18106_012E,C18106_012M,C18106_013E,C18106_013M,C18106_014E,C18106_014M,C18106_015E,C18106_015M,C18106_016E,C18106_016M,C18106_017E,C18106_017M,C18106_018E,C18106_018M,C18106_019E,C18106_019M,C18106_020E,C18106_020M,C18106_021E,C18106_021M,NAME,C18106_001MA,C18106_001EA,C18106_002EA,C18106_002MA,C18106_003EA,C18106_003MA,C18106_004MA,C18106_004EA,C18106_005MA,C18106_005EA,C18106_006EA,C18106_006MA,C18106_007MA,C18106_007EA,C18106_008MA,C18106_008EA,C18106_009MA,C18106_009EA,C18106_010MA,C18106_010EA,C18106_011MA,C18106_011EA,C18106_012EA,C18106_012MA,C18106_013EA,C18106_013MA,C18106_014MA,C18106_014EA,C18106_015EA,C18106_015MA,C18106_016EA,C18106_016MA,C18106_017MA,C18106_017EA,C18106_018EA,C18106_018MA,C18106_019EA,C18106_019MA,C18106_020MA,C18106_020EA,C18106_021EA,C18106_021MA,state
0400000US01,4463027,3655,2137360,5880,415809,3961,3494,928,412315,3906,1418723,4731,34986,2807,1383737,5057,302828,1900,25208,2486,277620,2607,2325667,4666,399681,3242,3136,1029,396545,3432,1526743,3765,42101,3379,1484642,4682,399243,1967,45710,2712,353533,3287,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,657543,1921,339435,2514,69544,1700,546,356,68998,1683,237630,1974,5090,1438,232540,2371,32261,848,2782,773,29479,1084,318108,1895,63636,1571,190,156,63446,1552,222146,1283,3846,1074,218300,1504,32326,832,3035,735,29291,1135,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6091145,2050,2985697,2855,602505,1744,6200,1222,596305,1978,1920087,2842,34658,3489,1885429,4010,463105,1334,25059,2799,438046,3014,3105448,2613,580919,1609,4413,1134,576506,1952,1980813,2354,36239,3549,1944574,3920,543716,1448,43614,3464,500102,3521,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2716833,2704,1326964,4604,268655,3444,3829,975,264826,3702,862503,3593,23777,2672,838726,4644,195806,1562,14076,1589,181730,2200,1389869,4311,250289,3194,1992,635,248297,3213,897397,3109,23324,2603,874073,4036,242183,2000,28300,2723,213883,3244,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35331067,5998,17399664,7701,3406028,3716,35607,2979,3370421,4972,11917914,6910,181163,7300,11736751,10479,2075722,3272,164390,5635,1911332,6674,17931403,6353,3251441,3540,22038,2621,3229403,4115,12058604,4800,202534,7352,11856070,8400,2621358,3316,322640,9202,2298718,9972,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4839699,3499,2399000,4366,460882,3139,4417,874,456465,3236,1653136,3953,22786,2123,1630350,4235,284982,1510,15995,1751,268987,2359,2440699,4220,444736,3321,1766,629,442970,3320,1651804,2894,22333,2627,1629471,4045,344159,1664,27703,2503,316456,3197,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3350671,1584,1621714,2540,301805,1678,2846,768,298959,1729,1093523,1944,15844,1877,1077679,2670,226386,1298,14303,1846,212083,2144,1728957,2490,291616,1458,2331,690,289285,1522,1142172,1698,14157,1853,1128015,2641,295169,1346,25302,2189,269867,2676,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,855267,1151,408863,1194,74358,711,1249,567,73109,911,270719,1081,5197,1004,265522,1546,63786,493,3315,707,60471,843,446404,1126,72746,686,734,377,72012,780,294419,998,5906,1221,288513,1578,79239,492,6465,1001,72774,1068,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,594772,656,277490,741,35045,410,664,385,34381,558,213223,658,3224,883,209999,992,29222,519,1480,442,27742,706,317282,801,35181,411,285,285,34896,507,239930,641,4213,988,235717,1147,42171,552,4253,1081,37918,1200,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18171078,5381,8784022,8269,1510052,5559,16329,2247,1493723,5888,5663869,6338,104023,6964,5559846,9340,1610101,3180,96506,5232,1513595,6682,9387056,6304,1435734,4610,10855,1913,1424879,4733,5983026,4806,114980,7291,5868046,7857,1968296,3245,170083,6853,1798213,7110,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
