GEO_ID,B22005I_001E,B22005I_001M,B22005I_002E,B22005I_002M,B22005I_003E,B22005I_003M,NAME,B22005I_001MA,B22005I_001EA,B22005I_002EA,B22005I_002MA,B22005I_003EA,B22005I_003MA,state
0400000US01,46806,2950,7918,1325,38888,3080,Alabama,null,null,null,null,null,null,01
0400000US02,12988,1351,1128,640,11860,1417,Alaska,null,null,null,null,null,null,02
0400000US04,525492,7810,133732,5185,391760,7729,Arizona,null,null,null,null,null,null,04
0400000US05,46844,2466,8946,1567,37898,2605,Arkansas,null,null,null,null,null,null,05
0400000US06,3550701,15675,608285,11714,2942416,19067,California,null,null,null,null,null,null,06
0400000US08,309147,5712,60823,3774,248324,6355,Colorado,null,null,null,null,null,null,08
0400000US09,151383,3602,50629,3166,100754,3976,Connecticut,null,null,null,null,null,null,09
0400000US10,20944,1454,7697,1271,13247,1726,Delaware,null,null,null,null,null,null,10
0400000US11,22883,1594,3053,1029,19830,1828,District of Columbia,null,null,null,null,null,null,11
0400000US12,1358121,13334,353317,9169,1004804,14468,Florida,null,null,null,null,null,null,12
0400000US13,223407,5507,54062,3799,169345,6461,Georgia,null,null,null,null,null,null,13
0400000US15,31263,2269,5955,1252,25308,2048,Hawaii,null,null,null,null,null,null,15
0400000US16,46664,2148,12379,1917,34285,2155,Idaho,null,null,null,null,null,null,16
0400000US17,528916,7408,124184,6235,404732,8290,Illinois,null,null,null,null,null,null,17
0400000US18,109946,3536,23414,2437,86532,3816,Indiana,null,null,null,null,null,null,18
0400000US19,43041,2544,11135,1704,31906,2489,Iowa,null,null,null,null,null,null,19
0400000US20,86634,2478,15412,1832,71222,2870,Kansas,null,null,null,null,null,null,20
0400000US21,34227,2170,9167,1290,25060,2341,Kentucky,null,null,null,null,null,null,21
0400000US22,62114,2435,10245,1600,51869,2535,Louisiana,null,null,null,null,null,null,22
0400000US23,5155,1099,1445,660,3710,1101,Maine,null,null,null,null,null,null,23
0400000US24,136086,4021,17676,2222,118410,4016,Maryland,null,null,null,null,null,null,24
0400000US25,208446,4400,84753,4210,123693,4576,Massachusetts,null,null,null,null,null,null,25
0400000US26,121316,3457,34376,2569,86940,3704,Michigan,null,null,null,null,null,null,26
0400000US27,62355,2405,11114,1550,51241,2523,Minnesota,null,null,null,null,null,null,27
0400000US28,19856,1848,3911,1067,15945,1730,Mississippi,null,null,null,null,null,null,28
0400000US29,58130,3085,11267,1711,46863,3042,Missouri,null,null,null,null,null,null,29
0400000US30,7796,1042,2101,792,5695,1117,Montana,null,null,null,null,null,null,30
0400000US31,44279,2483,9225,1661,35054,2462,Nebraska,null,null,null,null,null,null,31
0400000US32,198247,4126,35074,3303,163173,4479,Nevada,null,null,null,null,null,null,32
0400000US33,10892,1199,2133,735,8759,1250,New Hampshire,null,null,null,null,null,null,33
0400000US34,480575,6860,108549,5254,372026,7412,New Jersey,null,null,null,null,null,null,34
0400000US35,305039,5147,76138,4474,228901,6029,New Mexico,null,null,null,null,null,null,35
0400000US36,1054273,8688,350874,9605,703399,11554,New York,null,null,null,null,null,null,36
0400000US37,213684,5592,46662,3928,167022,5645,North Carolina,null,null,null,null,null,null,37
0400000US38,5417,945,1156,700,4261,860,North Dakota,null,null,null,null,null,null,38
0400000US39,107122,3783,28589,2338,78533,4078,Ohio,null,null,null,null,null,null,39
0400000US40,91178,2807,17576,1635,73602,2937,Oklahoma,null,null,null,null,null,null,40
0400000US41,121795,3492,43265,3150,78530,3715,Oregon,null,null,null,null,null,null,41
0400000US42,216810,4663,78507,4341,138303,4900,Pennsylvania,null,null,null,null,null,null,42
0400000US44,40614,1901,17115,2052,23499,2390,Rhode Island,null,null,null,null,null,null,44
0400000US45,64428,2737,13000,2084,51428,3018,South Carolina,null,null,null,null,null,null,45
0400000US46,7120,1010,1810,664,5310,922,South Dakota,null,null,null,null,null,null,46
0400000US47,75829,3701,20212,2326,55617,3650,Tennessee,null,null,null,null,null,null,47
0400000US48,2739326,14558,645774,14538,2093552,16867,Texas,null,null,null,null,null,null,48
0400000US49,90814,2608,14230,1813,76584,2604,Utah,null,null,null,null,null,null,49
0400000US50,2901,591,288,196,2613,620,Vermont,null,null,null,null,null,null,50
0400000US51,181350,5091,24648,2680,156702,5421,Virginia,null,null,null,null,null,null,51
0400000US53,210293,4796,63746,3965,146547,4760,Washington,null,null,null,null,null,null,53
0400000US54,6487,1037,1367,468,5120,999,West Virginia,null,null,null,null,null,null,54
0400000US55,94766,3229,31944,2400,62822,2819,Wisconsin,null,null,null,null,null,null,55
0400000US56,14892,1272,2078,695,12814,1383,Wyoming,null,null,null,null,null,null,56
0400000US72,1239685,9497,470125,8976,769560,10078,Puerto Rico,null,null,null,null,null,null,72
