GEO_ID,B27006_001E,B27006_001M,B27006_002E,B27006_002M,B27006_003E,B27006_003M,B27006_004E,B27006_004M,B27006_005E,B27006_005M,B27006_006E,B27006_006M,B27006_007E,B27006_007M,B27006_008E,B27006_008M,B27006_009E,B27006_009M,B27006_010E,B27006_010M,B27006_011E,B27006_011M,B27006_012E,B27006_012M,B27006_013E,B27006_013M,B27006_014E,B27006_014M,B27006_015E,B27006_015M,B27006_016E,B27006_016M,B27006_017E,B27006_017M,B27006_018E,B27006_018M,B27006_019E,B27006_019M,B27006_020E,B27006_020M,B27006_021E,B27006_021M,B27006_022E,B27006_022M,B27006_023E,B27006_023M,B27006_024E,B27006_024M,B27006_025E,B27006_025M,B27006_026E,B27006_026M,B27006_027E,B27006_027M,B27006_028E,B27006_028M,B27006_029E,B27006_029M,B27006_030E,B27006_030M,B27006_031E,B27006_031M,B27006_032E,B27006_032M,B27006_033E,B27006_033M,B27006_034E,B27006_034M,B27006_035E,B27006_035M,B27006_036E,B27006_036M,B27006_037E,B27006_037M,B27006_038E,B27006_038M,B27006_039E,B27006_039M,B27006_040E,B27006_040M,B27006_041E,B27006_041M,B27006_042E,B27006_042M,B27006_043E,B27006_043M,B27006_044E,B27006_044M,B27006_045E,B27006_045M,B27006_046E,B27006_046M,B27006_047E,B27006_047M,B27006_048E,B27006_048M,B27006_049E,B27006_049M,B27006_050E,B27006_050M,B27006_051E,B27006_051M,B27006_052E,B27006_052M,B27006_053E,B27006_053M,B27006_054E,B27006_054M,B27006_055E,B27006_055M,B27006_056E,B27006_056M,B27006_057E,B27006_057M,NAME,B27006_001MA,B27006_001EA,B27006_002EA,B27006_002MA,B27006_003EA,B27006_003MA,B27006_004MA,B27006_004EA,B27006_005EA,B27006_005MA,B27006_006EA,B27006_006MA,B27006_007MA,B27006_007EA,B27006_008EA,B27006_008MA,B27006_009EA,B27006_009MA,B27006_010MA,B27006_010EA,B27006_011EA,B27006_011MA,B27006_012EA,B27006_012MA,B27006_013MA,B27006_013EA,B27006_014EA,B27006_014MA,B27006_015EA,B27006_015MA,B27006_016MA,B27006_016EA,B27006_017MA,B27006_017EA,B27006_018MA,B27006_018EA,B27006_019MA,B27006_019EA,B27006_020MA,B27006_020EA,B27006_021MA,B27006_021EA,B27006_022MA,B27006_022EA,B27006_023EA,B27006_023MA,B27006_024MA,B27006_024EA,B27006_025MA,B27006_025EA,B27006_026MA,B27006_026EA,B27006_027EA,B27006_027MA,B27006_028MA,B27006_028EA,B27006_029EA,B27006_029MA,B27006_030EA,B27006_030MA,B27006_031EA,B27006_031MA,B27006_032EA,B27006_032MA,B27006_033EA,B27006_033MA,B27006_034EA,B27006_034MA,B27006_035MA,B27006_035EA,B27006_036EA,B27006_036MA,B27006_037EA,B27006_037MA,B27006_038MA,B27006_038EA,B27006_039EA,B27006_039MA,B27006_040EA,B27006_040MA,B27006_041MA,B27006_041EA,B27006_042EA,B27006_042MA,B27006_043MA,B27006_043EA,B27006_044MA,B27006_044EA,B27006_045EA,B27006_045MA,B27006_046MA,B27006_046EA,B27006_047MA,B27006_047EA,B27006_048EA,B27006_048MA,B27006_049MA,B27006_049EA,B27006_050MA,B27006_050EA,B27006_051EA,B27006_051MA,B27006_052MA,B27006_052EA,B27006_053MA,B27006_053EA,B27006_054EA,B27006_054MA,B27006_055EA,B27006_055MA,B27006_056MA,B27006_056EA,B27006_057EA,B27006_057MA,state
0400000US01,4755381,1814,2284668,5599,179773,4207,1576,992,178197,4323,383344,4647,3921,1178,379423,4973,243352,4259,2957,1136,240395,4149,288265,4614,4397,1117,283868,4747,279410,3586,12581,2094,266829,3935,313967,2963,25194,2293,288773,3347,293729,1999,43929,2828,249800,3423,190180,1968,183093,2278,7087,1305,112648,1728,111032,1767,1616,750,2470713,5159,175160,3797,2457,991,172703,3668,369567,3768,4771,1651,364796,3450,244927,3282,2688,936,242239,3527,307208,4066,5212,1117,301996,4053,314523,3522,12134,1735,302389,3729,337379,2481,29046,2924,308333,3468,322706,1851,51055,3279,271651,3323,224389,1875,217581,2007,6808,1317,174854,1842,172212,1927,2642,982,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,712248,1963,366864,2541,32520,1140,227,336,32293,1196,64453,1770,51,63,64402,1773,41124,1698,62,110,41062,1697,53122,1828,393,214,52729,1828,44886,1749,934,734,43952,1624,50630,1328,1379,615,49251,1259,47868,960,2844,742,45024,1263,22353,942,20006,1062,2347,793,9908,768,9705,757,203,223,345384,2157,32990,1529,44,40,32946,1528,57922,1803,340,315,57582,1829,36049,1261,32,55,36017,1269,51378,1318,385,229,50993,1362,42352,1227,451,283,41901,1194,49128,1073,744,372,48384,1179,43239,814,2555,759,40684,991,20604,843,19005,835,1599,662,11722,617,11569,662,153,170,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6521226,1734,3207062,2887,265183,4042,649,336,264534,3982,558687,4205,2939,1115,555748,4421,326762,2780,1630,572,325132,2823,425036,3282,4191,1021,420845,3137,401090,2253,6570,1184,394520,2318,403433,1984,16880,2164,386553,2978,363766,1445,33777,2767,329989,3066,275142,1670,260245,2446,14897,2081,187963,1227,184603,1462,3360,823,3314164,2699,255713,3782,1231,532,254482,3874,533922,3863,2551,871,531371,4125,319421,1819,2706,859,316715,2091,425403,2362,4850,1364,420553,2577,409803,1821,7636,1216,402167,2274,418774,1670,16281,2215,402493,2746,407412,1292,37011,2938,370401,3065,310038,1235,297221,1817,12817,1504,233678,1241,229904,1636,3774,1032,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2907014,1233,1427846,4941,125825,3669,1521,852,124304,3817,243712,4285,1502,834,242210,4253,143084,3384,1053,573,142031,3484,183693,4213,4075,992,179618,4349,173279,3081,8320,1468,164959,3124,187840,3143,14577,1789,173263,3572,174607,1658,32381,2637,142226,3107,119768,1332,115742,1704,4026,985,76038,1155,74960,1189,1078,454,1479168,4700,110963,3302,376,265,110587,3306,228625,3962,1457,584,227168,4031,138908,2462,1755,834,137153,2574,188463,3491,3566,883,184897,3391,186682,3062,8358,1368,178324,3116,194570,2228,16455,1997,178115,2640,188774,1745,30864,2362,157910,2918,137191,1477,134068,1487,3123,879,104992,1495,103899,1624,1093,496,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37831553,5167,18678471,8174,1544605,9273,12625,2394,1531980,9046,3140230,9566,26199,3478,3114031,9761,1990437,5393,15545,2133,1974892,5899,2761996,5444,29380,2730,2732616,5981,2516012,5082,36308,3706,2479704,6662,2544631,3997,77644,4830,2466987,6008,2104838,2803,159497,6240,1945341,6510,1239368,2545,1136406,5370,102962,4719,836354,2691,812196,3765,24158,2470,19153082,6595,1474376,8848,11790,2167,1462586,8683,2998744,9025,23155,2977,2975589,9023,1922021,3846,15722,2080,1906299,4376,2699300,3515,24914,2672,2674386,4556,2563856,3779,43227,3881,2520629,5470,2604238,2991,78294,4571,2525944,5437,2269189,2414,164304,6086,2104885,6711,1428312,2553,1319094,5630,109218,4967,1193046,2975,1163917,3811,29129,2727,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5173272,2685,2571218,4738,207533,3668,1550,965,205983,3552,425567,4242,2255,881,423312,4178,253817,3558,1508,652,252309,3682,377414,3735,4847,1228,372567,3981,355744,3044,5012,1038,350732,3348,347512,2629,10873,1577,336639,3025,318649,1686,24753,2303,293896,2855,181353,1445,171541,1725,9812,1430,103629,1327,102109,1450,1520,511,2602054,4073,196257,3886,1347,659,194910,3894,409834,4312,3074,1161,406760,4465,240889,2145,781,313,240108,2157,372187,3081,2875,942,369312,3127,346376,2587,4414,1057,341962,2845,357361,2122,12883,2067,344478,3068,334991,1945,23823,2340,311168,2740,197218,1766,187131,1957,10087,1365,146941,1868,145054,2034,1887,635,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541409,1156,1718699,2659,118865,2752,377,320,118488,2766,279925,2900,2500,1223,277425,3251,171600,1501,1103,609,170497,1573,212035,1698,2932,841,209103,1801,213632,1589,2714,902,210918,1833,267654,1488,10049,1633,257605,2452,228602,913,17968,2348,210634,2513,133728,826,123966,1448,9762,1312,92658,1166,91360,1227,1298,567,1822710,2714,114793,2384,592,511,114201,2279,270576,2866,860,548,269716,2995,166172,1517,1022,605,165150,1668,217883,1625,3021,999,214862,1818,227989,1482,3963,981,224026,1981,284237,1091,11819,2074,272418,2431,245891,926,17231,1968,228660,2113,154423,973,144492,1723,9931,1506,140746,1503,138439,1644,2307,654,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,911502,1114,437592,1253,35754,1466,269,217,35485,1445,67333,1523,296,294,67037,1531,44355,663,649,445,43706,739,56141,1006,634,444,55507,1154,52652,888,1981,928,50671,1419,61152,756,3525,914,57627,1153,56419,677,6073,1329,50346,1488,39458,555,37690,862,1768,658,24328,538,23795,494,533,336,473910,1235,33363,1495,539,397,32824,1484,66889,1553,863,824,66026,1701,45687,714,820,489,44867,726,59343,1106,1277,815,58066,1274,57455,1112,1592,613,55863,1237,68179,944,3463,959,64716,1210,63755,729,6831,1287,56924,1366,45855,526,44031,682,1824,585,33384,540,33162,522,222,189,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,635833,581,298312,741,23832,809,83,100,23749,843,32035,891,172,207,31863,898,36013,593,109,136,35904,609,65437,642,780,522,64657,843,43171,546,481,350,42690,654,37719,426,2431,694,35288,705,30883,390,2394,630,28489,718,17648,534,15605,750,2043,575,11574,675,10952,708,622,270,337521,821,24158,1108,279,330,23879,1173,31262,1118,197,184,31065,1138,43536,160,513,291,43023,344,77557,268,546,333,77011,458,44988,130,924,515,44064,536,37282,373,2219,751,35063,767,36567,274,3810,821,32757,802,22824,392,20355,554,2469,506,19347,497,18409,688,938,438,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19245127,3839,9333945,8603,664760,6663,4865,1424,659895,7014,1395215,7113,8854,2119,1386361,7253,874610,5099,7212,1840,867398,5357,1173841,6011,16217,2601,1157624,6537,1146955,5913,28947,3478,1118008,6875,1301898,5130,60597,4073,1241301,6514,1166565,3295,120600,5681,1045965,6567,919338,3041,865728,4949,53610,4059,690763,3082,675197,3740,15566,2397,9911182,7269,635168,7689,3495,1389,631673,7676,1324692,7203,8792,1992,1315900,7310,869636,4841,5459,1561,864177,4867,1194412,4768,16659,2605,1177753,5526,1212030,4534,21328,2359,1190702,5012,1385275,4376,62949,4906,1322326,6722,1321673,3135,129031,6283,1192642,7382,1051243,2953,991696,5088,59547,4083,917053,2929,895263,4138,21790,2621,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9800887,3675,4727828,8687,407708,5978,3040,1277,404668,6129,861342,7717,7096,2000,854246,7953,490326,6668,3613,1454,486713,6950,619556,6014,9140,1638,610416,6421,650297,5994,16017,2371,634280,6377,654992,4519,31640,3173,623352,5523,537815,2947,57129,4094,480686,4988,331734,2812,313285,3512,18449,2360,174058,2424,169723,2432,4335,1312,5073059,7882,391128,6491,3353,1042,387775,6445,826901,6585,7441,1936,819460,7154,499859,5604,1660,648,498199,5585,674633,6224,6421,1280,668212,6250,708123,4778,14810,2342,693313,5123,706374,4364,29338,3256,677036,5068,609915,2776,62097,3682,547818,4129,388337,2682,371760,3310,16577,2070,267789,2860,262041,2931,5748,1191,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
