GEO_ID,C25121_001E,C25121_001M,C25121_002E,C25121_002M,C25121_003E,C25121_003M,C25121_004E,C25121_004M,C25121_005E,C25121_005M,C25121_006E,C25121_006M,C25121_007E,C25121_007M,C25121_008E,C25121_008M,C25121_009E,C25121_009M,C25121_010E,C25121_010M,C25121_011E,C25121_011M,C25121_012E,C25121_012M,C25121_013E,C25121_013M,C25121_014E,C25121_014M,C25121_015E,C25121_015M,C25121_016E,C25121_016M,C25121_017E,C25121_017M,C25121_018E,C25121_018M,C25121_019E,C25121_019M,C25121_020E,C25121_020M,C25121_021E,C25121_021M,C25121_022E,C25121_022M,C25121_023E,C25121_023M,C25121_024E,C25121_024M,C25121_025E,C25121_025M,C25121_026E,C25121_026M,C25121_027E,C25121_027M,C25121_028E,C25121_028M,C25121_029E,C25121_029M,C25121_030E,C25121_030M,C25121_031E,C25121_031M,NAME,C25121_001MA,C25121_001EA,C25121_002MA,C25121_002EA,C25121_003MA,C25121_003EA,C25121_004EA,C25121_004MA,C25121_005EA,C25121_005MA,C25121_006MA,C25121_006EA,C25121_007EA,C25121_007MA,C25121_008MA,C25121_008EA,C25121_009MA,C25121_009EA,C25121_010MA,C25121_010EA,C25121_011MA,C25121_011EA,C25121_012MA,C25121_012EA,C25121_013MA,C25121_013EA,C25121_014MA,C25121_014EA,C25121_015EA,C25121_015MA,C25121_016EA,C25121_016MA,C25121_017EA,C25121_017MA,C25121_018MA,C25121_018EA,C25121_019EA,C25121_019MA,C25121_020MA,C25121_020EA,C25121_021EA,C25121_021MA,C25121_022EA,C25121_022MA,C25121_023EA,C25121_023MA,C25121_024MA,C25121_024EA,C25121_025MA,C25121_025EA,C25121_026EA,C25121_026MA,C25121_027EA,C25121_027MA,C25121_028EA,C25121_028MA,C25121_029MA,C25121_029EA,C25121_030EA,C25121_030MA,C25121_031EA,C25121_031MA,state
0400000US01,1240017,12974,71045,3858,34066,2562,14673,2168,14877,2045,7429,1384,121301,5819,52224,3346,29189,2674,28460,2617,11428,1608,196478,5757,59895,3726,53257,3472,59386,3167,23940,2242,187676,6215,45327,2961,49342,3038,66459,3652,26548,2552,248449,7372,42187,3132,49093,3156,108629,5253,48540,2961,415068,9307,28182,2706,40728,2906,153058,6337,193100,6010,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,156107,3268,3372,733,777,294,420,223,619,246,1556,567,7509,969,1666,528,847,312,1984,527,3012,683,11724,1369,1854,398,890,264,4735,1069,4245,776,14867,1641,1835,671,1408,594,5222,1094,6402,1049,26447,2560,1941,491,1268,531,7725,1540,15513,1849,92188,3581,2164,586,1306,373,15221,1861,73497,3512,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1490031,12319,75081,4421,23570,2672,14436,1616,21397,2259,15678,2007,115598,4590,35223,2660,24615,1800,35690,3282,20070,2569,215638,6347,48298,3228,42697,3034,79052,4077,45591,2977,210473,6594,32021,2677,38192,2953,84943,4493,55317,3318,292036,8180,32081,2762,37150,2454,127040,5847,95765,4582,581205,9134,26484,2047,30798,2540,167079,6242,356844,6700,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,739987,8706,38321,2663,18602,1792,7630,1149,7848,1328,4241,1274,80435,3847,35038,2421,22643,1853,16583,2346,6171,1307,125805,5038,43168,2796,35883,3021,35973,2740,10781,1684,116309,5128,29581,2226,32473,2678,42913,3478,11342,1235,149628,6136,27753,2440,37677,2943,62231,3949,21967,2438,229489,5980,17514,1980,30940,2381,93093,4717,87942,3609,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6804639,28833,214446,6754,31451,2645,15109,1777,34237,2897,133649,5029,376828,9184,65069,3666,34956,2537,74976,4421,201827,5864,669855,10822,89440,3722,47553,3620,139230,5906,393632,8296,708729,11597,60514,3290,39898,3177,151308,6142,457009,10353,1142538,15304,68361,3655,49227,3906,222592,6967,802358,11692,3692243,24596,94299,4155,48766,3849,292761,8587,3256417,22948,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1291945,10661,37346,2680,7615,1065,3048,648,10589,1553,16094,1722,71968,3908,15406,1420,8168,1474,24650,2017,23744,2384,138830,5243,19292,2013,14810,1798,52492,3055,52236,3465,151122,5579,15504,1626,12508,1557,59103,3988,64007,3356,240522,6556,15385,1499,10929,1120,84959,3906,129249,4266,652157,9545,16249,1989,9548,1254,107742,4677,518618,8437,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,888478,8542,20467,2117,2183,733,878,367,6656,1129,10750,1622,36347,2950,3932,922,3133,775,11195,1593,18087,1938,75384,4501,6001,964,4463,1031,26649,2555,38271,2878,82727,3829,4911,885,4515,883,32607,2634,40694,2530,150807,6193,6736,1034,5554,959,51934,3208,86583,4918,522746,7933,12802,1684,6528,1263,88950,4328,414466,7567,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,243047,3975,8374,1254,1950,608,996,462,1684,646,3744,845,15319,1903,3387,807,2005,798,4862,1115,5065,1041,29097,2370,4998,1169,2271,588,10660,1553,11168,1502,30919,2559,3826,925,2187,546,11283,1465,13623,1544,48617,2726,4434,1072,2255,815,17409,1678,24519,2215,110721,3597,4503,1117,1239,399,20315,2337,84664,3465,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,110513,3814,3989,853,255,181,60,101,172,111,3502,810,4031,836,256,199,208,203,534,271,3033,782,6717,1238,327,214,319,229,927,496,5144,1111,6944,1052,409,265,114,133,783,385,5638,1020,14844,1819,1371,449,428,269,1616,622,11429,1598,73988,3442,1469,406,327,174,2016,577,70176,3326,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4672482,24352,240723,6697,76042,4413,47954,3508,63404,4190,53323,3472,427692,10211,125276,5034,103430,4721,124508,6173,74478,4313,732743,14512,174481,6265,168665,6819,234855,7950,154742,5712,684147,13289,122527,5093,150119,5832,250093,7820,161408,7106,908297,16947,109457,5779,165901,6766,356911,9598,276028,9232,1678880,17717,91287,4513,136131,6392,498993,10385,952469,13316,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
