GEO_ID,B13002_001E,B13002_001M,B13002_002E,B13002_002M,B13002_003E,B13002_003M,B13002_004E,B13002_004M,B13002_005E,B13002_005M,B13002_006E,B13002_006M,B13002_007E,B13002_007M,B13002_008E,B13002_008M,B13002_009E,B13002_009M,B13002_010E,B13002_010M,B13002_011E,B13002_011M,B13002_012E,B13002_012M,B13002_013E,B13002_013M,B13002_014E,B13002_014M,B13002_015E,B13002_015M,B13002_016E,B13002_016M,B13002_017E,B13002_017M,B13002_018E,B13002_018M,B13002_019E,B13002_019M,NAME,B13002_001EA,B13002_001MA,B13002_002MA,B13002_002EA,B13002_003EA,B13002_003MA,B13002_004EA,B13002_004MA,B13002_005MA,B13002_005EA,B13002_006EA,B13002_006MA,B13002_007MA,B13002_007EA,B13002_008MA,B13002_008EA,B13002_009EA,B13002_009MA,B13002_010EA,B13002_010MA,B13002_011MA,B13002_011EA,B13002_012MA,B13002_012EA,B13002_013MA,B13002_013EA,B13002_014EA,B13002_014MA,B13002_015EA,B13002_015MA,B13002_016EA,B13002_016MA,B13002_017MA,B13002_017EA,B13002_018MA,B13002_018EA,B13002_019MA,B13002_019EA,state
0400000US17,3150687,5595,156818,6280,98126,4261,232,205,71043,4175,26851,2465,58692,4905,6920,1414,46086,4116,5686,1141,2993869,8215,1280531,12167,4138,1182,389079,8005,887314,9787,1713338,13531,418762,3788,827581,10380,466995,9548,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1562092,5206,83444,4366,50702,3518,306,218,41087,3147,9309,1424,32742,3231,5082,1145,25858,2887,1802,807,1478648,6791,653303,10271,3146,791,219030,6239,431127,7125,825345,10403,216915,3353,373605,6759,234825,6563,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,708322,3729,37894,2876,26782,2311,157,181,20972,1983,5653,1189,11112,1677,1204,445,9075,1736,833,385,670428,4498,315289,6130,1637,931,106389,4278,207263,4017,355139,6450,104799,3408,165743,3971,84597,3530,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,667432,3290,43604,3090,29831,2657,599,439,24254,2263,4978,999,13773,2258,2152,911,10385,1948,1236,482,623828,4258,298804,5704,799,434,105512,4038,192493,3626,325024,6010,97008,3063,148372,4725,79644,3814,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1035388,4563,53643,3689,34915,3109,1075,489,27192,2853,6648,1336,18728,1963,3249,883,13354,1794,2125,927,981745,5676,464903,7545,2765,983,158041,4926,304097,5251,516842,7622,133312,3350,231306,5616,152224,5088,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1125800,4344,64822,4224,32893,3154,1072,550,25765,2983,6056,1273,31929,2787,2919,987,26608,2750,2402,894,1060978,5921,429038,9739,1221,563,147158,7306,280659,6645,631940,11035,144721,3979,304128,7942,183091,6644,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,294461,1868,13667,1696,7982,1328,0,165,6342,1220,1640,601,5685,1161,379,260,4558,1127,748,518,280794,2601,117601,3812,194,184,32747,2116,84660,3219,163193,4283,39578,1198,70809,2554,52806,3221,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1473312,4028,76852,4352,49936,3429,0,197,35024,3072,14912,1814,26916,2618,3468,1011,20008,2262,3440,1027,1396460,6107,577114,9400,1889,638,161356,5205,413869,7625,819346,9920,186858,2602,392411,6273,240077,8380,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1665973,3616,77689,4269,54086,3736,70,85,33776,3237,20240,2403,23603,2823,1262,590,19367,2705,2974,784,1588284,5323,625581,8791,2728,849,163159,5608,459694,7292,962703,8565,222508,2327,487842,6865,252353,6815,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2313979,4610,121880,5987,70996,3948,538,563,52746,3002,17712,1946,50884,4709,6634,1552,39852,4080,4398,1159,2192099,7726,913466,10721,2731,689,258119,5807,652616,8688,1278633,12218,328647,3298,595827,6846,354159,7977,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1271452,3673,71629,4884,49616,3535,383,303,36390,3087,12843,1320,22013,2714,3023,900,17202,2455,1788,626,1199823,5975,553913,6960,956,415,180170,5119,372787,4657,645910,8427,170380,3069,309246,6501,166284,4981,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,721943,4225,38631,3378,19631,2556,188,295,15272,2421,4171,1109,19000,2459,2669,892,14615,2155,1716,760,683312,5885,281621,7098,1911,663,91707,4610,188003,5170,401691,7994,98919,3769,181928,5788,120844,4987,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1417380,4629,77139,4375,48802,3421,625,414,36612,2716,11565,1762,28337,2876,3899,1118,21691,2257,2747,962,1340241,6289,597595,8073,2128,567,203904,5376,391563,6269,742646,9774,190026,3340,349266,6326,203354,6031,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,224888,2234,12242,1732,7993,1358,73,66,6900,1231,1020,454,4249,1032,682,384,3251,985,316,251,212646,2661,94657,3804,152,106,32496,2382,62009,2500,117989,4248,32444,1841,54385,2623,31160,2503,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,433122,2497,26077,2487,18654,2077,38,28,14420,1807,4196,906,7423,1244,379,291,6464,1139,580,255,407045,3167,190889,4879,889,516,65261,3267,124739,3409,216156,4740,63077,1873,100881,3774,52198,2546,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,670257,2466,35476,2943,23896,2526,166,226,16385,2233,7345,1486,11580,1915,1492,626,8219,1657,1869,667,634781,3726,277517,7438,1283,653,94853,5116,181381,4602,357264,7516,84523,1927,164482,5308,108259,4935,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,308318,2421,15795,2089,10268,1607,262,409,7230,1389,2776,731,5527,1520,516,381,4369,1404,642,469,292523,3207,129860,4892,70,118,32362,2911,97428,3686,162663,5409,43947,1444,73872,3476,44844,3222,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2138567,3887,100877,5095,68097,4088,205,187,48655,3186,19237,2357,32780,3210,2113,816,25676,2733,4991,1328,2037690,6729,898082,10760,1963,628,228948,5759,667171,8666,1139608,11554,275126,2355,537830,6477,326652,8759,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,481706,2573,28496,2643,15412,2180,84,111,11705,1819,3623,1111,13084,1935,2095,741,9623,1718,1366,739,453210,3290,180101,5150,791,431,57882,3074,121428,3843,273109,5551,68036,2685,126618,4372,78455,3957,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4901261,7123,231584,7305,155024,6780,1095,489,100726,5796,53203,3633,76560,4046,6953,1155,58152,3690,11455,1707,4669677,10709,1848966,17013,6687,1086,527530,11657,1314749,13675,2820711,20050,618567,3453,1431811,13036,770333,13996,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2393153,5751,118248,5759,75086,4486,1323,610,55624,3854,18139,2204,43162,3560,4554,1128,33724,3090,4884,1405,2274905,8243,1014280,12331,4161,852,324243,7801,685876,9604,1260625,14646,303871,5175,574839,10122,381915,8894,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,165888,1555,10066,1534,6776,1157,166,161,5759,987,851,467,3290,916,291,233,2710,884,289,292,155822,2266,74370,2513,335,315,28334,1835,45701,1860,81452,2956,23333,1242,41092,2269,17027,1465,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2696291,5702,136831,5775,81830,4380,485,442,64269,4163,17076,1938,55001,3754,5839,1130,45032,3649,4130,1015,2559460,8180,1084426,14074,3056,803,330978,7328,750392,10566,1475034,15025,374836,3739,677622,9949,422576,10324,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,905512,2738,52382,2708,33621,2517,598,296,27788,2299,5235,1042,18761,1770,3216,818,14044,1420,1501,535,853130,3857,405547,5499,2791,806,155402,4171,247354,4775,447583,6016,121092,2894,199976,3991,126515,3948,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,922053,3861,45186,3949,31315,3092,121,159,23487,2747,7707,1555,13871,2078,1175,552,10687,1990,2009,851,876867,5271,392187,8515,1901,755,130373,5709,259913,5928,484680,8031,116789,2630,231241,6464,136650,5240,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2956073,5528,141870,4883,87048,3666,460,266,62623,3243,23965,1904,54822,3957,7527,1473,43075,3354,4220,845,2814203,7647,1167316,11361,3105,798,324219,6520,839992,8854,1646887,11548,408212,3718,795934,7410,442741,8540,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,256478,1857,11650,2018,6424,1354,0,210,4809,1047,1615,649,5226,1350,669,542,3885,1123,672,459,244828,2670,93670,4192,172,155,23155,2601,70343,2848,151158,4065,35618,1258,75693,2819,39847,2935,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1139993,4430,58531,4203,32870,3016,374,326,23570,2532,8926,1766,25661,3114,2586,1026,20433,2736,2642,1047,1081462,5322,461165,8989,1692,566,143856,5217,315617,6996,620297,9483,153203,4107,291205,6563,175889,6549,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,188896,1869,13341,1561,8268,1208,25,40,6857,1072,1386,520,5073,860,600,288,3911,798,562,329,175555,2458,81565,2912,494,320,29633,2192,51438,2324,93990,3200,26656,1264,42483,2440,24851,2222,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1558401,5296,83742,5084,47652,3403,673,351,38553,2962,8426,1588,36090,3745,5971,1452,27167,3211,2952,902,1474659,7179,679613,9271,3006,800,225329,5968,451278,7531,795046,9522,197879,4319,361507,7572,235660,5980,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6588884,9281,387079,9902,253350,8681,5603,1472,191444,7108,56303,4161,133729,7399,23494,2853,96632,5922,13603,2336,6201805,12773,2871240,22721,17470,2520,997892,14513,1855878,17449,3330565,26631,886795,8473,1526493,16544,917277,18429,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,721862,2284,52145,3088,43302,2776,655,391,35668,2719,6979,1391,8843,1687,1259,615,6675,1441,909,548,669717,3805,348317,5568,2045,736,150836,4183,195436,3844,321400,5647,107427,2106,143481,4141,70492,3497,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,143023,1416,5068,821,3634,734,0,151,2482,578,1152,461,1434,497,185,122,1113,429,136,168,137955,1621,56331,2207,190,162,14711,1499,41430,1765,81624,2741,21359,1065,39307,2126,20958,1778,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2043963,4969,102576,4827,70788,3997,777,493,51967,3304,18044,1868,31788,3305,4225,1247,25474,3125,2089,698,1941387,7218,888057,10300,2608,764,276252,6586,609197,7394,1053330,12630,261795,5244,507825,8838,283710,7342,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1663461,4065,85373,5131,61334,4102,246,218,45566,3480,15522,2144,24039,3099,2326,890,18572,2693,3141,1042,1578088,5922,724022,11455,2082,651,241680,6232,480260,8956,854066,12109,211913,3243,410887,7308,231266,8857,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,410893,2496,16687,1964,9901,1455,97,98,8390,1339,1414,440,6786,1435,929,517,5527,1250,330,363,394206,3001,178363,4877,974,527,56388,3239,121001,3873,215843,5472,52364,2285,98276,4007,65203,3897,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1325161,3204,63908,3956,43230,3288,287,205,33616,2930,9327,1175,20678,2124,1716,494,16683,1991,2279,550,1261253,5046,551551,7859,1803,590,164391,5095,385357,5104,709702,9190,184740,2516,338983,6128,185979,5081,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,133086,2405,7179,1219,5350,1102,0,193,4989,1039,361,264,1829,562,279,242,1452,526,98,88,125907,2503,62493,3203,572,500,21877,2164,40044,2050,63414,3741,16718,1768,32152,2813,14544,1725,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,891126,3124,33517,2572,14378,1830,779,483,11343,1731,2256,636,19139,2053,3484,946,13482,1809,2173,681,857609,4190,278664,7327,1745,764,77994,4076,198925,5756,578945,8240,125170,3802,260048,5178,193727,5685,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
