GEO_ID,B07404F_001E,B07404F_001M,B07404F_002E,B07404F_002M,B07404F_003E,B07404F_003M,B07404F_004E,B07404F_004M,B07404F_005E,B07404F_005M,NAME,B07404F_001MA,B07404F_001EA,B07404F_002EA,B07404F_002MA,B07404F_003EA,B07404F_003MA,B07404F_004MA,B07404F_004EA,B07404F_005MA,B07404F_005EA,state
0400000US01,53573,6380,38154,5424,9798,3814,3355,1554,2266,1112,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,11451,2556,6255,1765,2016,1115,188,227,2992,1365,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,398977,18102,320930,16846,63242,7754,7896,2419,6909,1781,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,63520,6322,56004,5950,6096,2557,646,504,774,435,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4873106,58278,4171289,52328,566337,23447,103484,7924,31996,4949,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,241679,12953,185028,11179,37362,6624,14681,3518,4608,1504,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,179034,11774,141986,10322,29922,4814,3632,1108,3494,1654,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,21800,3940,18244,3649,3055,1542,256,360,245,359,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,21642,4424,16957,3967,2644,1801,0,203,2041,1117,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,472268,22655,386566,19859,50964,7333,19913,5108,14825,2711,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,265159,17423,218828,15701,27721,6750,8061,2555,10549,3040,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,13486,2850,11108,2752,760,424,0,185,1618,904,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,43512,6380,35439,5575,4209,2090,954,663,2910,2063,Idaho,null,null,null,null,null,null,null,null,null,null,16
