GEO_ID,B10061_001E,B10061_001M,B10061_002E,B10061_002M,B10061_003E,B10061_003M,B10061_004E,B10061_004M,B10061_005E,B10061_005M,B10061_006E,B10061_006M,B10061_007E,B10061_007M,B10061_008E,B10061_008M,B10061_009E,B10061_009M,B10061_010E,B10061_010M,B10061_011E,B10061_011M,NAME,B10061_001MA,B10061_001EA,B10061_002EA,B10061_002MA,B10061_003EA,B10061_003MA,B10061_004EA,B10061_004MA,B10061_005EA,B10061_005MA,B10061_006EA,B10061_006MA,B10061_007EA,B10061_007MA,B10061_008EA,B10061_008MA,B10061_009EA,B10061_009MA,B10061_010MA,B10061_010EA,B10061_011MA,B10061_011EA,state
0400000US01,122379,6359,86405,4795,46387,4167,28462,3626,17925,2090,40018,4010,35974,4411,16469,2585,12235,2122,4234,1191,19505,3290,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,15564,2047,11779,1646,6486,1277,4228,975,2258,663,5293,990,3785,1097,1869,918,1536,851,333,241,1916,553,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,159959,9264,105864,6354,41137,3767,23851,2903,17286,1977,64727,4924,54095,5857,18226,2540,13593,2178,4633,1184,35869,4739,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,66665,4100,49427,3700,28801,2960,16404,2144,12397,1860,20626,2325,17238,2469,9573,1841,6424,1607,3149,862,7665,1453,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1125392,19034,704450,13919,174364,6816,93077,4811,81287,4747,530086,13555,420942,12327,121435,5679,86802,5022,34633,3297,299507,10100,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,100310,6042,69614,5252,24919,3591,14835,2623,10084,1758,44695,4041,30696,3869,13553,2613,10340,2210,3213,1322,17143,2661,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,64927,4689,47749,4357,12329,2422,6302,1984,6027,1417,35420,3804,17178,3052,6713,1815,5461,1638,1252,602,10465,2188,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,23749,2994,18683,2622,8711,1623,6006,1483,2705,817,9972,1947,5066,1376,1719,844,1561,804,158,184,3347,1062,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,10666,1540,4381,938,1608,490,389,249,1219,423,2773,918,6285,1258,2636,855,2171,820,465,251,3649,882,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,468303,13938,312142,11921,103495,6883,52330,4901,51165,4178,208647,10514,156161,8912,50810,5205,35655,4591,15155,2782,105351,6774,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,252940,11456,174588,10100,75676,6072,45353,4756,30323,3242,98912,7142,78352,6287,34774,3721,26698,3424,8076,1619,43578,4555,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,56241,4534,40660,3965,7217,1554,3317,957,3900,1126,33443,3312,15581,2609,4475,1184,2479,814,1996,752,11106,2368,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,26088,3318,19814,2890,8629,2124,4241,1334,4388,1410,11185,2216,6274,1520,2093,870,1503,633,590,383,4181,1314,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,280128,9982,202094,8076,65917,4123,36434,3164,29483,3051,136177,7090,78034,5428,32157,2846,23138,2347,9019,1582,45877,4284,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,125600,6868,95021,5688,46542,4341,30865,3620,15677,2187,48479,4004,30579,2999,14087,2142,10544,1966,3543,966,16492,2312,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,39846,3580,29410,2758,12408,1775,7203,1235,5205,1097,17002,2104,10436,1815,3678,1030,2736,857,942,740,6758,1544,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,47625,3879,35020,3261,16141,2258,8354,1880,7787,1375,18879,2309,12605,2170,6598,1585,4551,1451,2047,823,6007,1164,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,102182,6348,74766,4989,39658,3458,24138,2548,15520,2215,35108,3443,27416,3271,15596,2457,10702,2152,4894,1195,11820,2200,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,121435,6556,93365,5743,50556,4662,28728,3048,21828,2949,42809,3714,28070,2824,16048,2505,12705,2125,3343,906,12022,1967,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,19124,2264,15313,1863,5499,1137,2908,831,2591,858,9814,1542,3811,1224,1242,513,927,434,315,227,2569,1112,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,143000,6535,106874,5587,33606,3287,20013,2640,13593,2056,73268,5016,36126,4151,12933,2347,9491,1752,3442,1127,23193,2869,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,125002,6987,85801,5622,24088,3122,12431,2718,11657,1705,61713,4882,39201,4491,11920,2431,8265,1907,3655,1147,27281,3765,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,175949,6896,131975,6663,46915,3731,26865,2903,20050,2038,85060,5084,43974,4147,15951,2525,11858,2158,4093,992,28023,2983,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,67464,3617,51892,2870,19094,1961,11158,1496,7936,1291,32798,2631,15572,2232,6452,1412,5584,1357,868,361,9120,1637,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,90331,5971,64645,4890,35519,3690,23485,3301,12034,1705,29126,3524,25686,3416,15175,2512,11412,2183,3763,977,10511,2274,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,118226,6213,90550,5387,44631,3967,25515,3088,19116,2242,45919,3893,27676,2998,12126,1946,8876,1751,3250,879,15550,2262,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,16691,2381,13230,2244,6232,1563,3725,1290,2507,703,6998,1635,3461,864,1581,612,967,377,614,417,1880,629,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,25961,2788,18888,2351,7313,1351,4457,1044,2856,704,11575,1892,7073,1491,3021,987,2375,909,646,322,4052,1141,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,74960,5487,43266,3994,15307,2084,8361,1476,6946,1290,27959,3486,31694,4289,10379,2355,7172,2076,3207,935,21315,3428,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
