GEO_ID,B25072_001E,B25072_001M,B25072_002E,B25072_002M,B25072_003E,B25072_003M,B25072_004E,B25072_004M,B25072_005E,B25072_005M,B25072_006E,B25072_006M,B25072_007E,B25072_007M,B25072_008E,B25072_008M,B25072_009E,B25072_009M,B25072_010E,B25072_010M,B25072_011E,B25072_011M,B25072_012E,B25072_012M,B25072_013E,B25072_013M,B25072_014E,B25072_014M,B25072_015E,B25072_015M,B25072_016E,B25072_016M,B25072_017E,B25072_017M,B25072_018E,B25072_018M,B25072_019E,B25072_019M,B25072_020E,B25072_020M,B25072_021E,B25072_021M,B25072_022E,B25072_022M,B25072_023E,B25072_023M,B25072_024E,B25072_024M,B25072_025E,B25072_025M,B25072_026E,B25072_026M,B25072_027E,B25072_027M,B25072_028E,B25072_028M,B25072_029E,B25072_029M,NAME,B25072_001MA,B25072_001EA,B25072_002MA,B25072_002EA,B25072_003EA,B25072_003MA,B25072_004MA,B25072_004EA,B25072_005EA,B25072_005MA,B25072_006MA,B25072_006EA,B25072_007MA,B25072_007EA,B25072_008MA,B25072_008EA,B25072_009EA,B25072_009MA,B25072_010MA,B25072_010EA,B25072_011MA,B25072_011EA,B25072_012MA,B25072_012EA,B25072_013EA,B25072_013MA,B25072_014MA,B25072_014EA,B25072_015MA,B25072_015EA,B25072_016MA,B25072_016EA,B25072_017EA,B25072_017MA,B25072_018EA,B25072_018MA,B25072_019MA,B25072_019EA,B25072_020EA,B25072_020MA,B25072_021EA,B25072_021MA,B25072_022MA,B25072_022EA,B25072_023EA,B25072_023MA,B25072_024EA,B25072_024MA,B25072_025EA,B25072_025MA,B25072_026MA,B25072_026EA,B25072_027EA,B25072_027MA,B25072_028EA,B25072_028MA,B25072_029MA,B25072_029EA,state
0400000US01,582422,10924,65041,4439,8745,1602,6787,1500,5277,1157,4956,1310,31213,2882,8063,1734,144359,5802,38727,3117,15813,2777,14287,2231,12115,2040,49344,3516,14073,2271,301276,8373,78251,4676,30813,3330,28639,2998,25451,3052,99871,5322,38251,3198,71746,3949,11726,1673,5886,1185,9000,1754,6283,1280,24442,2599,14409,1468,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,89908,3375,10264,1657,1403,412,1576,552,1318,500,1393,735,3780,987,794,589,27300,2082,7476,1498,3412,892,3505,894,2654,879,8106,1276,2147,549,45282,2261,15040,1837,5218,1221,4934,1213,3372,844,13392,1861,3326,492,7062,1246,1053,385,593,318,1504,791,1026,404,2100,494,786,291,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,910778,13688,99385,4635,11828,1970,9849,1412,11455,2072,9097,1833,48204,3724,8952,1809,236068,6708,61747,3903,36863,3468,23967,2974,18045,2375,81933,5009,13513,1808,469454,10462,122114,6238,62362,4397,48566,3857,37753,3350,163385,7843,35274,3020,105871,4425,14589,2051,8386,1435,11815,1833,7478,1172,51284,3194,12319,1486,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,385912,7213,50146,3740,8938,1642,5792,1227,4900,986,4333,1363,21353,2526,4830,1172,99142,4708,25831,2743,11533,2091,10575,2093,6957,1328,31988,2865,12258,1803,186127,5541,50168,3189,20343,2387,17545,2118,14220,1748,62168,3678,21683,2084,50497,3133,7553,1273,5162,1054,5912,1072,4993,1164,16914,1845,9963,1130,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5845953,25919,390344,7731,36516,3244,33109,2809,34601,3197,28490,2866,226249,6510,31379,2680,1489516,13574,306727,8595,199875,7272,171708,7192,136432,5443,617851,13153,56923,4957,3228225,22218,650914,14663,373595,10165,349965,10107,288596,10089,1409987,20824,155168,7468,737868,12528,90896,4373,50467,2772,79717,4697,67151,4106,389603,9726,60034,3888,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,710855,11436,88365,3973,8395,1493,7609,1334,9772,1884,8422,1512,50000,3142,4167,1196,209719,6785,54259,3536,30589,3004,24528,2362,21009,2245,71406,4264,7928,1576,333756,7926,79493,3840,44954,3562,38384,3821,29311,2820,121121,5620,20493,2642,79015,3701,10794,1570,5852,997,7795,1369,9045,1386,37859,3058,7670,1317,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,451382,9182,24672,2352,3497,937,2634,833,1805,678,2102,818,13354,2096,1280,625,114575,5062,28746,2705,13952,2295,13644,1921,10258,1826,42053,4106,5922,1481,230317,6939,51109,3505,28693,2978,23426,2648,18924,2459,93847,4652,14318,2070,81818,4042,12074,1849,7711,1273,10776,1485,7219,1157,34898,3165,9140,1459,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,96024,4093,8412,1567,1464,677,1245,595,400,309,804,462,4198,1090,301,213,26708,2115,6820,1288,2996,1051,3443,1071,1957,882,9722,1547,1770,733,47162,3055,9771,1338,6681,1501,4501,1077,3776,863,17931,2567,4502,1191,13742,1769,2228,700,1174,412,2292,696,909,392,5565,1050,1574,764,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,161138,4370,11093,1388,567,348,937,385,644,342,694,279,7077,1143,1174,538,55577,2577,16515,1876,7921,1286,7147,1229,5106,1155,16052,1967,2836,766,75398,3868,18504,1908,8233,1432,8759,1518,7290,1575,28940,2474,3672,958,19070,1670,3615,738,1726,562,2344,618,2321,625,7782,1258,1282,450,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2539102,20898,199901,7853,22765,2681,20935,2735,16046,2327,14542,2099,105758,5529,19855,2519,607780,12754,118711,6636,76903,5236,69976,4590,53417,5731,255568,9612,33205,3256,1354271,17375,261129,8242,153241,6877,140931,5781,121400,6714,582083,11532,95487,5668,377150,9394,44539,3196,29462,2832,35112,2683,36972,3093,187027,6503,44038,3900,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
