GEO_ID,B17020G_001E,B17020G_001M,B17020G_002E,B17020G_002M,B17020G_003E,B17020G_003M,B17020G_004E,B17020G_004M,B17020G_005E,B17020G_005M,B17020G_006E,B17020G_006M,B17020G_007E,B17020G_007M,B17020G_008E,B17020G_008M,B17020G_009E,B17020G_009M,B17020G_010E,B17020G_010M,B17020G_011E,B17020G_011M,B17020G_012E,B17020G_012M,B17020G_013E,B17020G_013M,B17020G_014E,B17020G_014M,B17020G_015E,B17020G_015M,B17020G_016E,B17020G_016M,B17020G_017E,B17020G_017M,NAME,B17020G_001EA,B17020G_001MA,B17020G_002MA,B17020G_002EA,B17020G_003MA,B17020G_003EA,B17020G_004MA,B17020G_004EA,B17020G_005EA,B17020G_005MA,B17020G_006MA,B17020G_006EA,B17020G_007MA,B17020G_007EA,B17020G_008EA,B17020G_008MA,B17020G_009MA,B17020G_009EA,B17020G_010EA,B17020G_010MA,B17020G_011MA,B17020G_011EA,B17020G_012MA,B17020G_012EA,B17020G_013MA,B17020G_013EA,B17020G_014MA,B17020G_014EA,B17020G_015EA,B17020G_015MA,B17020G_016EA,B17020G_016MA,B17020G_017MA,B17020G_017EA,state
0400000US01,79097,6541,19145,3051,5580,1611,3814,1007,2636,1026,6063,1635,913,560,93,153,46,84,59952,5852,9401,2117,10837,1945,7207,1406,25871,2928,4829,972,1390,572,417,234,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,55510,4997,5198,1124,1290,523,624,374,528,273,2598,777,158,147,0,147,0,147,50312,4997,9911,1661,6656,1632,6748,1201,25030,2964,1630,502,263,239,74,80,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,204642,11696,40552,4627,8372,1694,6441,1421,5373,1451,17956,2495,1718,651,635,390,57,97,164090,10920,30672,3143,23586,2754,24824,3137,72779,5977,8044,1095,3278,652,907,527,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,64008,4761,19915,3588,4105,1466,4891,1519,2686,1020,6890,1600,1039,532,132,120,172,169,44093,4398,7451,1705,6487,1730,4878,1021,18752,2315,5327,896,907,414,291,230,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1685442,28603,276424,14168,51617,4855,42184,4663,34212,3421,129581,7906,12760,1837,4611,1110,1459,630,1409018,26304,235736,8573,202207,7810,191648,9244,674676,15880,76160,4585,20209,1929,8382,1404,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,184815,10023,29302,4704,5679,1705,4524,1678,3249,1080,14728,2699,557,363,370,338,195,175,155513,9245,26335,3123,25117,2811,17775,2448,75324,5068,8778,1406,1485,526,699,417,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,99851,7881,22937,4447,3934,1365,4132,1289,3417,962,9789,2372,1285,724,380,282,0,201,76914,6738,14061,2197,14885,2216,9467,1753,33401,3634,3770,941,970,488,360,228,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,25998,4371,6395,3003,2203,1000,1069,697,895,602,1919,1604,128,161,181,177,0,189,19603,3199,3606,1001,4917,1250,2041,739,7651,1991,1085,575,99,110,204,179,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,19412,3299,1706,681,176,209,119,145,119,193,1054,557,214,205,24,40,0,203,17706,3300,3442,819,1550,766,916,671,10350,2022,803,357,340,328,305,338,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,446858,17683,88234,8483,18831,2561,14259,2497,10397,2578,38175,4814,4001,1082,1457,649,1114,744,358624,14975,53304,4316,51929,4903,44729,4481,174481,9999,24483,2716,7969,1444,1729,574,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,203450,11622,47292,5653,11990,2580,10090,1905,5872,1419,17975,3331,792,500,345,258,228,279,156158,8990,30746,2923,23874,3100,25172,3501,68037,5427,6777,1601,1160,529,392,285,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,322331,11655,42080,5839,7054,1639,5434,1751,5209,1930,21627,2824,2057,749,266,168,433,269,280251,11785,36846,2859,35805,3613,35141,3006,141850,6902,23668,2215,5213,1155,1728,523,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,37539,4130,9728,2566,1649,683,1664,600,1522,1126,4398,1414,371,244,32,62,92,127,27811,3999,3594,1249,5538,1870,3732,1073,12737,2533,1677,541,459,228,74,88,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,277703,10801,53883,5388,11724,2248,9919,2082,8864,2009,20853,2345,2229,665,163,155,131,156,223820,9286,40669,3426,35568,3427,29996,2963,102733,5350,10663,1546,2705,826,1486,574,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,136797,6288,35856,4225,10768,1810,7418,1759,4975,1468,11250,1892,1242,663,192,159,11,20,100941,5758,19144,2359,18513,2536,14915,1811,41264,3504,5269,1208,1125,460,711,305,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,50444,4601,12718,2405,2872,871,3238,1093,2121,871,4257,925,193,185,0,157,37,54,37726,3937,8414,1543,7174,1246,5547,1289,14014,1821,1949,755,261,178,367,374,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,91050,5208,18365,2653,4287,1059,3687,864,2561,784,7236,1550,568,302,26,37,0,170,72685,4762,12591,1653,12335,1953,10155,1687,31043,2580,5011,960,1288,487,262,181,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,83282,6464,23789,3769,4823,1367,5851,1711,3825,1269,8242,1654,957,466,91,98,0,189,59493,4852,11188,2321,9104,1620,7365,1631,25580,2549,4581,989,1246,525,429,393,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,74650,6104,21207,3377,4962,1610,3445,1187,2393,964,9376,2187,794,476,104,97,133,183,53443,5121,9714,1917,8692,1665,6941,1573,22304,2873,4622,1214,873,346,297,234,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,26626,2269,6340,1503,1367,486,746,334,527,434,3007,1101,562,386,107,148,24,45,20286,2350,3103,857,3236,938,2811,899,8668,1571,1860,633,608,397,0,165,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,165271,11154,24029,4281,5783,2113,4329,1373,3033,950,8306,1485,1508,673,675,501,395,318,141242,10173,26777,2900,24114,2965,18055,2046,62063,5819,8360,1366,1217,453,656,325,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,190545,9553,40229,6192,8510,2167,5786,1619,5939,1648,17424,3021,1884,647,584,382,102,124,150316,7817,25770,2808,21518,2273,17357,2401,75767,5253,7955,1541,1539,635,410,255,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,256560,10264,74729,5892,16020,1942,12196,2197,11667,1788,32370,3230,2129,617,331,227,16,28,181831,9176,30043,3350,28040,2981,28195,3012,79596,4329,11592,1237,3432,753,933,451,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,140284,7828,29967,4313,7365,2106,6307,1544,3947,1241,11361,1695,769,317,84,74,134,161,110317,6627,21124,2849,20822,2428,17249,1929,44333,3350,5438,1110,762,294,589,319,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,30963,4065,9898,2355,2324,1137,2039,959,819,516,3896,1065,563,376,119,176,138,201,21065,3416,4340,1173,4634,1505,2950,931,6829,1707,1131,465,773,409,408,404,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
