GEO_ID,B17020G_001E,B17020G_001M,B17020G_002E,B17020G_002M,B17020G_003E,B17020G_003M,B17020G_004E,B17020G_004M,B17020G_005E,B17020G_005M,B17020G_006E,B17020G_006M,B17020G_007E,B17020G_007M,B17020G_008E,B17020G_008M,B17020G_009E,B17020G_009M,B17020G_010E,B17020G_010M,B17020G_011E,B17020G_011M,B17020G_012E,B17020G_012M,B17020G_013E,B17020G_013M,B17020G_014E,B17020G_014M,B17020G_015E,B17020G_015M,B17020G_016E,B17020G_016M,B17020G_017E,B17020G_017M,NAME,B17020G_001EA,B17020G_001MA,B17020G_002MA,B17020G_002EA,B17020G_003MA,B17020G_003EA,B17020G_004MA,B17020G_004EA,B17020G_005EA,B17020G_005MA,B17020G_006MA,B17020G_006EA,B17020G_007MA,B17020G_007EA,B17020G_008EA,B17020G_008MA,B17020G_009MA,B17020G_009EA,B17020G_010EA,B17020G_010MA,B17020G_011MA,B17020G_011EA,B17020G_012MA,B17020G_012EA,B17020G_013MA,B17020G_013EA,B17020G_014MA,B17020G_014EA,B17020G_015EA,B17020G_015MA,B17020G_016EA,B17020G_016MA,B17020G_017MA,B17020G_017EA,state
0400000US29,145403,8384,34424,3965,7936,1888,5964,1650,5037,1386,13580,2414,1480,474,256,237,171,134,110979,8241,19872,2797,20381,2424,15698,2359,45484,4383,7379,1255,1738,534,427,245,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,25391,3147,6604,1572,427,322,1010,671,1347,476,3604,900,160,205,27,42,29,46,18787,2913,2799,974,2383,876,3141,1066,8743,1782,1048,369,597,292,76,132,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,41391,4215,7583,1823,2712,829,1363,688,866,414,2572,789,34,41,36,46,0,157,33808,3862,5978,1148,6031,1345,5572,1236,14660,2434,824,390,507,315,236,285,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,115581,6996,20215,3494,4527,1521,4582,1718,2443,853,7276,1460,1223,529,164,153,0,206,95366,6437,18346,2357,15234,2360,12145,1673,42988,3957,5259,977,1196,471,198,179,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,22963,2843,3019,1220,544,392,556,629,380,361,1216,512,194,226,129,146,0,185,19944,2813,3779,1038,2784,887,2116,619,9212,1880,1449,588,355,303,249,248,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,212789,12709,38461,5995,8419,2195,5746,1504,5373,1420,15944,2642,1515,657,1464,729,0,200,174328,10463,27098,3090,25268,2854,24262,3122,84140,6930,10131,1778,2587,843,842,327,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,68746,6074,13775,2960,3732,1532,2179,929,1161,496,5720,1337,586,338,321,292,76,122,54971,5105,9259,1969,7041,1447,7271,1667,25231,3187,5022,1149,844,374,303,281,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,545901,20088,116456,8216,23074,3127,18494,2684,14585,2310,51271,4730,6547,1532,1726,599,759,394,429445,17421,69256,4521,55072,4146,48655,4518,218023,11823,30214,3129,5916,1018,2309,774,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,226019,12148,62907,6655,16623,2559,10629,2163,8613,2305,25218,3609,1497,523,228,211,99,159,163112,10577,29861,3317,26115,2771,22436,3407,73671,5491,8031,1516,2255,636,743,460,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,14403,2125,3689,1087,672,416,815,446,215,205,1826,883,33,49,89,147,39,52,10714,2105,1681,736,1619,645,1847,735,5174,1390,308,177,85,82,0,149,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,284009,10484,79241,7839,22754,3318,14681,2657,12036,2248,26334,3266,2839,820,515,350,82,118,204768,9804,35055,3373,34265,3586,32669,3317,89096,5388,10812,1356,2043,626,828,387,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,275373,7846,64309,5400,14949,2141,10315,1505,8773,1540,26508,2614,2785,525,674,252,305,160,211064,7922,29480,2523,29868,2551,25008,2063,104229,4831,17005,1589,3717,532,1757,433,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,158588,7181,33604,4623,4701,1428,3570,1167,5005,1520,18061,2859,1950,704,307,357,10,18,124984,6417,17794,2402,18009,2573,19030,2614,58698,4249,8374,1268,2383,727,696,362,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,250455,10365,66190,7054,17169,3077,12598,1986,9788,2198,23523,2900,2282,780,552,274,278,306,184265,9110,33637,3001,30421,3134,25815,2871,81421,4835,10311,1462,1840,546,820,451,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,24607,4324,5143,2282,1226,708,964,641,367,389,2385,1424,150,152,39,69,12,18,19464,3403,4130,1087,2672,1061,2293,979,8711,2408,1296,571,329,263,33,56,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,84243,6380,22349,3777,7555,2184,3829,1166,2004,792,8383,1848,347,255,93,131,138,230,61894,5117,10971,1893,11374,2536,8940,1727,26151,3387,3811,917,435,329,212,203,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,23246,3537,8294,2384,1892,847,1687,638,1395,630,3142,1053,113,86,6,11,59,80,14952,2529,2421,662,2153,830,1985,910,7120,1466,772,394,435,449,66,97,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,119750,7240,34196,4368,10444,2132,6083,1608,3548,1066,12079,1937,1750,500,292,274,0,203,85554,6287,14896,2159,14171,2240,11924,2364,36693,3642,5802,1110,1686,787,382,235,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,627114,18882,114904,8368,28269,4288,18350,2791,15258,2809,45491,4187,5867,1294,1159,452,510,398,512210,18715,90430,6946,76981,6111,65947,4810,239981,10477,29697,2859,7014,1467,2160,635,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,68620,5312,11335,2566,2241,777,2622,1010,1901,805,4208,1195,297,248,66,113,0,185,57285,5111,10550,1523,10518,1914,10413,1822,23536,2766,1761,552,473,317,34,67,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,12599,1390,3077,1271,754,493,365,275,363,319,1244,495,351,326,0,151,0,151,9522,1206,959,421,2058,732,2285,672,3080,746,1013,452,127,142,0,151,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,259611,10764,32163,3947,9216,2396,6883,1597,3310,990,11516,1942,979,609,207,139,52,87,227448,11015,44951,3648,35852,3957,30970,2883,100501,5384,12367,1563,2017,695,790,405,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,330244,13236,62428,5852,13746,2345,8340,1967,7700,1816,29830,3217,2285,908,452,337,75,99,267816,11187,45443,3421,42406,3558,35163,3457,128879,6439,12460,1701,3034,736,431,271,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,31784,2976,10946,2621,2810,898,2199,750,1417,573,4013,1162,183,132,324,342,0,190,20838,2448,2254,777,3286,894,2440,705,9434,1521,2560,732,596,339,268,229,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,116594,6330,30760,4178,7215,1473,5743,1456,5553,1411,10969,1903,1042,463,178,128,60,73,85834,5887,13288,1901,15514,2348,14947,1777,37494,3195,3293,841,951,392,347,198,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,15368,2483,1725,809,868,625,109,157,97,156,587,403,64,85,0,193,0,193,13643,2449,2638,837,2820,836,1607,884,5398,1599,902,484,278,339,0,193,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,317645,14370,146846,11571,13744,2210,14404,2496,17352,3061,80719,6338,14077,1887,4752,1160,1798,701,170799,10648,12855,2169,11173,2042,13098,1764,100823,7461,23686,2532,6717,1346,2447,861,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
