GEO_ID,C27009_001E,C27009_001M,C27009_002E,C27009_002M,C27009_003E,C27009_003M,C27009_004E,C27009_004M,C27009_005E,C27009_005M,C27009_006E,C27009_006M,C27009_007E,C27009_007M,C27009_008E,C27009_008M,C27009_009E,C27009_009M,C27009_010E,C27009_010M,C27009_011E,C27009_011M,C27009_012E,C27009_012M,C27009_013E,C27009_013M,C27009_014E,C27009_014M,C27009_015E,C27009_015M,C27009_016E,C27009_016M,C27009_017E,C27009_017M,C27009_018E,C27009_018M,C27009_019E,C27009_019M,C27009_020E,C27009_020M,C27009_021E,C27009_021M,NAME,C27009_001MA,C27009_001EA,C27009_002MA,C27009_002EA,C27009_003EA,C27009_003MA,C27009_004EA,C27009_004MA,C27009_005MA,C27009_005EA,C27009_006MA,C27009_006EA,C27009_007EA,C27009_007MA,C27009_008MA,C27009_008EA,C27009_009MA,C27009_009EA,C27009_010EA,C27009_010MA,C27009_011MA,C27009_011EA,C27009_012EA,C27009_012MA,C27009_013EA,C27009_013MA,C27009_014MA,C27009_014EA,C27009_015EA,C27009_015MA,C27009_016MA,C27009_016EA,C27009_017MA,C27009_017EA,C27009_018EA,C27009_018MA,C27009_019MA,C27009_019EA,C27009_020EA,C27009_020MA,C27009_021EA,C27009_021MA,state
0400000US01,4755381,1814,2284668,5599,563117,4269,961,776,562156,4371,1418723,4731,49135,3480,1369588,5674,302828,1900,54277,2878,248551,3342,2470713,5159,544727,4391,1458,1118,543269,4394,1526743,3765,12765,2179,1513978,4399,399243,1967,6404,1003,392839,2197,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,712248,1963,366864,2541,96973,1734,110,123,96863,1745,237630,1974,13471,1509,224159,2376,32261,848,7321,1201,24940,1319,345384,2157,90912,1717,25,41,90887,1730,222146,1283,2900,937,219246,1625,32326,832,547,353,31779,842,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6521226,1734,3207062,2887,823870,1962,2196,1467,821674,2560,1920087,2842,66773,4220,1853314,4734,463105,1334,84078,4220,379027,4514,3314164,2699,789635,1895,1067,586,788568,1879,1980813,2354,13108,2206,1967705,3341,543716,1448,6897,1459,536819,1994,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2907014,1233,1427846,4941,369537,4011,795,400,368742,4053,862503,3593,39509,2884,822994,4316,195806,1562,44771,2342,151035,2822,1479168,4700,339588,3571,428,409,339160,3650,897397,3109,7288,1381,890109,3294,242183,2000,5942,1031,236241,2332,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37831553,5167,18678471,8174,4684835,4538,4708,1826,4680127,4948,11917914,6910,225655,7930,11692259,10657,2075722,3272,255431,6125,1820291,6177,19153082,6595,4473120,4214,4159,1173,4468961,4174,12058604,4800,45018,3635,12013586,5944,2621358,3316,25009,2242,2596349,4496,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5173272,2685,2571218,4738,633100,3639,1389,831,631711,3833,1653136,3953,53213,3826,1599923,4695,284982,1510,44568,2850,240414,3077,2602054,4073,606091,3326,988,470,605103,3324,1651804,2894,9579,1403,1642225,3144,344159,1664,3453,926,340706,1905,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541409,1156,1718699,2659,398790,1891,203,195,398587,1925,1093523,1944,20158,2378,1073365,3116,226386,1298,34729,2318,191657,2518,1822710,2714,385369,1796,125,203,385244,1767,1142172,1698,2860,794,1139312,1833,295169,1346,1994,605,293175,1504,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,911502,1114,437592,1253,103087,830,49,89,103038,855,270719,1081,5614,1032,265105,1572,63786,493,7972,969,55814,1155,473910,1235,100252,856,131,164,100121,882,294419,998,1128,407,293291,1094,79239,492,857,394,78382,643,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,635833,581,298312,741,55867,410,0,203,55867,410,213223,658,4528,1039,208695,1205,29222,519,3602,697,25620,793,337521,821,55420,476,0,203,55420,476,239930,641,1036,402,238894,727,42171,552,563,366,41608,653,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19245127,3839,9333945,8603,2059975,6245,2800,1265,2057175,6358,5663869,6338,182480,7774,5481389,9277,1610101,3180,294391,7711,1315710,8163,9911182,7269,1959860,6147,1937,1177,1957923,6374,5983026,4806,38448,3377,5944578,5493,1968296,3245,26450,2311,1941846,3889,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9800887,3675,4727828,8687,1269050,6733,2225,1772,1266825,6666,2952986,6612,91348,5647,2861638,9247,505792,2817,82015,3069,423777,4072,5073059,7882,1218029,6673,1248,571,1216781,6731,3198904,4639,26068,2990,3172836,5329,656126,2761,9901,1347,646225,2960,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1345168,3281,661352,3290,158445,1211,235,251,158210,1247,406345,3039,11647,1813,394698,3399,96562,764,13145,1479,83417,1424,683816,2110,148403,1187,180,154,148223,1233,416197,1526,2614,915,413583,1779,119216,740,1766,563,117450,919,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1592172,685,796967,2603,221768,2389,1261,1031,220507,2528,472071,2045,19543,2087,452528,2878,103128,1063,21944,2012,81184,2184,795205,2627,204180,2104,1439,1213,202741,2338,474872,1821,2990,956,471882,2145,116153,1047,1667,608,114486,1214,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12704616,1398,6216793,5500,1541919,3308,596,385,1541323,3357,3944682,4452,74986,4446,3869696,4876,730192,1870,112034,3883,618158,4513,6487823,5356,1476041,3833,928,461,1475113,3901,4066089,3904,12085,1786,4054004,4659,945693,2495,7231,1081,938462,2664,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6471551,786,3165813,4997,808450,3634,687,434,807763,3705,1971787,3603,58230,3149,1913557,4795,385576,2103,73641,3419,311935,4012,3305738,5074,775565,4146,936,509,774629,4159,2037163,3120,8854,1398,2028309,3192,493010,2060,5999,926,487011,2158,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3045284,750,1504334,3691,368613,3010,105,114,368508,2995,934207,2350,28856,2379,905351,3121,201514,1379,45072,2374,156442,2702,1540950,3674,352651,3173,168,219,352483,3139,934645,2397,3509,789,931136,2573,253654,1437,4156,768,249498,1491,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2836733,1635,1400355,3591,368449,2713,354,325,368095,2756,860822,2848,25527,2544,835295,3281,171084,1296,34088,1977,136996,2177,1436378,3551,350485,2730,244,191,350241,2759,869547,2618,4872,1093,864675,2978,216346,1852,2066,617,214280,1969,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4312100,1403,2105640,4175,518975,3660,615,523,518360,3663,1315811,3308,47269,3393,1268542,5057,270854,1649,57185,3267,213669,3237,2206460,4106,493145,3346,462,442,492683,3416,1371368,3652,11756,1583,1359612,3967,341947,2192,5404,1078,336543,2372,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4522910,1435,2176147,4812,560191,4134,777,491,559414,4224,1359668,3039,40172,3829,1319496,5109,256288,2011,43790,2462,212498,3128,2346763,4938,550786,4471,730,464,550056,4482,1465433,2823,9820,1580,1455613,3575,330544,1809,4580,802,325964,1941,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
