GEO_ID,B25015_001E,B25015_001M,B25015_002E,B25015_002M,B25015_003E,B25015_003M,B25015_004E,B25015_004M,B25015_005E,B25015_005M,B25015_006E,B25015_006M,B25015_007E,B25015_007M,B25015_008E,B25015_008M,B25015_009E,B25015_009M,B25015_010E,B25015_010M,B25015_011E,B25015_011M,B25015_012E,B25015_012M,B25015_013E,B25015_013M,B25015_014E,B25015_014M,B25015_015E,B25015_015M,B25015_016E,B25015_016M,B25015_017E,B25015_017M,B25015_018E,B25015_018M,B25015_019E,B25015_019M,B25015_020E,B25015_020M,B25015_021E,B25015_021M,B25015_022E,B25015_022M,B25015_023E,B25015_023M,B25015_024E,B25015_024M,B25015_025E,B25015_025M,B25015_026E,B25015_026M,B25015_027E,B25015_027M,NAME,B25015_001EA,B25015_001MA,B25015_002MA,B25015_002EA,B25015_003EA,B25015_003MA,B25015_004MA,B25015_004EA,B25015_005EA,B25015_005MA,B25015_006EA,B25015_006MA,B25015_007MA,B25015_007EA,B25015_008EA,B25015_008MA,B25015_009EA,B25015_009MA,B25015_010EA,B25015_010MA,B25015_011EA,B25015_011MA,B25015_012EA,B25015_012MA,B25015_013EA,B25015_013MA,B25015_014MA,B25015_014EA,B25015_015EA,B25015_015MA,B25015_016EA,B25015_016MA,B25015_017MA,B25015_017EA,B25015_018MA,B25015_018EA,B25015_019MA,B25015_019EA,B25015_020MA,B25015_020EA,B25015_021MA,B25015_021EA,B25015_022EA,B25015_022MA,B25015_023MA,B25015_023EA,B25015_024EA,B25015_024MA,B25015_025MA,B25015_025EA,B25015_026EA,B25015_026MA,B25015_027EA,B25015_027MA,state
0400000US01,1822439,11200,1240017,12974,126598,4853,124482,4840,1569,599,547,406,728247,9439,719935,9661,5561,1184,2751,793,385172,4718,383603,4727,1021,441,548,193,582422,10924,209400,7213,200096,7060,6494,1620,2810,1095,301276,8373,292421,8184,5263,1244,3592,1108,71746,3949,71271,3977,73,92,402,373,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,246015,2720,156107,3268,19272,1786,17515,1725,1297,583,460,208,104121,3002,98801,2963,3225,730,2095,346,32714,1639,31806,1635,484,142,424,200,89908,3375,37564,2514,34565,2619,2082,587,917,265,45282,2261,41022,2219,2995,837,1265,432,7062,1246,7023,1229,13,25,26,22,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2400809,11557,1490031,12319,150778,5166,144411,4980,4761,1186,1606,571,836666,9667,809800,10003,18807,2163,8059,1370,502587,6196,498743,6144,2482,645,1362,488,910778,13688,335453,8607,303027,8346,22821,2596,9605,1884,469454,10462,434242,10034,23789,2841,11423,1686,105871,4425,104468,4438,945,410,458,351,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1125899,6925,739987,8706,81456,4151,77477,4154,3327,869,652,377,426900,6135,418817,6227,6198,1173,1885,715,231631,4177,230828,4205,423,265,380,242,385912,7213,149288,5504,139553,5392,6318,1616,3417,954,186127,5541,179695,5451,4298,974,2134,881,50497,3133,50111,3103,160,190,226,234,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12650592,16944,6804639,28833,551974,10003,517432,9264,26990,2721,7552,1255,4262568,23525,4051302,24188,158806,6039,52460,3182,1990097,12633,1965348,12961,16687,1683,8062,1161,5845953,25919,1879860,16300,1614485,14931,165615,6680,99760,5456,3228225,22218,2760183,22122,298047,8535,169995,5932,737868,12528,713120,12767,11456,1641,13292,1494,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2002800,8550,1291945,10661,147784,5715,143808,5573,3252,892,724,513,824390,8112,813037,7791,8805,1294,2548,743,319771,4380,319021,4335,506,244,244,243,710855,11436,298084,7505,280653,7518,12029,1619,5402,1321,333756,7926,316756,8049,11956,1894,5044,1318,79015,3701,78240,3770,497,387,278,227,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1339860,7005,888478,8542,68426,3434,67142,3528,996,459,288,344,570970,7347,564577,7267,4694,1114,1699,750,249082,4627,248660,4606,228,171,194,173,451382,9182,139247,5721,130795,5501,4931,1553,3521,1150,230317,6939,221305,7038,6643,1379,2369,871,81818,4042,80788,4040,56,69,974,652,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,339071,3144,243047,3975,23752,2328,23291,2219,403,297,58,95,144047,3256,142497,3429,1413,617,137,194,75248,2156,74975,2162,235,198,38,71,96024,4093,35120,2667,32515,2604,1819,779,786,585,47162,3055,45281,3059,1504,665,377,271,13742,1769,13742,1769,0,189,0,189,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,271651,3228,110513,3814,13777,1629,13777,1629,0,203,0,203,66325,3275,65230,3229,932,422,163,138,30411,1600,30194,1616,119,142,98,114,161138,4370,66670,3013,64358,2878,1653,728,659,431,75398,3868,70806,4082,2784,794,1808,811,19070,1670,18537,1707,325,294,208,201,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7211584,26752,4672482,24352,311480,9517,299961,9496,9097,1668,2422,739,2582437,18600,2530674,17400,43004,3525,8759,1524,1778565,13348,1770368,13362,5598,1165,2599,712,2539102,20898,807681,14583,753531,14506,39048,3905,15102,2139,1354271,17375,1276793,16402,55368,3982,22110,2611,377150,9394,372195,9117,2830,1153,2125,769,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
