GEO_ID,C25093_001E,C25093_001M,C25093_002E,C25093_002M,C25093_003E,C25093_003M,C25093_004E,C25093_004M,C25093_005E,C25093_005M,C25093_006E,C25093_006M,C25093_007E,C25093_007M,C25093_008E,C25093_008M,C25093_009E,C25093_009M,C25093_010E,C25093_010M,C25093_011E,C25093_011M,C25093_012E,C25093_012M,C25093_013E,C25093_013M,C25093_014E,C25093_014M,C25093_015E,C25093_015M,C25093_016E,C25093_016M,C25093_017E,C25093_017M,NAME,C25093_001EA,C25093_001MA,C25093_002EA,C25093_002MA,C25093_003MA,C25093_003EA,C25093_004MA,C25093_004EA,C25093_005MA,C25093_005EA,C25093_006EA,C25093_006MA,C25093_007EA,C25093_007MA,C25093_008MA,C25093_008EA,C25093_009EA,C25093_009MA,C25093_010MA,C25093_010EA,C25093_011MA,C25093_011EA,C25093_012MA,C25093_012EA,C25093_013EA,C25093_013MA,C25093_014MA,C25093_014EA,C25093_015MA,C25093_015EA,C25093_016MA,C25093_016EA,C25093_017EA,C25093_017MA,state
0400000US13,2222377,19196,14827,1981,9555,1600,4888,1175,384,307,205546,6362,155801,6213,48403,3441,1342,600,1420915,14724,1053710,13589,349473,9675,17732,1967,581089,7902,431585,7688,144495,5212,5009,1078,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,252999,3913,1004,471,376,235,628,424,0,185,13673,1705,8522,1378,5141,1016,10,15,148922,3360,94593,3391,52933,2658,1396,542,89400,2983,63596,2498,25318,2078,486,312,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,408174,6844,4076,971,2543,772,1512,713,21,27,43820,3204,31471,2687,11992,1819,357,384,244915,4881,189900,5378,53160,3670,1855,681,115363,3008,87052,2709,27044,2238,1267,935,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3154027,17254,21207,1995,12348,1536,8219,1269,640,468,304477,7672,228296,7107,74519,4496,1662,679,1963573,12166,1433182,12635,515564,11553,14827,1716,864770,7653,604185,7104,253032,6259,7553,1201,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1712020,11961,18729,2144,13100,1957,5385,1166,244,211,183930,5775,147794,5816,35250,2823,886,684,1038671,9408,846285,10465,184245,6529,8141,1237,470690,6153,369770,5396,98244,3631,2676,746,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,875362,8231,12887,1702,9958,1437,2866,848,63,89,102745,3417,85271,3305,17185,1806,289,191,514241,5868,430171,6319,81157,3716,2913,747,245489,3034,196691,3320,47342,2232,1456,495,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,735737,7229,7654,1111,5305,1019,2320,660,29,65,82655,3733,68756,3525,13703,1665,196,148,443857,5522,367216,6109,72995,3499,3646,802,201571,3065,159460,2927,40696,2423,1415,552,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1149308,10177,12697,1896,9492,1601,3109,894,96,144,114852,4404,92587,3898,20732,2420,1533,618,693141,7843,552572,7225,134244,3765,6325,1177,328618,3860,261377,4176,65460,3041,1781,481,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1140052,11811,14375,1912,9627,1723,4171,1205,577,403,125150,5570,99674,5207,24851,2736,625,300,684203,8753,545193,8899,130745,5639,8265,1558,316324,4850,252239,4995,60864,3061,3221,912,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,384237,5646,2170,659,1527,561,643,339,0,165,28901,2218,20770,1879,7943,1205,188,218,238644,4409,176522,4143,60170,3692,1952,610,114522,2459,81917,2305,32138,1908,467,280,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1436907,10973,8660,1544,4794,1218,3517,979,349,430,128852,4805,94371,3917,33551,2674,930,483,925112,8354,676412,8733,243404,7007,5296,1267,374283,4959,262094,4595,110168,4260,2021,702,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1560809,13055,4619,1180,2661,853,1790,646,168,142,114661,5665,83463,5157,30903,3261,295,242,1007735,9762,721794,9923,279707,8774,6234,1181,433794,5662,281163,5360,149847,4894,2784,715,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2703957,13324,25418,2573,15717,2139,9085,1487,616,349,255092,6607,196337,5881,57164,3233,1591,571,1647155,9918,1271234,10115,361334,7114,14587,1887,776292,6132,580590,6291,190674,4945,5028,803,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1516900,9427,15752,1719,11071,1429,4333,943,348,276,183148,5101,148906,4291,33896,2087,346,261,946413,6728,752055,6624,189870,5433,4488,693,371587,3738,277946,3795,91681,2719,1960,462,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,733101,8509,7767,1578,5485,1306,2075,908,207,180,66063,3637,50139,3443,14883,2026,1041,593,437976,5735,335290,6299,96525,5009,6161,1382,221295,4683,171723,4214,47529,2722,2043,659,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1582412,10949,16586,2217,11696,1835,4351,1097,539,336,171708,5292,136379,4602,34712,2569,617,515,938907,8371,743174,9330,187902,5867,7831,1520,455211,5424,349162,4981,103457,3984,2592,590,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,271719,4579,1995,699,1164,510,737,434,94,130,27078,2051,20113,1904,6873,1122,92,78,161242,3700,126911,3630,33164,2277,1167,575,81404,2377,63163,2382,17649,1368,592,286,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,482452,6278,5820,1086,4099,849,1685,598,36,59,61533,3096,51186,2744,9973,1442,374,230,284945,4298,233472,4217,49603,2583,1870,568,130154,2423,100090,2401,29239,1962,825,298,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,544455,7251,5427,1135,3456,991,1934,565,37,43,54731,3015,38983,2750,15410,1885,338,214,321690,7539,227711,5944,89876,4410,4103,753,162607,3713,112424,3216,49397,2537,786,284,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,364255,5925,1489,913,1174,882,315,213,0,185,28328,2309,19368,2025,8881,1455,79,100,236838,4726,167394,4888,67735,3571,1709,764,97600,2409,63163,2218,34032,2394,405,287,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2034223,13473,5189,1212,2283,841,2874,804,32,54,131274,4631,85328,4184,45131,3485,815,503,1321179,11451,866145,9911,447280,9657,7754,1425,576581,7151,331097,6297,242346,6701,3138,833,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,511693,7543,6028,1327,3775,1092,1991,793,262,200,44954,3170,31735,2424,12529,2130,690,419,299169,5992,228747,5773,65396,3888,5026,1417,161542,3616,124610,3416,34548,2520,2384,812,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3873299,19890,17129,2015,8230,1216,8327,1438,572,399,274423,7640,194638,6249,78282,4536,1503,618,2462123,14590,1697871,13692,747664,10273,16588,2103,1119624,9472,729873,7836,381246,7763,8505,1450,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2414717,16856,19324,2281,13633,1964,5336,1282,355,245,209765,7553,163190,6678,44792,3994,1783,672,1478060,12447,1131561,12552,333636,8395,12863,2057,707568,6863,528076,6879,174745,6345,4747,950,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,193389,3714,5263,1328,4371,1193,847,472,45,70,26362,1928,23314,1869,2930,740,118,104,113534,2715,98792,2615,14217,1774,525,272,48230,1646,39732,1486,8287,1111,211,114,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3015795,17826,25862,2724,17883,2108,7303,1530,676,356,279655,8233,222886,7587,54970,3929,1799,745,1830857,13184,1457828,13507,359136,7156,13893,1874,879421,7756,661509,8402,212693,5593,5219,906,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,948540,8048,11861,1473,7934,1167,3707,888,220,203,107809,4400,85006,3694,21680,1880,1123,524,548654,5555,449306,5646,93494,3531,5854,905,280216,3603,226641,3435,51482,2408,2093,546,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,926930,9344,4431,1009,2419,854,2012,660,0,200,67603,4299,48923,3707,18569,2588,111,129,565928,7936,402279,6978,159697,6387,3952,997,288968,4465,198943,4453,88444,3350,1581,433,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3405170,15735,20464,2018,12850,1451,7273,1311,341,315,287186,5758,219634,5432,66498,3092,1054,443,2096934,13954,1618463,13148,464474,9485,13997,2113,1000586,8495,720837,8192,272802,5773,6947,1026,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,245409,4846,1352,532,771,386,544,409,37,61,17719,1836,11970,1498,5661,1179,88,144,157568,3822,110661,3680,46253,3579,654,329,68770,2425,44232,2390,24224,1728,314,257,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1223614,11969,10034,1754,6416,1414,3149,865,469,335,108704,4687,83480,4219,23483,2716,1741,740,724827,8399,550346,8279,162888,5956,11593,1516,380049,5748,284682,5666,92203,4257,3164,740,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,222809,3636,2735,650,2113,592,587,287,35,64,28847,1831,24819,1910,3921,873,107,144,132768,2975,109237,2945,22689,1966,842,371,58459,1863,47488,1553,10574,1204,397,248,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1652976,14369,14413,2038,9384,1585,5029,1237,0,203,150489,5229,116495,5400,32524,3082,1470,713,1000763,10343,780942,9520,210277,6714,9544,1538,487311,6150,381066,5787,102285,4199,3960,988,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5634317,28687,51235,3856,33688,3012,15698,2103,1849,590,582650,12920,445344,12322,131582,6749,5724,1569,3584027,22449,2813913,21917,737943,14819,32171,3181,1416405,12236,1098853,13781,306094,7387,11458,1713,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,622572,6557,10836,1484,7523,1434,2998,785,315,277,90917,3612,63220,3644,27345,2343,352,266,375115,5321,290796,5507,82259,3482,2060,676,145704,2826,112816,2887,31861,2132,1027,438,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,179791,3471,1056,531,673,432,383,224,0,151,13196,1245,9692,967,3461,781,43,64,115211,2539,82164,2617,32487,2118,560,363,50328,1672,31949,1667,18228,1567,151,125,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2005192,18287,12061,1604,6811,1309,5024,1184,226,204,180771,6465,133803,5948,45620,3238,1348,649,1261740,13949,957190,12112,295058,8231,9492,1354,550620,6549,413427,5942,133764,4358,3429,733,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1638028,14592,12216,1912,7241,1385,4699,1141,276,207,146127,5661,102201,4917,43086,3555,840,431,1028306,11326,742501,9910,278119,8173,7686,1368,451379,5292,321193,5607,127599,4267,2587,769,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,534266,6150,6596,1368,5040,1291,1354,562,202,236,45157,3029,37068,2805,7475,1471,614,336,309574,4755,258480,5184,48506,3030,2588,715,172939,3345,145441,4074,26585,2214,913,409,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1537926,9764,13438,1867,8878,1438,4489,1034,71,91,153305,3678,118853,3728,34129,2686,323,196,961213,7103,739977,7421,215934,5716,5302,910,409970,4869,289103,4686,116730,4217,4137,708,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,154699,3888,2043,709,1377,613,624,302,42,76,17727,1568,15152,1499,2560,788,15,28,93842,3163,76912,2940,16280,1758,650,428,41087,2048,32492,1955,8370,1380,225,204,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,865343,7669,4695,1195,2684,961,1733,632,278,220,52745,3566,33543,2408,17554,2432,1648,631,502665,7270,330438,7119,146615,5646,25612,2628,305238,4752,230909,4975,64511,3964,9818,1279,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
