GEO_ID,C27001B_001E,C27001B_001M,C27001B_002E,C27001B_002M,C27001B_003E,C27001B_003M,C27001B_004E,C27001B_004M,C27001B_005E,C27001B_005M,C27001B_006E,C27001B_006M,C27001B_007E,C27001B_007M,C27001B_008E,C27001B_008M,C27001B_009E,C27001B_009M,C27001B_010E,C27001B_010M,NAME,C27001B_001EA,C27001B_001MA,C27001B_002MA,C27001B_002EA,C27001B_003MA,C27001B_003EA,C27001B_004EA,C27001B_004MA,C27001B_005EA,C27001B_005MA,C27001B_006EA,C27001B_006MA,C27001B_007EA,C27001B_007MA,C27001B_008MA,C27001B_008EA,C27001B_009EA,C27001B_009MA,C27001B_010EA,C27001B_010MA,state
0400000US40,264678,4388,75089,2923,66689,3085,8400,2064,166873,2835,122344,4027,44529,3612,22716,1185,22359,1197,357,277,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,69616,3282,19595,2013,18683,2034,912,986,44978,2101,34465,2534,10513,2221,5043,662,5043,662,0,200,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1346320,12741,366537,8080,349147,7884,17390,3096,844726,7591,672580,9444,172146,8371,135057,2386,133691,2376,1366,640,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,66722,5119,19698,2492,16938,2122,2760,1421,42795,3268,30373,2345,12422,2468,4229,533,4037,580,192,233,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1283415,6079,339752,3672,324706,4387,15046,3005,803222,4075,587679,8672,215543,7229,140441,1503,139119,1511,1322,591,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,12130,1926,4408,1126,3714,1182,694,545,7525,1269,6729,1464,796,507,197,274,197,274,0,155,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1072853,6801,298467,4063,284004,4916,14463,2808,681241,4588,525155,7255,156086,7112,93145,1933,92294,1955,851,334,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3032416,14465,845148,8993,776543,11405,68605,8017,1938867,10521,1405527,15975,533340,13512,248401,3498,244551,3962,3850,1332,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,31935,2608,12380,1791,11558,1716,822,762,18098,1455,14208,1424,3890,1187,1457,518,1457,518,0,185,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,6960,990,2206,669,2206,669,0,151,4405,676,3432,480,973,589,349,205,349,205,0,151,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1528938,9793,386873,5579,367073,6362,19800,3402,981557,7768,772953,10048,208604,8418,160508,2421,158639,2575,1869,1149,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,247045,8169,67411,5402,64503,5599,2908,1559,162701,4091,125016,4828,37685,4100,16933,1193,16569,1396,364,476,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,56228,3060,12669,1621,12226,1605,443,356,36746,2294,28291,1931,8455,1561,6813,1011,6813,1011,0,190,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,341878,4979,113716,3337,110472,3691,3244,1278,205412,3266,159582,3918,45830,3180,22750,873,22684,866,66,111,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,6860,1407,2011,799,2011,799,0,193,4556,1328,3876,1137,680,522,293,266,293,266,0,193,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,278515,12366,53959,5230,50931,5198,3028,1010,175559,8151,152195,7445,23364,2822,48997,3848,48311,3721,686,551,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
