GEO_ID,C15010_001E,C15010_001M,C15010_002E,C15010_002M,C15010_003E,C15010_003M,C15010_004E,C15010_004M,C15010_005E,C15010_005M,C15010_006E,C15010_006M,NAME,C15010_001EA,C15010_001MA,C15010_002MA,C15010_002EA,C15010_003EA,C15010_003MA,C15010_004EA,C15010_004MA,C15010_005MA,C15010_005EA,C15010_006EA,C15010_006MA,state
0400000US01,756953,14652,226367,7791,74579,4249,166642,5569,143829,5558,145536,6098,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,129413,5080,50787,3441,12544,1556,18649,2216,19153,1973,28280,2547,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1188441,14354,400808,9135,110188,4921,251953,7038,181594,5308,243898,7713,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,403937,10454,112660,4878,44269,3307,84872,4800,84255,4723,77881,4790,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,7805734,32043,3169014,28805,621655,12872,1455246,20377,559254,11351,2000565,22042,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1328281,12257,503385,9229,103548,4658,268667,7723,137254,4792,315427,8764,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,917454,13432,329218,7966,78479,4637,185515,6331,103791,4537,220451,6025,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,187385,5510,67187,3691,16200,2394,42803,3760,25381,2136,35814,3137,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,249606,5387,118189,4887,9276,1650,28048,2965,11240,1793,82853,4199,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3734175,31175,1160635,17005,366293,11429,904151,18458,551325,14269,751771,16326,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1833119,19804,573324,12059,159312,7181,451045,11967,259490,8277,389948,10425,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,299251,7926,106140,5764,28758,2592,61658,3845,39042,3018,63653,3704,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,269406,8718,88009,5541,27105,2345,47377,3423,48372,3893,58543,4019,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2760102,22745,880069,12261,258588,8920,620259,11590,372427,8964,628759,11880,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1027219,14648,287814,8384,128812,5528,207564,6351,186310,6650,216719,7660,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,541509,10221,162018,5955,52078,2547,110412,4792,103435,4727,113566,4886,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,581416,8853,171497,5869,56985,3179,125256,4596,108228,4058,119450,4948,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,667026,13413,195835,5931,75025,4851,136197,6205,117234,5784,142735,5247,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,684227,11539,191994,7346,81672,4086,139143,5631,117389,5332,154029,6644,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,269188,6486,95785,4080,27256,2232,37769,2892,41244,2763,67134,3520,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1503805,17388,619737,11906,121074,4787,278143,7477,150902,6372,333949,9035,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1855376,17380,732321,12669,149755,6122,337487,8696,175835,5555,459978,9882,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1787387,17932,583585,8934,185454,5063,378240,8725,274785,6253,365323,8384,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1216883,13089,399769,8574,114935,4849,242997,7040,179908,5102,279274,8015,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,393406,8761,98382,5401,43427,3972,86988,4857,89542,5083,75067,4801,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1091005,13787,319984,9412,112833,5423,240958,7510,182693,6353,234537,6498,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,199788,5807,68396,3713,19135,1928,31499,2733,39940,2813,40818,2776,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
