GEO_ID,C15010_001E,C15010_001M,C15010_002E,C15010_002M,C15010_003E,C15010_003M,C15010_004E,C15010_004M,C15010_005E,C15010_005M,C15010_006E,C15010_006M,NAME,C15010_001EA,C15010_001MA,C15010_002MA,C15010_002EA,C15010_003EA,C15010_003MA,C15010_004EA,C15010_004MA,C15010_005MA,C15010_005EA,C15010_006EA,C15010_006MA,state
0400000US31,356792,8457,101833,4530,34827,2372,77423,3957,71677,3266,71032,4228,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,422100,9660,133142,5282,42177,2913,98875,5870,54892,3777,93014,4337,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,319445,7531,121322,5243,26290,2425,58414,2644,41426,3032,71993,3429,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2225869,19068,819221,13205,183525,6369,497729,10159,260849,7558,464545,10242,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,359368,7651,126615,5716,33859,2286,57728,3910,58594,3569,82572,5370,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4573878,31998,1577280,20933,382087,9188,857166,14317,545689,11692,1211656,16765,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1864989,21622,646656,11657,160603,6169,370441,8638,251688,7643,435601,11023,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,126938,4724,31525,2860,17394,1760,23839,2541,27417,2232,26763,2225,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2040566,20560,627996,10307,219454,6575,445762,10144,332971,9103,414383,8385,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,596461,9382,172152,6169,53083,3091,131672,4336,120836,4200,118718,4525,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,831120,12749,323832,8480,72900,4526,126365,5790,97098,4417,210925,7312,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2527174,21162,833020,12613,248043,6992,518042,11651,389837,7739,538232,11342,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,233115,6583,75501,4610,23614,2407,41165,3207,31407,2769,61428,3515,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,834542,12841,259504,8302,73859,4072,187661,6450,137099,5423,176419,7165,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,146306,4663,41844,2791,18654,1895,28342,2657,30633,2340,26833,2361,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1082373,16427,321673,8509,112364,5089,244795,7335,166677,6199,236864,7491,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4592151,35595,1561698,23333,397899,11103,1081978,17258,626785,12576,923791,16753,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,523495,8151,176132,5603,51070,3404,95430,4279,76379,3443,124484,5126,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,155817,4553,59335,3337,13290,1371,18481,1519,20749,1714,43962,2579,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2010335,20863,804554,14762,148247,5939,381695,8342,202408,6540,473431,9544,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1540468,15664,617781,11549,136452,5394,246185,7823,169456,5392,370594,9482,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,244955,7468,70369,4300,29333,2616,45182,2691,53842,3292,46229,3221,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1074631,12263,326301,7527,119492,4784,208141,7370,181122,4643,239575,6660,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,102003,4683,34764,2941,12195,1916,14362,1810,22368,2132,18314,1827,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,585069,11843,151941,6524,62956,4024,177051,6680,117580,6564,75541,5186,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
