GEO_ID,B24080_001E,B24080_001M,B24080_002E,B24080_002M,B24080_003E,B24080_003M,B24080_004E,B24080_004M,B24080_005E,B24080_005M,B24080_006E,B24080_006M,B24080_007E,B24080_007M,B24080_008E,B24080_008M,B24080_009E,B24080_009M,B24080_010E,B24080_010M,B24080_011E,B24080_011M,B24080_012E,B24080_012M,B24080_013E,B24080_013M,B24080_014E,B24080_014M,B24080_015E,B24080_015M,B24080_016E,B24080_016M,B24080_017E,B24080_017M,B24080_018E,B24080_018M,B24080_019E,B24080_019M,B24080_020E,B24080_020M,B24080_021E,B24080_021M,NAME,B24080_001MA,B24080_001EA,B24080_002MA,B24080_002EA,B24080_003EA,B24080_003MA,B24080_004MA,B24080_004EA,B24080_005EA,B24080_005MA,B24080_006EA,B24080_006MA,B24080_007EA,B24080_007MA,B24080_008MA,B24080_008EA,B24080_009EA,B24080_009MA,B24080_010EA,B24080_010MA,B24080_011EA,B24080_011MA,B24080_012MA,B24080_012EA,B24080_013MA,B24080_013EA,B24080_014MA,B24080_014EA,B24080_015MA,B24080_015EA,B24080_016EA,B24080_016MA,B24080_017MA,B24080_017EA,B24080_018EA,B24080_018MA,B24080_019EA,B24080_019MA,B24080_020EA,B24080_020MA,B24080_021EA,B24080_021MA,state
0400000US01,2010934,16887,1053795,12624,794469,11968,754767,11425,39702,2776,41158,2978,55522,3419,49015,3579,42349,3422,69417,4461,1865,647,957139,10689,649485,9925,636754,10207,12731,2092,89456,4998,72820,4756,76202,4174,30318,2874,37300,3672,1558,604,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,352822,5552,190610,4233,126060,4250,119612,4136,6448,1295,12843,1855,13387,1746,14449,1745,11955,1681,11733,1551,183,157,162212,3399,87251,3520,83948,3519,3303,768,22342,1936,17613,1762,16438,1689,8982,1509,9164,1548,422,257,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2791546,16636,1489709,10551,1138837,11029,1067763,11497,71074,4413,63383,4431,88158,4956,51501,4077,49525,3616,96151,4907,2154,723,1301837,13302,895376,12273,863686,11991,31690,2358,115078,5651,104649,5063,83746,3766,32819,2866,67607,4359,2562,682,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1241828,12352,655176,7224,488535,6910,460723,6698,27812,2608,34792,3586,32060,2672,36380,2923,14791,2012,47713,3926,905,428,586652,8402,383437,6992,373126,6750,10311,1637,59576,3842,38955,3033,65459,3654,10913,1835,27552,2541,760,398,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17132696,40053,9285337,29717,7002598,37815,6610772,35787,391826,10344,428597,11369,504554,10358,294107,9352,207390,8053,835246,15686,12845,1660,7847359,28950,5235062,27727,5066807,28598,168255,6657,711465,13609,752267,13896,412773,10188,137284,6618,581628,15571,16880,2143,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2593798,15783,1390204,9509,1061375,11503,973548,11885,87827,4952,69887,3925,73620,4193,45784,3429,44848,3168,91918,5362,2772,971,1203594,11162,802589,11543,759528,11325,43061,3219,129206,5525,106481,4317,57621,3060,30540,2336,75120,4316,2037,571,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1771141,10471,912563,6843,690034,8192,644939,8490,45095,3268,56782,3710,49376,3088,31392,2822,16100,1858,67726,3902,1153,503,858578,8591,564786,9638,548569,9406,16217,1991,112446,5157,81224,4328,41325,3575,10354,1422,46336,3300,2107,745,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,430247,5961,218471,3712,164005,4339,153357,4173,10648,1422,16508,1996,6931,1097,14790,1685,6147,1457,9827,1831,263,203,211776,4130,147248,4547,143807,4321,3441,840,25278,2726,5902,1107,23524,2219,3906,1122,5918,1124,0,189,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,333111,4763,160992,3096,88865,3389,83440,3463,5425,1131,24323,2099,8308,1506,3596,1074,28378,2476,7282,1319,240,312,172119,3738,82068,4041,79359,4137,2709,766,39982,2733,8570,1241,2814,943,31684,2718,7001,1123,0,203,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8459990,34236,4398690,25807,3468529,26109,3118959,24906,349570,10585,185472,7222,254118,7729,109550,6200,103242,5551,272196,9047,5583,1126,4061300,23925,2934041,24418,2794895,23341,139146,6268,341086,10053,346915,9801,158743,6734,70132,5066,204255,7792,6128,1349,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4347839,24667,2259341,15620,1735445,17402,1612008,18789,123437,7299,95517,5090,119185,5815,76641,4740,76228,4968,151904,7375,4421,1336,2088498,17748,1452561,18241,1398887,17645,53674,4255,161542,7235,189301,6592,136206,6930,58049,4127,87313,5561,3526,1057,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,643571,7883,336565,6138,221083,6269,206103,6294,14980,2000,17935,2238,12987,1675,24782,2341,32235,2845,26984,2577,559,493,307006,5332,191863,5333,182935,5272,8928,1438,31139,2607,8681,1386,41874,2855,14903,1857,18158,2136,388,293,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,710293,9330,392529,5612,288990,5762,266220,6203,22770,2329,18654,2411,20879,2276,16589,2041,14524,2010,31603,2750,1290,539,317764,6918,207039,5929,197533,5726,9506,1912,28792,2824,27407,2799,24451,2356,8352,1724,20762,2209,961,415,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6074089,20530,3162401,15086,2493453,17402,2346988,17740,146465,6230,179079,6096,167784,6169,92645,4257,57678,3176,168772,6152,2990,752,2911688,15313,2006971,15726,1950325,15207,56646,4031,352363,7713,237562,5589,140358,5556,50991,3321,118645,4554,4798,1350,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3025786,15743,1587220,11843,1263043,13180,1196029,12815,67014,4179,88491,4332,70209,3778,50699,3685,28220,2605,84198,4767,2360,695,1438566,11394,1000574,12928,975649,12808,24925,2225,182695,5738,104676,4697,70908,3312,22758,2754,54218,3279,2737,1051,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
