GEO_ID,B25118_001E,B25118_001M,B25118_002E,B25118_002M,B25118_003E,B25118_003M,B25118_004E,B25118_004M,B25118_005E,B25118_005M,B25118_006E,B25118_006M,B25118_007E,B25118_007M,B25118_008E,B25118_008M,B25118_009E,B25118_009M,B25118_010E,B25118_010M,B25118_011E,B25118_011M,B25118_012E,B25118_012M,B25118_013E,B25118_013M,B25118_014E,B25118_014M,B25118_015E,B25118_015M,B25118_016E,B25118_016M,B25118_017E,B25118_017M,B25118_018E,B25118_018M,B25118_019E,B25118_019M,B25118_020E,B25118_020M,B25118_021E,B25118_021M,B25118_022E,B25118_022M,B25118_023E,B25118_023M,B25118_024E,B25118_024M,B25118_025E,B25118_025M,NAME,B25118_001EA,B25118_001MA,B25118_002MA,B25118_002EA,B25118_003MA,B25118_003EA,B25118_004EA,B25118_004MA,B25118_005MA,B25118_005EA,B25118_006MA,B25118_006EA,B25118_007EA,B25118_007MA,B25118_008EA,B25118_008MA,B25118_009EA,B25118_009MA,B25118_010EA,B25118_010MA,B25118_011MA,B25118_011EA,B25118_012EA,B25118_012MA,B25118_013EA,B25118_013MA,B25118_014MA,B25118_014EA,B25118_015EA,B25118_015MA,B25118_016MA,B25118_016EA,B25118_017MA,B25118_017EA,B25118_018EA,B25118_018MA,B25118_019MA,B25118_019EA,B25118_020MA,B25118_020EA,B25118_021EA,B25118_021MA,B25118_022MA,B25118_022EA,B25118_023MA,B25118_023EA,B25118_024MA,B25118_024EA,B25118_025EA,B25118_025MA,state
0400000US01,1822439,11200,1240017,12974,31790,3042,39255,3182,59903,3653,61398,4042,67675,3196,128803,5061,187676,6215,248449,7372,158790,5535,159749,6029,96529,3986,582422,10924,51146,3516,66131,4316,64343,3726,54937,3826,50668,3331,80691,5900,80054,4570,71945,5336,31795,3111,23255,2929,7457,1159,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,246015,2720,156107,3268,1807,542,1565,422,3937,767,3572,618,4409,644,7315,1225,14867,1641,26447,2560,24802,2009,37140,2604,30246,2649,89908,3375,2313,762,2337,623,5190,1099,4535,872,5487,1237,9385,1298,14309,1960,20151,2016,12068,1854,10977,1524,3156,966,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2400809,11557,1490031,12319,40886,3190,34195,2725,52455,3045,63143,3881,71133,3707,144505,5512,210473,6594,292036,8180,201096,5846,221518,7357,158591,6279,910778,13688,60631,3994,53252,3848,78720,5664,70577,3634,77473,4700,123954,6127,147382,7029,149211,6394,75981,5174,52604,3535,20993,2782,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1125899,6925,739987,8706,17001,2143,21320,1792,38304,2935,42131,3067,42844,2708,82961,4631,116309,5128,149628,6136,92950,3988,87540,4614,48999,2900,385912,7213,32454,3014,37324,3394,44345,3400,41521,2946,34562,3199,58650,3979,59165,4202,47899,4176,16501,2366,9004,1704,4487,883,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12650592,16944,6804639,28833,125161,5742,89285,4512,178969,6357,197859,6457,218795,6727,451060,8954,708729,11597,1142538,15304,935451,14189,1296062,17910,1460730,17731,5845953,25919,294397,10035,278505,8244,481942,12303,415407,9949,405018,10671,703319,14044,842718,15666,978407,17001,575838,13322,532421,13247,337981,10974,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2002800,8550,1291945,10661,20439,2193,16907,1799,34001,2423,37967,3223,43308,2911,95522,4659,151122,5579,240522,6556,203593,7179,242568,6821,205996,5494,710855,11436,38972,3893,43404,3975,49140,3242,51772,3896,57119,4352,106246,5121,112805,5343,124291,4848,60876,4077,45026,3781,21204,2650,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1339860,7005,888478,8542,12947,1745,7520,1242,15264,2124,21083,2309,27084,2504,48300,3703,82727,3829,150807,6193,131513,4739,185181,5550,206052,6603,451382,9182,27123,2642,31207,2587,37840,3385,35550,3325,35518,3071,57077,4152,65191,4749,74329,5466,36547,3126,32233,2946,18767,2275,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,339071,3144,243047,3975,4944,1068,3430,795,7007,1244,8312,1373,8404,1105,20693,2250,30919,2559,48617,2726,35454,2561,41402,3030,33865,2465,96024,4093,6392,1409,6152,1164,6706,1193,7876,1658,6206,1461,13275,2029,15110,1778,18347,2245,8100,1418,5430,1371,2430,829,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,271651,3228,110513,3814,2045,651,1944,572,2105,483,1926,632,2387,754,4330,1027,6944,1052,14844,1819,13843,1879,21253,1866,38892,2173,161138,4370,11677,1527,13984,2034,9800,1631,8956,1774,6853,1247,14420,2017,18372,2029,25554,2485,14432,2089,20921,2014,16169,1893,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7211584,26752,4672482,24352,124584,5269,116139,5295,203156,6610,224536,7768,250416,9186,482327,10227,684147,13289,908297,16947,588295,12264,615877,12804,474708,10335,2539102,20898,164992,8025,187893,7981,220252,8731,202880,8784,207947,8536,365151,10182,416115,11561,401336,10311,186592,8400,124778,6682,61166,4244,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3546965,15286,2222377,19196,53771,4009,52652,3819,82095,4000,94599,4937,93127,4493,200441,7048,299979,9333,433147,9740,315622,8895,340472,9807,256472,7611,1324588,15205,111905,5957,107377,4823,120025,5739,109808,6041,112108,5693,192347,7027,197801,8516,196710,7892,91533,5790,58114,4176,26860,3391,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,450120,4406,252999,3913,4824,1187,2699,750,5421,922,6671,1346,7861,1309,15367,1721,23027,2195,42675,3359,36681,2275,57495,3356,50278,2579,197121,5311,9577,1842,8627,1456,10071,1431,8929,1712,12825,2145,19375,1995,27043,2217,42327,3274,23375,2242,23727,2570,11245,1638,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
