GEO_ID,B19001A_001E,B19001A_001M,B19001A_002E,B19001A_002M,B19001A_003E,B19001A_003M,B19001A_004E,B19001A_004M,B19001A_005E,B19001A_005M,B19001A_006E,B19001A_006M,B19001A_007E,B19001A_007M,B19001A_008E,B19001A_008M,B19001A_009E,B19001A_009M,B19001A_010E,B19001A_010M,B19001A_011E,B19001A_011M,B19001A_012E,B19001A_012M,B19001A_013E,B19001A_013M,B19001A_014E,B19001A_014M,B19001A_015E,B19001A_015M,B19001A_016E,B19001A_016M,B19001A_017E,B19001A_017M,NAME,B19001A_001EA,B19001A_001MA,B19001A_002MA,B19001A_002EA,B19001A_003MA,B19001A_003EA,B19001A_004MA,B19001A_004EA,B19001A_005EA,B19001A_005MA,B19001A_006MA,B19001A_006EA,B19001A_007MA,B19001A_007EA,B19001A_008MA,B19001A_008EA,B19001A_009EA,B19001A_009MA,B19001A_010EA,B19001A_010MA,B19001A_011EA,B19001A_011MA,B19001A_012MA,B19001A_012EA,B19001A_013MA,B19001A_013EA,B19001A_014MA,B19001A_014EA,B19001A_015EA,B19001A_015MA,B19001A_016EA,B19001A_016MA,B19001A_017MA,B19001A_017EA,state
0400000US01,1292500,9446,96485,4484,72400,4084,72917,4529,79229,4221,71633,4177,71948,3894,64502,3821,65304,3597,58143,4144,110211,5351,135355,5258,153418,5598,97473,5035,52009,3142,48157,3103,43316,3180,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,183992,2701,4739,958,5528,969,4690,784,5123,1026,4497,913,5967,1125,7509,1323,7065,1244,5414,1019,12741,1725,22740,2311,30509,2373,22587,2297,17219,2080,14655,2007,13009,1729,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2007134,11179,141268,6159,105581,5491,105530,5192,117768,4919,109382,5311,113600,5852,102754,5685,106270,5371,89904,4895,169037,6855,207187,5867,236695,6756,157011,6100,83906,4012,84686,3760,76555,4194,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,907067,6482,72867,3961,58791,3615,61907,3666,58283,3473,54867,3895,55224,4024,51621,3535,49282,3338,43670,3313,78782,4870,89395,4277,97029,4719,56765,3610,29887,2616,25426,2368,23271,1853,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8500341,20393,471716,12125,404807,10751,393051,8710,403107,10561,378807,8793,379190,11341,350860,8235,353132,8837,320021,8107,615303,11585,813777,14558,1040993,16500,777913,13731,493023,11435,587945,11286,716696,12629,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1745390,8598,93165,5174,67729,4105,75958,4224,84425,4315,86605,4269,83556,4669,75405,4290,80384,3711,71332,4230,137204,4826,184030,6561,237364,7252,160213,5612,97679,4445,108631,4171,101710,4051,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1088563,7503,51307,3228,37162,3138,40083,3115,47614,3197,37570,3316,41952,3643,36995,2972,39529,3059,37231,2640,80428,4001,103620,5120,141073,4915,112570,4771,77758,4115,90785,4729,112886,4615,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,246749,3058,12547,1844,9933,1451,10991,1473,9330,1122,11470,1797,11794,1397,11381,1469,11909,1651,11895,1660,19367,1956,27942,2232,34484,2475,21161,2096,13958,1460,15295,1513,13292,1403,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,122616,3161,5002,1168,2043,758,2061,839,2514,898,1382,533,2168,758,2103,693,2924,833,2485,969,6627,1265,9776,1677,13916,1688,14525,1590,11685,1265,15984,1844,27421,1971,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5807003,23278,414013,11041,315075,9976,329829,9075,357348,10913,327873,8568,333838,10904,311589,8610,309301,9936,259744,8048,490559,10289,583409,12870,656631,14773,416420,9661,218604,7607,222594,6949,260176,7530,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2249924,12824,151689,6500,105221,4300,113839,5983,117982,5423,110657,5183,115441,5944,108054,5320,107543,6325,97124,5726,183462,6816,229158,7117,283202,8260,190337,6556,107543,4641,111559,5383,117113,4617,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,152035,3024,9929,1606,5358,1142,4755,1242,6884,1520,5661,1140,5916,1043,5089,1219,6747,1144,4811,919,12100,2020,18390,2281,18237,1953,17129,1839,10087,1461,10296,1370,10646,1279,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,549927,5365,37610,3185,29473,2740,28290,2971,33260,3175,33805,2909,34506,3012,29603,2737,33385,2776,28944,2515,49961,3808,62858,4274,67107,3975,33691,3355,17385,1917,16111,1953,13938,2012,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3673301,12359,207321,6685,150107,5770,168062,6735,174896,6061,167013,6810,174540,5466,158896,6285,166266,5897,147887,5742,280455,7816,393720,8610,480598,9747,343461,8248,208297,6164,216908,6650,234874,5750,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2158026,9926,139108,5104,108756,4774,117085,5460,126467,5159,121945,5724,121788,4998,113948,4875,115812,4435,105154,4956,185127,6949,240684,7312,278880,7445,167215,6320,84973,3561,69362,3374,61722,3597,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1159986,6871,67700,3946,56575,3075,56999,2745,63056,3138,57715,3521,66058,3269,59996,3847,61549,3198,50513,3347,103281,3932,132460,4032,157536,4764,95183,3830,51102,3000,42428,2725,37835,2831,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,983297,5728,60669,3467,47811,3249,45906,3030,56219,3174,54133,3163,53607,3430,49780,2992,51864,3189,45375,2836,85202,4437,104714,4236,125700,4758,80863,3514,42222,2827,42091,3167,37141,3054,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1523738,8797,143127,5778,100936,4215,97147,5164,91248,4015,85316,5101,84537,4529,77969,3571,81306,4399,68404,3517,127483,4946,154308,5443,169494,6481,103346,4503,54358,3191,41718,2935,43041,3165,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1140590,8618,80611,4478,59091,4743,60444,3510,61711,3838,53392,3522,59213,4236,54364,3725,51435,3339,44193,3356,88676,5120,115149,5848,145092,6324,103525,5128,56345,3246,52497,3429,54852,3036,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,528650,5464,37753,2965,34403,2614,32934,2732,31505,2348,33131,2685,30708,2276,26224,2424,25919,2136,25007,2046,45109,2692,54799,2675,64943,2977,36481,2808,16645,1573,17240,2004,15849,1692,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1327378,8664,56342,4307,36126,2851,39718,2544,45684,3711,42735,2732,46975,3461,41048,2494,45832,2913,42506,3046,89332,3612,127063,4614,186342,5862,151532,5163,105204,4540,123886,5188,147053,4897,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2119170,10124,114247,5869,96839,5808,90054,4317,88007,4958,77289,4352,85772,4670,72062,3891,73406,3914,68638,4040,143775,6398,201203,7292,279562,8047,217047,6901,148952,6345,175055,6082,187262,5220,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3132180,10083,201500,6103,155099,4649,168009,6237,172620,5584,168483,5179,176988,5144,161459,5319,159005,5362,148195,5674,263445,6431,342462,6895,394332,7900,245522,6226,139208,4288,125959,4192,109894,3795,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1890613,6699,90453,3723,75118,3669,80755,3214,88624,4207,81310,4209,84215,3774,80296,3087,83120,3577,77633,3320,157286,5003,211977,5414,274691,5783,191084,4995,110565,4118,106617,3669,96869,3543,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,680486,5877,53968,3558,45108,3355,39372,3042,36452,3055,40046,3230,37418,2907,37064,3075,34618,2694,31425,2774,60616,4393,73186,3804,76871,4463,49443,3937,23344,2015,23661,2348,17894,1777,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2009505,9286,136791,5472,112774,4418,110316,5379,120971,5313,107176,4213,114356,4914,107514,5197,107774,4958,87814,4821,179312,5950,214362,6585,239790,6939,148403,4932,79092,4304,77339,4047,65721,3587,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,376248,3861,27211,2751,24092,2544,21457,1857,24895,2614,19808,1912,22233,2292,16973,1741,19815,2171,16909,1586,32536,2358,42619,3106,42260,2545,28714,2682,13094,1684,11397,1516,12235,1552,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,662838,4257,36227,2734,33517,2314,32500,1884,36382,2851,33552,2382,35256,2565,32635,2613,34467,2316,33698,2470,60443,3514,76935,3343,85359,3082,55098,2730,28624,1978,24168,1617,23977,1852,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,744741,6423,41917,2923,32786,2611,37277,3064,40143,2732,40148,3227,39335,3219,37365,3294,37434,3470,34430,2815,69961,4167,87436,4912,90639,4200,60131,4258,36851,2973,31763,2694,27125,2374,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,493720,4342,22351,2480,19808,2518,20000,1843,22780,2295,19753,2188,19781,2029,20768,2246,22871,2271,19969,2437,38445,2979,57722,3210,71199,3972,50629,2773,30944,2090,30585,2478,26115,2496,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2285935,11106,100529,4979,83534,3909,87367,4802,86743,4788,78660,4202,83921,4542,85519,4249,77520,3886,76795,4234,159763,6205,213372,7551,298971,7696,237882,7049,166085,6336,204543,6225,244731,6308,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,601789,6551,50645,3909,39778,2869,38923,3576,39949,3090,30330,2615,32640,3000,29048,2932,31704,2412,24546,2527,46474,3334,58453,3480,69837,3682,41111,3264,24111,2307,24572,2844,19668,1681,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,5043946,16363,307617,8676,226882,7289,228361,6757,228021,8040,214216,7333,222154,7559,201997,6567,202636,7829,177227,6821,365643,8760,475189,9658,621947,12212,472102,8277,303549,9268,354560,8598,441845,9892,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
