GEO_ID,B15012_001E,B15012_001M,B15012_002E,B15012_002M,B15012_003E,B15012_003M,B15012_004E,B15012_004M,B15012_005E,B15012_005M,B15012_006E,B15012_006M,B15012_007E,B15012_007M,B15012_008E,B15012_008M,B15012_009E,B15012_009M,B15012_010E,B15012_010M,B15012_011E,B15012_011M,B15012_012E,B15012_012M,B15012_013E,B15012_013M,B15012_014E,B15012_014M,B15012_015E,B15012_015M,B15012_016E,B15012_016M,NAME,B15012_001MA,B15012_001EA,B15012_002MA,B15012_002EA,B15012_003MA,B15012_003EA,B15012_004MA,B15012_004EA,B15012_005MA,B15012_005EA,B15012_006EA,B15012_006MA,B15012_007EA,B15012_007MA,B15012_008MA,B15012_008EA,B15012_009MA,B15012_009EA,B15012_010MA,B15012_010EA,B15012_011MA,B15012_011EA,B15012_012EA,B15012_012MA,B15012_013EA,B15012_013MA,B15012_014EA,B15012_014MA,B15012_015MA,B15012_015EA,B15012_016EA,B15012_016MA,state
0400000US01,805804,16280,31841,2939,47646,3494,23601,2214,31840,3235,45168,3709,59788,3935,4652,1171,81253,4576,172202,5729,147747,5812,26444,2519,37190,3010,21958,2627,24038,2438,50436,3932,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,139543,5534,4733,1197,13797,1803,7244,1660,5654,984,12622,1728,9929,1525,1303,703,13380,1584,19331,2219,19961,1974,6103,989,7690,1371,4446,919,2636,800,10714,1679,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1268997,15780,54973,3844,68380,3574,37900,2414,61364,4005,91530,5196,109712,4916,9959,1782,118031,5098,260509,7045,187070,5525,45042,3177,56776,3711,43069,3354,46405,3501,78277,4656,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,429390,11195,15713,1752,31721,2653,16529,2018,15071,1810,23545,2762,18384,2221,2548,615,47390,3469,87631,4773,86974,4691,13972,2003,20227,2697,12822,1885,13862,1705,23001,2747,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8301705,37882,420046,12035,516225,10579,284410,8310,444690,11943,846251,15032,800386,13601,63280,3741,664101,13511,1499875,20658,587746,11188,444236,12046,510924,10949,474481,10918,341969,9461,403085,8335,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1447083,14230,69753,3867,100164,4787,59753,3372,77833,3726,121537,5571,111200,4581,13179,1838,114723,4996,282112,7724,147452,4836,63378,3518,74961,3895,65926,3913,61085,3805,84027,5313,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,981629,14600,40342,3136,55013,3888,28718,2152,55564,3855,95984,4405,74037,4274,5541,1096,83868,4732,191517,6470,109271,4740,60986,3870,57336,3545,44557,3172,34031,3083,44864,3565,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,201316,6500,8743,1373,12248,1712,8929,1473,8911,1351,14758,1662,17069,1927,2198,699,17920,2457,43808,3798,26405,2198,9932,1593,9453,1453,6863,1321,4358,1229,9721,1266,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,280349,6154,9406,1840,12371,1601,7585,1346,12151,1789,75199,3981,10722,1423,3257,873,10392,1746,29883,2987,11894,1888,27507,2548,30025,2823,11996,1765,17963,2182,9998,1582,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3958722,33309,156502,8109,184219,6876,120472,6093,181770,7539,280901,9213,297789,7894,26686,2816,387198,11049,935406,18750,570240,14230,140803,6761,188097,7490,129614,6844,141652,5731,217373,7891,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1938005,21643,93245,4662,99099,5569,53134,4211,92435,5357,135408,5650,131882,6356,8566,1377,171420,7245,460686,12218,267510,8265,70247,3707,88452,4255,68463,4726,81375,5249,116083,5506,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,315660,8339,9379,1149,21255,2449,10958,1670,19033,2516,32575,3085,17989,1968,1619,557,30646,2609,62980,3795,39739,2994,14578,1663,15636,1830,12677,1787,10997,1709,15599,1945,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,289196,9579,8705,1469,26315,2536,8318,1407,11815,1718,17491,1949,20105,2571,2643,747,29814,2570,48975,3441,51212,3935,10285,1597,14518,2069,9506,1715,11679,2044,17815,2312,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2943724,25360,137985,6048,149420,5805,88846,4416,131993,5530,222309,7006,199558,6182,18723,2187,273981,8851,639527,11986,387154,8997,127606,5175,152559,5556,131777,4847,141314,6492,140972,5322,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1103325,17318,42503,3482,62293,3956,33440,3249,43523,2830,59988,4042,70381,4417,3931,890,137155,5504,216064,6663,193947,6982,39216,3465,63477,3809,36473,2711,35903,2900,65031,4916,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,586271,11369,21180,2318,49750,3215,17309,2157,23287,2120,31592,2263,31367,2515,3677,981,55753,2680,115828,4876,108129,4911,21541,2050,29534,2703,19005,1917,21223,2230,37096,3162,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,621116,9348,23672,2174,44105,2822,17017,1818,28844,2657,33945,2764,37365,2456,3120,821,61392,3296,127996,4705,112067,4043,20232,2106,34067,3113,19475,1742,22954,2493,34865,2719,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,717612,14274,27376,2176,44030,3265,23727,2560,33295,2813,47149,3025,35321,2721,5002,999,79713,4718,140736,6299,122766,5794,25110,2372,38445,2744,20211,2174,28588,2417,46143,3191,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,722222,12908,19703,2143,47526,3828,25113,2594,28662,2644,35911,3160,45788,2889,2885,754,86946,4118,142797,5704,121932,5295,22875,2343,50487,3677,22632,2642,22317,2484,46648,3612,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,292084,7075,8250,1413,24709,2480,9036,1338,16522,1744,27913,2504,15172,1637,3688,878,29333,2313,39335,2950,43403,2874,18553,1919,18255,1613,14991,1927,7454,1451,15470,2068,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1616930,19510,101629,4901,106307,4882,61703,3837,84830,3842,170682,5751,127067,6025,14180,1768,130528,4890,287862,7357,159673,6299,86870,4538,85796,4794,54614,2987,59131,3544,86058,4772,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2003105,18828,95744,4710,122430,5884,74517,4291,121999,4631,199595,6669,168079,6831,11699,1823,161222,6320,349615,8760,184515,5773,135949,5179,117576,5118,97472,5060,64587,4303,98106,4587,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1928601,19956,74891,3572,106285,4628,64183,4397,85135,4110,114886,4447,176514,5586,12124,1658,200883,5537,393306,8911,288790,6459,72876,3953,90290,3880,64507,3186,71769,3957,112162,4191,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1335749,14313,55681,3030,88140,3841,38853,2673,63073,3163,109750,4503,80535,3666,8171,1433,124241,4892,254302,7396,191225,5341,64227,3599,62736,3355,50213,2670,61448,2806,83154,4516,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,415485,9776,12399,1981,30012,3072,13048,2081,14156,1797,17541,2458,16800,1769,1714,579,47428,4216,89342,4942,91689,5129,13325,1837,19192,2425,10727,1803,9252,1252,28860,3105,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1181204,15579,50435,3456,79105,4161,34376,2858,51233,3346,66296,3438,65890,3673,7533,1356,123290,5631,248830,7439,190355,6654,44250,3005,55841,3815,40926,2694,50691,3441,72153,4301,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,217980,6507,6520,1383,23492,1971,9668,1365,8321,1362,15137,1850,10948,1384,942,427,21469,1993,33235,2728,41523,2860,8786,1200,12126,1769,8528,1294,5430,1091,11855,1760,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,389877,9301,14320,1475,34003,2648,10176,1464,17284,1712,18176,1803,17015,1831,2977,762,38333,2437,79967,4090,75327,3396,11380,1386,13601,1658,12841,1771,16050,1735,28427,2577,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
