GEO_ID,C21001G_001E,C21001G_001M,C21001G_002E,C21001G_002M,C21001G_003E,C21001G_003M,C21001G_004E,C21001G_004M,C21001G_005E,C21001G_005M,C21001G_006E,C21001G_006M,C21001G_007E,C21001G_007M,C21001G_008E,C21001G_008M,C21001G_009E,C21001G_009M,C21001G_010E,C21001G_010M,C21001G_011E,C21001G_011M,C21001G_012E,C21001G_012M,C21001G_013E,C21001G_013M,C21001G_014E,C21001G_014M,C21001G_015E,C21001G_015M,NAME,C21001G_001MA,C21001G_001EA,C21001G_002MA,C21001G_002EA,C21001G_003EA,C21001G_003MA,C21001G_004MA,C21001G_004EA,C21001G_005MA,C21001G_005EA,C21001G_006MA,C21001G_006EA,C21001G_007MA,C21001G_007EA,C21001G_008EA,C21001G_008MA,C21001G_009MA,C21001G_009EA,C21001G_010EA,C21001G_010MA,C21001G_011MA,C21001G_011EA,C21001G_012EA,C21001G_012MA,C21001G_013EA,C21001G_013MA,C21001G_014EA,C21001G_014MA,C21001G_015EA,C21001G_015MA,state
0400000US01,41094,3513,19239,1997,17458,1913,2322,758,15136,1781,1781,542,897,380,884,355,21855,2424,19039,2260,383,231,18656,2245,2816,695,17,30,2799,692,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,30158,2950,14374,2197,13667,2190,695,367,12972,2176,707,375,430,290,277,219,15784,1775,15104,1768,461,318,14643,1759,680,328,0,147,680,328,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,110367,6922,53665,4425,49096,4324,5397,1143,43699,3904,4569,762,2518,632,2051,573,56702,3997,50224,3687,2031,888,48193,3419,6478,961,46,76,6432,969,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,33860,2642,17013,1846,15205,1772,2593,930,12612,1638,1808,608,803,412,1005,444,16847,2008,13307,1651,88,123,13219,1647,3540,887,112,150,3428,883,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,956892,19643,472213,11818,436098,11122,32860,2907,403238,11241,36115,2606,13806,1641,22309,2251,484679,11988,436781,11345,5786,1320,430995,11200,47898,3337,488,346,47410,3336,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,103779,6238,51697,3936,48495,3852,5810,1357,42685,3756,3202,718,1676,585,1526,557,52082,3812,48061,3430,1957,644,46104,3410,4021,1030,205,231,3816,940,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,53454,4927,26159,3312,23931,3139,1586,562,22345,3041,2228,659,882,310,1346,535,27295,2901,24984,2726,120,109,24864,2736,2311,714,74,127,2237,717,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,11622,2778,5706,1811,5264,1748,963,670,4301,1577,442,281,217,230,225,160,5916,1370,5122,1335,407,600,4715,1197,794,331,0,189,794,331,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,14348,2362,6532,1417,6052,1368,463,328,5589,1301,480,377,60,75,420,362,7816,1452,7248,1400,162,229,7086,1364,568,287,0,203,568,287,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,260616,12249,127883,7907,116351,7600,13527,2102,102824,7418,11532,1539,4392,901,7140,1253,132733,7452,117349,7179,3942,984,113407,7046,15384,1810,439,287,14945,1786,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,99524,7029,45694,3859,43353,3889,5519,1238,37834,3596,2341,796,909,379,1432,666,53830,4647,50165,4397,1455,752,48710,4171,3665,1140,33,57,3632,1142,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,200199,8455,96750,5387,87679,4962,8805,1496,78874,4912,9071,1257,4856,1009,4215,877,103449,4607,91208,4185,1969,715,89239,4318,12241,1401,141,121,12100,1403,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,20715,3043,10676,1816,10012,1755,1380,571,8632,1721,664,323,309,254,355,225,10039,1851,9111,1756,252,264,8859,1729,928,371,45,91,883,337,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,148212,6524,70104,4346,65118,4263,6192,1325,58926,4111,4986,1026,1752,529,3234,821,78108,4474,71603,4231,1211,499,70392,4128,6505,1045,0,185,6505,1045,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,65368,4201,30824,3088,28459,2933,3525,841,24934,2723,2365,862,1220,615,1145,611,34544,2578,30477,2412,1198,769,29279,2394,4067,1032,59,103,4008,1012,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,22814,2138,12130,1676,11338,1634,906,372,10432,1625,792,387,454,258,338,281,10684,1836,9496,1647,220,193,9276,1626,1188,501,0,157,1188,501,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,48670,3225,25089,2511,23110,2356,2735,876,20375,2221,1979,552,1148,454,831,315,23581,1908,20770,1890,309,353,20461,1825,2811,701,130,166,2681,675,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,43058,3354,20997,2189,18745,2003,1664,639,17081,1911,2252,629,1014,470,1238,477,22061,2309,19541,2126,462,287,19079,2105,2520,742,0,189,2520,742,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,40347,3889,19074,2465,16672,2364,1873,762,14799,2346,2402,833,1303,711,1099,516,21273,2605,19132,2439,513,245,18619,2392,2141,564,42,77,2099,568,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,15855,1800,7625,1319,6355,1183,535,392,5820,1093,1270,444,581,349,689,342,8230,1185,7346,1163,53,88,7293,1164,884,373,96,171,788,309,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,85119,6836,40407,3851,37148,3629,4424,1015,32724,3487,3259,887,946,457,2313,707,44712,4366,39398,3806,952,474,38446,3794,5314,1279,0,197,5314,1279,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,112781,6205,56812,4642,53633,4581,1821,664,51812,4690,3179,811,1106,468,2073,632,55969,3473,50669,3327,293,250,50376,3296,5300,1157,0,203,5300,1157,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,136369,5557,62788,3934,56663,3677,4478,874,52185,3535,6125,933,3070,671,3055,686,73581,3980,66957,3692,494,279,66463,3714,6624,883,132,151,6492,862,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,67403,3994,33337,2626,31043,2653,2116,522,28927,2552,2294,535,1054,379,1240,444,34066,2686,31427,2661,590,398,30837,2630,2639,721,65,72,2574,721,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
