GEO_ID,C15010A_001E,C15010A_001M,C15010A_002E,C15010A_002M,C15010A_003E,C15010A_003M,C15010A_004E,C15010A_004M,C15010A_005E,C15010A_005M,C15010A_006E,C15010A_006M,NAME,C15010A_001EA,C15010A_001MA,C15010A_002MA,C15010A_002EA,C15010A_003EA,C15010A_003MA,C15010A_004EA,C15010A_004MA,C15010A_005MA,C15010A_005EA,C15010A_006EA,C15010A_006MA,state
0400000US20,525457,8371,148519,5315,50829,2946,113658,4389,103036,3818,109415,4583,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,601607,13129,172264,5495,68256,4477,120938,5497,108771,5668,131378,5282,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,523363,9440,145683,6000,61341,3826,105681,4723,92358,4872,118300,5209,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,259977,6304,91573,4046,26283,2343,36942,2851,40975,2751,64204,3429,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1013128,12214,415399,8427,75711,3371,175591,5608,105805,5081,240622,7525,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1586794,14719,599299,10832,124112,5875,290418,7671,162170,5569,410795,9271,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1512459,16163,469644,8650,153916,4719,325971,7402,247863,6198,315065,7260,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1103405,11432,344507,7977,104416,3997,224495,6843,172656,4860,257331,6884,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,288728,7683,70599,4132,33933,3792,64093,4151,63260,4215,56843,4180,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,965623,12811,275481,8783,100237,4759,211075,6758,168417,5940,210413,6247,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,191168,5633,65106,3569,18423,1917,30153,2736,38285,2702,39201,2797,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,331354,7830,91707,4410,31653,2229,70834,3536,70364,3352,66796,3936,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,318619,8833,102001,5115,27079,2569,69427,4315,45432,3460,74680,3854,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,300714,7053,111089,4859,24767,2401,56007,2774,40619,2994,68232,3472,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1604245,15685,543402,11147,113623,4639,363993,8939,221600,6923,361627,8370,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,309596,7082,107570,5167,29099,2302,48863,3690,51393,3408,72671,4773,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3429723,27691,1149167,17769,260432,7281,612304,11471,455750,10444,952070,14164,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1489388,17170,507588,9621,129455,5010,290002,7771,207500,7057,354843,9809,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,120047,4592,29643,2946,16434,1706,22474,2532,26771,2258,24725,2149,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1787623,20085,527250,9421,195346,6258,387294,9384,311227,8654,366506,7820,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,494285,8150,139311,5284,43593,2694,111321,4072,102425,3771,97635,4069,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,744277,11393,282940,7461,65595,4140,111458,5569,92398,4360,191886,6554,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2205124,18817,700154,11445,216612,6467,450281,9176,363808,7532,474269,9723,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,208561,5927,64767,3911,21359,2216,37667,3196,29295,2647,55473,3468,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,677306,10687,212687,7302,60703,3554,148963,5848,110954,4505,143999,6374,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,136722,4497,38978,2655,17511,1923,26092,2540,29201,2282,24940,2185,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,909378,14054,264712,7755,92989,4688,203561,6692,145554,5818,202562,6428,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3559113,28560,1155815,17278,281647,10039,840464,13818,532356,11378,748831,15052,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,483133,7788,157555,4998,46812,3139,87085,3947,72961,3211,118720,4953,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,149805,4330,56454,3254,13132,1383,17451,1440,20294,1682,42474,2514,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1534563,17128,602928,13849,109452,5177,274088,7641,163533,5232,384562,8467,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1269530,14649,485714,9465,113016,4694,200489,7413,151000,5267,319311,8800,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,230820,7309,64698,4102,27505,2518,42531,2512,52501,3231,43585,3147,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,994101,11732,295597,6671,110739,4460,191498,6899,173342,4437,222925,6715,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,95530,4414,32898,2932,11436,1885,12976,1712,20766,2147,17454,1714,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,444444,11612,112876,5482,47850,3544,136117,5800,90016,6199,57585,4413,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
