GEO_ID,B17009_001E,B17009_001M,B17009_002E,B17009_002M,B17009_003E,B17009_003M,B17009_004E,B17009_004M,B17009_005E,B17009_005M,B17009_006E,B17009_006M,B17009_007E,B17009_007M,B17009_008E,B17009_008M,B17009_009E,B17009_009M,B17009_010E,B17009_010M,B17009_011E,B17009_011M,B17009_012E,B17009_012M,B17009_013E,B17009_013M,B17009_014E,B17009_014M,B17009_015E,B17009_015M,B17009_016E,B17009_016M,B17009_017E,B17009_017M,B17009_018E,B17009_018M,B17009_019E,B17009_019M,B17009_020E,B17009_020M,B17009_021E,B17009_021M,NAME,B17009_001MA,B17009_001EA,B17009_002EA,B17009_002MA,B17009_003EA,B17009_003MA,B17009_004EA,B17009_004MA,B17009_005EA,B17009_005MA,B17009_006MA,B17009_006EA,B17009_007EA,B17009_007MA,B17009_008EA,B17009_008MA,B17009_009MA,B17009_009EA,B17009_010EA,B17009_010MA,B17009_011MA,B17009_011EA,B17009_012EA,B17009_012MA,B17009_013EA,B17009_013MA,B17009_014EA,B17009_014MA,B17009_015EA,B17009_015MA,B17009_016MA,B17009_016EA,B17009_017EA,B17009_017MA,B17009_018EA,B17009_018MA,B17009_019EA,B17009_019MA,B17009_020EA,B17009_020MA,B17009_021EA,B17009_021MA,state
0400000US01,802623,16883,258963,9403,12568,2434,7045,1409,5523,1671,77364,5684,37105,3402,40259,4392,169031,7080,112228,4894,56803,4848,543660,13276,279044,7717,214555,6266,64489,4799,85116,5333,60529,3424,24587,3334,179500,6491,168409,6541,11091,1853,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,141727,5747,26629,2497,1858,531,768,309,1090,400,11807,1848,3581,863,8226,1423,12964,1694,5551,991,7413,1308,115098,5279,65316,4216,37677,2662,27639,2765,29305,2822,15397,1849,13908,2266,20477,1930,17610,1838,2867,845,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1264426,17862,351990,11822,16723,2403,9014,1292,7709,1824,122999,7120,52254,4085,70745,5592,212268,8173,107541,4830,104727,6997,912436,14058,504897,11183,333820,8553,171077,8229,168185,6973,112888,5462,55297,4020,239354,6283,212982,5525,26372,2800,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,523160,13051,172532,8727,10206,1903,6517,1430,3689,1334,51988,3987,24592,2502,27396,3084,110338,6527,71316,4973,39022,4347,350628,10062,188052,8424,135960,5959,52092,5101,51970,4111,35276,2569,16694,2720,110606,4181,101114,3854,9492,1727,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6796336,51677,1951680,24499,91995,5681,35458,3289,56537,4208,649774,17564,229552,8627,420222,13552,1209911,18015,542335,11415,667576,14944,4844656,45399,2668836,37250,1600938,19412,1067898,25759,1048864,17139,637346,11768,411518,12967,1126956,15980,958993,13360,167963,7479,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1096231,18182,259897,7460,16830,2396,7872,1428,8958,1849,126656,5702,53698,3181,72958,4794,116411,5817,66753,4005,49658,3431,836334,15545,481259,12034,321039,8269,160220,7422,188379,7614,120451,5860,67928,4878,166696,5814,153046,5307,13650,1797,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,644133,12755,141467,6961,5438,1085,1922,630,3516,1007,45152,3689,17487,2295,27665,3068,90877,5563,53761,3288,37116,4199,502666,11827,259017,8381,177272,6097,81745,4784,99091,6085,69903,4314,29188,3301,144558,5294,129222,4382,15336,2516,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,169633,6183,40564,3850,2005,701,912,444,1093,506,16419,2755,5364,1136,11055,2237,22140,2338,12099,1520,10041,1658,129069,5070,70418,4332,45616,3165,24802,2503,25135,2739,16520,1909,8615,1876,33516,2152,30196,1828,3320,917,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,236911,6809,52689,3677,2402,795,1610,645,792,441,18192,2460,6176,1170,12016,2212,32095,2620,18685,1829,13410,1844,184222,6360,131128,5666,86130,3894,44998,3336,30986,2807,19689,2024,11297,1932,22108,2129,18894,1742,3214,1225,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3899049,35724,1105246,17368,59575,5301,25784,2873,33791,4379,343954,10068,140577,6687,203377,8613,701717,14852,383491,10165,318226,9927,2793803,29517,1455839,24405,953835,16759,502004,15308,482995,12559,319973,8753,163022,9107,854969,15066,761536,13305,93433,6479,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
