GEO_ID,B02001_001E,B02001_001M,B02001_002E,B02001_002M,B02001_003E,B02001_003M,B02001_004E,B02001_004M,B02001_005E,B02001_005M,B02001_006E,B02001_006M,B02001_007E,B02001_007M,B02001_008E,B02001_008M,B02001_009E,B02001_009M,B02001_010E,B02001_010M,NAME,B02001_001MA,B02001_001EA,B02001_002MA,B02001_002EA,B02001_003EA,B02001_003MA,B02001_004EA,B02001_004MA,B02001_005MA,B02001_005EA,B02001_006EA,B02001_006MA,B02001_007MA,B02001_007EA,B02001_008EA,B02001_008MA,B02001_009MA,B02001_009EA,B02001_010EA,B02001_010MA,state
0400000US36,19651127,-555555555,12695280,28799,3079582,16847,73231,5463,1554980,9200,9962,3006,1673398,31480,564694,20017,152684,11512,412010,15514,New York,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9848060,-555555555,6811501,15914,2121712,11398,112630,4384,238502,4452,6661,2706,320910,15939,236144,12145,30834,4694,205310,11572,North Carolina,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,723393,-555555555,643478,1336,10827,1906,40214,1927,9096,1178,371,373,4620,1346,14787,2126,1035,594,13752,2093,North Dakota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11570808,-555555555,9541274,8254,1405148,9823,18273,2560,212547,5049,3118,911,94489,7026,295959,10226,20704,2847,275255,9499,Ohio,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3850568,-555555555,2815708,6474,277016,4245,289909,6109,71433,3415,5486,2060,103571,6608,287445,8038,14428,2185,273017,7985,Oklahoma,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3930065,-555555555,3370391,10721,72655,3250,43202,4171,152271,4385,14038,1868,111728,9291,165780,7176,16255,3206,149525,6020,Oregon,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12773801,-555555555,10427694,14989,1409021,11876,22855,3241,384783,4798,2241,960,264099,15494,263108,10534,33505,5217,229603,9090,Pennsylvania,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1051511,-555555555,846102,6637,67541,5169,4136,1050,33240,2461,531,465,73059,7004,26902,4271,4605,1491,22297,3681,Rhode Island,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4774839,-555555555,3209900,7245,1320131,5887,14297,1656,65048,3121,3137,1451,71578,6948,90748,6428,11619,2786,79129,6324,South Carolina,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,844877,-555555555,719112,2326,13001,1955,71981,2924,9105,1240,420,367,6721,1634,24537,3567,1537,784,23000,3416,South Dakota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6495978,-555555555,5060129,9986,1102455,6795,16101,2792,98746,3220,2990,1282,92334,8959,123223,7384,11375,2273,111848,7283,Tennessee,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,26448193,-555555555,19840367,43056,3142866,13424,118862,10020,1089907,10307,19892,2713,1589415,40495,646884,18699,140449,8800,506435,18440,Texas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2900872,-555555555,2534534,11587,32754,2655,33325,2553,62671,2745,27513,1830,139605,11002,70470,5314,14984,2658,55486,4512,Utah,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,626630,-555555555,595148,621,7184,983,1579,501,7640,1131,222,251,1633,532,13224,1405,595,309,12629,1415,Vermont,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,8260405,-555555555,5726886,11488,1592426,9897,19615,2763,484497,6079,5808,1398,162662,11034,268511,10993,23708,4051,244803,10483,Virginia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6971406,-555555555,5439705,17362,259337,8144,95193,5306,536093,8185,42335,2971,255584,14344,343159,13390,27877,4375,315282,12514,Washington,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1854304,-555555555,1737683,2487,62788,2989,1842,704,10455,1525,1547,953,6070,2079,33919,2912,794,356,33125,2845,West Virginia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5742713,-555555555,4972949,8691,357899,4965,49653,2263,142590,3212,1512,606,96937,8304,121173,6418,12706,2806,108467,5944,Wisconsin,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,582658,-555555555,528303,4118,7435,1382,13675,1946,5729,1326,185,169,11349,2817,15982,2509,2349,913,13633,2272,Wyoming,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3615086,-555555555,2596735,21672,280579,12353,15942,3524,10998,2381,86,97,386903,14606,323843,14520,22485,3153,301358,14761,Puerto Rico,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
