GEO_ID,B02001_001E,B02001_001M,B02001_002E,B02001_002M,B02001_003E,B02001_003M,B02001_004E,B02001_004M,B02001_005E,B02001_005M,B02001_006E,B02001_006M,B02001_007E,B02001_007M,B02001_008E,B02001_008M,B02001_009E,B02001_009M,B02001_010E,B02001_010M,NAME,B02001_001MA,B02001_001EA,B02001_002MA,B02001_002EA,B02001_003EA,B02001_003MA,B02001_004EA,B02001_004MA,B02001_005MA,B02001_005EA,B02001_006EA,B02001_006MA,B02001_007MA,B02001_007EA,B02001_008EA,B02001_008MA,B02001_009MA,B02001_009EA,B02001_010EA,B02001_010MA,state
0400000US01,4833722,-555555555,3330478,7452,1284102,5822,22459,2783,58624,3007,1521,852,54784,6398,81754,6685,8730,2903,73024,6537,Alabama,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,735132,-555555555,487762,2607,25077,1949,105310,3347,41775,2518,8794,1026,9508,2162,56906,5042,2077,1149,54829,4959,Alaska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6626624,-555555555,5233466,20452,277973,5853,288294,6139,191718,5359,12609,1319,410756,18564,211808,11630,42617,5460,169191,10258,Arizona,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2959373,-555555555,2305726,6481,463928,4170,17704,2195,39210,2372,628,537,66953,6137,65224,4906,5289,1388,59935,4958,Arkansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38332521,-555555555,23741019,60867,2269021,12513,278377,12277,5210236,17797,142782,5004,4961376,59949,1729710,28372,403831,17049,1325879,25267,California,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5268367,-555555555,4415852,16310,209555,5662,43613,4460,150852,3675,8315,1623,251148,13750,189032,9967,35393,3729,153639,8717,Colorado,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3596080,-555555555,2778681,12024,370998,6001,8018,2149,147570,3638,545,469,185341,11698,104927,7874,27247,4765,77680,5559,Connecticut,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,925749,-555555555,637606,5016,200249,4547,3955,989,33639,1165,841,508,23029,4146,26430,4367,2898,1619,23532,3917,Delaware,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,646449,-555555555,264080,4748,315504,3335,1272,709,22963,1409,104,120,21681,4483,20845,3333,3447,1466,17398,3185,District of Columbia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19552860,-555555555,14897782,23979,3141552,17438,50379,4604,509588,6878,8241,2264,486005,23054,459313,17451,83946,8113,375367,15506,Florida,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9992167,-555555555,6035159,18488,3095976,12306,21692,3374,355900,5458,3639,1008,268958,18378,210843,11689,31645,4722,179198,10348,Georgia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1404054,-555555555,358977,4749,30306,2164,2272,715,531218,10881,137256,5756,14008,2791,330017,11789,12878,2464,317139,11901,Hawaii,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1612136,-555555555,1475631,6127,9097,1768,19800,2091,24845,1855,1818,810,42199,6180,38746,4231,6317,2036,32429,3895,Idaho,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12882135,-555555555,9362416,23316,1833560,8800,25575,3020,635385,4984,3660,997,732177,21563,289362,10691,54746,6093,234616,8843,Illinois,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6570902,-555555555,5529595,10040,603521,7160,14146,1860,116856,3681,2703,1520,161230,9713,142851,6340,18027,3581,124824,5636,Indiana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3090416,-555555555,2823908,6654,102430,3161,7630,1153,63431,2349,1640,901,38541,5725,52836,4662,6837,2036,45999,4240,Iowa,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2893957,-555555555,2476030,7298,168246,4206,24238,2688,73219,3039,1416,631,55240,6294,95568,5350,9393,1712,86175,4920,Kansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4395295,-555555555,3854574,4722,350164,6420,7434,1458,53187,2394,2130,980,40077,4275,87729,6717,8014,2094,79715,6560,Kentucky,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4625470,-555555555,2907296,7112,1492915,6267,27412,2799,74227,2619,673,561,45026,5473,77921,5951,7232,1733,70689,5736,Louisiana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1328302,-555555555,1260470,1767,13617,1258,8242,1374,14059,1403,269,244,3811,1639,27834,2229,468,284,27366,2259,Maine,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5928814,-555555555,3416335,14007,1754964,9739,17230,2150,354430,4723,3053,1526,213342,14510,169460,11157,16871,3034,152589,11091,Maryland,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6692824,-555555555,5330381,13584,474427,8765,13958,2439,388317,4924,1557,684,285569,14483,198615,9369,32029,4117,166586,9070,Massachusetts,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9895622,-555555555,7829056,7600,1378237,8581,53720,3834,266406,4477,2267,964,100087,7413,265849,10600,22534,3028,243315,10412,Michigan,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5420380,-555555555,4596087,7360,294527,6033,59184,3534,234013,3604,1753,618,88055,6706,146761,7938,10983,2238,135778,7503,Minnesota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2991207,-555555555,1764640,4613,1128280,6928,13314,2025,28159,2430,268,226,24277,3527,32269,4125,2800,1333,29469,3865,Mississippi,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,6044171,-555555555,5003971,6656,692288,6755,22797,2805,102626,3401,5491,1332,65011,6541,151987,8395,11370,2674,140617,7832,Missouri,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,1015165,-555555555,904740,2388,3221,869,69216,3043,6548,961,491,402,5053,1459,25896,3181,1948,955,23948,3194,Montana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1868516,-555555555,1650358,5804,86010,3180,14405,1716,37356,1611,1654,1229,35871,5283,42862,4208,6932,2492,35930,3261,Nebraska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2790136,-555555555,1906864,16433,234179,4884,30016,2703,215121,4286,18302,1358,268246,16631,117408,6972,18002,3334,99406,6678,Nevada,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1323459,-555555555,1236757,3396,16100,2462,3082,1096,31156,1791,106,129,10869,3077,25389,2901,1175,621,24214,2900,New Hampshire,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8899339,-555555555,6068475,23885,1215836,11667,16422,2955,801879,6084,1633,751,577756,22428,217338,12849,46528,5643,170810,11528,New Jersey,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2085287,-555555555,1569585,12950,41733,2692,189392,3936,28274,2559,1622,673,185279,11623,69402,6099,19789,3405,49613,4600,New Mexico,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
