GEO_ID,B13016_001E,B13016_001M,B13016_002E,B13016_002M,B13016_003E,B13016_003M,B13016_004E,B13016_004M,B13016_005E,B13016_005M,B13016_006E,B13016_006M,B13016_007E,B13016_007M,B13016_008E,B13016_008M,B13016_009E,B13016_009M,B13016_010E,B13016_010M,B13016_011E,B13016_011M,B13016_012E,B13016_012M,B13016_013E,B13016_013M,B13016_014E,B13016_014M,B13016_015E,B13016_015M,B13016_016E,B13016_016M,B13016_017E,B13016_017M,NAME,B13016_001MA,B13016_001EA,B13016_002EA,B13016_002MA,B13016_003EA,B13016_003MA,B13016_004MA,B13016_004EA,B13016_005EA,B13016_005MA,B13016_006MA,B13016_006EA,B13016_007MA,B13016_007EA,B13016_008MA,B13016_008EA,B13016_009EA,B13016_009MA,B13016_010MA,B13016_010EA,B13016_011MA,B13016_011EA,B13016_012MA,B13016_012EA,B13016_013MA,B13016_013EA,B13016_014EA,B13016_014MA,B13016_015EA,B13016_015MA,B13016_016MA,B13016_016EA,B13016_017MA,B13016_017EA,state
0400000US01,1163325,5128,58053,4167,4361,1163,15992,2133,17231,2363,13593,2026,4789,1270,1485,628,602,463,1105272,6551,160922,4302,158689,3990,137368,2830,140726,3198,152358,5378,157627,4517,197582,4287,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,175297,1983,10411,1560,372,209,2584,724,3575,1109,1816,486,1500,575,551,354,13,16,164886,2572,23222,1922,24556,1752,24163,1343,23057,726,20126,1592,20584,1401,29178,1430,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1541860,3629,83011,4435,3483,992,19247,2356,23257,2241,22641,2667,10919,1715,3096,924,368,252,1458849,5855,218536,2856,212257,2985,187495,2609,194200,3299,188254,4841,209510,5080,248597,3504,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,686653,4426,39228,3324,2332,821,13113,2095,11375,1883,7851,1507,3063,900,949,440,545,391,647425,5695,91327,3752,88742,3010,84042,3180,87157,3070,85500,4376,98246,4001,112411,2628,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9559090,9658,477649,10106,20735,2484,88265,4745,122510,5347,131812,5528,79405,5039,25854,2836,9068,1579,9081441,14628,1271005,5215,1319881,5937,1244418,5457,1211839,5737,1183807,11770,1282472,12655,1568019,9040,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1274702,4137,64982,3691,2418,835,11833,1808,17200,2265,18505,1960,11154,1666,3040,849,832,379,1209720,5748,163052,2975,163855,2920,169536,2857,170584,2724,163272,4734,171469,4947,207952,3031,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,856016,2710,35904,3443,1043,502,4162,1298,8666,1662,12095,1899,6076,973,2817,874,1045,528,820112,4416,121951,1282,109844,1777,100515,2028,98012,2211,99186,4060,120913,4373,169691,2453,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,219750,1801,12589,1822,419,333,2253,693,3735,1097,2909,963,2196,921,845,476,232,199,207161,2508,28949,1052,30516,1096,26868,1158,26341,1175,28527,2010,26005,1996,39955,1676,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,196799,1107,9700,1579,119,139,1738,652,2098,883,2322,718,2585,952,838,565,0,203,187099,1935,18957,1285,30620,1568,39946,923,33283,733,21958,1885,19696,1771,22639,954,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4464346,8583,212782,8764,9827,2064,43275,4234,54744,4851,56286,5079,34199,3407,11531,2023,2920,950,4251564,12743,567812,5829,593473,6687,553035,5368,537721,6046,536799,9530,634897,9842,827827,8311,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2527147,7588,126637,6248,7924,1672,29620,2945,36593,3249,29483,3332,16087,2070,5202,1277,1728,694,2400510,9716,342680,6626,325852,5546,296278,5749,317505,4873,329518,7376,361268,8337,427409,5819,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,318851,1719,18332,2019,1067,604,2899,711,5085,1053,5181,1316,2913,701,1013,475,174,140,300519,2760,37679,1456,43203,1661,43696,1282,41026,1470,39133,2445,43119,2293,52663,1446,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
