GEO_ID,B07410_001E,B07410_001M,B07410_002E,B07410_002M,B07410_003E,B07410_003M,B07410_004E,B07410_004M,B07410_005E,B07410_005M,B07410_006E,B07410_006M,B07410_007E,B07410_007M,B07410_008E,B07410_008M,B07410_009E,B07410_009M,B07410_010E,B07410_010M,B07410_011E,B07410_011M,B07410_012E,B07410_012M,B07410_013E,B07410_013M,B07410_014E,B07410_014M,B07410_015E,B07410_015M,B07410_016E,B07410_016M,B07410_017E,B07410_017M,B07410_018E,B07410_018M,B07410_019E,B07410_019M,B07410_020E,B07410_020M,B07410_021E,B07410_021M,B07410_022E,B07410_022M,B07410_023E,B07410_023M,B07410_024E,B07410_024M,B07410_025E,B07410_025M,B07410_026E,B07410_026M,B07410_027E,B07410_027M,B07410_028E,B07410_028M,B07410_029E,B07410_029M,B07410_030E,B07410_030M,B07410_031E,B07410_031M,B07410_032E,B07410_032M,B07410_033E,B07410_033M,B07410_034E,B07410_034M,B07410_035E,B07410_035M,B07410_036E,B07410_036M,B07410_037E,B07410_037M,B07410_038E,B07410_038M,B07410_039E,B07410_039M,B07410_040E,B07410_040M,B07410_041E,B07410_041M,B07410_042E,B07410_042M,B07410_043E,B07410_043M,B07410_044E,B07410_044M,B07410_045E,B07410_045M,B07410_046E,B07410_046M,B07410_047E,B07410_047M,B07410_048E,B07410_048M,B07410_049E,B07410_049M,B07410_050E,B07410_050M,B07410_051E,B07410_051M,B07410_052E,B07410_052M,B07410_053E,B07410_053M,B07410_054E,B07410_054M,B07410_055E,B07410_055M,NAME,B07410_001EA,B07410_001MA,B07410_002EA,B07410_002MA,B07410_003EA,B07410_003MA,B07410_004EA,B07410_004MA,B07410_005EA,B07410_005MA,B07410_006MA,B07410_006EA,B07410_007MA,B07410_007EA,B07410_008EA,B07410_008MA,B07410_009MA,B07410_009EA,B07410_010EA,B07410_010MA,B07410_011EA,B07410_011MA,B07410_012MA,B07410_012EA,B07410_013EA,B07410_013MA,B07410_014MA,B07410_014EA,B07410_015EA,B07410_015MA,B07410_016EA,B07410_016MA,B07410_017MA,B07410_017EA,B07410_018MA,B07410_018EA,B07410_019EA,B07410_019MA,B07410_020EA,B07410_020MA,B07410_021MA,B07410_021EA,B07410_022MA,B07410_022EA,B07410_023MA,B07410_023EA,B07410_024EA,B07410_024MA,B07410_025MA,B07410_025EA,B07410_026EA,B07410_026MA,B07410_027EA,B07410_027MA,B07410_028MA,B07410_028EA,B07410_029MA,B07410_029EA,B07410_030EA,B07410_030MA,B07410_031MA,B07410_031EA,B07410_032EA,B07410_032MA,B07410_033EA,B07410_033MA,B07410_034MA,B07410_034EA,B07410_035EA,B07410_035MA,B07410_036EA,B07410_036MA,B07410_037MA,B07410_037EA,B07410_038EA,B07410_038MA,B07410_039EA,B07410_039MA,B07410_040EA,B07410_040MA,B07410_041MA,B07410_041EA,B07410_042EA,B07410_042MA,B07410_043EA,B07410_043MA,B07410_044EA,B07410_044MA,B07410_045EA,B07410_045MA,B07410_046EA,B07410_046MA,B07410_047MA,B07410_047EA,B07410_048EA,B07410_048MA,B07410_049EA,B07410_049MA,B07410_050EA,B07410_050MA,B07410_051EA,B07410_051MA,B07410_052EA,B07410_052MA,B07410_053MA,B07410_053EA,B07410_054EA,B07410_054MA,B07410_055EA,B07410_055MA,state
0400000US01,3891713,9788,591317,11112,3300396,12428,768177,13281,405655,12100,587679,11798,427583,11401,437232,11232,275605,9190,106832,5972,291633,7551,3344543,15226,493980,11261,2850563,16529,630071,12317,345574,10342,502806,10752,374886,10513,387604,10249,245834,8390,95949,5320,267839,7318,336568,12022,56434,4621,280134,10335,85385,5359,39088,3591,55697,4061,32176,3831,31658,2995,16958,2170,6870,1553,12302,1925,129285,6340,26778,2919,102507,5656,34602,2905,14038,2067,16237,2042,12569,2294,11314,2002,6030,1314,2334,894,5383,1225,81317,5586,14125,2669,67192,4690,18119,2214,6955,1498,12939,2218,7952,1580,6656,1413,6783,1749,1679,644,6109,1265,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,621886,7782,33727,2929,588159,7616,125283,4963,49446,3119,83052,4274,61881,4433,82370,4843,62218,4212,28598,2876,95311,4569,467606,6890,21195,2478,446411,6714,93206,4384,35752,2662,56877,3365,44911,3403,61656,3735,49905,3993,22945,2548,81159,4212,60275,5420,2772,822,57503,5126,11991,1951,3941,869,10677,2127,6910,1321,9602,1914,5638,1396,2672,798,6072,1390,14876,2375,956,382,13920,2365,5130,1439,1492,622,1928,531,1203,534,1137,398,855,372,597,309,1578,567,79129,6844,8804,1650,70325,6459,14956,2246,8261,1799,13570,2028,8857,2026,9975,2529,5820,1375,2384,889,6502,1461,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5191184,12258,857672,13983,4333512,15722,889490,13460,477917,12924,764906,12995,569701,10942,608093,13893,380476,10422,148662,6660,494267,11948,4307033,21408,713920,13391,3593113,20836,698287,11470,389220,10824,627971,12833,468893,10559,514445,13384,327113,9408,129722,5840,437462,10185,629402,17308,100949,6778,528453,14065,125233,7079,62900,4661,103117,6354,77986,5469,69319,4436,38193,3303,13827,2160,37878,3555,103995,6847,21525,2913,82470,5638,29412,3404,8400,1538,15039,2051,8622,1797,9200,1878,5409,1379,1759,695,4629,1007,150754,7387,21278,2484,129476,6489,36558,3206,17397,2121,18779,2658,14200,1889,15129,2022,9761,2353,3354,904,14298,2182,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2365229,7788,328964,9091,2036265,11204,466387,10025,270270,7551,401714,10276,274164,7771,263437,7667,157121,6686,55662,3863,147510,5658,2022203,11951,278941,7979,1743262,11803,375630,9300,227321,6712,339187,9198,239413,6680,233742,7352,141600,6046,50726,3653,135643,5518,198125,9876,26510,3095,171615,9094,50178,4075,25851,2998,38003,4002,22529,2718,18167,1756,8586,1722,2200,794,6101,1318,82184,5861,12707,2026,69477,5435,24883,2740,9588,1738,13657,2176,7659,1331,6896,1436,3664,1104,860,521,2270,765,62717,5399,10806,2159,51911,4559,15696,2256,7510,1786,10867,1671,4563,1040,4632,1354,3271,974,1876,888,3496,938,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,30557481,23162,5394329,30835,25163152,37427,5068661,37244,2903874,20994,4117734,35659,2815964,28251,3001365,26650,2176091,23054,972986,17271,4106477,30353,26145245,44628,4603005,29723,21542240,43604,4164223,34859,2491663,19290,3505669,33071,2412673,25887,2582177,21884,1890108,22271,855088,16867,3640639,29044,2999460,40959,511679,12897,2487781,35021,575939,15598,298576,8966,432451,11493,285221,10686,297872,10795,202315,7773,81560,5046,313847,10510,921694,19303,199447,8580,722247,16701,207493,7706,71430,3964,110842,6058,73276,4096,79248,5651,56662,4076,23737,2617,99559,6247,491082,14796,80198,5275,410884,13028,121006,6256,42205,3332,68772,4676,44794,3396,42068,4072,27006,2829,12601,2393,52432,4190,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4163515,11495,468397,10198,3695118,13975,715501,12617,333571,7748,562521,11737,466799,11416,543119,10841,361162,8675,156021,5248,556424,8534,3393562,18519,386535,10717,3007027,16069,545534,11053,265832,6978,441481,10433,374427,10083,448545,9809,301497,7689,136634,4889,493077,8690,412540,16862,44002,4494,368538,14066,86159,5646,36787,3140,63878,4737,52649,4236,53248,3941,32665,3639,10577,1617,32575,2883,217346,9218,21615,2624,195731,8565,50196,3692,18299,2484,36422,3272,25376,2662,26522,3160,17681,2366,4953,1151,16282,2174,140067,7425,16245,2017,123822,6872,33612,2617,12653,2149,20740,2022,14347,1966,14804,2245,9319,1699,3857,1073,14490,2394,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2944415,8472,347838,8994,2596577,10690,471657,10542,225465,8008,394849,10367,285034,8430,339193,7380,267513,6950,123291,5032,489575,9604,2597251,11128,304439,8300,2292812,13273,395892,9932,195750,7988,347981,9333,249784,8441,302191,7689,239506,7083,110519,4252,451189,9275,203771,8626,24919,2975,178852,7559,34714,3158,19215,2533,31562,3390,22235,2542,23930,2417,17183,2475,6951,1273,23062,2856,62729,4120,8067,1196,54662,4087,17306,1961,3654,944,6919,1257,6470,1491,6553,1402,5659,1311,2651,841,5450,1505,80664,6252,10413,1860,70251,5589,23745,2308,6846,1603,8387,1596,6545,1735,6519,1411,5165,1117,3170,1049,9874,1669,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,739526,4817,84691,3761,654835,5545,125681,5037,65031,3936,98986,4147,86243,5211,94919,4267,72115,4477,25237,2058,86623,4170,653582,6264,72059,3740,581523,6435,105337,4759,57359,3364,87517,4127,76230,4649,85520,4060,65952,4158,23399,1978,80209,3845,57232,4458,7927,1550,49305,4173,12766,2290,5512,1671,8599,1503,6679,1587,6605,1632,3960,1147,1359,704,3825,1067,8110,1711,1680,764,6430,1355,2255,725,1119,595,624,312,1066,537,568,330,271,214,108,109,419,315,20602,2952,3025,1143,17577,2391,5323,1053,1041,661,2246,756,2268,708,2226,590,1932,1103,371,247,2170,709,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,547939,5533,65278,4076,482661,6535,98303,4205,34269,2941,51022,3473,39568,3534,55555,4130,52212,3781,23614,2599,128118,5250,435178,5081,52227,3462,382951,5179,74322,3892,26419,2437,41667,2829,32080,3293,41685,3567,40640,3692,18757,2379,107381,5023,60788,4582,6084,1300,54704,4290,15312,2750,4056,1140,3801,1040,3239,1147,9153,1530,5156,1277,2659,864,11328,1896,0,203,0,203,0,203,0,203,0,203,0,203,0,203,0,203,0,203,0,203,0,203,51973,4216,6967,1276,45006,3826,8669,1619,3794,917,5554,1173,4249,1096,4717,1008,6416,1345,2198,773,9409,1594,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15987939,21468,2489214,26327,13498725,30412,2788636,29224,1631585,25413,2555337,27869,1856466,20960,1805777,22481,1078757,18870,419604,12499,1362563,19068,13657036,41511,2088626,28608,11568410,41869,2288311,27501,1389815,21743,2184842,26804,1590824,21067,1570796,20998,946269,18050,371377,12515,1226176,18833,1466173,27902,235344,11214,1230829,24844,302886,11462,159652,8632,244957,11032,180037,8387,153853,6896,77865,5622,30035,3453,81544,4865,505900,17517,114578,6459,391322,13882,117177,6412,47034,4529,68938,5013,50367,4970,46552,4534,28984,3609,9128,1981,23142,2935,358830,13180,50666,3727,308164,11507,80262,5185,35084,3267,56600,3926,35238,3438,34576,3407,25639,3150,9064,1561,31701,2956,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
