GEO_ID,B16006_001E,B16006_001M,B16006_002E,B16006_002M,B16006_003E,B16006_003M,B16006_004E,B16006_004M,B16006_005E,B16006_005M,B16006_006E,B16006_006M,B16006_007E,B16006_007M,B16006_008E,B16006_008M,NAME,B16006_001MA,B16006_001EA,B16006_002EA,B16006_002MA,B16006_003EA,B16006_003MA,B16006_004MA,B16006_004EA,B16006_005EA,B16006_005MA,B16006_006MA,B16006_006EA,B16006_007MA,B16006_007EA,B16006_008EA,B16006_008MA,state
0400000US01,167315,1946,48682,5836,116740,5971,55388,5205,26004,3071,25616,3603,9732,2436,1893,1729,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,43258,491,26878,2655,15526,2644,11585,2309,2483,862,1122,556,336,346,854,501,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1817738,-555555555,613026,15463,1198559,15670,756105,15849,169410,8693,164254,7991,108790,7042,6153,1484,Arizona,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,179955,2183,55642,5998,124038,6095,61920,4926,27918,3230,23278,3652,10922,2245,275,260,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,13383875,1130,3387572,38947,9953348,39653,5557664,39494,1743204,23375,1664455,24374,988025,20394,42955,3417,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1002807,2290,468567,13279,530052,13654,319024,11109,100757,5088,83515,5031,26756,3799,4188,1369,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,478620,440,113815,6935,361374,6917,206620,6863,70891,4348,61566,5282,22297,3003,3431,1805,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,72246,-555555555,24225,3053,47829,3084,25542,2726,8398,1794,10466,1977,3423,1119,192,185,Delaware,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,58779,-555555555,14896,2726,42886,2922,25984,2608,7700,1468,7148,1725,2054,779,997,646,District of Columbia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4295818,1863,755139,16920,3518987,17538,1913610,22633,635975,14709,559673,14497,409729,15678,21692,3279,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,804386,3490,158554,8967,644109,8883,330270,9630,122376,7096,138298,8133,53165,4739,1723,796,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,119571,-555555555,91007,3232,18924,2739,11367,2038,5652,1795,1625,706,280,430,9640,2590,Hawaii,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,168000,1169,61128,4754,105940,4888,61035,4051,18819,2778,18758,1770,7328,1861,932,527,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1918314,2339,405151,13266,1504988,13508,840939,15513,299741,9416,258432,9055,105876,6906,8175,1542,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,370828,2994,126807,7278,242834,7428,136450,6941,45888,4015,45791,4320,14705,2465,1187,635,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,148130,2231,55396,4638,92494,4513,48150,3956,18629,2354,18049,2639,7666,1591,240,203,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,284587,1046,106249,6302,177777,6333,101356,5642,34942,3666,29750,2938,11729,2061,561,476,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
