GEO_ID,B25093_001E,B25093_001M,B25093_002E,B25093_002M,B25093_003E,B25093_003M,B25093_004E,B25093_004M,B25093_005E,B25093_005M,B25093_006E,B25093_006M,B25093_007E,B25093_007M,B25093_008E,B25093_008M,B25093_009E,B25093_009M,B25093_010E,B25093_010M,B25093_011E,B25093_011M,B25093_012E,B25093_012M,B25093_013E,B25093_013M,B25093_014E,B25093_014M,B25093_015E,B25093_015M,B25093_016E,B25093_016M,B25093_017E,B25093_017M,B25093_018E,B25093_018M,B25093_019E,B25093_019M,B25093_020E,B25093_020M,B25093_021E,B25093_021M,B25093_022E,B25093_022M,B25093_023E,B25093_023M,B25093_024E,B25093_024M,B25093_025E,B25093_025M,B25093_026E,B25093_026M,B25093_027E,B25093_027M,B25093_028E,B25093_028M,B25093_029E,B25093_029M,NAME,B25093_001EA,B25093_001MA,B25093_002MA,B25093_002EA,B25093_003EA,B25093_003MA,B25093_004MA,B25093_004EA,B25093_005MA,B25093_005EA,B25093_006MA,B25093_006EA,B25093_007EA,B25093_007MA,B25093_008MA,B25093_008EA,B25093_009MA,B25093_009EA,B25093_010EA,B25093_010MA,B25093_011MA,B25093_011EA,B25093_012EA,B25093_012MA,B25093_013MA,B25093_013EA,B25093_014MA,B25093_014EA,B25093_015EA,B25093_015MA,B25093_016MA,B25093_016EA,B25093_017MA,B25093_017EA,B25093_018EA,B25093_018MA,B25093_019MA,B25093_019EA,B25093_020EA,B25093_020MA,B25093_021EA,B25093_021MA,B25093_022MA,B25093_022EA,B25093_023MA,B25093_023EA,B25093_024MA,B25093_024EA,B25093_025EA,B25093_025MA,B25093_026EA,B25093_026MA,B25093_027EA,B25093_027MA,B25093_028MA,B25093_028EA,B25093_029EA,B25093_029MA,state
0400000US01,1240017,12974,11530,1633,3772,899,1504,668,1621,739,706,413,3249,985,678,403,115068,4618,63261,3477,16580,2071,10610,1652,6302,1401,17058,2369,1257,476,728247,9439,433216,8750,88113,4370,53693,3625,32855,2493,110634,4999,9736,1799,385172,4718,238065,4856,37495,2629,26111,2254,18146,1786,62714,3371,2641,688,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,156107,3268,1023,367,307,217,173,151,147,124,117,134,279,156,0,147,18249,1701,7408,1211,3836,947,2859,742,1616,511,2517,762,13,23,104121,3002,58988,2578,13321,1644,10587,1631,6153,1124,14821,1337,251,203,32714,1639,19941,1328,3144,656,2418,685,1498,469,5654,1064,59,66,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1490031,12319,16700,1764,6757,1262,1936,618,1125,481,1411,749,4930,1167,541,388,134078,4945,64994,3967,22595,2549,13424,1874,9383,1596,21615,2788,2067,766,836666,9667,435665,8013,109703,5366,74780,3804,49050,3397,153904,6417,13564,1792,502587,6196,288138,5471,49192,3485,36137,2331,26787,2479,96780,4949,5553,1198,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,739987,8706,9173,1346,5270,1176,1184,472,660,342,531,315,1528,767,0,192,72283,3592,42785,3305,10594,1682,5421,1241,5027,1189,7709,1317,747,478,426900,6135,266948,5432,50283,3718,28482,2638,18161,2152,57294,3197,5732,1412,231631,4177,153239,3703,21642,2069,13531,1506,9232,1346,32641,2905,1346,485,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6804639,28833,36914,2719,9365,1455,3170,764,4031,1039,2566,848,15585,1691,2197,691,515060,9665,171112,5446,90431,4628,68483,4599,50702,3890,131226,6340,3106,800,4262568,23525,1662150,18764,589498,11246,480428,11621,347567,9578,1143025,15925,39900,3929,1990097,12633,1007972,12338,183058,5605,141058,5212,113366,4092,528853,9783,15790,1723,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1291945,10661,11454,1741,3135,840,1830,769,811,444,927,421,4412,1102,339,266,136330,5239,64021,4206,23339,2021,14755,1802,12503,2025,21150,2178,562,343,824390,8112,423205,6465,118781,5079,77201,4177,49842,3060,149845,6082,5516,1209,319771,4380,182248,4103,31339,2520,23782,1783,16194,1512,64412,3099,1796,503,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,888478,8542,4118,1219,1935,872,435,287,397,263,133,114,1100,529,118,172,64308,3125,20306,1743,13634,1934,9193,1443,5875,1203,14978,2131,322,259,570970,7347,258967,6792,82073,4122,64355,3758,43657,3100,118727,5789,3191,898,249082,4627,100365,3614,29689,2104,21522,1875,16889,1786,78358,3637,2259,645,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,243047,3975,2455,828,1334,666,151,193,242,151,22,37,706,395,0,189,21297,2208,7855,1290,5080,1248,2639,791,1659,674,4004,996,60,110,144047,3256,75362,3291,19702,2357,12488,1815,9889,1614,25553,2415,1053,480,75248,2156,42720,1895,6861,995,6539,805,3676,709,14674,1649,778,399,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,110513,3814,414,306,53,93,0,203,54,87,20,32,287,284,0,203,13363,1582,6533,1019,2428,638,1510,670,1222,600,1561,594,109,134,66325,3275,31650,2327,10420,1485,6944,1089,4183,1024,12257,1641,871,441,30411,1600,16974,1316,2816,734,1993,612,1506,499,6916,1092,206,176,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4672482,24352,25942,2415,7538,1356,2452,622,2899,928,1507,522,9276,1480,2270,674,285538,9218,125075,6169,44551,3506,32190,3107,21236,2606,59277,5204,3209,978,2582437,18600,1221957,13442,327903,8999,231092,8172,166115,6753,599750,12771,35620,3310,1778565,13348,937069,11587,175608,6009,126959,5507,100946,4700,417843,9149,20140,2341,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2222377,19196,14827,1981,6466,1354,2099,816,990,423,783,382,4105,1166,384,307,205546,6362,102080,5432,32105,3270,21616,2534,12076,1831,36327,3226,1342,600,1420915,14724,743189,12814,188985,7490,121536,5538,80718,4631,268755,8296,17732,1967,581089,7902,334220,7297,55384,3105,41981,2786,31316,2431,113179,4466,5009,1078,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,252999,3913,1004,471,223,134,46,75,107,171,65,93,563,426,0,185,13673,1705,3837,882,1931,732,2754,863,1403,537,3738,978,10,15,148922,3360,57706,2903,20035,1987,16852,1680,12453,1545,40480,2539,1396,542,89400,2983,50128,2399,7889,1090,5579,959,4288,818,21030,2067,486,312,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,408174,6844,4076,971,1225,604,769,407,549,345,195,253,1317,662,21,27,43820,3204,17942,2312,7749,1600,5780,1283,4574,1199,7418,1495,357,384,244915,4881,131595,5067,34814,2966,23491,2220,13416,1904,39744,3091,1855,681,115363,3008,69318,2738,10900,1361,6834,1260,5665,1089,21379,1938,1267,935,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3154027,17254,21207,1995,7578,1128,2769,914,2001,581,1974,733,6245,1064,640,468,304477,7672,144323,6275,50492,3423,33481,3117,22548,2575,51971,4251,1662,679,1963573,12166,982098,11483,270604,6187,180480,6271,125253,5643,390311,10364,14827,1716,864770,7653,445562,6775,90471,3644,68152,3862,52488,3387,200544,5241,7553,1201,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1712020,11961,18729,2144,8229,1371,3433,1081,1438,591,1213,519,4172,1080,244,211,183930,5775,99593,4652,32873,2965,15328,1888,12176,1974,23074,2247,886,684,1038671,9408,633925,9278,130663,6093,81697,4459,46876,3484,137369,5510,8141,1237,470690,6153,291376,5407,48227,3244,30167,2443,22112,1681,76132,3288,2676,746,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,875362,8231,12887,1702,7264,1320,1317,460,1377,614,918,458,1948,671,63,89,102745,3417,59818,2991,16329,1777,9124,1196,5948,1222,11237,1461,289,191,514241,5868,328979,6493,64098,3242,37094,2468,23189,2157,57968,3244,2913,747,245489,3034,153670,3046,26432,2167,16589,1466,12601,1309,34741,2166,1456,495,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,735737,7229,7654,1111,3223,784,1150,461,932,377,265,157,2055,635,29,65,82655,3733,45170,2873,13445,1652,10141,1400,3945,776,9758,1446,196,148,443857,5522,271868,6281,57127,2809,38221,2804,20891,1657,52104,3227,3646,802,201571,3065,121540,2994,22311,1810,15609,1269,10732,1244,29964,2131,1415,552,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1149308,10177,12697,1896,6742,1293,1441,632,1309,631,479,339,2630,918,96,144,114852,4404,64944,3277,18799,2184,8844,1421,5962,1292,14770,1986,1533,618,693141,7843,421332,7262,80189,4428,51051,3592,31216,2218,103028,3506,6325,1177,328618,3860,210479,4087,28318,2266,22580,1793,13878,1632,51582,2711,1781,481,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1140052,11811,14375,1912,8067,1502,1030,460,530,520,788,409,3383,1171,577,403,125150,5570,71844,4338,18881,2237,8949,1735,6450,1358,18401,2264,625,300,684203,8753,426811,8391,74641,4462,43741,3654,30204,2986,100541,5237,8265,1558,316324,4850,205372,4689,27645,2104,19222,2016,11723,1521,49141,2723,3221,912,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,384237,5646,2170,659,867,429,166,123,494,375,145,164,498,300,0,165,28901,2218,11465,1491,6013,1071,3292,692,2264,823,5679,956,188,218,238644,4409,121998,3697,32004,2032,22520,2031,15138,2010,45032,3255,1952,610,114522,2459,60137,2338,12771,1197,9009,1250,7193,1088,24945,1775,467,280,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1436907,10973,8660,1544,2784,873,740,541,1270,639,655,392,2862,878,349,430,128852,4805,51151,3430,25155,2278,18065,1995,11922,1646,21629,2127,930,483,925112,8354,440767,7212,140124,5273,95521,4759,67469,3735,175935,6200,5296,1267,374283,4959,196849,4841,36137,2210,29108,2566,23652,2162,86516,3859,2021,702,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
