GEO_ID,C21007_001E,C21007_001M,C21007_002E,C21007_002M,C21007_003E,C21007_003M,C21007_004E,C21007_004M,C21007_005E,C21007_005M,C21007_006E,C21007_006M,C21007_007E,C21007_007M,C21007_008E,C21007_008M,C21007_009E,C21007_009M,C21007_010E,C21007_010M,C21007_011E,C21007_011M,C21007_012E,C21007_012M,C21007_013E,C21007_013M,C21007_014E,C21007_014M,C21007_015E,C21007_015M,C21007_016E,C21007_016M,C21007_017E,C21007_017M,C21007_018E,C21007_018M,C21007_019E,C21007_019M,C21007_020E,C21007_020M,C21007_021E,C21007_021M,C21007_022E,C21007_022M,C21007_023E,C21007_023M,C21007_024E,C21007_024M,C21007_025E,C21007_025M,C21007_026E,C21007_026M,C21007_027E,C21007_027M,C21007_028E,C21007_028M,C21007_029E,C21007_029M,C21007_030E,C21007_030M,C21007_031E,C21007_031M,NAME,C21007_001EA,C21007_001MA,C21007_002MA,C21007_002EA,C21007_003EA,C21007_003MA,C21007_004MA,C21007_004EA,C21007_005MA,C21007_005EA,C21007_006EA,C21007_006MA,C21007_007MA,C21007_007EA,C21007_008EA,C21007_008MA,C21007_009MA,C21007_009EA,C21007_010EA,C21007_010MA,C21007_011EA,C21007_011MA,C21007_012EA,C21007_012MA,C21007_013EA,C21007_013MA,C21007_014EA,C21007_014MA,C21007_015EA,C21007_015MA,C21007_016MA,C21007_016EA,C21007_017EA,C21007_017MA,C21007_018MA,C21007_018EA,C21007_019EA,C21007_019MA,C21007_020EA,C21007_020MA,C21007_021MA,C21007_021EA,C21007_022EA,C21007_022MA,C21007_023EA,C21007_023MA,C21007_024MA,C21007_024EA,C21007_025MA,C21007_025EA,C21007_026MA,C21007_026EA,C21007_027MA,C21007_027EA,C21007_028MA,C21007_028EA,C21007_029MA,C21007_029EA,C21007_030EA,C21007_030MA,C21007_031EA,C21007_031MA,state
0400000US01,3612362,3430,2910291,4434,203000,7699,16763,2171,6922,1428,9841,1643,186237,7544,36751,3105,149486,6153,2707291,9032,494276,12704,114059,5136,380217,11771,2213015,13227,258996,7486,1954019,14916,702071,2771,147026,4229,6680,1177,3723,857,2957,730,140346,4120,59693,3461,80653,3590,555045,4988,67709,3597,35856,2821,31853,2932,487336,5595,191152,5238,296184,5552,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,522427,2064,457840,2191,44347,3074,1772,495,372,215,1400,444,42575,3054,7414,1553,35161,2701,413493,3714,39409,3043,7692,1462,31717,2690,374084,4313,31144,2780,342940,4746,64587,1146,17929,1659,769,362,301,176,468,288,17160,1674,7129,1145,10031,1185,46658,2044,2582,820,1236,476,1346,616,44076,2020,16970,1940,27106,1698,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4877924,1951,3871103,2552,245508,8974,23830,2606,7925,1596,15905,2140,221678,8364,36708,3114,184970,7552,3625595,9025,671691,19078,110844,6390,560847,17608,2953904,20479,242889,10768,2711015,22544,1006821,1666,246294,5106,13023,1918,4713,928,8310,1619,233271,5014,88553,4388,144718,5235,760527,5392,76527,4723,34758,2859,41769,3668,684000,7095,219895,6666,464105,8210,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2171801,2520,1733812,3161,118493,5713,14517,2141,5502,1169,9015,1674,103976,5231,22554,2177,81422,4623,1615319,5987,302422,9930,71862,4791,230560,9022,1312897,10948,168056,5525,1144841,11714,437989,2282,96950,2601,5939,1111,3530,816,2409,653,91011,2636,39952,2232,51059,2729,341039,3116,40135,3146,22404,2165,17731,2061,300904,3774,119744,4071,181160,4520,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,28485247,5722,23788167,6710,859280,15194,91854,5631,29607,2906,62247,4808,767426,14222,108118,5937,659308,13659,22928887,16766,3625021,40673,508534,13310,3116487,36987,19303866,42102,1333942,21241,17969924,46978,4697080,3683,859704,8968,47679,2961,22404,2119,25275,2217,812025,8941,322628,6928,489397,7794,3837376,9614,440514,10378,218615,7889,221899,7235,3396862,13818,1170459,16943,2226403,15961,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3901193,4229,3272052,4490,219571,7327,14634,2223,4204,1063,10430,1811,204937,7048,33270,2965,171667,6304,3052481,7738,399501,12218,66514,4659,332987,10335,2652980,13287,197982,7518,2454998,14442,629141,2142,155489,3191,6591,958,2513,553,4078,835,148898,3254,57223,2561,91675,3177,473652,3360,39753,2857,19154,2142,20599,2312,433899,4021,137045,4907,296854,5632,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2706130,1498,2184594,1728,81188,3807,6707,1453,1608,664,5099,1397,74481,3537,10963,2015,63518,3575,2103406,4050,215817,9376,39511,3943,176306,8480,1887589,10101,126800,7004,1760789,11911,521536,1355,105588,3213,4120,856,1891,553,2229,668,101468,2985,36371,2702,65097,2660,415948,3547,34484,2548,14889,2079,19595,1861,381464,4147,114299,3854,267165,4572,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,697367,1182,554342,1332,35089,3273,2146,853,696,370,1450,638,32943,3109,4016,848,28927,2923,519253,3388,62747,5653,11791,1940,50956,5023,456506,6640,42678,3469,413828,6923,143025,657,32445,1944,1416,511,488,302,928,412,31029,1918,10620,1370,20409,1625,110580,2088,8917,1573,4079,1067,4838,1034,101663,2380,30677,2294,70986,2456,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,500915,715,429522,911,15328,2125,1649,654,604,353,1045,530,13679,2143,1253,480,12426,2085,414194,2254,71718,4643,13744,1881,57974,4104,342476,4903,23300,2750,319176,4734,71393,513,11152,1192,998,402,473,281,525,277,10154,1087,3218,698,6936,900,60241,1245,11481,1578,5861,1013,5620,1259,48760,1659,14321,1300,34439,1888,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15138440,4811,11560043,6117,674299,15083,70452,4843,22398,2426,48054,4306,603847,14543,103091,4421,500756,13516,10885744,16799,1831112,35472,316829,11244,1514283,30515,9054632,35972,751268,18390,8303364,35496,3578397,4016,761840,8962,43700,3626,18065,2030,25635,3012,718140,9385,278638,6709,439502,9337,2816557,9622,338192,9868,134676,6006,203516,7566,2478365,13189,788546,12433,1689819,15719,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7233638,5295,6071720,6732,386618,10632,40441,3366,11957,1954,28484,2504,346177,10182,56431,4074,289746,9315,5685102,11808,1026688,20301,187097,7448,839591,18549,4658414,21459,413990,10894,4244424,22138,1161918,4109,249202,6344,14004,1786,6611,1081,7393,1533,235198,6496,93420,3693,141778,5368,912716,7002,110813,5534,57959,4100,52854,3465,801903,7408,283235,7661,518668,7019,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1030605,3371,814827,3475,59542,4083,6048,1568,1219,595,4829,1406,53494,3911,6052,1188,47442,3740,755285,5267,86122,5855,14397,2077,71725,5425,669163,8269,43127,3237,626036,7965,215778,811,45786,2041,2208,778,1239,588,969,441,43578,2132,15457,1368,28121,1862,169992,2186,13251,1573,6780,1108,6471,1245,156741,2191,53440,3033,103301,3153,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1159099,1541,939818,1931,62041,3375,5439,1152,2319,892,3120,739,56602,3416,9030,1545,47572,3156,877777,3545,142370,8747,29224,3217,113146,7522,735407,8970,64818,4382,670589,9755,219281,1361,55891,2547,3248,898,1612,579,1636,635,52643,2458,24106,1929,28537,2128,163390,2642,14771,2267,6880,1147,7891,1947,148619,3036,53247,3203,95372,3820,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9594460,2838,7918575,3592,316621,8213,33001,2676,9747,1270,23254,2345,283620,8161,42092,3205,241528,7870,7601954,8686,1047942,20118,180405,7678,867537,18748,6554012,20424,480672,12201,6073340,21823,1675885,2533,325865,6728,17432,1809,6789,987,10643,1566,308433,6526,116696,4354,191737,4951,1350020,7405,130879,5977,62955,3983,67924,4344,1219141,8494,404798,8028,814343,9753,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4812164,3017,3933578,3425,223275,7378,20046,2227,8477,1535,11569,1723,203229,6968,41760,3401,161469,7222,3710303,7895,580591,13718,131806,5859,448785,12595,3129712,16140,302131,6986,2827581,17194,878586,3049,189042,4357,7938,1056,3867,780,4071,788,181104,4176,75187,3280,105917,4211,689544,4572,61280,3956,31981,2760,29299,2525,628264,5271,222019,6239,406245,7200,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2277747,2142,1822579,2415,100422,5135,7620,1282,2529,669,5091,1108,92802,5035,14310,1543,78492,4691,1722157,5609,220562,7890,46234,3702,174328,6428,1501595,8819,116442,4816,1385153,9630,455168,1686,104203,3210,4590,788,1560,411,3030,647,99613,3249,38647,2199,60966,2585,350965,3132,31138,2227,14577,1539,16561,1523,319827,3404,94172,2719,225655,3792,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2090046,2797,1702616,3312,104648,4870,7789,1367,2889,727,4900,1269,96859,4528,16593,1951,80266,4174,1597968,5317,221998,9150,41870,3849,180128,8152,1375970,10427,115144,4782,1260826,10362,387430,1816,87544,2815,4725,842,2367,605,2358,629,82819,2674,33713,2059,49106,2391,299886,3041,26011,2273,13209,1636,12802,1402,273875,3744,93678,3762,180197,3623,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3264532,3171,2651731,3546,157951,5837,18160,1695,8686,1382,9474,1493,139791,5751,27534,2453,112257,5467,2493780,6318,462289,11177,131536,6025,330753,10305,2031491,12377,252329,8356,1779162,11231,612801,2596,128747,3544,8554,1430,4935,1236,3619,885,120193,3220,55010,2555,65183,3311,484054,4304,60226,3103,32345,2246,27881,2294,423828,5610,165140,4769,258688,5357,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3387287,2184,2800455,3088,147350,6140,16000,2338,4717,953,11283,2213,131350,6180,26120,2346,105230,5622,2653105,6555,493024,14443,106609,6166,386415,12535,2160081,14783,229141,8235,1930940,14168,586832,2388,114910,3345,6473,1114,3461,775,3012,796,108437,3304,47974,2354,60463,3014,471922,3732,68113,3651,34890,2661,33223,2576,403809,5083,158438,4732,245371,5291,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
