GEO_ID,B24091_001E,B24091_001M,B24091_002E,B24091_002M,B24091_003E,B24091_003M,B24091_004E,B24091_004M,B24091_005E,B24091_005M,B24091_006E,B24091_006M,B24091_007E,B24091_007M,B24091_008E,B24091_008M,B24091_009E,B24091_009M,NAME,B24091_001MA,B24091_001EA,B24091_002EA,B24091_002MA,B24091_003MA,B24091_003EA,B24091_004EA,B24091_004MA,B24091_005MA,B24091_005EA,B24091_006EA,B24091_006MA,B24091_007EA,B24091_007MA,B24091_008EA,B24091_008MA,B24091_009MA,B24091_009EA,state
0400000US01,39026,803,36797,400,36448,408,52233,5918,39465,1700,40410,928,43638,2308,66589,2823,31189,1422,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,50738,785,48700,3666,46933,2257,77220,14306,47067,2822,58590,5417,55895,2662,56952,7159,41549,6553,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,41093,217,40509,255,40083,315,58442,7040,45287,2051,41885,724,41833,693,55465,1824,31690,751,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,35718,420,34587,1043,33618,1173,51911,2977,38739,3134,36573,1422,39845,2012,56442,2628,28705,2773,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,46938,188,43749,597,42371,168,68463,4132,51342,485,60716,368,60390,798,60986,549,36262,503,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,46347,341,45632,416,45030,702,56590,5477,46834,1000,47642,1394,50350,795,62333,2040,35075,2950,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,54206,1081,52191,436,51821,426,77048,4947,54492,1841,61067,1092,65838,2582,65833,3687,42483,7809,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,46343,1116,45940,1216,45341,1508,60445,8258,47540,4557,49159,3440,45846,2640,55458,2966,36115,9568,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,65361,2395,58196,4021,56992,1931,100875,16780,60845,1318,56924,5656,55219,7948,87786,4182,61835,14732,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,37176,185,36166,207,35556,213,50648,534,40892,620,41743,342,41014,527,56562,1359,26113,652,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,40328,264,39620,725,38623,761,51850,2330,43289,2031,40369,811,40695,902,56367,1414,31676,1208,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,43104,1356,40687,605,40422,633,51422,4973,47137,3305,47242,4031,46899,1682,61830,1503,35171,4727,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,36992,600,36053,605,35589,646,45242,3943,36170,3448,40244,3292,41207,1808,55171,6020,33741,4391,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,46672,317,45378,361,44696,732,60784,1004,47075,869,55443,961,55286,1274,57478,1842,36128,960,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,40671,201,40412,242,40161,246,51748,1936,41294,816,41908,597,41165,992,55504,2449,31481,960,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,41000,258,39437,690,38861,700,50478,3162,41373,956,46667,1102,51200,866,56153,2009,36218,1754,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,40958,271,40889,342,40490,366,53472,4252,40414,1083,39768,1298,40893,755,54031,3185,37126,2981,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,39130,614,37881,760,37424,530,50937,1629,41450,1268,39498,1594,40542,969,53675,3180,32065,1840,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,40718,301,40387,400,40113,571,52369,5958,41251,1425,40373,620,42175,736,53655,2259,34526,3720,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,40090,629,39430,1304,38790,1318,50947,3079,40574,1337,42841,2278,39697,2032,61186,3229,26807,1785,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,53412,825,49494,1073,48373,1067,66079,4761,56094,1160,56574,1314,49938,1458,87463,2528,40540,1457,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,54713,846,53307,1287,52487,916,69606,6316,55079,1441,60693,934,59395,2049,61971,1685,41956,2105,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,42520,483,41618,217,41393,225,50812,851,45061,1040,51108,653,55939,1076,60563,1598,29067,2375,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,46797,271,46091,360,45655,375,56186,4886,47303,909,51015,706,51152,884,56246,1174,37372,2002,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,35234,421,33502,1567,32614,1174,51905,6744,40902,1744,35162,1470,35537,1050,50268,2059,30038,2820,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,40006,401,39586,723,39028,743,51476,1447,40486,1021,41108,573,36058,853,54387,1845,31034,886,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,38221,1666,36716,937,36109,1016,49016,6045,39548,2948,39951,3053,44400,2611,51324,2418,27294,4519,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,40198,304,38392,856,37729,810,49579,4624,41380,744,44456,1942,42167,1444,57015,2037,34991,5444,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,40010,769,36796,435,36487,447,52385,4914,44213,3120,56615,2152,50500,1705,54168,3844,28326,2547,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
