GEO_ID,B22007_001E,B22007_001M,B22007_002E,B22007_002M,B22007_003E,B22007_003M,B22007_004E,B22007_004M,B22007_005E,B22007_005M,B22007_006E,B22007_006M,B22007_007E,B22007_007M,B22007_008E,B22007_008M,B22007_009E,B22007_009M,B22007_010E,B22007_010M,B22007_011E,B22007_011M,B22007_012E,B22007_012M,B22007_013E,B22007_013M,B22007_014E,B22007_014M,B22007_015E,B22007_015M,B22007_016E,B22007_016M,B22007_017E,B22007_017M,B22007_018E,B22007_018M,B22007_019E,B22007_019M,B22007_020E,B22007_020M,B22007_021E,B22007_021M,B22007_022E,B22007_022M,B22007_023E,B22007_023M,B22007_024E,B22007_024M,B22007_025E,B22007_025M,B22007_026E,B22007_026M,B22007_027E,B22007_027M,B22007_028E,B22007_028M,B22007_029E,B22007_029M,B22007_030E,B22007_030M,B22007_031E,B22007_031M,B22007_032E,B22007_032M,B22007_033E,B22007_033M,B22007_034E,B22007_034M,B22007_035E,B22007_035M,B22007_036E,B22007_036M,B22007_037E,B22007_037M,B22007_038E,B22007_038M,B22007_039E,B22007_039M,B22007_040E,B22007_040M,B22007_041E,B22007_041M,B22007_042E,B22007_042M,B22007_043E,B22007_043M,NAME,B22007_001EA,B22007_001MA,B22007_002MA,B22007_002EA,B22007_003EA,B22007_003MA,B22007_004MA,B22007_004EA,B22007_005MA,B22007_005EA,B22007_006EA,B22007_006MA,B22007_007EA,B22007_007MA,B22007_008MA,B22007_008EA,B22007_009MA,B22007_009EA,B22007_010MA,B22007_010EA,B22007_011MA,B22007_011EA,B22007_012EA,B22007_012MA,B22007_013EA,B22007_013MA,B22007_014MA,B22007_014EA,B22007_015MA,B22007_015EA,B22007_016MA,B22007_016EA,B22007_017EA,B22007_017MA,B22007_018EA,B22007_018MA,B22007_019MA,B22007_019EA,B22007_020MA,B22007_020EA,B22007_021MA,B22007_021EA,B22007_022EA,B22007_022MA,B22007_023EA,B22007_023MA,B22007_024EA,B22007_024MA,B22007_025MA,B22007_025EA,B22007_026EA,B22007_026MA,B22007_027EA,B22007_027MA,B22007_028EA,B22007_028MA,B22007_029EA,B22007_029MA,B22007_030MA,B22007_030EA,B22007_031EA,B22007_031MA,B22007_032EA,B22007_032MA,B22007_033MA,B22007_033EA,B22007_034EA,B22007_034MA,B22007_035EA,B22007_035MA,B22007_036MA,B22007_036EA,B22007_037MA,B22007_037EA,B22007_038EA,B22007_038MA,B22007_039EA,B22007_039MA,B22007_040EA,B22007_040MA,B22007_041MA,B22007_041EA,B22007_042MA,B22007_042EA,B22007_043EA,B22007_043MA,state
0400000US01,1222568,14007,200308,6029,62784,4126,11497,1633,24701,2445,20678,2207,15476,2139,5202,1219,5908,1282,4797,1243,1111,458,137524,5918,17884,2177,4323,1078,10560,1705,2175,795,826,490,119640,5490,37885,3062,64256,4255,14046,2088,3453,1006,1022260,12589,795081,12599,141372,4809,219285,6769,365366,9121,337655,8692,27711,2944,69058,4201,62336,3776,6722,1303,227179,7419,62598,4454,7396,1641,33300,3021,19204,2286,2698,812,164581,5981,28217,2625,91227,4295,39251,3375,5886,1163,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,165431,3617,16055,1585,7141,1300,572,256,2061,667,3185,856,2495,811,690,261,1323,328,913,317,410,155,8914,1173,2673,554,378,153,1592,433,319,170,384,288,6241,1054,1439,419,3519,878,836,267,447,221,149376,3677,119361,3909,8542,1078,26969,2410,67044,3152,62476,3183,4568,1092,16806,1685,15659,1605,1147,405,30015,2574,11431,1737,492,299,5930,1303,4465,1093,544,301,18584,1773,771,323,9849,1347,6205,1178,1759,703,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1572310,12708,246882,7184,100840,4796,13395,1696,41100,3740,33407,2725,24740,2434,8667,1573,12938,1617,9939,1372,2999,938,146042,5995,31947,3127,8050,1538,18281,2451,4137,1021,1479,561,114095,5328,31272,2741,61715,3856,15500,2194,5608,1092,1325428,12206,1035753,11856,225627,5653,280500,8546,430930,8483,400216,8379,30714,3181,98696,4676,89219,4455,9477,1616,289675,10510,97514,6242,10259,1515,53460,4693,27017,2749,6778,1220,192161,7449,24029,2763,109406,4795,49181,3437,9545,1658,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,751124,10710,119974,5212,45457,3240,9897,1390,18653,2010,14157,1712,11332,1656,2825,685,2750,812,2054,661,696,387,74517,3958,13927,1889,3879,946,7635,1516,2050,741,363,420,60590,3895,18668,2325,33615,3165,6626,1359,1681,483,631150,9548,503080,8971,89349,3538,138092,5091,233105,7441,216367,7010,16738,1950,42534,3219,38710,2833,3824,1035,128070,4995,38575,3166,6161,1368,21527,2398,9465,1452,1422,697,89495,4482,13929,2072,49730,3464,22444,2151,3392,876,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8645970,31516,1012744,16673,418519,10520,45066,3467,166769,7232,137400,5775,92176,5452,45224,2888,69284,4273,48388,3459,20896,2258,594225,12220,129946,6585,24776,2455,74375,4893,21596,2552,9199,1667,464279,10474,142802,7602,222955,7112,70949,4468,27573,2956,7633226,30962,5741795,28039,730742,10212,1548720,20390,2639029,23553,2329265,21468,309764,7496,823304,14381,693815,13744,129489,5597,1891431,17842,628416,13608,56629,3998,318503,11638,183822,6363,69462,4247,1263015,15186,165550,5781,652368,12900,332770,9627,112327,5483,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1279941,10970,121381,5677,49369,3951,3652,738,19416,2746,20135,2105,15817,1917,4318,1023,6166,1231,4648,1116,1518,514,72012,4332,12999,1723,2009,674,7679,1366,2591,877,720,440,59013,4094,12555,1870,33988,2918,9519,1949,2951,1053,1158560,11550,932833,11595,111534,4197,237127,7306,487616,9931,456528,10048,31088,2462,96556,4822,89267,4565,7289,1275,225727,7245,75387,5036,4279,1074,43918,4022,21381,2356,5809,1357,150340,5845,12649,1749,87365,4950,43315,3332,7011,1212,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,890293,9252,104543,4463,30033,2678,5672,1215,8675,1283,9648,1622,7298,1375,2350,768,6038,1188,5170,1125,868,415,74510,3932,11759,1778,1980,756,7114,1498,2149,736,516,332,62751,3443,18297,2215,32804,2685,9060,1828,2590,903,785750,8974,627852,9568,70774,2661,146443,5479,316421,7402,292172,7290,24249,1753,94214,4374,87209,4163,7005,1272,157898,6134,45509,3580,4046,1024,23077,2756,13534,1805,4852,1313,112389,4972,9431,1544,60443,4314,33165,3091,9350,1803,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,228364,4558,34576,2727,11884,1981,1448,541,3963,996,4755,1441,3244,1087,1511,642,1718,537,1326,502,392,230,22692,1927,3383,994,614,354,1977,807,530,337,262,299,19309,1835,4080,1082,11447,1553,3116,791,666,343,193788,4635,152849,4725,27651,1639,34288,2849,72466,4163,66034,3925,6432,1340,18444,1856,16580,1794,1864,601,40939,3329,11265,1602,1043,389,7126,1364,2743,686,353,390,29674,2953,2401,740,15745,2145,9144,1801,2384,718,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,120467,4214,28867,2160,5097,1019,1164,577,1936,791,1379,579,1196,581,183,152,618,328,438,270,180,235,23770,1994,3168,722,1123,539,1602,509,339,285,104,120,20602,1935,7494,1465,9528,1297,3181,800,399,244,91600,3691,60708,3070,5262,987,13679,1563,37667,2683,35433,2553,2234,595,4100,913,3875,894,225,158,30892,2262,8601,1531,558,332,4906,1257,2778,963,359,318,22291,1915,2417,799,12753,1830,5828,1124,1293,570,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4626388,25285,780551,14011,317445,8677,54458,3981,113725,5045,107152,5685,83570,4879,23582,2357,42110,3183,33851,3213,8259,1468,463106,11621,91995,5357,19115,2981,49893,4144,17031,1870,5956,1425,371111,10255,99549,5578,193214,9682,62898,4852,15450,2036,3845837,25418,3016938,25452,693094,11423,773252,14883,1281270,18298,1182926,16429,98344,4720,269322,8573,242079,8681,27243,2598,828899,14654,243623,8994,26376,2474,128217,6766,72745,4434,16285,2444,585276,10902,69331,4453,320259,8031,157704,6665,37982,3173,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
