B24012_013E,B24012_013M,B24012_014E,B24012_014M,B24012_015E,B24012_015M,B24012_016E,B24012_016M,B24012_017E,B24012_017M,B24012_018E,B24012_018M,B24012_019E,B24012_019M,B24012_020E,B24012_020M,B24012_021E,B24012_021M,B24012_022E,B24012_022M,B24012_023E,B24012_023M,B24012_024E,B24012_024M,B24012_025E,B24012_025M,B24012_026E,B24012_026M,B24012_027E,B24012_027M,B24012_028E,B24012_028M,B24012_029E,B24012_029M,B24012_030E,B24012_030M,B24012_031E,B24012_031M,B24012_032E,B24012_032M,B24012_033E,B24012_033M,B24012_034E,B24012_034M,B24012_035E,B24012_035M,B24012_036E,B24012_036M,B24012_037E,B24012_037M,B24012_038E,B24012_038M,B24012_039E,B24012_039M,B24012_040E,B24012_040M,B24012_041E,B24012_041M,B24012_042E,B24012_042M,B24012_043E,B24012_043M,B24012_044E,B24012_044M,B24012_045E,B24012_045M,B24012_046E,B24012_046M,B24012_047E,B24012_047M,B24012_048E,B24012_048M,B24012_049E,B24012_049M,B24012_050E,B24012_050M,B24012_051E,B24012_051M,B24012_052E,B24012_052M,B24012_053E,B24012_053M,B24012_054E,B24012_054M,B24012_055E,B24012_055M,B24012_056E,B24012_056M,B24012_057E,B24012_057M,B24012_058E,B24012_058M,B24012_059E,B24012_059M,B24012_060E,B24012_060M,B24012_061E,B24012_061M,B24012_062E,B24012_062M,B24012_063E,B24012_063M,B24012_064E,B24012_064M,B24012_065E,B24012_065M,B24012_066E,B24012_066M,B24012_067E,B24012_067M,B24012_068E,B24012_068M,B24012_069E,B24012_069M,B24012_070E,B24012_070M,B24012_071E,B24012_071M,B24012_072E,B24012_072M,B24012_073E,B24012_073M,GEO_ID,B24012_001E,B24012_001M,B24012_002E,B24012_002M,B24012_003E,B24012_003M,B24012_004E,B24012_004M,B24012_005E,B24012_005M,B24012_006E,B24012_006M,B24012_007E,B24012_007M,B24012_008E,B24012_008M,B24012_009E,B24012_009M,B24012_010E,B24012_010M,B24012_011E,B24012_011M,B24012_012E,B24012_012M,B24012_013EA,B24012_013MA,B24012_014MA,B24012_014EA,B24012_015MA,B24012_015EA,B24012_016MA,B24012_016EA,B24012_017MA,B24012_017EA,B24012_018EA,B24012_018MA,B24012_019MA,B24012_019EA,B24012_020MA,B24012_020EA,B24012_021MA,B24012_021EA,B24012_022MA,B24012_022EA,B24012_023MA,B24012_023EA,B24012_024MA,B24012_024EA,B24012_025MA,B24012_025EA,B24012_026MA,B24012_026EA,B24012_027EA,B24012_027MA,B24012_028MA,B24012_028EA,B24012_029EA,B24012_029MA,B24012_030MA,B24012_030EA,B24012_031MA,B24012_031EA,B24012_032MA,B24012_032EA,B24012_033EA,B24012_033MA,B24012_034MA,B24012_034EA,B24012_035EA,B24012_035MA,B24012_036EA,B24012_036MA,B24012_037MA,B24012_037EA,B24012_038MA,B24012_038EA,B24012_039MA,B24012_039EA,B24012_040EA,B24012_040MA,B24012_041MA,B24012_041EA,B24012_042MA,B24012_042EA,B24012_043MA,B24012_043EA,B24012_044EA,B24012_044MA,B24012_045MA,B24012_045EA,B24012_046MA,B24012_046EA,B24012_047EA,B24012_047MA,B24012_048EA,B24012_048MA,B24012_049EA,B24012_049MA,B24012_050MA,B24012_050EA,B24012_051EA,B24012_051MA,B24012_052EA,B24012_052MA,B24012_053EA,B24012_053MA,B24012_054EA,B24012_054MA,B24012_055EA,B24012_055MA,B24012_056MA,B24012_056EA,B24012_057MA,B24012_057EA,B24012_058EA,B24012_058MA,B24012_059EA,B24012_059MA,B24012_060EA,B24012_060MA,B24012_061MA,B24012_061EA,B24012_062MA,B24012_062EA,B24012_063EA,B24012_063MA,B24012_064EA,B24012_064MA,B24012_065MA,B24012_065EA,B24012_066MA,B24012_066EA,B24012_067MA,B24012_067EA,B24012_068EA,B24012_068MA,B24012_069MA,B24012_069EA,B24012_070MA,B24012_070EA,B24012_071MA,B24012_071EA,B24012_072MA,B24012_072EA,B24012_073EA,B24012_073MA,NAME,B24012_001EA,B24012_001MA,B24012_002EA,B24012_002MA,B24012_003EA,B24012_003MA,B24012_004EA,B24012_004MA,B24012_005EA,B24012_005MA,B24012_006MA,B24012_006EA,B24012_007MA,B24012_007EA,B24012_008EA,B24012_008MA,B24012_009EA,B24012_009MA,B24012_010EA,B24012_010MA,B24012_011MA,B24012_011EA,B24012_012MA,B24012_012EA,state
87556,17420,48099,1950,29943,3233,62068,5262,96334,17396,42480,8925,19513,1342,20947,2693,35464,1906,28832,4418,39709,2987,12556,1010,20004,1825,16875,7193,31653,813,35143,2657,28099,2235,32019,676,22202,3103,28110,2471,38771,2122,31651,597,36649,976,32313,1541,21540,1023,24970,518,40801,504,42926,3076,45674,3609,41586,1586,50250,5778,54070,4275,53621,14677,30586,17365,36291,1112,31166,1822,48325,3832,39043,2469,22958,7267,41649,813,50887,973,29356,2042,13882,693,19765,1005,24279,6516,17577,1764,40711,4619,11035,530,15120,1422,11900,713,22242,485,14751,977,25725,467,27194,6875,17310,2703,26837,14397,32341,13126,20712,878,21569,981,15985,2448,18890,5161,0400000US01,30384,285,36246,481,61118,844,63794,2872,66031,1908,58117,4842,74558,2874,74928,4313,76297,3508,56619,10975,44162,4031,36610,3520,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
85919,20633,60295,8426,33250,9126,91469,21147,120612,40774,42357,40154,30094,3596,25094,5532,70725,3902,66598,18754,72105,7614,19051,2449,27529,4028,22258,9371,36448,3945,39235,7433,33346,4680,54924,5865,50758,30622,51809,7691,56827,9010,36053,7697,28302,7406,51057,2506,23861,6059,35060,1512,50414,1606,52102,2883,54673,6077,49603,5825,52439,9661,56793,15332,76235,25924,41618,14188,43023,5610,41700,5703,56333,15962,45787,7243,21816,7638,60060,7246,74801,7259,37976,5978,18203,2289,26253,2029,41960,5940,41314,1008,63274,29248,16180,1596,12245,3129,15742,4242,31230,1782,22922,2496,33066,1785,53865,38982,29659,12999,55401,59729,57219,26458,21133,4488,19653,3134,25392,13410,12364,21923,0400000US02,40635,535,47341,2215,68390,5588,77313,5479,81715,6586,64265,20122,66673,13172,47235,11729,99676,10300,50608,8354,49734,4746,45351,3795,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
100769,9367,40008,2472,35777,4413,66055,6020,85985,9625,41271,3098,21077,496,26154,1899,42074,2327,31510,3799,55702,2392,14842,993,20822,522,16694,1564,31162,598,35976,1051,26437,1021,30976,552,20674,3221,27959,2208,37146,1828,28847,1633,31770,1280,32477,2039,19605,1799,27334,372,42224,512,49294,1852,51011,1093,46555,1597,59247,3149,61395,5924,61987,14046,50558,5837,33463,1480,35305,2233,51470,6194,32476,1342,21611,4054,51458,859,60124,3556,36708,1829,15838,541,22998,1269,37405,3080,29101,8799,45569,3519,12723,852,12808,1439,15317,1103,25674,398,18794,1975,27356,523,20920,2825,13208,708,26294,5124,28582,1545,21615,860,21673,1016,26043,5191,16168,1570,0400000US04,31386,205,35916,394,61175,746,66251,1263,70059,2953,59558,3555,70487,2027,68387,3841,78114,5242,47163,7114,41029,907,39461,3833,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
80584,20777,44027,3587,25269,4598,66268,13010,116107,27378,41769,7900,17563,1128,22808,4235,34423,2058,32105,5826,36000,3112,11115,2092,17554,1448,11816,3988,31051,1151,33700,4063,28507,3165,31190,786,20339,2239,30292,2026,36258,1748,30738,737,31360,990,34046,3474,25295,2664,24103,700,39609,1505,38704,2856,39891,2782,36806,2886,51017,5143,57743,7648,44918,9907,46023,8383,35254,1744,37215,3463,41813,8203,33543,2915,30781,14021,44440,3137,51731,1319,31603,1642,13327,596,18111,1342,29535,5047,20073,11037,32151,3286,10622,689,13727,1655,12140,696,22166,685,15953,783,25551,493,21577,3176,12361,7675,20580,7929,29509,5434,21852,543,22164,735,20537,2841,21686,1421,0400000US05,28457,691,32470,709,52098,954,56617,2954,57393,4735,53805,6711,55426,6075,54556,7829,61193,6385,43713,13650,40824,2441,36396,3150,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
105280,8203,49178,1750,48200,2817,81092,1232,101329,886,41666,1162,21262,256,26045,1494,51967,2259,27318,1414,83254,3057,17186,368,21300,375,17352,846,32017,274,36428,667,29549,853,30733,261,18250,1118,30923,319,39346,1446,29008,612,31134,391,33316,1876,20816,472,29906,311,51978,278,56981,744,61231,603,52065,606,66566,1405,71972,1624,69305,3364,56405,2553,39498,1302,41611,704,66816,3431,34319,1880,34227,2622,62048,544,76033,1080,38873,1638,15721,197,23646,538,40383,4605,25481,3403,66700,4786,13232,516,14636,556,14006,435,26828,298,19837,641,30778,249,15309,550,12188,417,26574,4104,41222,3218,19702,448,20471,473,24768,2144,15444,520,0400000US06,33410,334,38354,456,72904,1095,76974,782,81573,608,66504,1342,85929,966,88736,2996,87168,2330,64065,4370,51699,388,45388,2158,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
95173,21473,42000,2413,36208,2239,71259,6763,96192,19368,42639,2441,22514,843,26390,2320,50641,1713,36455,4921,63493,3238,18543,1330,21070,1514,20332,1328,36925,1146,41590,1241,31195,1010,36075,768,24899,4389,35309,1706,41099,1286,31528,793,36321,1142,34790,3400,20555,1526,29616,668,44194,1200,51012,814,51809,1388,50409,1099,55775,2889,65233,5413,54100,7319,43653,5343,32346,980,35587,2080,51646,3809,30944,1208,25900,4971,48769,2006,54142,2368,33584,3998,15464,498,24288,923,38562,5127,21524,4937,51086,6806,12191,470,12489,1337,13249,1412,26259,511,21134,880,28153,998,25945,3314,15617,2923,26800,14150,32327,8302,22656,1706,24359,2183,24651,4539,18633,2567,0400000US08,35405,268,41507,336,66479,1035,69325,2992,71853,2032,61753,2122,79394,2353,80585,2373,81794,2680,61163,5440,43735,3607,46412,4681,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
150087,40223,62045,6198,51442,1553,81893,5601,104856,13056,40060,7667,22747,1174,30950,1978,56351,6204,26960,7855,73425,5238,16592,1151,22298,1322,22503,4567,40903,969,47975,3833,33850,3127,41883,793,21415,6298,40564,927,48569,3080,35956,1087,41768,1341,35145,2975,25023,3459,33665,1080,53877,1649,64432,3323,67029,3085,61741,2618,62988,4317,66421,7524,62075,8964,56247,7267,41867,1040,39969,4343,61748,9263,41467,1120,35679,5933,57476,2783,65340,2421,41758,2218,17356,732,25526,1174,30849,13622,16620,10735,85559,4851,12270,911,16397,1083,15275,1464,30699,521,18845,1608,34899,1202,31164,11112,16269,1504,40551,11790,40056,6717,22932,1829,26578,1723,22144,4243,14114,1675,0400000US09,40940,323,50091,683,80912,896,95499,4610,100376,2223,85594,4556,79002,3136,81212,3733,79400,3521,71494,8205,60801,2881,46037,5079,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
86320,22665,47944,7110,42045,12440,71199,10137,97490,27240,50587,11252,18603,2862,30327,7581,40216,11211,21292,7559,57015,14538,15521,2282,15287,4792,13389,4679,35586,3469,40741,5945,31661,1786,38138,2210,29475,3885,36548,5180,39885,2339,33251,3943,37222,8594,35444,3546,21096,4763,30778,545,49344,2143,52544,3655,56275,3433,50114,6720,44800,8472,51250,12352,41526,16396,42397,6444,37697,4720,33941,6998,63498,11158,35787,5771,36583,7853,55002,4528,61453,3680,40562,6722,16616,1336,23419,3645,22389,13776,21208,12685,51059,14121,13360,1541,14171,4308,12677,4168,25935,1236,16516,1786,30371,1247,38807,15944,-666666666,-222222222,38835,19821,41410,50122,22314,2277,24472,2812,22420,10280,11731,13125,0400000US10,35594,798,41083,813,64262,3392,72275,5262,75623,4094,63160,7573,69622,4643,62135,7523,79246,7395,70489,3169,45606,5614,35654,8444,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
137898,19720,50175,2358,59954,8803,115932,67930,168819,83567,40700,3024,24884,2369,29421,9582,50211,16020,40922,11109,86596,28294,21540,2621,27015,6434,11911,5718,37081,5821,35299,11155,40078,6089,36139,5030,61026,662,25825,15333,41963,30602,24572,5545,20090,7997,33263,8127,12523,4745,49563,1778,67222,2986,72086,3466,73407,4180,71231,5723,70080,8530,71940,10695,70032,21288,66211,16080,61940,6779,52218,9987,105775,21754,42176,16557,60092,7336,60629,4248,61498,2653,55733,13765,19678,1641,22861,4867,29303,6206,27186,5397,62474,40729,13351,5404,18740,1820,17300,4408,37673,2422,23171,7957,40175,2241,50103,49450,-666666666,-222222222,32292,33483,52691,79616,35018,27252,21799,5415,41195,9823,36775,12567,0400000US11,52175,853,56619,1767,80682,2760,82790,3380,84315,4670,80484,6003,81642,6823,79205,4260,69250,15390,98538,7812,66267,10778,51250,6038,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
100914,5524,41631,643,33793,3833,69575,4249,91388,7264,36544,1647,20987,311,25482,1813,36811,1035,27507,2347,48597,2736,16263,538,21004,500,17238,1333,30836,394,33625,1758,26585,616,28029,747,18527,2156,26180,498,32302,937,26866,436,30207,751,30102,899,20401,713,26219,200,41121,240,45765,688,48113,1882,42047,645,48411,1940,50005,1909,47488,5371,45714,3233,35465,487,35262,1609,44738,2930,35281,860,26479,1938,47033,1082,56732,946,32225,761,16264,255,22183,499,32353,1425,21804,1648,41546,1317,13035,722,13847,577,15709,517,24450,422,18970,726,26625,312,16800,1156,14698,1548,20204,4674,31308,4705,20070,827,20596,607,21522,1109,14480,2611,0400000US12,29806,324,32010,204,58057,1395,61596,527,65405,1308,52136,1414,62393,1432,63398,3381,65574,2636,49005,4915,41909,582,32983,2495,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
