GEO_ID,C08501_001E,C08501_001M,C08501_002E,C08501_002M,C08501_003E,C08501_003M,C08501_004E,C08501_004M,C08501_005E,C08501_005M,C08501_006E,C08501_006M,C08501_007E,C08501_007M,C08501_008E,C08501_008M,C08501_009E,C08501_009M,C08501_010E,C08501_010M,C08501_011E,C08501_011M,C08501_012E,C08501_012M,C08501_013E,C08501_013M,C08501_014E,C08501_014M,C08501_015E,C08501_015M,C08501_016E,C08501_016M,C08501_017E,C08501_017M,C08501_018E,C08501_018M,C08501_019E,C08501_019M,C08501_020E,C08501_020M,C08501_021E,C08501_021M,C08501_022E,C08501_022M,C08501_023E,C08501_023M,C08501_024E,C08501_024M,C08501_025E,C08501_025M,C08501_026E,C08501_026M,C08501_027E,C08501_027M,C08501_028E,C08501_028M,C08501_029E,C08501_029M,C08501_030E,C08501_030M,C08501_031E,C08501_031M,C08501_032E,C08501_032M,C08501_033E,C08501_033M,C08501_034E,C08501_034M,C08501_035E,C08501_035M,C08501_036E,C08501_036M,C08501_037E,C08501_037M,C08501_038E,C08501_038M,C08501_039E,C08501_039M,C08501_040E,C08501_040M,C08501_041E,C08501_041M,C08501_042E,C08501_042M,NAME,C08501_001MA,C08501_001EA,C08501_002MA,C08501_002EA,C08501_003EA,C08501_003MA,C08501_004MA,C08501_004EA,C08501_005EA,C08501_005MA,C08501_006MA,C08501_006EA,C08501_007MA,C08501_007EA,C08501_008EA,C08501_008MA,C08501_009EA,C08501_009MA,C08501_010MA,C08501_010EA,C08501_011EA,C08501_011MA,C08501_012EA,C08501_012MA,C08501_013MA,C08501_013EA,C08501_014EA,C08501_014MA,C08501_015MA,C08501_015EA,C08501_016EA,C08501_016MA,C08501_017MA,C08501_017EA,C08501_018MA,C08501_018EA,C08501_019EA,C08501_019MA,C08501_020MA,C08501_020EA,C08501_021MA,C08501_021EA,C08501_022EA,C08501_022MA,C08501_023MA,C08501_023EA,C08501_024MA,C08501_024EA,C08501_025MA,C08501_025EA,C08501_026MA,C08501_026EA,C08501_027EA,C08501_027MA,C08501_028MA,C08501_028EA,C08501_029MA,C08501_029EA,C08501_030EA,C08501_030MA,C08501_031MA,C08501_031EA,C08501_032MA,C08501_032EA,C08501_033EA,C08501_033MA,C08501_034EA,C08501_034MA,C08501_035MA,C08501_035EA,C08501_036EA,C08501_036MA,C08501_037EA,C08501_037MA,C08501_038MA,C08501_038EA,C08501_039EA,C08501_039MA,C08501_040EA,C08501_040MA,C08501_041MA,C08501_041EA,C08501_042EA,C08501_042MA,state
0400000US01,1932727,18015,61026,3968,194722,6304,834767,10938,437540,6660,187120,6824,217552,8160,1666104,16636,49610,3212,163734,6174,723258,10590,380209,6568,163977,6309,185316,7071,166532,7567,7362,1893,19703,3048,76468,5555,35344,2938,12330,1597,15325,1904,9328,1493,424,268,1975,829,3490,1048,1657,580,761,402,1021,429,40708,3859,2893,754,6330,1237,14711,2229,8121,1721,3626,935,5027,1246,50055,3837,737,406,2980,1132,16840,2282,12209,1850,6426,1281,10863,1697,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,366809,5441,14228,1971,42468,2399,156697,3401,78185,2761,36299,2770,38932,2742,240883,6349,8311,1559,26056,2488,104065,4274,52319,2632,25779,2398,24353,2154,47159,3880,3316,1457,6636,1333,21708,2711,8592,1762,2932,948,3975,1132,6712,1189,250,178,780,435,2525,859,1683,568,553,492,921,406,56684,4082,2131,510,7521,1464,22399,2689,11986,1423,5841,1030,6806,1416,15371,2129,220,160,1475,916,6000,1186,3605,845,1194,434,2877,808,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2727448,17333,95861,4910,294017,5819,1214546,10708,582664,7719,243557,5850,296803,7105,2080926,16932,61950,3822,210308,6710,934450,11174,453739,8695,189437,5264,231042,5862,300368,12248,14923,1849,38327,4149,149426,7791,55197,4039,20492,2016,22003,2573,64758,5527,4900,1530,12514,2350,27335,3519,12068,1893,3539,888,4402,1020,131049,7063,12733,1965,25679,2876,50648,4231,20305,2528,10845,1746,10839,1796,150347,7170,1355,578,7189,1690,52687,4307,41355,3751,19244,1728,28517,2040,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1225755,12155,42299,3418,123274,4620,534318,8898,269750,6336,114391,4771,141723,5356,1023919,11729,32407,2778,97624,4465,445677,8529,228069,5494,101005,4510,119137,4274,124218,6827,5328,1239,15053,2304,61473,4384,24676,2407,6935,1182,10753,1898,5754,1314,332,283,982,556,2106,838,1496,683,379,227,459,282,37275,3119,3497,1027,7351,1497,13465,2218,6688,1216,2007,583,4267,1035,34589,3457,735,379,2264,813,11597,2027,8821,1562,4065,993,7107,1347,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16740038,39419,404708,10162,1697858,16261,7667019,23823,3700712,18011,1516042,14456,1753699,19126,12262665,43018,239809,8003,1175149,15974,5652167,24759,2769672,19900,1139534,13431,1286334,15214,1824947,24455,62822,4106,216431,7633,866547,14714,389810,10307,141029,6341,148308,6022,886923,17701,27629,2954,110771,5407,436976,13291,160231,6086,74476,4590,76840,4236,887670,18034,59758,4323,153662,8126,390574,12641,155289,5975,58454,3526,69933,4047,877833,17079,14690,2168,41845,3832,320755,11357,225710,8098,102549,5030,172284,7310,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2564044,16271,81924,3922,249176,6121,1165412,10593,546622,5980,240120,5542,280790,6569,1917766,18291,52354,3230,171529,6487,874854,11511,420466,6295,184892,5184,213671,6141,247383,8812,13042,1725,31787,3418,122797,6589,44302,2547,18063,2096,17392,2010,85858,4515,4019,945,14532,2120,39747,3154,14565,2127,6048,1221,6947,1177,135417,5899,9556,1463,24877,2452,58226,4690,21709,2462,9937,1516,11112,1458,177620,7065,2953,808,6451,1263,69788,4254,45580,3079,21180,1939,31668,2646,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1719042,11585,60745,3276,149419,4794,676736,7351,415224,6779,186823,5319,230095,6033,1362261,13434,39360,2580,103021,4715,539683,8077,339264,7034,154108,4946,186825,6338,146064,6905,8431,1435,16660,2188,64012,4361,29314,3084,13109,2015,14538,1807,61529,4431,3168,1075,10139,1950,25134,2857,12285,1927,4057,745,6746,1254,74059,4641,8338,1308,15439,1699,26939,3171,13001,1905,4911,1063,5431,1008,75129,4216,1448,552,4160,1080,20968,2349,21360,2206,10638,1685,16555,1961,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,424042,7520,13291,1516,41662,2855,178229,4719,96411,3571,40769,3012,53680,2533,344378,8116,8595,1420,29938,2816,144584,5258,80658,2986,35208,2813,45395,2358,38007,3569,2380,890,5364,1385,16648,2101,8674,1447,2211,750,2730,776,11755,1913,879,390,2684,869,5178,1287,1448,611,836,411,730,315,14056,1975,1115,446,2924,893,5807,1255,2085,646,847,337,1278,634,15846,1986,322,289,752,419,6012,1539,3546,786,1667,555,3547,753,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,799166,13648,8617,1379,50605,3577,396063,9420,178887,5617,72746,4053,92248,4231,333043,10568,1804,632,11437,1990,156758,7076,84437,4358,33875,2820,44732,2939,72349,4666,1075,629,3259,907,33427,2868,17770,1873,7836,1337,8982,1496,306122,8284,2644,865,24214,2327,158514,6213,63891,3772,26679,2114,30180,2663,73178,4633,2895,829,10448,1960,40617,3169,10250,1569,3465,905,5503,965,14474,2265,199,208,1247,725,6747,1381,2539,772,891,458,2851,807,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8313689,34529,212743,7389,786299,14587,3509504,22355,1958765,12343,818035,13251,1028343,16517,6628307,35438,145805,6627,594703,12263,2805280,23989,1591788,13027,669395,11869,821336,14626,783491,19087,34046,3103,91422,6059,359161,13373,167208,7641,60897,4086,70757,5174,174603,7504,7346,1464,26809,3161,73822,5303,35566,3687,15101,2147,15959,2413,303107,10722,16521,2254,50500,4553,124979,7429,54428,4340,25829,2588,30850,2743,424181,12099,9025,1851,22865,3142,146262,7244,109775,6120,46813,4562,89441,4659,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
