GEO_ID,C17026_001E,C17026_001M,C17026_002E,C17026_002M,C17026_003E,C17026_003M,C17026_004E,C17026_004M,C17026_005E,C17026_005M,C17026_006E,C17026_006M,C17026_007E,C17026_007M,C17026_008E,C17026_008M,NAME,C17026_001EA,C17026_001MA,C17026_002EA,C17026_002MA,C17026_003EA,C17026_003MA,C17026_004EA,C17026_004MA,C17026_005EA,C17026_005MA,C17026_006EA,C17026_006MA,C17026_007EA,C17026_007MA,C17026_008EA,C17026_008MA,state
0400000US01,1222568,14007,75998,3809,98595,4442,56868,4219,60895,4107,77678,4003,36101,2742,816433,12545,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,165431,3617,3734,716,6080,680,3982,836,5201,1322,6548,1252,3276,720,136610,3658,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1572310,12708,94880,5024,118632,4826,66259,4623,74723,4839,99524,5360,47479,3888,1070813,10863,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,751124,10710,42864,3635,65929,3960,38934,3425,42137,3105,53562,2774,25218,2584,482480,9157,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8645970,31516,424014,10721,668963,12204,392881,11387,393296,10230,521436,10676,222013,8037,6023367,32841,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1279941,10970,42246,3378,69348,4413,45077,3433,47064,3597,65212,3481,30602,2623,980392,9890,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,890293,9252,29120,2729,38505,3558,22111,2293,23856,2763,33168,3084,17944,2371,725589,9021,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,228364,4558,9643,1735,9692,1496,8761,1544,7806,1326,11441,1481,4605,1194,176416,4919,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,120467,4214,9607,1482,9294,1604,4955,1075,4696,1211,5805,1369,3068,852,83042,3733,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4626388,25285,234700,9221,338947,11127,196620,8313,221372,6401,309897,10315,136308,6559,3188544,24467,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2389803,16893,150974,6698,195678,7839,107530,6340,114209,6561,154641,5952,70734,4777,1596037,16455,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,311203,4720,9630,1700,12474,1640,10233,1857,8571,1626,16149,1839,6475,1300,247671,4199,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,410061,6537,16629,2176,25992,2609,18254,2011,22779,2641,28727,2593,14289,2033,283391,6626,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3128369,16865,142284,5188,194016,6801,109305,5162,120454,5493,160007,6034,71857,4371,2330446,17361,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1647941,12570,82861,4750,113134,5471,62139,4351,66189,4345,102950,4225,41569,3108,1179099,11669,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,793749,7802,25992,2558,38105,2635,22291,2284,27154,2245,42520,2706,20936,2463,616751,7281,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,735596,7493,28228,2677,42709,3340,23788,2238,28321,2310,42991,3139,19676,2160,549883,7348,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1139596,10907,64756,4065,100270,4864,50296,3812,55203,3699,67423,3515,30015,2590,771633,10274,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1129437,12269,74084,4204,99031,5200,53573,4030,54071,3585,71405,4060,29479,2736,747794,10518,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,338609,6098,11365,1946,21112,2217,13174,1759,13575,1806,20680,2120,10242,1498,248461,5449,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1443796,11656,45834,3482,56085,4069,35134,2874,37522,2949,59666,3814,31417,2938,1178138,11520,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1620802,11444,58404,3967,80194,4157,43495,3815,42834,3410,65850,3861,32870,2718,1297155,13390,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2484558,15688,132969,5438,172194,5922,85133,3494,94308,4438,146478,5495,69622,3798,1783854,14628,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1372189,10600,39972,2686,59275,3140,37125,2761,39589,2667,66866,4026,28804,2020,1100558,10167,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,745079,9844,60297,4629,81036,4493,40493,3449,40005,3170,54511,3823,21074,2525,447663,9073,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1523085,12213,71209,4095,104595,5948,57564,2668,66437,3929,94005,4432,45078,3623,1084197,11618,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,256091,4820,11365,1642,17519,2230,10026,1507,8932,1310,13991,1717,7058,1282,187200,3801,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,475000,5447,16064,1862,25529,2069,16817,1736,17495,1859,27934,2143,11428,1319,359733,4899,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,639825,9575,29437,2427,44567,3722,29800,3221,27282,2658,43354,3161,17492,1919,447893,8482,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,347272,6740,8188,1658,9533,1645,8592,1600,11537,1751,15434,2272,6849,1326,287139,6427,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2207108,15690,78958,5506,112618,5879,60582,4493,63580,4176,96383,4955,40879,3227,1754108,14601,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,482570,8454,35477,3325,43295,3478,26112,2521,21469,2221,33933,2534,12142,1591,310142,7338,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4584095,23648,224679,6454,331036,9270,168829,6905,183088,6889,231567,6825,103994,5124,3340902,21666,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2474802,16886,130584,5990,192810,6227,106603,5514,119370,6385,154227,6109,73839,4615,1697369,17215,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,180213,4276,4826,960,7751,1481,4831,1208,6292,1064,7411,1210,4454,885,144648,3893,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
