GEO_ID,B18108_001E,B18108_001M,B18108_002E,B18108_002M,B18108_003E,B18108_003M,B18108_004E,B18108_004M,B18108_005E,B18108_005M,B18108_006E,B18108_006M,B18108_007E,B18108_007M,B18108_008E,B18108_008M,B18108_009E,B18108_009M,B18108_010E,B18108_010M,B18108_011E,B18108_011M,B18108_012E,B18108_012M,B18108_013E,B18108_013M,B18108_014E,B18108_014M,B18108_015E,B18108_015M,B18108_016E,B18108_016M,B18108_017E,B18108_017M,B18108_018E,B18108_018M,B18108_019E,B18108_019M,B18108_020E,B18108_020M,B18108_021E,B18108_021M,B18108_022E,B18108_022M,B18108_023E,B18108_023M,B18108_024E,B18108_024M,B18108_025E,B18108_025M,NAME,B18108_001MA,B18108_001EA,B18108_002MA,B18108_002EA,B18108_003MA,B18108_003EA,B18108_004EA,B18108_004MA,B18108_005MA,B18108_005EA,B18108_006MA,B18108_006EA,B18108_007MA,B18108_007EA,B18108_008MA,B18108_008EA,B18108_009EA,B18108_009MA,B18108_010EA,B18108_010MA,B18108_011MA,B18108_011EA,B18108_012MA,B18108_012EA,B18108_013MA,B18108_013EA,B18108_014EA,B18108_014MA,B18108_015EA,B18108_015MA,B18108_016MA,B18108_016EA,B18108_017EA,B18108_017MA,B18108_018MA,B18108_018EA,B18108_019MA,B18108_019EA,B18108_020EA,B18108_020MA,B18108_021MA,B18108_021EA,B18108_022EA,B18108_022MA,B18108_023MA,B18108_023EA,B18108_024MA,B18108_024EA,B18108_025EA,B18108_025MA,state
0400000US01,4755381,1814,292354,2912,1579,676,62,88,290713,2863,815490,3489,34974,2989,11508,2024,769008,4764,1083752,5679,48019,4303,29387,2948,1006346,7618,1861714,5869,173365,5424,168511,6988,1519838,9728,414569,2934,70939,4024,58955,3658,284675,5132,287502,2466,58597,3172,101933,4004,126972,3665,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,712248,1963,54705,1049,395,364,273,231,54037,1143,133180,1225,5216,1251,1101,456,126863,1669,181673,2823,5734,1420,3875,1375,172064,3548,278103,2043,20871,2046,16154,2136,241078,3318,42957,1169,7532,1192,5273,850,30152,1587,21630,955,4778,841,8053,1215,8799,1146,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6521226,1734,430081,887,2513,861,589,421,426979,1309,1183424,1284,35594,2966,14426,2075,1133404,3420,1496622,3908,49943,4678,38949,3628,1407730,7011,2404278,3632,169761,6761,142034,7250,2092483,10597,585180,1982,84906,4146,61226,3827,439048,6058,421641,1773,81105,3489,120682,5023,219854,5188,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2907014,1233,190181,2385,910,456,834,735,188437,2527,518944,2752,31679,3319,7933,1256,479332,4081,654148,4677,31759,2794,22509,3007,599880,6078,1105752,4798,106244,4220,108504,5423,891004,7090,256959,2049,45286,2938,38746,3051,172927,3848,181030,1831,36179,2539,65419,3387,79432,3288,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37831553,5167,2500486,3029,12341,1795,4125,1168,2484020,3756,6657469,3585,203703,7922,78831,5347,6374935,10531,9373754,7085,256912,10339,177921,6721,8938921,16116,14602764,6942,827013,15243,724930,15279,13050821,22979,2667680,3804,346901,7815,315992,8920,2004787,10573,2029400,3347,369137,9057,702076,11568,958187,12416,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5173272,2685,333573,2520,1616,569,617,560,331340,2530,905618,3510,28701,2567,9747,1704,867170,4937,1244307,4935,44969,3806,25781,2474,1173557,5999,2060633,4704,131872,5980,100999,5082,1827762,8979,378571,2375,55408,3161,35397,2547,287766,4025,250570,2318,51041,3023,74089,4011,125440,4236,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541409,1156,190738,870,1511,736,126,152,189101,1117,593421,1230,19931,2765,7806,1307,565684,2738,767690,2399,24150,2753,14515,1807,729025,4189,1468005,2660,79983,4813,62772,4513,1325250,8504,288151,1291,32301,2278,22756,2202,233094,3422,233404,1630,45574,2501,66819,3089,121011,3502,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,911502,1114,56235,423,553,346,0,189,55682,517,147104,357,5634,1254,3152,963,138318,1531,205526,1535,8748,1548,5271,1369,191507,2577,359612,1500,21760,2081,23714,2501,314138,3227,85313,814,10866,1426,7678,1129,66769,2012,57712,722,9792,1161,17528,1307,30392,1644,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,635833,581,41061,270,0,203,0,203,41061,270,70226,150,3531,892,1601,680,65094,1207,222543,593,6276,1288,2794,902,213473,1769,230610,726,15456,2064,15299,1989,199855,3132,40472,655,5124,1027,4805,978,30543,1351,30921,715,4603,964,9341,1292,16977,1280,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19245127,3839,1074049,3217,6997,2042,2563,1175,1064489,3750,2945786,3352,118250,7256,39700,3563,2787836,8629,4112499,6704,130773,7823,97016,6698,3884710,11072,7534396,7799,517870,11290,450816,12938,6565710,18391,1970581,4288,266182,8484,185348,6466,1519051,11365,1607816,4589,310640,7833,457755,9845,839421,9911,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
