GEO_ID,C08513_001E,C08513_001M,C08513_002E,C08513_002M,C08513_003E,C08513_003M,C08513_004E,C08513_004M,C08513_005E,C08513_005M,C08513_006E,C08513_006M,C08513_007E,C08513_007M,C08513_008E,C08513_008M,C08513_009E,C08513_009M,C08513_010E,C08513_010M,C08513_011E,C08513_011M,C08513_012E,C08513_012M,C08513_013E,C08513_013M,C08513_014E,C08513_014M,C08513_015E,C08513_015M,C08513_016E,C08513_016M,C08513_017E,C08513_017M,C08513_018E,C08513_018M,C08513_019E,C08513_019M,C08513_020E,C08513_020M,C08513_021E,C08513_021M,C08513_022E,C08513_022M,C08513_023E,C08513_023M,C08513_024E,C08513_024M,C08513_025E,C08513_025M,C08513_026E,C08513_026M,C08513_027E,C08513_027M,C08513_028E,C08513_028M,C08513_029E,C08513_029M,C08513_030E,C08513_030M,NAME,C08513_001MA,C08513_001EA,C08513_002MA,C08513_002EA,C08513_003EA,C08513_003MA,C08513_004MA,C08513_004EA,C08513_005EA,C08513_005MA,C08513_006EA,C08513_006MA,C08513_007MA,C08513_007EA,C08513_008EA,C08513_008MA,C08513_009EA,C08513_009MA,C08513_010MA,C08513_010EA,C08513_011EA,C08513_011MA,C08513_012EA,C08513_012MA,C08513_013MA,C08513_013EA,C08513_014MA,C08513_014EA,C08513_015EA,C08513_015MA,C08513_016MA,C08513_016EA,C08513_017MA,C08513_017EA,C08513_018EA,C08513_018MA,C08513_019MA,C08513_019EA,C08513_020MA,C08513_020EA,C08513_021EA,C08513_021MA,C08513_022EA,C08513_022MA,C08513_023EA,C08513_023MA,C08513_024EA,C08513_024MA,C08513_025EA,C08513_025MA,C08513_026EA,C08513_026MA,C08513_027MA,C08513_027EA,C08513_028MA,C08513_028EA,C08513_029EA,C08513_029MA,C08513_030MA,C08513_030EA,state
0400000US01,1932727,18015,1825840,17240,106887,4992,54619,4592,52268,4929,1666104,16636,1584732,15938,81372,4832,44932,4140,36440,3986,166532,7567,149540,7361,16992,2835,6208,1536,10784,2533,9328,1493,8792,1457,536,307,217,168,319,273,40708,3859,35299,3243,5409,1810,1531,616,3878,1861,50055,3837,47477,3561,2578,1266,1731,1029,847,544,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,366809,5441,312216,5501,54593,3515,36015,3045,18578,2015,240883,6349,212687,6007,28196,2751,19180,2428,9016,1333,47159,3880,39486,3745,7673,1708,4972,1325,2701,903,6712,1189,5674,1093,1038,522,740,426,298,276,56684,4082,42073,3743,14611,1380,9244,1166,5367,1014,15371,2129,12296,1880,3075,1183,1879,645,1196,928,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2727448,17333,1995555,17557,731893,13432,465665,11602,266228,9558,2080926,16932,1547032,15689,533894,11738,350396,10212,183498,6696,300368,12248,192148,8324,108220,7287,58889,5000,49331,4569,64758,5527,44079,4452,20679,2957,12508,2413,8171,1756,131049,7063,89536,5949,41513,3462,25075,2429,16438,2866,150347,7170,122760,6648,27587,3034,18797,2585,8790,1694,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1225755,12155,1132855,12358,92900,5375,47039,3818,45861,4153,1023919,11729,956142,11517,67777,4600,35636,3162,32141,3984,124218,6827,106366,6160,17852,2893,7867,1699,9985,1897,5754,1314,5132,1157,622,467,313,267,309,382,37275,3119,33067,2899,4208,1248,1828,740,2380,962,34589,3457,32148,3217,2441,966,1395,584,1046,729,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16740038,39419,9287859,37522,7452179,38182,4162508,30967,3289671,31446,12262665,43018,7012643,32658,5250022,35413,3127617,28763,2122405,24850,1824947,24455,769348,16049,1055599,19206,473054,11034,582545,14890,886923,17701,409234,11823,477689,13880,210331,9212,267358,10617,887670,18034,497737,11817,389933,12202,189944,7979,199989,8224,877833,17079,598897,11780,278936,10431,161562,8098,117374,5786,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2564044,16271,2158283,16779,405761,10211,245599,8399,160162,7183,1917766,18291,1631443,18080,286323,9325,180583,7664,105740,6010,247383,8812,180746,7442,66637,4559,33465,3161,33172,3703,85858,4515,67836,3993,18022,2491,9690,1836,8332,1625,135417,5899,117173,5585,18244,2533,10113,1862,8131,1588,177620,7065,161085,6631,16535,2004,11748,1685,4787,1173,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1719042,11585,1344632,12965,374410,8473,221550,8086,152860,6869,1362261,13434,1098812,13986,263449,7963,168610,7314,94839,5271,146064,6905,92425,5362,53639,4462,22581,2692,31058,3895,61529,4431,37685,3747,23844,3008,11141,2266,12703,2354,74059,4641,50573,3617,23486,3198,12377,1972,11109,2119,75129,4216,65137,3791,9992,1724,6841,1357,3151,935,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,424042,7520,369451,7000,54591,4402,34966,3237,19625,2927,344378,8116,304803,7561,39575,3866,26954,2777,12621,2409,38007,3569,29341,2968,8666,1850,4089,1282,4577,1365,11755,1913,9590,1766,2165,817,1186,517,979,603,14056,1975,11508,1861,2548,995,1290,638,1258,770,15846,1986,14209,1923,1637,705,1447,667,190,212,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,799166,13648,610959,11684,188207,8709,128693,6770,59514,4398,333043,10568,254931,8466,78112,5818,54137,4506,23975,2768,72349,4666,50757,3690,21592,2580,12542,1921,9050,1812,306122,8284,236777,7178,69345,4981,47344,3801,22001,2997,73178,4633,57094,3910,16084,2345,12693,2222,3391,884,14474,2265,11400,2007,3074,1045,1977,803,1097,627,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8313689,34529,5839442,32345,2474247,24389,1459007,22953,1015240,21004,6628307,35438,4758238,32481,1870069,22082,1165399,19229,704670,16123,783491,19087,467152,15051,316339,12761,147293,8021,169046,10711,174603,7504,88548,5099,86055,6456,31366,3272,54689,5446,303107,10722,202409,8469,100698,7215,46224,3662,54474,6429,424181,12099,323095,11069,101086,7385,68725,5733,32361,3836,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4286025,25812,3666494,25321,619531,13652,331654,11855,287877,10819,3418991,24013,3004833,22737,414158,12228,244623,10760,169535,8177,436504,14774,314304,11905,122200,8406,44624,4068,77576,6405,88821,6025,65638,5004,23183,3471,10455,2660,12728,2282,133264,8300,98300,6065,34964,5270,12457,2351,22507,4041,208445,8238,183419,7487,25026,3130,19495,2657,5531,1522,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,673305,7037,503649,8908,169656,8001,83918,5616,85738,5877,455034,8127,358817,8849,96217,5597,54462,4176,41755,3581,90318,5317,61514,4062,28804,3200,13349,2019,15455,2418,41119,3576,21242,2178,19877,2678,5710,1431,14167,2101,57215,4508,38787,3708,18428,2208,7342,1197,11086,2010,29619,3070,23289,2854,6330,1360,3055,892,3275,1075,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,673949,9425,596696,9918,77253,4132,47153,3636,30100,3080,531908,9894,473200,9973,58708,4165,37362,3105,21346,2724,63044,4879,52163,4346,10881,2200,5324,1359,5557,1550,4529,1104,4093,1067,436,262,80,120,356,270,36090,3086,31988,2949,4102,1192,2310,991,1792,708,38378,3045,35252,3109,3126,888,2077,781,1049,528,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5960853,22997,4576857,25198,1383996,16399,800806,16089,583190,13156,4384980,27860,3448661,26813,936319,14600,561635,13247,374684,11052,493886,11657,309016,8630,184870,7669,82506,4892,102364,6052,547271,13985,404607,12236,142664,7265,85784,5191,56880,4910,283768,10206,207653,8663,76115,5062,42751,3397,33364,3246,250948,8615,206920,7656,44028,4589,28130,3182,15898,2644,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2913661,17619,2680035,17321,233626,9134,139823,7318,93803,6189,2418842,18155,2258752,17678,160090,8154,99717,6324,60373,4492,260079,8370,215705,7187,44374,4230,21112,2952,23262,3332,29600,2776,24429,2664,5171,1189,3069,849,2102,645,106504,6044,90198,5407,16306,2290,10432,1736,5874,1354,98636,5088,90951,4564,7685,1645,5493,1433,2192,737,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1549841,9644,1439772,10185,110069,5572,59960,3902,50109,4071,1251692,11586,1175411,11548,76281,4479,43576,3212,32705,3418,134958,5054,114864,4833,20094,2747,8475,1568,11619,1973,17172,2248,14064,2139,3108,855,1170,511,1938,788,81618,3949,73328,3861,8290,1200,4795,946,3495,739,64401,3558,62105,3446,2296,780,1944,736,352,328,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1404005,10889,1263065,10931,140940,5745,81714,4788,59226,3672,1156572,11285,1050852,10848,105720,5091,64336,3951,41384,3062,130342,5373,105785,5050,24557,2407,11541,1823,13016,1906,6744,1264,5634,1093,1110,707,385,293,725,595,54941,3214,47860,3008,7081,1379,3744,1042,3337,1180,55406,3290,52934,3298,2472,716,1708,626,764,354,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1893943,15108,1787116,14564,106827,5446,60673,3727,46154,4637,1573114,16406,1498373,15766,74741,4609,46560,3728,28181,3126,179046,6707,158623,6755,20423,2989,7206,1191,13217,2761,18267,2316,16434,2186,1833,723,910,497,923,510,63755,4507,57642,4036,6113,1285,3982,918,2131,847,59761,4269,56044,3780,3717,1584,2015,806,1702,1276,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1994143,15690,1817601,16429,176542,7263,109900,6057,66642,5134,1644426,14104,1519676,14396,124750,6546,85899,5709,38851,3947,194837,9158,163281,7508,31556,4354,13558,2450,17998,3410,26900,3207,23922,2742,2978,1422,1039,384,1939,1433,80607,4655,67102,4123,13505,2218,6544,1574,6961,1631,47373,4325,43620,4230,3753,1095,2860,979,893,493,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,612969,7120,578830,7222,34139,2516,27235,2545,6904,1349,474333,7462,449586,7258,24747,2395,19698,2217,5049,1315,64912,4152,61674,4119,3238,877,2221,704,1017,596,3782,945,3574,938,208,204,144,169,64,106,33998,2868,30648,2629,3350,932,2746,830,604,375,35944,3056,33348,2743,2596,916,2426,937,170,149,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
