GEO_ID,C17016_001E,C17016_001M,C17016_002E,C17016_002M,C17016_003E,C17016_003M,C17016_004E,C17016_004M,C17016_005E,C17016_005M,C17016_006E,C17016_006M,C17016_007E,C17016_007M,C17016_008E,C17016_008M,C17016_009E,C17016_009M,NAME,C17016_001MA,C17016_001EA,C17016_002MA,C17016_002EA,C17016_003EA,C17016_003MA,C17016_004MA,C17016_004EA,C17016_005EA,C17016_005MA,C17016_006EA,C17016_006MA,C17016_007MA,C17016_007EA,C17016_008EA,C17016_008MA,C17016_009EA,C17016_009MA,state
0400000US01,1222568,14007,174593,5454,32637,3341,53953,3692,88003,3630,1047975,12811,564421,10933,161837,5713,321717,7285,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,165431,3617,9814,1095,800,301,5083,861,3931,645,155617,3391,87267,3928,39296,2359,29054,2098,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1572310,12708,213512,6823,39663,3354,64806,4040,109043,6070,1358798,12983,703290,11711,248785,7926,406723,8615,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,751124,10710,108793,4870,18589,2311,35594,2872,54610,4139,642331,9468,344739,8607,100435,3953,197157,5496,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8645970,31516,1092977,14174,197917,6708,377249,9619,517811,10768,7552993,30734,4083616,31043,1591124,18551,1878253,19802,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1279941,10970,111594,5324,19988,2278,47390,3433,44216,3253,1168347,10778,656134,9352,251927,6708,260286,6535,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,890293,9252,67625,4089,7323,1437,27081,2928,33221,2794,822668,9009,463103,9266,174002,6911,185563,5226,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,228364,4558,19335,2274,2599,846,7612,1615,9124,1403,209029,4873,113772,4353,38762,2414,56495,2768,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,120467,4214,18901,2027,1530,875,4751,1162,12620,1700,101566,3750,61123,3319,18666,2388,21777,1840,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4626388,25285,573647,14621,104320,5754,178290,8784,291037,10015,4052741,29605,2045070,24512,714294,12241,1293377,17710,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
