GEO_ID,B21001H_001E,B21001H_001M,B21001H_002E,B21001H_002M,B21001H_003E,B21001H_003M,B21001H_004E,B21001H_004M,B21001H_005E,B21001H_005M,B21001H_006E,B21001H_006M,B21001H_007E,B21001H_007M,B21001H_008E,B21001H_008M,B21001H_009E,B21001H_009M,B21001H_010E,B21001H_010M,B21001H_011E,B21001H_011M,B21001H_012E,B21001H_012M,B21001H_013E,B21001H_013M,B21001H_014E,B21001H_014M,B21001H_015E,B21001H_015M,B21001H_016E,B21001H_016M,B21001H_017E,B21001H_017M,B21001H_018E,B21001H_018M,B21001H_019E,B21001H_019M,B21001H_020E,B21001H_020M,B21001H_021E,B21001H_021M,B21001H_022E,B21001H_022M,B21001H_023E,B21001H_023M,B21001H_024E,B21001H_024M,B21001H_025E,B21001H_025M,B21001H_026E,B21001H_026M,B21001H_027E,B21001H_027M,B21001H_028E,B21001H_028M,B21001H_029E,B21001H_029M,B21001H_030E,B21001H_030M,B21001H_031E,B21001H_031M,B21001H_032E,B21001H_032M,B21001H_033E,B21001H_033M,NAME,B21001H_001EA,B21001H_001MA,B21001H_002EA,B21001H_002MA,B21001H_003MA,B21001H_003EA,B21001H_004MA,B21001H_004EA,B21001H_005EA,B21001H_005MA,B21001H_006EA,B21001H_006MA,B21001H_007EA,B21001H_007MA,B21001H_008EA,B21001H_008MA,B21001H_009MA,B21001H_009EA,B21001H_010MA,B21001H_010EA,B21001H_011MA,B21001H_011EA,B21001H_012MA,B21001H_012EA,B21001H_013EA,B21001H_013MA,B21001H_014MA,B21001H_014EA,B21001H_015MA,B21001H_015EA,B21001H_016EA,B21001H_016MA,B21001H_017MA,B21001H_017EA,B21001H_018EA,B21001H_018MA,B21001H_019MA,B21001H_019EA,B21001H_020EA,B21001H_020MA,B21001H_021EA,B21001H_021MA,B21001H_022MA,B21001H_022EA,B21001H_023EA,B21001H_023MA,B21001H_024EA,B21001H_024MA,B21001H_025EA,B21001H_025MA,B21001H_026EA,B21001H_026MA,B21001H_027EA,B21001H_027MA,B21001H_028EA,B21001H_028MA,B21001H_029EA,B21001H_029MA,B21001H_030MA,B21001H_030EA,B21001H_031EA,B21001H_031MA,B21001H_032MA,B21001H_032EA,B21001H_033EA,B21001H_033MA,state
0400000US01,2544511,2434,1225975,1781,332888,1740,15786,2334,317102,2679,423885,1600,59792,4058,364093,4487,217494,227,51128,3295,166366,3275,154008,368,65310,2745,88698,2759,97700,381,61809,2029,35891,2034,1318536,1192,332829,1480,3207,1094,329622,1854,432906,1197,7972,1866,424934,2076,230577,272,4430,1036,226147,1088,175174,450,1890,575,173284,781,147050,430,1730,538,145320,747,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,352550,1343,185520,1293,57304,1121,5876,1237,51428,1628,66185,544,13849,1618,52336,1699,36947,165,10633,1436,26314,1422,17701,598,9248,1072,8453,1056,7383,586,5253,758,2130,589,167030,508,50792,472,1237,495,49555,657,60363,217,2478,659,57885,663,31926,97,1059,436,30867,443,15287,108,253,215,15034,250,8662,72,241,183,8421,195,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3080673,2337,1506646,1836,373101,1425,21952,2603,351149,2900,478390,1066,69655,3840,408735,3927,268003,253,67989,3514,200014,3491,226447,494,104570,3112,121877,3126,160705,419,105313,2644,55392,2686,1574027,959,357975,793,3308,1039,354667,1338,475083,517,11501,1845,463582,1847,294676,396,6109,1400,288567,1405,248301,390,3362,855,244939,915,197992,485,4371,1090,193621,1173,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1719544,1237,832854,961,230507,1175,10957,1641,219550,1915,282162,1183,37126,3100,245036,3303,142993,52,34373,2499,108620,2508,106969,362,45225,2139,61744,2104,70223,384,42805,1637,27418,1719,886690,691,227440,1125,1764,519,225676,1168,285072,958,5187,1031,279885,1480,153279,10,4273,1183,149006,1184,120201,87,1208,467,118993,477,100698,108,1112,548,99586,573,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12382747,6709,6110169,5259,1589883,4090,60750,4261,1529133,5536,2074605,3186,186832,7414,1887773,8323,1148747,793,200049,5881,948698,5886,756286,466,317302,5026,438984,4974,540648,638,330524,5339,210124,5398,6272578,3323,1505535,2728,12075,1856,1493460,3173,2001025,2113,24205,2701,1976820,3549,1173643,656,16427,1983,1157216,2010,824866,491,9456,1411,815410,1520,767509,359,16277,1507,751232,1590,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2913795,3656,1436201,3044,419203,2671,21922,2637,397281,3748,508963,1931,64678,3830,444285,4330,261352,248,58109,3264,203243,3278,155412,527,74559,2414,80853,2456,91271,397,59547,1883,31724,1921,1477594,1434,402667,1185,4638,1074,398029,1583,506827,1039,13087,1811,493740,1973,270999,474,5823,1174,265176,1257,166203,779,2342,707,163861,1061,130898,780,3119,752,127779,1063,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2030161,1925,973504,1447,237458,1239,5618,1048,231840,1655,344104,688,27954,2426,316150,2536,189379,188,26579,2019,162800,2004,116433,76,44609,1970,71824,1984,86130,106,54119,2155,32011,2139,1056657,897,232631,542,892,437,231739,669,358021,608,2885,826,355136,937,198353,324,1014,433,197339,572,131003,201,833,364,130170,364,136649,103,1549,500,135100,483,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,485937,1322,231750,1110,59632,1053,2913,1154,56719,1482,75409,427,7476,1140,67933,1178,42908,189,9572,1483,33336,1483,32432,189,15173,1274,17259,1274,21369,64,13918,949,7451,953,254187,415,61321,332,220,185,61101,398,78996,207,1130,509,77866,556,47409,123,1031,477,46378,488,36613,62,290,179,36323,188,29848,189,240,139,29608,139,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,205641,716,101333,669,47864,611,1334,574,46530,717,32114,212,2386,745,29728,757,10344,149,716,359,9628,390,6879,203,2146,513,4733,513,4132,161,2328,443,1804,427,104308,258,55498,187,200,173,55298,241,26201,202,462,216,25739,237,9943,203,118,141,9825,141,7356,203,0,203,7356,203,5310,203,226,287,5084,287,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9185384,5094,4448664,3810,1005820,2892,49471,4277,956349,4754,1371750,2542,184375,6696,1187375,6848,801789,1103,191115,6765,610674,6816,705352,646,314855,6877,390497,6926,563953,549,362518,5338,201435,5404,4736720,2589,981189,1771,8636,1824,972553,2356,1378946,1693,27909,3131,1351037,3549,873302,804,17730,2423,855572,2488,778850,353,8466,1477,770384,1526,724433,483,11949,1634,712484,1680,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
