GEO_ID,B25092_001E,B25092_001M,B25092_002E,B25092_002M,B25092_003E,B25092_003M,NAME,B25092_001EA,B25092_001MA,B25092_002MA,B25092_002EA,B25092_003EA,B25092_003MA,state
0400000US01,16.9,0.2,20.7,0.3,10.6,0.3,Alabama,null,null,null,null,null,null,01
0400000US02,18.3,0.5,22.1,0.7,10.3,0.7,Alaska,null,null,null,null,null,null,02
0400000US04,18.7,0.2,22.6,0.3,10.5,0.3,Arizona,null,null,null,null,null,null,04
0400000US05,15.6,0.3,19.9,0.4,10.0,-333333333.0,Arkansas,null,null,null,null,10.0-,***,05
0400000US06,23.0,0.1,26.8,0.2,11.1,0.2,California,null,null,null,null,null,null,06
0400000US08,19.3,0.2,22.4,0.2,10.0,-333333333.0,Colorado,null,null,null,null,10.0-,***,08
0400000US09,22.4,0.3,24.3,0.3,16.3,0.5,Connecticut,null,null,null,null,null,null,09
0400000US10,19.1,0.5,22.4,0.5,11.1,0.6,Delaware,null,null,null,null,null,null,10
0400000US11,19.8,0.7,22.1,0.7,11.4,1.2,District of Columbia,null,null,null,null,null,null,11
0400000US12,20.1,0.2,25.0,0.3,12.6,0.1,Florida,null,null,null,null,null,null,12
0400000US13,18.8,0.2,22.2,0.2,10.8,0.2,Georgia,null,null,null,null,null,null,13
0400000US15,22.3,0.6,27.6,0.6,10.0,-333333333.0,Hawaii,null,null,null,null,10.0-,***,15
0400000US16,18.6,0.4,22.6,0.5,10.0,-333333333.0,Idaho,null,null,null,null,10.0-,***,16
0400000US17,19.9,0.2,23.1,0.2,13.0,0.2,Illinois,null,null,null,null,null,null,17
0400000US18,17.1,0.2,19.6,0.2,10.6,0.2,Indiana,null,null,null,null,null,null,18
0400000US19,16.6,0.2,19.2,0.2,10.9,0.3,Iowa,null,null,null,null,null,null,19
0400000US20,17.2,0.2,20.1,0.3,11.5,0.3,Kansas,null,null,null,null,null,null,20
0400000US21,16.6,0.2,20.2,0.3,10.1,0.3,Kentucky,null,null,null,null,null,null,21
0400000US22,15.5,0.3,20.3,0.4,10.0,-333333333.0,Louisiana,null,null,null,null,10.0-,***,22
0400000US23,19.7,0.3,22.9,0.4,13.7,0.4,Maine,null,null,null,null,null,null,23
0400000US24,20.6,0.3,23.2,0.2,11.2,0.3,Maryland,null,null,null,null,null,null,24
0400000US25,21.5,0.2,23.8,0.2,14.3,0.3,Massachusetts,null,null,null,null,null,null,25
0400000US26,18.4,0.1,21.3,0.2,12.8,0.2,Michigan,null,null,null,null,null,null,26
0400000US27,18.6,0.2,21.5,0.2,11.1,0.2,Minnesota,null,null,null,null,null,null,27
0400000US28,16.9,0.4,21.8,0.5,11.4,0.4,Mississippi,null,null,null,null,null,null,28
0400000US29,17.7,0.2,20.8,0.2,11.5,0.2,Missouri,null,null,null,null,null,null,29
0400000US30,17.8,0.5,22.4,0.6,10.7,0.5,Montana,null,null,null,null,null,null,30
0400000US31,17.4,0.3,20.3,0.3,11.7,0.3,Nebraska,null,null,null,null,null,null,31
0400000US32,20.1,0.4,24.0,0.4,10.0,-333333333.0,Nevada,null,null,null,null,10.0-,***,32
0400000US33,22.4,0.4,24.2,0.4,16.4,0.7,New Hampshire,null,null,null,null,null,null,33
0400000US34,24.1,0.3,26.4,0.3,17.6,0.3,New Jersey,null,null,null,null,null,null,34
0400000US35,17.1,0.3,22.5,0.4,10.0,-333333333.0,New Mexico,null,null,null,null,10.0-,***,35
0400000US36,21.2,0.2,24.6,0.2,14.5,0.2,New York,null,null,null,null,null,null,36
0400000US37,18.3,0.2,21.6,0.2,11.3,0.2,North Carolina,null,null,null,null,null,null,37
0400000US38,14.5,0.5,18.5,0.4,10.0,-333333333.0,North Dakota,null,null,null,null,10.0-,***,38
0400000US39,18.1,0.2,21.0,0.2,11.9,0.2,Ohio,null,null,null,null,null,null,39
0400000US40,16.2,0.2,20.1,0.3,10.4,0.2,Oklahoma,null,null,null,null,null,null,40
0400000US41,21.0,0.3,24.2,0.3,12.4,0.3,Oregon,null,null,null,null,null,null,41
0400000US42,18.8,0.1,21.9,0.2,13.1,0.2,Pennsylvania,null,null,null,null,null,null,42
0400000US44,21.7,0.5,24.5,0.6,14.8,0.7,Rhode Island,null,null,null,null,null,null,44
0400000US45,17.7,0.2,21.7,0.3,10.8,0.3,South Carolina,null,null,null,null,null,null,45
0400000US46,16.7,0.4,20.5,0.6,10.7,0.5,South Dakota,null,null,null,null,null,null,46
0400000US47,17.7,0.2,21.8,0.3,10.4,0.3,Tennessee,null,null,null,null,null,null,47
0400000US48,17.5,0.1,21.3,0.1,11.2,0.2,Texas,null,null,null,null,null,null,48
0400000US49,19.0,0.3,22.6,0.3,10.0,-333333333.0,Utah,null,null,null,null,10.0-,***,49
0400000US50,21.9,0.5,24.3,0.5,16.9,0.7,Vermont,null,null,null,null,null,null,50
0400000US51,19.2,0.2,22.5,0.2,10.3,0.2,Virginia,null,null,null,null,null,null,51
0400000US53,20.6,0.2,24.0,0.3,11.6,0.2,Washington,null,null,null,null,null,null,53
0400000US54,14.3,0.3,19.5,0.4,10.0,-333333333.0,West Virginia,null,null,null,null,10.0-,***,54
0400000US55,19.5,0.2,22.4,0.2,13.4,0.2,Wisconsin,null,null,null,null,null,null,55
0400000US56,16.5,0.6,20.9,0.7,10.0,-333333333.0,Wyoming,null,null,null,null,10.0-,***,56
0400000US72,17.9,0.3,29.0,0.5,10.6,0.3,Puerto Rico,null,null,null,null,null,null,72
