GEO_ID,B19121_001E,B19121_001M,B19121_002E,B19121_002M,B19121_003E,B19121_003M,B19121_004E,B19121_004M,B19121_005E,B19121_005M,NAME,B19121_001EA,B19121_001MA,B19121_002EA,B19121_002MA,B19121_003MA,B19121_003EA,B19121_004MA,B19121_004EA,B19121_005MA,B19121_005EA,state
0400000US01,54045,804,27843,1045,41370,815,76215,1630,94726,2683,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,85385,2410,45401,7946,60079,3964,98426,4814,120471,6209,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,57163,675,35536,1218,43749,1068,79699,1185,94662,3005,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,50415,861,27128,1034,38530,1288,70911,1784,88509,3838,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,68222,447,29730,539,49185,577,91178,540,100641,1036,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,72043,784,40450,1366,51552,806,89259,1408,105267,3332,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,85563,1274,36736,1584,59582,1646,107507,2163,127947,2573,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,69394,2140,42646,2761,51686,1717,90217,3719,111098,5536,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,72337,5358,12614,2768,48638,4457,137854,8445,130483,12493,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,55774,420,34852,687,42036,355,75498,740,91266,1384,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,57458,731,27310,1115,40985,634,79730,1295,92453,2041,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,80316,1782,39189,3224,61107,2495,89687,3189,126908,6995,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,56176,1325,36007,2244,42918,1917,67129,2340,82930,3017,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,69557,653,33054,738,47469,771,89732,892,108258,1511,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,59428,639,30955,938,42716,874,76723,892,96135,1393,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,66684,794,37682,1615,43792,1167,81287,885,98056,1853,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,64969,928,34124,1270,45246,1250,79897,1246,100910,2767,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,54690,935,26087,949,41330,670,76395,1287,94758,2491,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,55871,1016,22683,983,41016,713,82580,1543,103437,4549,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,60141,1489,29894,1544,41908,1623,77845,1804,97220,3416,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US24,87204,931,38180,1521,59475,1687,108499,1479,129237,2591,Maryland,null,null,null,null,null,null,null,null,null,null,24
0400000US25,83813,1278,31252,1120,55356,1436,106785,1503,126908,2180,Massachusetts,null,null,null,null,null,null,null,null,null,null,25
0400000US26,60846,409,34960,636,44504,786,81046,720,100204,1543,Michigan,null,null,null,null,null,null,null,null,null,null,26
0400000US27,75112,657,39513,1132,50121,1009,90062,950,108108,1715,Minnesota,null,null,null,null,null,null,null,null,null,null,27
0400000US28,47615,970,21916,1015,35213,1108,70380,1301,91026,4677,Mississippi,null,null,null,null,null,null,null,null,null,null,28
0400000US29,58754,546,31656,770,41700,571,77040,1092,96405,2518,Missouri,null,null,null,null,null,null,null,null,null,null,29
0400000US30,60122,1171,35945,2210,44074,2530,73565,1793,91222,7307,Montana,null,null,null,null,null,null,null,null,null,null,30
0400000US31,64763,880,35541,2170,42446,1197,78309,1562,94393,3370,Nebraska,null,null,null,null,null,null,null,null,null,null,31
0400000US32,59462,991,33531,2052,42988,1567,75131,1588,97189,4001,Nevada,null,null,null,null,null,null,null,null,null,null,32
0400000US33,77646,1850,37043,2789,55804,2541,93934,2899,114381,5468,New Hampshire,null,null,null,null,null,null,null,null,null,null,33
0400000US34,85426,745,35764,1289,60265,1160,110715,1150,127104,1988,New Jersey,null,null,null,null,null,null,null,null,null,null,34
0400000US35,54565,1177,29346,2303,40722,1453,77612,2011,98811,5015,New Mexico,null,null,null,null,null,null,null,null,null,null,35
0400000US36,70485,417,28115,771,48840,820,95247,892,115089,1576,New York,null,null,null,null,null,null,null,null,null,null,36
0400000US37,56111,596,30545,742,40412,560,76452,744,92516,2312,North Carolina,null,null,null,null,null,null,null,null,null,null,37
0400000US38,73844,1869,37255,4538,47629,2442,86987,1554,111101,5837,North Dakota,null,null,null,null,null,null,null,null,null,null,38
0400000US39,61030,443,31891,550,43276,825,80929,651,101861,1498,Ohio,null,null,null,null,null,null,null,null,null,null,39
0400000US40,56655,757,29011,1016,41544,596,74466,987,90698,1999,Oklahoma,null,null,null,null,null,null,null,null,null,null,40
0400000US41,61767,830,36766,1217,46304,1078,78704,1466,91837,3350,Oregon,null,null,null,null,null,null,null,null,null,null,41
0400000US42,66522,425,32047,494,48200,788,86806,650,106901,1427,Pennsylvania,null,null,null,null,null,null,null,null,null,null,42
0400000US44,71608,1985,30036,2626,47742,2521,95076,3097,116854,6480,Rhode Island,null,null,null,null,null,null,null,null,null,null,44
0400000US45,54686,1102,29787,1001,39983,945,77108,1276,89975,2337,South Carolina,null,null,null,null,null,null,null,null,null,null,45
0400000US46,61299,1471,31603,2757,40427,1743,71982,1805,89931,4156,South Dakota,null,null,null,null,null,null,null,null,null,null,46
0400000US47,54691,673,28450,712,40977,606,73400,1161,90357,2290,Tennessee,null,null,null,null,null,null,null,null,null,null,47
0400000US48,61208,384,28533,804,42223,378,81987,589,94959,1141,Texas,null,null,null,null,null,null,null,null,null,null,48
0400000US49,67231,934,37134,2237,52021,1004,75006,1413,99715,2598,Utah,null,null,null,null,null,null,null,null,null,null,49
0400000US50,68382,1944,31405,2632,46494,2191,85120,2599,103986,4680,Vermont,null,null,null,null,null,null,null,null,null,null,50
0400000US51,75524,757,35795,1291,52436,1248,97179,1235,113896,2218,Virginia,null,null,null,null,null,null,null,null,null,null,51
0400000US53,71371,648,39247,1373,52384,912,91564,1142,107339,2473,Washington,null,null,null,null,null,null,null,null,null,null,53
0400000US54,51596,1069,28300,1349,43554,1714,76824,1980,97260,3761,West Virginia,null,null,null,null,null,null,null,null,null,null,54
0400000US55,65618,650,35591,847,42969,950,82272,823,99700,1786,Wisconsin,null,null,null,null,null,null,null,null,null,null,55
0400000US56,71446,2002,42341,5409,49721,3194,87908,3289,103791,8588,Wyoming,null,null,null,null,null,null,null,null,null,null,56
0400000US72,22698,413,10388,378,23069,539,44299,1019,57459,2683,Puerto Rico,null,null,null,null,null,null,null,null,null,null,72
