GEO_ID,C27017_001E,C27017_001M,C27017_002E,C27017_002M,C27017_003E,C27017_003M,C27017_004E,C27017_004M,C27017_005E,C27017_005M,C27017_006E,C27017_006M,C27017_007E,C27017_007M,C27017_008E,C27017_008M,C27017_009E,C27017_009M,C27017_010E,C27017_010M,C27017_011E,C27017_011M,C27017_012E,C27017_012M,C27017_013E,C27017_013M,C27017_014E,C27017_014M,C27017_015E,C27017_015M,C27017_016E,C27017_016M,C27017_017E,C27017_017M,C27017_018E,C27017_018M,C27017_019E,C27017_019M,C27017_020E,C27017_020M,C27017_021E,C27017_021M,C27017_022E,C27017_022M,C27017_023E,C27017_023M,C27017_024E,C27017_024M,C27017_025E,C27017_025M,C27017_026E,C27017_026M,C27017_027E,C27017_027M,C27017_028E,C27017_028M,C27017_029E,C27017_029M,C27017_030E,C27017_030M,C27017_031E,C27017_031M,C27017_032E,C27017_032M,C27017_033E,C27017_033M,C27017_034E,C27017_034M,C27017_035E,C27017_035M,C27017_036E,C27017_036M,C27017_037E,C27017_037M,C27017_038E,C27017_038M,C27017_039E,C27017_039M,C27017_040E,C27017_040M,C27017_041E,C27017_041M,NAME,C27017_001MA,C27017_001EA,C27017_002MA,C27017_002EA,C27017_003MA,C27017_003EA,C27017_004EA,C27017_004MA,C27017_005MA,C27017_005EA,C27017_006EA,C27017_006MA,C27017_007EA,C27017_007MA,C27017_008MA,C27017_008EA,C27017_009MA,C27017_009EA,C27017_010EA,C27017_010MA,C27017_011MA,C27017_011EA,C27017_012MA,C27017_012EA,C27017_013MA,C27017_013EA,C27017_014MA,C27017_014EA,C27017_015MA,C27017_015EA,C27017_016MA,C27017_016EA,C27017_017MA,C27017_017EA,C27017_018EA,C27017_018MA,C27017_019MA,C27017_019EA,C27017_020MA,C27017_020EA,C27017_021EA,C27017_021MA,C27017_022MA,C27017_022EA,C27017_023EA,C27017_023MA,C27017_024MA,C27017_024EA,C27017_025MA,C27017_025EA,C27017_026EA,C27017_026MA,C27017_027MA,C27017_027EA,C27017_028EA,C27017_028MA,C27017_029EA,C27017_029MA,C27017_030MA,C27017_030EA,C27017_031MA,C27017_031EA,C27017_032MA,C27017_032EA,C27017_033EA,C27017_033MA,C27017_034EA,C27017_034MA,C27017_035EA,C27017_035MA,C27017_036EA,C27017_036MA,C27017_037EA,C27017_037MA,C27017_038EA,C27017_038MA,C27017_039MA,C27017_039EA,C27017_040EA,C27017_040MA,C27017_041EA,C27017_041MA,state
0400000US01,4706844,2723,1295554,28099,413202,12028,75927,6741,337275,11749,741692,16843,233731,9542,507961,15397,140660,6226,62872,3787,77788,4568,600290,23540,146958,9297,78941,6403,68017,6105,346328,14907,192426,10417,153902,9379,107004,5485,59854,4337,47150,3724,1453813,24313,315356,10366,243559,9288,71797,5801,898627,18438,699792,14931,198835,9646,239830,7767,163510,6498,76320,4732,1357187,26870,218966,8581,204993,8167,13973,2383,923644,19425,855501,18181,68143,5822,214577,7212,174200,6446,40377,3338,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,707088,2393,111102,6591,37236,3876,8511,2241,28725,2998,66467,3983,15022,1964,51445,3744,7399,1184,3221,794,4178,865,69103,8081,23815,4331,9953,2543,13862,3554,39122,4255,16080,2818,23042,3053,6166,1045,2120,652,4046,853,198582,10918,60369,4826,38976,4170,21393,2519,120454,7159,79613,5478,40841,3106,17759,2226,10991,1652,6768,1463,328301,11332,63241,4492,52752,3891,10489,2078,231797,7905,198006,7548,33791,3631,33263,2343,26498,2283,6765,1248,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6467526,3889,1741049,32407,588613,17723,106897,10237,481716,13696,987016,20167,251946,11540,735070,16463,165420,6230,63700,4168,101720,4747,824495,26387,230886,12446,110474,8748,120412,8708,457842,15501,204694,8917,253148,11806,135767,6168,65374,4335,70393,4731,1959785,31740,451628,14704,349919,13467,101709,7733,1159029,20351,825378,16470,333651,12230,349128,8904,205027,6962,144101,5862,1942197,28178,318475,9724,295566,9337,22909,3162,1267216,20347,1143153,18039,124063,7764,356506,9130,252289,7311,104217,5819,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2869223,3273,841588,18264,280257,9103,37114,5064,243143,9467,469302,11161,134852,6459,334450,9995,92029,4521,34939,3053,57090,3659,404979,16716,105500,7516,41661,5291,63839,5884,227654,9915,113698,6368,113956,6873,71825,4548,34540,2883,37285,3194,902475,19849,197210,8731,142204,7326,55006,4644,552691,12944,402286,11471,150405,6964,152574,5617,96689,4844,55885,3823,720181,18130,114455,5960,101594,6239,12861,2195,484165,13407,433809,12835,50356,4627,121561,5059,89351,4342,32210,2957,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37514516,9930,9345349,74578,3051524,35060,519978,19244,2531546,36133,5422811,48154,1417105,23854,4005706,45658,871014,16655,250375,7649,620639,13800,4489884,65392,1220657,28593,495598,15936,725059,22565,2696455,37585,1143254,19845,1553201,30127,572772,14005,227813,7849,344959,9928,10204832,102972,2308977,38011,1616320,29734,692657,22210,6523771,68549,4310824,57084,2212947,34679,1372084,19254,728348,14529,643736,12478,13474451,79971,2448111,28861,2284822,27125,163289,8961,9145130,51785,8191446,44633,953684,22302,1881210,20451,1302484,18856,578726,14825,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5127247,3317,1012067,25459,312137,12042,65897,7555,246240,10798,609950,16390,213667,8533,396283,14163,89980,4039,36883,2543,53097,3268,539994,22383,154013,10686,68661,6693,85352,7444,314201,12125,161514,6914,152687,9096,71780,3990,35375,2681,36405,3220,1546476,27168,377287,12436,283064,11043,94223,7082,972190,17814,708529,14111,263661,11445,196999,6811,127111,5350,69888,4543,2028710,23380,382617,10315,364306,10244,18311,2954,1375711,16936,1270469,17423,105242,5874,270382,5904,196833,6421,73549,4450,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3481261,2617,545684,18742,159831,8881,24354,4103,135477,8101,320246,11560,79126,5708,241120,10276,65607,4302,25440,2266,40167,3337,291448,17263,76629,6717,27497,4489,49132,5115,154571,10868,63187,6082,91384,7266,60248,3708,32871,2324,27377,3243,923358,20643,207114,8612,149496,7607,57618,5454,560577,14265,402865,12577,157712,9267,155667,5348,98178,4610,57489,4784,1720771,23555,331557,9587,311091,9479,20466,3367,1149200,15988,1059987,15800,89213,5953,240014,5943,178514,5385,61500,3707,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,898021,1651,171393,10533,52760,5324,10380,2280,42380,4789,99078,6637,28682,3886,70396,5569,19555,2200,12679,1743,6876,1396,92635,8302,26813,3955,11790,2712,15023,2976,49595,4980,26082,3409,23513,3584,16227,1994,9517,1428,6710,1364,271734,12613,57251,5016,44278,4470,12973,2301,165918,8022,120947,6994,44971,4492,48565,2824,35172,2612,13393,1884,362259,12957,63830,4841,58297,4459,5533,1933,239751,8562,219655,7962,20096,3050,58678,3050,48233,2815,10445,1732,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,610255,986,153895,9022,39369,3761,7515,2295,31854,3612,97462,6329,34265,3511,63197,5261,17064,1809,6951,1266,10113,1668,51068,6442,12621,2873,5951,1914,6670,2209,31664,3977,15825,2509,15839,3009,6783,1307,3848,1049,2935,848,125418,8012,20016,2759,11971,2179,8045,2210,90263,5846,63183,5012,27080,3260,15139,1625,10464,1454,4675,1015,279874,7956,37334,2673,34496,2479,2838,1289,210133,5868,193392,5151,16741,2636,32407,1837,27406,1752,5001,920,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19092715,8210,4836954,68306,1388660,31734,230650,11061,1158010,30767,2764868,41090,712752,18677,2052116,36087,683426,14182,224109,8010,459317,13412,2490490,56531,578552,22173,230305,13271,348247,18246,1423691,35811,619398,21743,804293,24418,488247,11995,216684,9127,271563,8901,6069060,68519,1147543,28585,774896,23602,372647,15246,3707470,44623,2417513,33284,1289957,34131,1214047,16633,678871,15084,535176,12892,5696211,52547,839520,17054,750559,16245,88961,7291,3664014,42343,3171113,36007,492901,18863,1192677,18513,813531,15116,379146,11682,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
