GEO_ID,B17020_001E,B17020_001M,B17020_002E,B17020_002M,B17020_003E,B17020_003M,B17020_004E,B17020_004M,B17020_005E,B17020_005M,B17020_006E,B17020_006M,B17020_007E,B17020_007M,B17020_008E,B17020_008M,B17020_009E,B17020_009M,B17020_010E,B17020_010M,B17020_011E,B17020_011M,B17020_012E,B17020_012M,B17020_013E,B17020_013M,B17020_014E,B17020_014M,B17020_015E,B17020_015M,B17020_016E,B17020_016M,B17020_017E,B17020_017M,NAME,B17020_001MA,B17020_001EA,B17020_002EA,B17020_002MA,B17020_003EA,B17020_003MA,B17020_004MA,B17020_004EA,B17020_005EA,B17020_005MA,B17020_006MA,B17020_006EA,B17020_007MA,B17020_007EA,B17020_008EA,B17020_008MA,B17020_009EA,B17020_009MA,B17020_010MA,B17020_010EA,B17020_011MA,B17020_011EA,B17020_012EA,B17020_012MA,B17020_013MA,B17020_013EA,B17020_014EA,B17020_014MA,B17020_015EA,B17020_015MA,B17020_016MA,B17020_016EA,B17020_017MA,B17020_017EA,state
0400000US13,9720914,4997,1843768,35778,239812,10215,217977,9664,193121,9865,996330,19714,142556,7147,40520,3016,13452,1647,7877146,36435,547844,10431,612606,12705,644894,12263,4579481,21208,1104446,10834,291104,5745,96771,4652,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1367662,1488,148368,10323,14161,2421,12935,2410,13192,2331,85253,5728,14963,2109,5085,956,2779,758,1219294,10208,93588,2652,82713,4001,85729,3638,679891,6311,189772,3628,57563,2273,30038,2047,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1582911,1262,246550,15129,27097,2989,27209,4310,26370,3367,137936,8519,19877,3024,5136,1100,2925,897,1336361,15082,109421,4339,117766,5029,113783,4878,709938,9285,204534,4981,60563,2137,20356,1882,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12576680,3928,1845393,34145,210655,8159,211151,9818,194254,8167,1009876,19923,149067,6283,47657,3320,22733,2143,10731287,34111,730508,10971,793787,10870,834534,10766,6193195,21229,1524519,10097,460181,5966,194563,5638,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6367890,3100,1015127,24249,128302,6672,117317,5684,99437,5817,565613,13510,71721,4078,21188,1823,11549,1477,5352763,24489,372109,7708,406449,7439,429783,8491,2993884,14336,812727,8243,236538,5749,101273,4963,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2991670,1604,379127,13393,40424,3365,39024,3623,35746,3144,216866,7924,27325,2108,11907,1412,7835,1164,2612543,13457,192779,5046,201055,4390,203043,4924,1418359,8850,406816,4581,131444,3339,59047,3037,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2811722,2188,393358,17298,54738,4913,43724,3683,33998,3211,215099,8736,29368,2843,9604,1318,6827,1168,2418364,17061,185656,5416,193751,5582,197946,4530,1334202,10368,350201,4949,110505,3165,46103,2760,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4266556,2510,800635,19947,93762,5135,83881,5888,73619,5316,446677,11185,70197,3856,24021,2185,8478,1290,3465921,19805,227396,5867,247987,6085,268281,7547,1945392,12878,562798,5699,157315,3785,56752,3467,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4494989,2903,888019,24140,112356,6186,106014,6707,85874,6277,470241,14436,79823,4406,24980,2011,8731,1283,3606970,23981,254706,7203,265301,8324,272669,7873,2077117,15287,530939,6811,153790,3396,52448,2800,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1293827,1147,180639,8805,14972,2275,14448,2062,15739,2148,103930,5616,21671,2302,6693,1008,3186,731,1113188,8846,60276,2856,70829,3443,78939,3231,609038,6247,207113,3678,63872,2298,23121,1842,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5788159,2967,585571,19629,70093,5947,58067,5168,52191,4557,317232,10965,56859,3629,19488,2360,11641,1382,5202588,19576,363449,6718,381696,7394,400879,6646,3032337,12996,736808,7571,203455,3728,83964,3330,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6456530,2610,770513,23021,77381,4955,67099,5040,79000,5100,428215,14219,73781,4369,30582,2657,14455,1939,5686017,22988,359945,6417,379873,7944,406998,7703,3317305,15122,846910,8946,256348,5556,118638,4787,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9669513,4111,1648436,25647,193027,7844,168776,6575,161995,6225,936850,16110,134886,4442,35713,2743,17189,1863,8021077,25879,489541,8153,560363,8951,625274,8226,4471408,17243,1307323,8562,398131,4946,169037,4941,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5292348,2336,592422,16554,62337,4763,65134,4526,49248,3896,340081,9384,44054,2847,20390,1809,11178,1428,4699926,16677,346535,5411,362176,6330,373499,5326,2652727,12243,677211,6470,205423,4008,82355,3585,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2893768,2850,695915,21951,89916,5598,85333,5476,71049,4633,362083,12395,58359,3756,21783,1864,7392,1412,2197853,22087,145801,5442,160299,5513,172180,5950,1235558,13263,349853,6650,100378,3320,33784,2389,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5861009,3082,931066,25159,113168,6508,102824,6770,88186,5142,502767,15247,84635,4093,28043,2543,11443,1375,4929943,24927,330930,6930,356048,8355,376610,7636,2758218,14865,777067,7823,238665,4346,92405,3973,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,990603,976,163637,9336,18004,2215,14941,2037,13861,2282,95032,5215,14411,1730,4832,936,2556,767,826966,9401,56236,2549,56170,2890,60138,2686,447304,6214,147741,3116,42929,2021,16448,1820,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1815565,1350,239433,11539,34939,3422,25175,3265,20539,2477,129542,5792,17102,1911,7839,1135,4297,829,1576132,11766,118671,3832,131256,3933,125484,4160,869598,6911,227859,3782,74665,2098,28599,1837,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2750476,2092,433576,18630,52097,4700,52128,4792,43471,4145,237238,10134,37256,3456,8034,1653,3352,790,2316900,18797,158606,5931,173634,6569,171855,5903,1326836,10814,356267,5094,93931,3175,35771,2695,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1281181,1408,111495,9003,9411,2033,8322,1712,9389,2062,68209,5662,10339,1561,4066,1033,1759,572,1169686,9099,69261,2488,81009,3886,87853,3481,663668,6633,193929,3677,53762,1939,20204,1592,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8721010,3187,998549,28143,124033,8315,109672,6056,99670,6172,523072,15534,89173,5147,36720,3359,16209,1760,7722461,28293,509387,8221,547200,8855,606546,9698,4455203,16796,1106987,8389,336339,5986,160799,4900,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2045402,1557,448461,14432,55180,3594,57493,4259,43937,3329,236288,8782,38381,3332,12833,1544,4349,1204,1596941,14304,108838,4191,115115,4984,122077,4370,877945,9804,266884,5304,77985,2628,28097,2335,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19133973,5745,3055645,41913,328847,10193,322510,8011,298720,10499,1662137,26687,291760,8776,100445,4810,51226,3893,16078328,41967,1047955,12322,1045854,13764,1122564,12603,9449884,28997,2355116,14909,733007,9848,323948,8977,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9588277,3839,1715397,30951,203802,8394,192953,9443,169241,8897,941552,17560,142103,5928,43939,3097,21807,1871,7872880,30909,522701,9187,574907,9204,582382,11044,4469944,18287,1241430,11493,356650,5187,124866,4835,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,698199,719,82398,5117,7816,1654,6610,1245,4644,891,51628,3493,5716,934,3989,640,1995,557,615801,5189,48188,1964,45885,2555,45577,2517,351634,4038,84535,2139,28238,1361,11744,1221,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11248753,4641,1796942,35664,216951,9861,197981,8992,176396,8700,993714,19766,141682,6106,50231,3113,19987,2041,9451811,35475,610686,9110,663399,11096,735406,12284,5265578,20991,1517934,9904,459591,6012,199217,5594,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3735207,2100,626906,13621,85648,3647,73910,3945,63556,3498,332321,9187,47590,2291,16890,1521,6991,1004,3108301,13512,226420,5090,242108,4995,238637,5096,1733126,9776,472834,5523,145329,2966,49847,2811,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3852871,2320,642138,19715,68002,5758,59887,5041,54199,4140,378783,13428,57805,4480,15693,1960,7769,1442,3210733,19873,201070,5861,222968,6395,236067,6095,1776993,13754,552183,6315,152666,3789,68786,3672,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12353256,3882,1690405,39229,194847,10075,165512,7915,156031,6953,932705,22269,154804,4601,55808,3402,30698,2252,10662851,39468,658810,10059,712711,9016,777985,10315,5940272,23101,1743990,10501,578503,7175,250580,5832,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1010827,1740,144446,9182,16714,2505,14679,2087,13530,2373,82161,5862,10385,1375,4477,1077,2500,769,866381,9236,49019,3095,52761,3295,61997,3056,500272,6619,139160,3521,38920,1993,24252,1952,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4631801,2952,860380,21666,113341,5977,99587,6590,78904,5027,459577,13607,76435,4573,22615,2107,9921,1392,3771421,22022,235354,7324,261025,8056,274442,8007,2105626,13700,655211,7710,181313,4124,58450,3288,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,815049,1215,115454,6396,14084,1599,12872,1766,10783,1849,62086,4145,8543,1339,4762,1261,2324,714,699595,6606,55369,2206,56338,2730,53553,2341,379324,5019,107978,2768,33930,1767,13103,1334,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6335295,3095,1126772,24666,148850,6450,127463,6259,113223,6028,605022,16463,91455,4864,30898,2736,9861,1175,5208523,24434,328512,7683,357776,8578,392243,8231,2948144,16908,856514,7980,242317,4789,83017,4057,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,25834229,6476,4530039,65158,628501,17699,600664,15413,511395,14411,2326847,35286,319874,10437,105594,4980,37164,3037,21304190,65326,1675658,20949,1757154,19335,1779404,21011,12384332,38729,2692004,14417,753777,9701,261861,7869,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2851587,2386,361181,15958,48516,4425,44201,4011,37628,4029,200647,9212,20506,2137,6822,1283,2861,712,2490406,15750,254820,4885,255745,5342,242289,4815,1365432,10194,264916,5299,77316,2436,29888,1955,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,602538,524,74058,5273,6852,1255,6093,1240,5752,1050,42667,3011,8353,1620,2783,734,1558,749,528480,5250,29782,1609,34922,1875,38724,1694,292576,3531,96910,2271,25841,1446,9725,1178,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,8010544,3323,938733,25914,109464,6454,93546,5940,85129,5005,534502,15088,76161,4408,25783,2417,14148,1494,7071811,26579,497026,8004,524240,9122,526559,8802,4094723,19066,1035082,10668,284325,4610,109856,4108,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6836262,3828,967282,26419,98566,6150,99840,6245,96663,5960,557428,14996,78283,4572,25440,2614,11062,1815,5868980,26625,418589,7428,423931,7471,429047,7327,3360910,16276,895795,7853,238829,4900,101879,4573,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1798266,1983,332347,12755,37796,3794,33050,3348,29162,2745,186415,7702,31238,2535,10597,1855,4089,987,1465919,13165,79939,4062,89449,3670,101051,3607,801390,8055,279313,4511,83706,2699,31071,2149,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5593197,2530,755551,17896,87378,5269,78300,5427,71019,4299,417920,9957,59349,2952,26618,2011,14967,1985,4837646,17472,320759,5722,349153,6300,376921,5455,2719843,11278,750023,7494,225038,3912,95909,3600,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,569307,563,62039,5844,7320,1530,5835,1581,5032,1485,35240,3578,6106,1300,1610,489,896,348,507268,5762,38964,2267,42228,2406,38510,2191,282720,4749,78133,2574,18498,1502,8215,1311,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3581841,2112,1626879,25081,146812,5300,143593,6258,172477,7171,844138,16898,213549,5715,76958,3792,29352,2636,1954962,25505,93171,5101,113136,6892,139218,5989,1124164,16538,343719,7625,103439,4164,38115,2749,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
