GEO_ID,B18101I_001E,B18101I_001M,B18101I_002E,B18101I_002M,B18101I_003E,B18101I_003M,B18101I_004E,B18101I_004M,B18101I_005E,B18101I_005M,B18101I_006E,B18101I_006M,B18101I_007E,B18101I_007M,B18101I_008E,B18101I_008M,B18101I_009E,B18101I_009M,B18101I_010E,B18101I_010M,NAME,B18101I_001MA,B18101I_001EA,B18101I_002MA,B18101I_002EA,B18101I_003MA,B18101I_003EA,B18101I_004EA,B18101I_004MA,B18101I_005MA,B18101I_005EA,B18101I_006MA,B18101I_006EA,B18101I_007MA,B18101I_007EA,B18101I_008MA,B18101I_008EA,B18101I_009EA,B18101I_009MA,B18101I_010MA,B18101I_010EA,state
0400000US01,187172,1538,70509,2130,1504,597,69005,2102,110546,2830,7547,1744,102999,3415,6117,1334,2298,729,3819,1149,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,45281,776,16453,460,512,515,15941,644,26732,1157,2580,718,24152,1334,2096,700,739,460,1357,591,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1966668,2946,698981,224,21434,2142,677547,2158,1151892,2931,98890,5207,1053002,5605,115795,970,48822,2935,66973,3016,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,200539,1645,82773,2055,2757,1029,80016,2318,112170,1967,7645,1797,104525,2415,5596,1258,2551,802,3045,1006,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14560744,4132,4753124,885,153705,8069,4599419,7974,8937493,4169,655211,13899,8282282,13732,870127,1958,350622,6321,519505,6262,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1087678,2069,386423,3145,13026,1774,373397,3797,639982,3406,63841,4561,576141,5879,61273,1218,26925,2108,34348,2068,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,516968,1393,170131,150,8961,1612,161170,1636,321014,1310,30971,3537,290043,3852,25823,863,10590,1285,15233,1351,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,80043,355,29090,19,1046,487,28044,486,48305,418,4575,1022,43730,1170,2648,236,912,346,1736,359,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,64842,419,15717,25,317,269,15400,271,45739,415,1519,686,44220,709,3386,3,1018,573,2368,574,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4575362,2917,1166603,953,47248,4421,1119355,4537,2913730,3368,219189,10016,2694541,11268,495029,2325,176521,7016,318508,7391,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,888042,2770,335782,2759,8795,1778,326987,3179,527802,3794,27915,3328,499887,5105,24458,2124,7567,1544,16891,1582,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,129250,1428,50698,63,1657,603,49041,604,71439,1517,7300,1289,64139,1974,7113,479,2036,611,5077,654,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,187101,593,76359,573,2699,897,73660,971,103925,1300,9056,1322,94869,1678,6817,954,2544,706,4273,883,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2102742,1644,727139,1225,21992,2330,705147,2560,1277790,1780,89880,6216,1187910,6274,97813,1240,35625,1898,62188,2105,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,417632,2044,162743,1740,6694,1637,156049,2343,238976,2464,17935,2298,221041,3743,15913,1609,7389,1247,8524,1460,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,165367,1846,65803,1337,2391,819,63412,1478,94893,1622,8487,1513,86406,2021,4671,962,1824,578,2847,969,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,316499,1107,127573,1295,3886,929,123687,1391,176643,1876,12032,1625,164611,1976,12283,1048,4411,824,7872,1062,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,138836,3168,56179,2489,2998,873,53181,2465,78805,3023,5476,1132,73329,3260,3852,830,1713,547,2139,656,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,210556,2931,62235,1509,3660,1026,58575,1824,135246,2447,10100,2057,125146,2957,13075,1145,4847,825,8228,1111,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,18395,512,6658,967,765,592,5893,701,10278,1031,1807,662,8471,1103,1459,650,367,268,1092,600,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,527002,1022,170561,745,4437,1129,166124,1318,336563,1651,18259,2325,318304,2850,19878,1019,4495,1042,15383,1371,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,694131,1078,227392,642,15844,2186,211548,2313,431862,1456,54678,3781,377184,4297,34877,878,16446,1679,18431,1676,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,460772,1232,176244,1140,9128,1690,167116,2079,261871,1622,25864,2114,236007,2722,22657,1215,8451,1083,14206,1169,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,264730,1025,107254,1051,3988,975,103266,1583,150817,1430,10868,1666,139949,1961,6659,963,2625,700,4034,844,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,74266,3285,27172,2264,993,637,26179,2021,43117,2392,2854,855,40263,2342,3977,1325,1340,653,2637,1099,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,225805,2033,86196,1794,3076,744,83120,1835,129739,2228,11503,1655,118236,2329,9870,1050,3772,789,6098,914,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,32451,807,11975,867,1160,629,10815,1071,19058,912,2808,751,16250,1088,1418,584,739,439,679,407,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,181468,841,73399,719,2843,715,70556,865,102202,1283,6760,1189,95442,1580,5867,846,1666,614,4201,873,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,760494,822,265850,135,11457,2094,254393,2092,458454,1074,42263,4431,416191,4364,36190,878,14189,1690,22001,1784,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,41293,481,14259,853,705,339,13554,871,24848,1156,2254,878,22594,1264,2186,814,1002,566,1184,593,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1668947,1419,493370,194,22419,2559,470951,2574,1065232,1370,84075,4655,981157,4701,110345,1104,40884,2651,69461,2777,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,969435,1162,299266,243,12066,2009,287200,1994,574605,1451,75176,4692,499429,5204,95564,1022,43762,2326,51802,2365,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3566398,2403,999710,1309,45878,4274,953832,4568,2287056,2065,215695,8047,2071361,8151,279632,1854,110449,4591,169183,4819,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,847769,2985,335265,2030,8810,1760,326455,2710,490923,3107,26807,2852,464116,4287,21581,2069,8420,1413,13161,1452,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,17000,918,5751,737,109,150,5642,751,10920,1082,1569,874,9351,1461,329,257,103,106,226,187,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,376577,2582,141923,1806,8395,1393,133528,2368,217558,2486,23161,2312,194397,3461,17096,1333,6652,1102,10444,1237,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,361174,1161,146331,307,7348,1327,138983,1328,204278,1417,15784,1931,188494,2358,10565,837,4522,817,6043,831,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,478528,789,184511,200,7688,2148,176823,2157,280015,1157,27298,3008,252717,3088,14002,1094,5348,1148,8654,1095,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,789130,1597,282961,1005,22371,2710,260590,2926,469671,2132,67468,4481,402203,4783,36498,1632,16134,1318,20364,1855,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,141739,426,47316,684,2860,979,44456,1229,87987,847,8360,1994,79627,2182,6436,340,2352,606,4084,721,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,244527,1596,88969,1424,2955,1255,86014,1796,148102,2262,8778,1503,139324,2357,7456,1382,1698,616,5758,1199,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,26049,859,10334,729,514,293,9820,727,15214,1100,1513,644,13701,1169,501,285,326,225,175,167,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,306403,2003,119254,1924,5595,1441,113659,2300,180051,2359,11385,1751,168666,2706,7098,1168,2610,637,4488,951,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,10014117,4376,3446316,1402,146120,8083,3300196,8254,5946324,5126,527444,14329,5418880,14759,621477,3099,290930,7141,330547,7792,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,382960,950,151050,556,4024,991,147026,1030,218368,1383,14188,2234,204180,2441,13542,700,5065,1118,8477,1186,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9516,295,2907,485,309,332,2598,431,6330,455,820,352,5510,475,279,184,115,95,164,138,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,689442,3244,225658,2436,6469,1453,219189,2473,438670,3446,18787,2598,419883,4267,25114,1714,7927,1411,17187,1670,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,819158,1937,321703,370,12724,2124,308979,2031,468014,2608,37126,3497,430888,4223,29441,1678,12874,1400,16567,1562,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,25027,1567,8760,1048,593,433,8167,1102,14768,1505,1284,472,13484,1496,1499,717,468,350,1031,548,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,358304,1632,142736,1237,7716,1435,135020,1821,204584,1895,19378,2311,185206,3057,10984,982,4551,803,6433,1024,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,50202,1182,17704,795,533,305,17171,894,28955,1530,2429,730,26526,1564,3543,874,1797,720,1746,511,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3556601,3627,807546,1776,67229,5348,740317,5708,2161321,3276,388401,11331,1772920,11868,587734,1442,293642,5543,294092,5430,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
