GEO_ID,C08124_001E,C08124_001M,C08124_002E,C08124_002M,C08124_003E,C08124_003M,C08124_004E,C08124_004M,C08124_005E,C08124_005M,C08124_006E,C08124_006M,C08124_007E,C08124_007M,C08124_008E,C08124_008M,C08124_009E,C08124_009M,C08124_010E,C08124_010M,C08124_011E,C08124_011M,C08124_012E,C08124_012M,C08124_013E,C08124_013M,C08124_014E,C08124_014M,C08124_015E,C08124_015M,C08124_016E,C08124_016M,C08124_017E,C08124_017M,C08124_018E,C08124_018M,C08124_019E,C08124_019M,C08124_020E,C08124_020M,C08124_021E,C08124_021M,C08124_022E,C08124_022M,C08124_023E,C08124_023M,C08124_024E,C08124_024M,C08124_025E,C08124_025M,C08124_026E,C08124_026M,C08124_027E,C08124_027M,C08124_028E,C08124_028M,C08124_029E,C08124_029M,C08124_030E,C08124_030M,C08124_031E,C08124_031M,C08124_032E,C08124_032M,C08124_033E,C08124_033M,C08124_034E,C08124_034M,C08124_035E,C08124_035M,C08124_036E,C08124_036M,C08124_037E,C08124_037M,C08124_038E,C08124_038M,C08124_039E,C08124_039M,C08124_040E,C08124_040M,C08124_041E,C08124_041M,C08124_042E,C08124_042M,NAME,C08124_001EA,C08124_001MA,C08124_002MA,C08124_002EA,C08124_003MA,C08124_003EA,C08124_004EA,C08124_004MA,C08124_005MA,C08124_005EA,C08124_006EA,C08124_006MA,C08124_007MA,C08124_007EA,C08124_008MA,C08124_008EA,C08124_009MA,C08124_009EA,C08124_010MA,C08124_010EA,C08124_011MA,C08124_011EA,C08124_012MA,C08124_012EA,C08124_013EA,C08124_013MA,C08124_014EA,C08124_014MA,C08124_015EA,C08124_015MA,C08124_016EA,C08124_016MA,C08124_017EA,C08124_017MA,C08124_018EA,C08124_018MA,C08124_019EA,C08124_019MA,C08124_020MA,C08124_020EA,C08124_021EA,C08124_021MA,C08124_022EA,C08124_022MA,C08124_023MA,C08124_023EA,C08124_024EA,C08124_024MA,C08124_025MA,C08124_025EA,C08124_026MA,C08124_026EA,C08124_027EA,C08124_027MA,C08124_028MA,C08124_028EA,C08124_029MA,C08124_029EA,C08124_030EA,C08124_030MA,C08124_031EA,C08124_031MA,C08124_032EA,C08124_032MA,C08124_033MA,C08124_033EA,C08124_034EA,C08124_034MA,C08124_035EA,C08124_035MA,C08124_036MA,C08124_036EA,C08124_037EA,C08124_037MA,C08124_038EA,C08124_038MA,C08124_039EA,C08124_039MA,C08124_040MA,C08124_040EA,C08124_041EA,C08124_041MA,C08124_042EA,C08124_042MA,state
0400000US01,1983610,17231,660593,12417,338894,9825,472292,10672,195834,7471,311864,9066,4133,1183,1713067,16092,578267,11316,287160,8599,416062,10112,161075,7098,266613,9177,3890,1163,169281,7633,46152,3512,32630,3282,33163,3061,24654,3139,32537,3097,145,161,9592,1522,2455,922,2786,744,2571,768,418,268,1325,667,37,66,41615,3929,10458,1863,9753,1624,7785,1439,5748,1754,7857,1526,14,27,50055,3837,23261,2578,6565,1485,12711,1859,3939,1333,3532,1127,47,75,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,357776,5366,126205,5296,55959,3825,85474,4865,44234,2737,37522,3506,8382,1332,238572,6380,87840,4304,33256,2800,62092,4105,27225,2534,23096,2546,5063,1215,46463,3762,15432,2253,8451,1892,9607,1521,7113,1284,4700,1813,1160,585,6589,1186,1468,682,1603,663,2022,756,730,411,766,392,0,147,50781,3871,14934,1949,9830,1583,8702,1299,7926,1316,7695,1232,1694,694,15371,2129,6531,1416,2819,828,3051,1116,1240,380,1265,636,465,343,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2754451,16364,962618,15474,552147,12169,714582,12540,261622,7962,256370,9114,7112,1103,2100376,17326,748883,13726,400711,11183,556494,11165,192036,6728,198210,8492,4042,983,304044,12325,87813,5209,70046,5717,70041,4223,43183,4801,32312,3275,649,399,64986,5490,13819,2357,20401,3030,20272,3090,4339,1101,6155,1444,0,203,134698,7413,36947,3352,41040,4306,28075,2994,13433,2336,13254,1936,1949,483,150347,7170,75156,4441,19949,2227,39700,3691,8631,1919,6439,1408,472,335,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1223214,12038,390223,9221,207871,7943,293294,7752,128076,5527,202502,7512,1248,497,1020341,11819,330036,9230,166716,7412,251605,6957,102218,4986,168590,7259,1176,523,124069,6716,34642,3219,24310,2681,24517,2627,18127,2510,22456,2679,17,31,5803,1288,1612,671,1468,593,1315,703,186,261,1222,533,0,192,38412,3101,10693,1718,8445,1483,7593,1244,3915,909,7766,1731,0,192,34589,3457,13240,1869,6932,1392,8264,1426,3630,1184,2468,820,55,97,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16745843,39207,6148484,31989,3143540,31489,3995060,34093,1564770,21797,1831913,21814,62076,4868,12260080,42986,4595353,28537,2141575,27558,3019237,28412,1097843,18770,1371727,18409,34345,4086,1825475,24341,520982,12295,377441,10774,383547,10583,292490,10890,244504,9296,6511,1574,889921,17947,301052,8332,230977,8579,214250,7435,47402,4396,94992,6245,1248,563,892534,18223,294410,8490,220242,9132,190753,7995,86994,6543,87803,4688,12332,2392,877833,17079,436687,9343,173305,7410,187273,7888,40041,3854,32887,3577,7640,2048,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2577184,15140,1023212,14777,453240,10714,608042,12802,235661,7962,233317,8107,23712,2078,1923952,17524,768253,13383,325903,9680,461615,11668,170201,6476,183166,7298,14814,2044,250316,8641,73363,4240,52314,4274,53810,3972,44631,4012,24502,2411,1696,854,86249,4528,30566,2613,21225,2826,21823,2324,3815,1029,8820,2103,0,195,139047,5633,52550,3594,31480,3089,27891,2722,8703,1758,11271,1700,7152,896,177620,7065,98480,4326,22318,2196,42903,3672,8311,1691,5558,1299,50,83,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1736156,10689,702585,12366,321070,9290,411462,10451,129453,6517,166729,6952,4857,933,1353252,13031,563823,11853,234183,8225,318860,8382,102436,5836,132506,6253,1444,622,143902,6763,39697,3398,38684,3376,32363,3068,15284,2290,17838,2782,36,63,89137,5194,34282,2464,19585,2564,24556,2880,3706,1260,7008,1509,0,201,74736,4683,23918,2429,18928,2653,17597,2700,4848,1314,7136,2003,2309,753,75129,4216,40865,2722,9690,1865,18086,2379,3179,1048,2241,664,1068,611,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,423542,6339,163205,5626,81645,5207,101784,4904,32847,3253,43103,3238,958,796,340270,7136,133071,5507,63313,4708,82148,4524,26398,2715,34382,3097,958,796,38451,3555,12110,1991,8766,1872,8935,1590,3786,1098,4854,1294,0,189,14919,2159,4998,1036,3531,1008,4112,1148,546,622,1732,707,0,189,14056,1969,4826,1053,4352,1315,2314,716,1297,662,1267,744,0,189,15846,1986,8200,1278,1683,743,4275,1071,820,474,868,413,0,189,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,330087,4834,203455,5208,51361,3964,55248,3948,8428,1887,10503,1786,1092,411,106657,5460,62897,3877,15787,2428,17400,2120,4681,1293,5497,1383,395,273,17512,2064,9872,1595,3708,1080,3064,971,613,379,191,158,64,138,127045,5859,75886,3894,21600,2703,23533,2708,2201,905,3748,1101,77,130,64399,4235,44531,3352,8115,1487,10102,1489,523,385,786,348,342,293,14474,2265,10269,1719,2151,980,1149,558,410,525,281,259,214,232,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8353263,33034,2792775,27002,1723259,27914,2296614,26421,760676,18865,749699,15798,30240,3170,6652563,35087,2279952,24376,1320837,22657,1867341,24166,562741,15007,603894,14801,17798,3138,786821,18680,207487,7890,197433,11320,188969,8008,115378,9237,75628,5145,1926,768,175495,7663,27707,2446,64498,4774,46549,4420,18264,3616,18064,2495,413,276,314203,10765,77200,4635,91622,6143,70617,5161,37171,4769,35681,4366,1912,1648,424181,12099,200429,8036,48869,4512,123138,6915,27122,3310,16432,2197,8191,2588,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
