GEO_ID,B17003_001E,B17003_001M,B17003_002E,B17003_002M,B17003_003E,B17003_003M,B17003_004E,B17003_004M,B17003_005E,B17003_005M,B17003_006E,B17003_006M,B17003_007E,B17003_007M,B17003_008E,B17003_008M,B17003_009E,B17003_009M,B17003_010E,B17003_010M,B17003_011E,B17003_011M,B17003_012E,B17003_012M,B17003_013E,B17003_013M,B17003_014E,B17003_014M,B17003_015E,B17003_015M,B17003_016E,B17003_016M,B17003_017E,B17003_017M,B17003_018E,B17003_018M,B17003_019E,B17003_019M,B17003_020E,B17003_020M,B17003_021E,B17003_021M,B17003_022E,B17003_022M,B17003_023E,B17003_023M,NAME,B17003_001MA,B17003_001EA,B17003_002MA,B17003_002EA,B17003_003EA,B17003_003MA,B17003_004MA,B17003_004EA,B17003_005EA,B17003_005MA,B17003_006MA,B17003_006EA,B17003_007MA,B17003_007EA,B17003_008EA,B17003_008MA,B17003_009MA,B17003_009EA,B17003_010EA,B17003_010MA,B17003_011MA,B17003_011EA,B17003_012MA,B17003_012EA,B17003_013EA,B17003_013MA,B17003_014MA,B17003_014EA,B17003_015MA,B17003_015EA,B17003_016MA,B17003_016EA,B17003_017EA,B17003_017MA,B17003_018MA,B17003_018EA,B17003_019EA,B17003_019MA,B17003_020MA,B17003_020EA,B17003_021MA,B17003_021EA,B17003_022EA,B17003_022MA,B17003_023MA,B17003_023EA,state
0400000US01,3166830,5331,455067,11860,172957,6896,61417,4660,60361,3980,36741,3255,14438,2304,282110,7670,84952,5381,96848,4826,80716,4173,19594,2061,2711763,12728,1312143,8579,169291,6237,418001,7986,385584,8302,339267,7397,1399620,8655,160610,6679,404614,9302,454143,9382,380253,9999,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,456433,1842,34203,2810,16429,1848,3176,867,8293,1087,3743,949,1217,525,17774,1456,4161,852,6886,1081,4966,890,1761,758,422230,3388,220303,2699,16583,1603,65791,2851,78853,3275,59076,3450,201927,1956,13567,1640,45782,3409,75983,3145,66595,3068,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4267479,3670,610745,15960,267649,9306,83119,5328,84728,5370,69161,3926,30641,2851,343096,10007,106500,5283,99807,5823,101677,6000,35112,3099,3656734,16068,1794511,9844,211190,8045,413695,10183,610527,10871,559099,9999,1862223,10024,190537,7459,454727,9785,658960,11408,557999,9615,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1919095,4815,284007,9646,116885,5704,34351,2725,47954,3499,26782,3121,7798,1394,167122,6471,48789,4082,62074,4157,44821,3161,11438,1639,1635088,10799,801033,6864,111325,4725,289543,7157,216272,7096,183893,6355,834055,6864,99167,5023,269480,6044,265748,7482,199660,6818,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,24815452,6838,3296321,32112,1413536,17322,503283,12337,363244,9815,346772,10626,200237,7888,1882785,20897,672378,12135,458980,10250,509546,11262,241881,7847,21519131,33208,10640605,18353,1707571,18391,2163458,25256,3142725,28268,3626851,22498,10878526,21908,1610345,20118,2142821,22312,3420116,28627,3705244,23634,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3457511,4670,335279,10627,139815,5715,34217,3200,44027,3625,36801,3260,24770,2082,195464,7044,46809,3371,54120,3767,58732,3767,35803,2687,3122232,11598,1560666,6137,131358,6123,318169,8493,479012,10768,632127,8984,1561566,7692,105837,4865,320266,7569,505024,8365,630439,8036,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2423057,2263,212938,8448,85459,4759,24609,3078,30814,3353,16960,2075,13076,1726,127479,5222,32779,2965,42999,3445,33310,3207,18391,2293,2210119,8622,1065527,5125,96326,5623,291397,8006,255826,7115,421978,9315,1144592,5333,88241,5768,291210,6523,305641,7982,459500,8263,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,619901,1285,60514,4732,23645,2740,6401,1167,9400,1739,5031,1199,2813,835,36869,2946,10217,1629,14202,1911,8839,1637,3611,1069,559387,5126,268007,3136,27929,2479,82943,3731,71089,3619,86046,3714,291380,3122,25414,2181,86771,3946,85110,4331,94085,4084,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,445621,718,64846,4432,25120,2563,7574,1346,7726,1602,4344,986,5476,1203,39726,3068,9440,1675,14249,1765,8231,1319,7806,1554,380775,4416,181984,2742,12919,1913,29559,2564,26209,2137,113297,3313,198791,3063,13395,1780,29730,2249,34517,2688,121149,3229,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13510497,7346,1874668,30948,797054,18117,224843,8236,280478,11302,183811,8407,107922,5960,1077614,18651,271387,11286,381283,9568,293948,10949,130996,6053,11635829,32655,5628348,18959,641100,12419,1589181,20011,1684038,19544,1714029,21322,6007481,20006,600947,11620,1704555,19013,1937514,21364,1764465,18775,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6347488,9363,934862,19640,368736,10332,124135,6965,128448,6688,76638,4805,39515,3622,566126,13008,161563,7466,194619,6924,157300,6775,52644,4401,5412626,20637,2620983,10867,325981,12114,752749,12528,723232,12468,819021,13174,2791643,14381,285695,9167,728133,13314,865224,13997,912591,12164,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,945833,1713,88144,5707,38364,3110,7114,1319,14442,1879,11663,1935,5145,962,49780,3764,7634,1493,17567,2119,16729,2351,7850,1492,857689,5735,428916,3247,31631,2443,115510,4789,143973,4967,137802,4610,428773,3792,37123,2776,110625,4566,135415,5159,145610,5451,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1013320,2594,119034,7568,53266,4164,13149,2091,15737,2265,15913,2290,8467,1983,65768,4562,12586,1842,19964,2438,24818,2745,8400,2227,894286,7635,444311,4188,44483,3116,119755,4821,151411,5835,128662,5625,449975,5007,36364,2977,119681,5101,170575,5602,123355,4503,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8447809,4320,964258,16736,396279,8807,107467,4980,135790,6422,94282,5042,58740,3359,567979,11853,137059,6597,187231,6020,169204,5845,74485,4435,7483551,17339,3654320,9574,392359,8673,980511,15900,1029234,13791,1252216,14596,3829231,11974,360521,7886,963657,13754,1142955,13012,1362098,12284,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4228493,5779,516342,11234,206996,7038,62665,3977,77708,4868,47835,3784,18788,2305,309346,8171,79259,4896,107375,5567,96451,5283,26261,3001,3712151,13484,1819087,8173,193245,6786,632020,9189,530100,8088,463722,8818,1893064,9161,174371,5860,627467,8360,580203,11146,511023,8858,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
