GEO_ID,C25074_001E,C25074_001M,C25074_002E,C25074_002M,C25074_003E,C25074_003M,C25074_004E,C25074_004M,C25074_005E,C25074_005M,C25074_006E,C25074_006M,C25074_007E,C25074_007M,C25074_008E,C25074_008M,C25074_009E,C25074_009M,C25074_010E,C25074_010M,C25074_011E,C25074_011M,C25074_012E,C25074_012M,C25074_013E,C25074_013M,C25074_014E,C25074_014M,C25074_015E,C25074_015M,C25074_016E,C25074_016M,C25074_017E,C25074_017M,C25074_018E,C25074_018M,C25074_019E,C25074_019M,C25074_020E,C25074_020M,C25074_021E,C25074_021M,C25074_022E,C25074_022M,C25074_023E,C25074_023M,C25074_024E,C25074_024M,C25074_025E,C25074_025M,NAME,C25074_001MA,C25074_001EA,C25074_002MA,C25074_002EA,C25074_003MA,C25074_003EA,C25074_004MA,C25074_004EA,C25074_005MA,C25074_005EA,C25074_006MA,C25074_006EA,C25074_007MA,C25074_007EA,C25074_008MA,C25074_008EA,C25074_009EA,C25074_009MA,C25074_010EA,C25074_010MA,C25074_011MA,C25074_011EA,C25074_012EA,C25074_012MA,C25074_013MA,C25074_013EA,C25074_014EA,C25074_014MA,C25074_015EA,C25074_015MA,C25074_016EA,C25074_016MA,C25074_017EA,C25074_017MA,C25074_018EA,C25074_018MA,C25074_019MA,C25074_019EA,C25074_020EA,C25074_020MA,C25074_021EA,C25074_021MA,C25074_022EA,C25074_022MA,C25074_023EA,C25074_023MA,C25074_024EA,C25074_024MA,C25074_025MA,C25074_025EA,state
0400000US01,582422,10924,117277,5500,6507,1351,79400,4485,31370,2963,119280,5082,16760,2114,89092,4359,13428,1749,131359,6901,52896,4542,65402,4898,13061,1655,80054,4570,59003,3683,15328,2293,5723,1082,71945,5336,61054,4943,3350,1130,7541,1452,62507,4407,57731,4208,1103,651,3673,1038,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,89908,3375,4650,1000,58,60,3628,947,964,356,9725,1393,1353,614,7598,1145,774,269,14872,1640,3202,816,10186,1382,1484,650,14309,1960,5579,1149,7805,1457,925,409,20151,2016,13849,1775,4985,1262,1317,446,26201,2168,22991,2097,1621,555,1589,387,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,910778,13688,113883,5498,4444,1055,71673,4808,37766,2930,149297,6532,10447,1812,130943,5808,7907,1369,201427,8073,50382,3406,141051,7227,9994,1761,147382,7029,93191,5346,47692,4212,6499,1113,149211,6394,122847,5565,21840,2701,4524,1044,149578,7045,142230,6933,3980,1101,3368,966,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,385912,7213,69778,4053,4623,1124,45461,3378,19694,2164,85866,4228,12632,1533,65457,3904,7777,1123,93212,4953,40220,3356,44502,3552,8490,1423,59165,4202,48238,4273,5549,1246,5378,1101,47899,4176,42039,3917,1804,717,4056,1434,29992,2913,26500,2660,153,166,3339,816,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5845953,25919,572902,12190,15004,2278,400974,9979,156924,7221,897349,13868,87602,4341,776197,13586,33550,3025,1108337,18657,125315,5550,947137,17167,35885,3139,842718,15666,282198,8380,538001,12236,22519,2643,978407,17001,590242,13694,363669,10713,24496,2621,1446240,18335,1277729,18018,138381,5299,30130,2725,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,710855,11436,82376,5086,5429,1293,60132,4027,16815,3074,100912,5084,8513,1457,87429,4849,4970,1042,163365,6207,34157,3706,122531,5944,6677,1130,112805,5343,60072,4503,48024,3588,4709,870,124291,4848,94552,4820,26160,2630,3579,854,127106,5707,119701,5519,3897,1102,3508,829,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,451382,9182,58330,3866,6016,1190,39171,3064,13143,1880,73390,4374,13635,1964,56010,3853,3745,1072,92595,4839,15287,2374,73799,3987,3509,1077,65191,4749,29179,3060,33112,3386,2900,863,74329,5466,55058,4300,15741,2267,3530,1094,87547,4603,78892,4397,4822,1034,3833,855,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,96024,4093,12544,1832,741,390,8318,1518,3485,1001,14582,2169,2276,761,11365,1864,941,474,19481,2490,2570,707,15334,2233,1577,876,15110,1778,7968,1354,6198,1265,944,498,18347,2245,14360,1912,3302,1035,685,511,15960,2203,15100,2163,345,278,515,307,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,161138,4370,25661,2422,3301,972,16489,1886,5871,1057,18756,2531,3271,917,14923,2209,562,395,21273,2523,3533,892,17111,2273,629,372,18372,2029,6489,1235,11535,1944,348,248,25554,2485,15351,1927,9465,1656,738,507,51522,3193,44967,2896,5739,1194,816,373,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2539102,20898,352885,11391,17848,2125,231885,9331,103152,6916,423132,13198,26160,2460,373679,11532,23293,3176,573098,13788,84889,5242,464271,13148,23938,2606,416115,11561,208255,8536,193138,8405,14722,2159,401336,10311,307008,8954,78324,5472,16004,2351,372536,10283,345590,9910,15470,2064,11476,1710,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1324588,15205,219282,7622,8995,1420,139955,6084,70332,5049,229833,7891,23976,2748,190656,7669,15201,1887,304455,8726,77038,5544,213495,7262,13922,1951,197801,8516,123288,6196,66407,5352,8106,1515,196710,7892,169265,7461,18887,2809,8558,1550,176507,8504,165866,8177,3251,862,7390,1494,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,197121,5311,18204,2587,1781,582,10954,1947,5469,1174,19000,2181,2241,789,14758,2011,2001,761,32200,2815,4834,1193,25171,2592,2195,666,27043,2217,6280,1251,19010,1890,1753,562,42327,3274,20372,2238,19273,2386,2682,776,58347,3939,44447,3270,10953,1975,2947,589,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,180315,6715,27234,3263,868,398,20006,2738,6360,1670,34010,3321,4344,1511,27403,2813,2263,572,44515,3578,17536,2366,23444,2505,3535,748,29964,3312,22807,2748,5348,1518,1809,658,26041,3050,22379,2996,1384,613,2278,788,18551,2635,17368,2616,77,127,1106,494,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1629394,15616,260495,8323,17248,2009,173124,6274,70123,4374,266427,8163,32721,2480,221108,7769,12598,1520,326838,9065,84771,4746,229337,8239,12730,1473,242976,7023,153452,5899,80213,4718,9311,1551,250943,9319,208931,8533,33711,4123,8301,1217,281715,9400,263285,9215,8401,1612,10029,1557,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,786375,11440,138512,5171,8907,1541,94536,4512,35069,2846,158194,6780,19647,2376,128688,6178,9859,1852,180150,6594,62891,3790,106832,5475,10427,1780,120746,5530,93994,5207,20379,2289,6373,1054,110217,5345,100905,4965,4709,1358,4603,1001,78556,5043,73599,4914,570,444,4387,887,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,360847,6767,52030,4020,3814,706,38495,2991,9721,1666,70475,3151,12690,1367,53242,3104,4543,984,83668,4352,38122,2749,41303,3301,4243,794,57371,3457,46592,3307,7420,1195,3359,721,55541,3102,49221,2948,2153,675,4167,701,41762,3346,37910,3444,329,293,3523,756,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,377992,7275,53849,3735,2480,628,39151,3374,12218,1627,62009,3815,9549,1573,48707,3647,3753,823,93634,4693,38245,3155,49961,3467,5428,944,65111,3468,47336,3057,13643,1896,4132,960,56911,3927,48792,3779,3875,934,4244,865,46478,3226,43322,3365,709,381,2447,663,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,556315,9575,106846,5108,10069,1650,66178,4044,30599,3250,119891,5713,19269,2156,87278,4950,13344,1651,121222,5368,55258,4091,54792,3783,11172,1728,84483,4670,65193,4556,11808,1757,7482,1647,71909,4548,63931,4208,2465,840,5513,1164,51964,3862,46937,3706,468,436,4559,979,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,588097,11088,117913,5739,5051,1008,80179,4939,32683,2728,118373,6286,13171,2042,91107,5637,14095,1591,118857,5587,37517,3409,70735,4098,10605,1654,83495,5373,56223,4064,19946,2571,7326,1199,78069,5388,66835,4863,5143,1266,6091,1269,71390,3782,64868,3615,546,274,5976,1053,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,163449,5445,26698,2846,3185,848,19319,2343,4194,1043,36319,3192,7805,1188,26299,3151,2215,604,38082,3616,11706,1755,23298,2587,3078,839,24412,2925,15724,2449,6674,1338,2014,748,23368,2355,18919,2229,2161,819,2288,765,14570,2029,13207,1975,408,285,955,381,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,724773,10402,82260,4748,7285,1452,57410,3699,17565,2362,84290,5128,12369,1566,68126,4485,3795,1047,121157,5878,16364,2149,99039,5589,5754,1249,103702,4873,32371,2769,67899,4357,3432,775,140943,5909,89627,4345,46679,3503,4637,1142,192421,6935,174031,6504,11940,1779,6450,1252,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,975512,13094,126693,5944,9690,1637,91213,4999,25790,2861,167116,6859,35756,2726,125983,6120,5377,939,172785,7526,37748,2984,129020,6448,6017,1357,125890,5897,54526,4013,67213,4991,4151,1143,152720,6207,111687,5224,36790,3091,4243,1164,230308,7931,211178,7572,13278,1955,5852,1123,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1128509,11560,206033,6356,13083,1658,147655,5443,45295,3199,227370,6681,31022,3082,184816,6488,11532,1544,248957,7276,80016,4008,156431,5881,12510,1420,166394,6355,118986,5643,38601,2856,8807,1286,153877,5517,132384,5254,13270,1771,8223,1334,125878,5245,116095,5066,2782,712,7001,1114,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,603054,9033,82283,3970,7804,1160,62182,3399,12297,1557,106179,5022,18758,2078,82562,4855,4859,830,130052,5698,38521,2928,85780,4722,5751,909,90544,4187,59805,3831,26815,2236,3924,694,100510,5696,84618,4956,11194,1948,4698,1020,93486,5042,87365,5068,1848,657,4273,817,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,357901,8808,78334,5462,5008,1140,52076,4247,21250,2342,79788,4694,12943,2002,55210,4362,11635,1902,74126,4882,26208,2896,41332,3547,6586,1378,49055,4012,37433,3522,5845,1414,5777,1292,44866,3649,38974,3514,1154,388,4738,1033,31732,2648,28530,2642,237,190,2965,1122,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,780441,10077,127266,5187,6739,1234,94171,4698,26356,2668,150551,6299,19617,1991,120687,5926,10247,1617,181855,7142,67524,4161,102533,5918,11798,1624,122380,5412,91839,4418,23219,2607,7322,1239,115847,5388,101595,5088,7392,1390,6860,1319,82542,5203,77256,5014,494,287,4792,1110,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,134569,4196,20475,2441,1660,576,14119,1991,4696,1126,27381,2690,4105,924,21595,2522,1681,513,33864,2915,15631,2008,15803,2111,2430,693,19828,1723,14046,1651,4011,1008,1771,554,19173,1924,16930,1808,1022,550,1221,346,13848,1589,11919,1519,582,494,1347,371,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,248127,5506,30858,2859,2008,640,23705,2523,5145,1230,44194,2510,5813,818,36437,2449,1944,426,61600,3539,26202,2638,32354,2814,3044,725,44870,3189,34820,2714,7787,1430,2263,522,41117,2600,36494,2496,1858,567,2765,696,25488,2491,22532,2361,412,281,2544,692,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
