GEO_ID,C25074_001E,C25074_001M,C25074_002E,C25074_002M,C25074_003E,C25074_003M,C25074_004E,C25074_004M,C25074_005E,C25074_005M,C25074_006E,C25074_006M,C25074_007E,C25074_007M,C25074_008E,C25074_008M,C25074_009E,C25074_009M,C25074_010E,C25074_010M,C25074_011E,C25074_011M,C25074_012E,C25074_012M,C25074_013E,C25074_013M,C25074_014E,C25074_014M,C25074_015E,C25074_015M,C25074_016E,C25074_016M,C25074_017E,C25074_017M,C25074_018E,C25074_018M,C25074_019E,C25074_019M,C25074_020E,C25074_020M,C25074_021E,C25074_021M,C25074_022E,C25074_022M,C25074_023E,C25074_023M,C25074_024E,C25074_024M,C25074_025E,C25074_025M,NAME,C25074_001MA,C25074_001EA,C25074_002MA,C25074_002EA,C25074_003MA,C25074_003EA,C25074_004MA,C25074_004EA,C25074_005MA,C25074_005EA,C25074_006MA,C25074_006EA,C25074_007MA,C25074_007EA,C25074_008MA,C25074_008EA,C25074_009EA,C25074_009MA,C25074_010EA,C25074_010MA,C25074_011MA,C25074_011EA,C25074_012EA,C25074_012MA,C25074_013MA,C25074_013EA,C25074_014EA,C25074_014MA,C25074_015EA,C25074_015MA,C25074_016EA,C25074_016MA,C25074_017EA,C25074_017MA,C25074_018EA,C25074_018MA,C25074_019MA,C25074_019EA,C25074_020EA,C25074_020MA,C25074_021EA,C25074_021MA,C25074_022EA,C25074_022MA,C25074_023EA,C25074_023MA,C25074_024EA,C25074_024MA,C25074_025MA,C25074_025EA,state
0400000US32,458116,7272,49178,3945,1316,495,34770,3208,13092,1952,67488,4163,3633,997,61357,4081,2498,803,91742,5464,18587,2323,70459,4910,2696,863,78919,5140,44773,3926,32747,3229,1399,534,85881,4512,70240,4504,13316,1801,2325,748,84908,4926,81971,4816,1158,489,1779,744,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,154991,5597,15746,2051,1930,837,11462,1989,2354,706,22737,2553,4109,1025,17404,2480,1224,526,31455,3087,5357,1244,25202,2958,896,391,26634,3066,14097,2101,11801,2050,736,430,29297,2679,24510,2672,3885,909,902,459,29122,2900,26881,2793,465,298,1776,589,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1141916,14360,131904,6282,12260,1865,93879,5406,25765,2734,170133,7228,21977,2591,142064,6193,6092,1231,205143,7848,21583,2549,177688,7527,5872,1089,158913,6693,53120,3838,100414,5328,5379,1223,198988,6687,138161,5668,55497,4498,5330,1127,276835,6502,254687,6471,13700,2021,8448,1162,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,241814,6643,41725,3523,2292,759,28267,3211,11166,2070,48756,3773,5123,1180,40279,3554,3354,832,52959,3662,18404,2314,30566,3100,3989,1085,34840,2757,22347,2612,9563,1488,2930,856,34840,2977,30543,2897,2149,709,2148,590,28694,3020,26546,2951,434,412,1714,688,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3346057,18812,467358,11975,33340,3256,345207,10790,88811,4900,532838,12787,73025,4511,441275,11901,18538,2367,603295,13615,129003,6632,451104,11277,23188,2661,439940,10923,181839,7142,240790,7544,17311,2021,514742,11360,343903,9918,153077,6987,17762,2012,787884,14080,697999,13549,68744,5174,21141,2216,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1342763,14344,203415,7044,12856,1702,135145,6194,55414,3962,253394,7826,27402,2574,204305,7600,21687,2528,321167,9844,106251,5433,194608,7421,20308,2248,219434,7610,154315,6314,53682,4053,11437,1589,191449,8065,163483,7219,16242,2324,11724,1622,153904,6587,142840,6367,2257,777,8807,1620,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,104909,3874,14330,1852,1624,763,9665,1476,3041,799,16300,1775,3318,714,12325,1619,657,283,26507,2258,10825,1595,14131,1828,1551,527,16843,2326,12489,1943,2788,1060,1566,537,15283,2122,12864,1913,1118,659,1301,385,15646,2104,13333,2017,422,482,1891,606,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1548950,14954,278349,8327,25589,2585,194228,6585,58532,4116,304113,8921,41055,2993,247835,8583,15223,1474,357320,8870,142686,5652,196192,8037,18442,2157,230171,6829,178623,6548,42336,3305,9212,1443,214800,8341,196325,7676,8214,1596,10261,1574,164197,7299,153636,7110,1621,669,8940,1568,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,498737,8276,76520,3888,5675,988,51981,3087,18864,1814,92394,3707,13577,1495,70510,3443,8307,1066,118125,4803,48182,3516,59735,3324,10208,1278,83040,3648,62108,3172,14511,1780,6421,1125,74540,3843,65576,3637,4085,1050,4879,859,54118,3147,50298,3117,473,277,3347,564,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,596869,8290,82057,5094,5630,1258,62171,4017,14256,2303,100267,5252,9253,1439,86712,4566,4302,1008,135188,5380,30278,2834,99844,4813,5066,1114,98665,6042,59043,4133,35618,3895,4004,1078,94428,4177,78328,4247,12908,1912,3192,1024,86264,5159,81258,4856,2525,771,2481,800,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1533724,16437,240565,8943,18979,1903,169453,7386,52133,3961,292063,8690,43767,2914,226909,8504,21387,2047,332465,8468,102089,4983,210122,6001,20254,2143,229297,6293,144293,5835,71641,4113,13363,1572,229735,7670,197032,7562,22508,2142,10195,1357,209599,6364,191606,6495,6146,951,11847,1219,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,160957,5516,25227,2603,3761,1003,16555,1710,4911,1343,30474,3131,5902,1187,23201,2542,1371,706,33973,3487,7324,1548,25778,3079,871,575,22464,2873,13584,2375,8334,1505,546,344,23961,2242,18829,2007,4498,1325,634,362,24858,2625,23216,2526,909,395,733,413,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,571375,10442,100773,4724,3852,876,65440,4357,31481,3044,110282,6483,12503,1892,85852,5649,11927,2076,134059,5587,40790,2830,79385,4500,13884,1865,82314,4983,54641,4251,21247,2535,6426,1403,79403,4714,68006,4221,5207,1175,6190,1531,64544,4693,59283,4308,1169,618,4092,980,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,108597,3718,14097,2069,1607,554,11056,1878,1434,683,20992,1979,5960,948,13870,1646,1162,415,28351,2245,13883,1797,11830,1645,2638,753,21561,2280,17849,2021,2396,704,1316,422,14470,1815,13243,1786,285,215,942,267,9126,1260,7595,1192,124,212,1407,415,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,837273,12275,143763,6609,11212,1829,92555,5633,39996,3132,167666,6941,21470,2372,130366,6148,15830,2089,196292,8390,66688,4700,115046,6695,14558,1788,130183,6097,94784,5311,27435,3175,7964,1430,113064,5673,97546,4905,6748,1412,8770,1598,86305,5426,78834,5034,1419,680,6052,1361,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3476536,24237,443163,10630,25067,2252,303997,8583,114099,6017,560954,13436,49385,4323,477512,12018,34057,2543,754985,13576,208652,9040,506909,11491,39424,3486,568273,14180,373994,11444,171095,7575,23184,2516,576555,13235,489768,11129,63537,4983,23250,2469,572606,13316,536980,12440,12305,1871,23321,2540,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,276903,6549,28897,2845,1739,675,20351,2350,6807,1320,41507,2878,4557,883,33763,2834,3187,698,60844,3835,14454,1807,43177,3077,3213,892,49254,3718,30244,2633,16501,2258,2509,635,47319,3885,39061,3424,5827,1099,2431,740,49082,3979,46276,3943,1011,605,1795,608,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,73443,3385,10656,1723,1419,644,8034,1563,1203,366,16407,1921,2419,626,13084,1688,904,572,15171,1803,3017,666,11154,1581,1000,411,10099,1644,6274,1378,3409,886,416,201,11584,1565,9494,1407,1266,492,824,394,9526,1150,8939,1145,13,21,574,223,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1050671,14360,118814,5862,8150,1486,79699,4458,30965,2992,146698,5448,17091,2242,118338,4643,11269,1721,191457,7500,40153,3320,139714,6751,11590,1423,155670,6272,75483,4735,73134,4278,7053,1319,185967,7297,129418,6794,50009,3467,6540,1233,252065,8434,225406,7877,18634,2094,8025,1398,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1006529,13006,122949,5541,8353,1587,87519,4756,27077,3008,149190,6705,15984,1998,127786,6561,5420,1223,200618,8186,40162,3598,153300,7104,7156,1169,153831,6963,77978,4863,69287,4525,6566,1413,176365,6975,132675,6528,38500,3007,5190,1232,203576,6016,189715,5866,6511,1327,7350,1205,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
