GEO_ID,B19037H_001E,B19037H_001M,B19037H_002E,B19037H_002M,B19037H_003E,B19037H_003M,B19037H_004E,B19037H_004M,B19037H_005E,B19037H_005M,B19037H_006E,B19037H_006M,B19037H_007E,B19037H_007M,B19037H_008E,B19037H_008M,B19037H_009E,B19037H_009M,B19037H_010E,B19037H_010M,B19037H_011E,B19037H_011M,B19037H_012E,B19037H_012M,B19037H_013E,B19037H_013M,B19037H_014E,B19037H_014M,B19037H_015E,B19037H_015M,B19037H_016E,B19037H_016M,B19037H_017E,B19037H_017M,B19037H_018E,B19037H_018M,B19037H_019E,B19037H_019M,B19037H_020E,B19037H_020M,B19037H_021E,B19037H_021M,B19037H_022E,B19037H_022M,B19037H_023E,B19037H_023M,B19037H_024E,B19037H_024M,B19037H_025E,B19037H_025M,B19037H_026E,B19037H_026M,B19037H_027E,B19037H_027M,B19037H_028E,B19037H_028M,B19037H_029E,B19037H_029M,B19037H_030E,B19037H_030M,B19037H_031E,B19037H_031M,B19037H_032E,B19037H_032M,B19037H_033E,B19037H_033M,B19037H_034E,B19037H_034M,B19037H_035E,B19037H_035M,B19037H_036E,B19037H_036M,B19037H_037E,B19037H_037M,B19037H_038E,B19037H_038M,B19037H_039E,B19037H_039M,B19037H_040E,B19037H_040M,B19037H_041E,B19037H_041M,B19037H_042E,B19037H_042M,B19037H_043E,B19037H_043M,B19037H_044E,B19037H_044M,B19037H_045E,B19037H_045M,B19037H_046E,B19037H_046M,B19037H_047E,B19037H_047M,B19037H_048E,B19037H_048M,B19037H_049E,B19037H_049M,B19037H_050E,B19037H_050M,B19037H_051E,B19037H_051M,B19037H_052E,B19037H_052M,B19037H_053E,B19037H_053M,B19037H_054E,B19037H_054M,B19037H_055E,B19037H_055M,B19037H_056E,B19037H_056M,B19037H_057E,B19037H_057M,B19037H_058E,B19037H_058M,B19037H_059E,B19037H_059M,B19037H_060E,B19037H_060M,B19037H_061E,B19037H_061M,B19037H_062E,B19037H_062M,B19037H_063E,B19037H_063M,B19037H_064E,B19037H_064M,B19037H_065E,B19037H_065M,B19037H_066E,B19037H_066M,B19037H_067E,B19037H_067M,B19037H_068E,B19037H_068M,B19037H_069E,B19037H_069M,NAME,B19037H_001EA,B19037H_001MA,B19037H_002EA,B19037H_002MA,B19037H_003MA,B19037H_003EA,B19037H_004MA,B19037H_004EA,B19037H_005EA,B19037H_005MA,B19037H_006EA,B19037H_006MA,B19037H_007MA,B19037H_007EA,B19037H_008EA,B19037H_008MA,B19037H_009MA,B19037H_009EA,B19037H_010EA,B19037H_010MA,B19037H_011EA,B19037H_011MA,B19037H_012MA,B19037H_012EA,B19037H_013MA,B19037H_013EA,B19037H_014MA,B19037H_014EA,B19037H_015EA,B19037H_015MA,B19037H_016MA,B19037H_016EA,B19037H_017EA,B19037H_017MA,B19037H_018MA,B19037H_018EA,B19037H_019EA,B19037H_019MA,B19037H_020EA,B19037H_020MA,B19037H_021MA,B19037H_021EA,B19037H_022EA,B19037H_022MA,B19037H_023MA,B19037H_023EA,B19037H_024EA,B19037H_024MA,B19037H_025MA,B19037H_025EA,B19037H_026MA,B19037H_026EA,B19037H_027EA,B19037H_027MA,B19037H_028EA,B19037H_028MA,B19037H_029MA,B19037H_029EA,B19037H_030MA,B19037H_030EA,B19037H_031MA,B19037H_031EA,B19037H_032EA,B19037H_032MA,B19037H_033EA,B19037H_033MA,B19037H_034MA,B19037H_034EA,B19037H_035MA,B19037H_035EA,B19037H_036MA,B19037H_036EA,B19037H_037MA,B19037H_037EA,B19037H_038EA,B19037H_038MA,B19037H_039MA,B19037H_039EA,B19037H_040EA,B19037H_040MA,B19037H_041MA,B19037H_041EA,B19037H_042MA,B19037H_042EA,B19037H_043EA,B19037H_043MA,B19037H_044EA,B19037H_044MA,B19037H_045EA,B19037H_045MA,B19037H_046MA,B19037H_046EA,B19037H_047MA,B19037H_047EA,B19037H_048MA,B19037H_048EA,B19037H_049EA,B19037H_049MA,B19037H_050EA,B19037H_050MA,B19037H_051MA,B19037H_051EA,B19037H_052MA,B19037H_052EA,B19037H_053MA,B19037H_053EA,B19037H_054EA,B19037H_054MA,B19037H_055EA,B19037H_055MA,B19037H_056MA,B19037H_056EA,B19037H_057MA,B19037H_057EA,B19037H_058MA,B19037H_058EA,B19037H_059MA,B19037H_059EA,B19037H_060EA,B19037H_060MA,B19037H_061MA,B19037H_061EA,B19037H_062MA,B19037H_062EA,B19037H_063MA,B19037H_063EA,B19037H_064MA,B19037H_064EA,B19037H_065EA,B19037H_065MA,B19037H_066MA,B19037H_066EA,B19037H_067MA,B19037H_067EA,B19037H_068MA,B19037H_068EA,B19037H_069MA,B19037H_069EA,state
0400000US01,1261458,9040,46304,3348,12277,1869,4310,948,4847,1052,4374,883,2950,928,2671,746,3314,1010,1639,669,1962,793,2994,1274,2225,643,1942,715,610,492,69,78,0,192,120,151,353564,7410,23787,2641,12043,2000,13725,1901,17098,2444,16956,2440,17966,2252,14206,1771,20913,2247,15166,2011,31975,3016,44312,3828,54520,3841,32566,3048,17644,1988,11843,1579,8844,1406,501792,5417,34330,3032,23516,2419,20908,2091,21247,2027,20547,2013,21939,2136,22014,2240,22619,2339,22167,2329,41810,2900,55341,3291,66998,3890,48704,3370,26541,2301,28890,2318,24221,2357,359798,4279,23119,2016,31102,2416,30977,2344,32448,2017,29066,2554,27613,2453,23363,2320,18842,1993,17020,1981,30866,2207,30801,2459,27306,2220,13827,1441,6939,994,6981,1098,9528,1623,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,175887,2831,6662,1252,387,270,26,44,175,158,547,341,334,208,295,253,378,318,1120,657,336,182,730,460,1431,513,444,293,400,286,46,81,13,22,0,147,60754,2160,1153,356,1178,407,1064,424,1554,664,1680,664,1504,625,2214,662,1926,585,1746,679,4091,945,8644,1584,11501,1593,8537,1486,6356,1226,3986,985,3620,1012,78667,1861,1873,587,2274,649,1267,422,1350,429,1499,415,2326,674,1966,610,2758,888,1755,458,5100,1118,8817,1405,13495,1673,10286,1288,8709,1426,7767,1405,7425,1294,29804,1363,826,466,1866,591,2040,599,1328,378,891,326,1504,590,2116,726,1209,447,1053,505,2035,527,3294,864,3743,768,2488,687,1400,471,2345,661,1666,534,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1612773,9666,58285,3519,11192,1610,7365,1451,3788,1039,6058,1677,4025,1011,4739,1368,3360,943,4038,1119,2805,802,3908,910,3090,856,2360,751,726,312,641,394,128,123,62,103,432713,6340,22327,2494,11348,1788,11606,1884,16936,2212,16600,2551,19017,2417,19801,2337,23916,2719,19107,2258,37492,2826,54413,4020,65876,4165,49386,3596,23709,2394,21510,2137,19669,1939,610998,5612,43674,3736,23082,2536,21154,2361,23128,2894,21761,2262,26266,3081,24170,2175,24426,2176,22641,2184,50216,3951,64033,3569,85499,3889,59653,3856,37607,2730,43458,3009,40230,2807,510777,4786,24771,1996,35091,2850,40763,3096,40647,2566,39641,2721,36097,2834,31476,2741,29334,2361,26666,2284,42391,2894,50312,2800,46847,2543,28128,2163,14361,1539,12091,1557,12161,1701,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,876376,6199,40571,3034,8306,1510,3495,930,4391,1230,3726,1109,3426,1062,2616,763,2629,881,3255,1177,2218,772,2466,869,1819,595,1501,675,360,287,193,211,155,177,15,27,254744,4380,18759,2505,9822,1523,11342,1536,13079,1837,12478,1939,16734,2290,14989,1951,13728,1709,12603,1959,25364,2959,30075,2797,32743,2821,19708,2393,8562,1369,8773,1673,5985,1216,333530,3474,25027,2278,16715,2193,18068,2658,15319,1904,16664,1749,17315,1995,18064,2077,16118,1988,15080,1699,28866,2077,34486,2662,43207,2642,27950,2306,15894,2083,12394,1721,12363,1449,247531,2672,18122,2020,26012,2539,25576,2296,23311,2165,19184,1806,16521,2111,14418,1868,13282,1358,11842,1522,19530,1710,20602,1795,17825,1708,8198,1293,4855,868,3706,758,4547,879,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6321345,17380,172347,5720,31865,3046,13716,2119,11664,1927,13838,2163,12156,1730,11835,1946,8806,1652,11459,2062,7271,1512,12075,1689,13043,1817,11719,1958,6771,1557,2491,751,2244,1013,1394,793,1733300,12501,83025,4587,46207,3661,41090,3159,48949,4124,46679,3426,54841,3820,54078,4011,60607,3797,56819,3832,128126,6330,184274,7592,253652,8832,206836,7528,129500,5791,157344,6469,181273,6604,2584608,14573,130434,6751,92097,4947,72681,3935,80568,4503,69611,4137,74737,5214,75925,4278,76247,4647,71617,3991,153401,5615,223505,6897,337333,8975,292899,7926,201461,6499,267962,7353,364130,8153,1831090,10119,91785,4429,126647,5352,127981,5747,119239,5242,111864,4964,103757,4664,91983,3989,88113,3944,81600,3656,132170,3854,168357,5048,186996,6431,129006,5246,74975,3265,85498,4722,111119,4716,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1528365,7645,65875,3358,12280,1588,5659,1058,5506,1195,5878,1468,6169,1448,5315,1273,4068,1163,3235,1011,3187,948,4586,1060,4247,1039,3671,984,1073,597,429,293,277,234,295,366,502535,6285,17534,1892,9623,1505,12880,1799,17036,2423,19211,2289,19889,2545,18892,2309,24715,2843,21599,2210,42997,2792,59612,3397,80781,3966,55783,3114,35595,2790,36783,2783,29605,2680,618067,5562,28976,2258,18498,2208,16060,1889,20133,2120,20558,2587,23513,2362,21915,2914,23137,2210,22580,2553,44947,2928,62347,3439,91944,4254,70118,4121,42871,2781,53184,3271,57286,2968,341888,3241,17164,1697,22611,2310,27479,2083,24527,2108,23421,2026,19284,1787,18329,1777,17064,1775,15446,1822,28643,2186,33333,2240,37785,2601,19489,1825,12867,1711,12006,1420,12440,1307,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1002969,6551,15398,1848,2440,862,491,221,777,374,1054,549,1439,857,788,497,834,488,743,443,806,395,1177,544,1280,514,1435,530,823,506,493,355,48,57,770,602,251570,4842,7221,1422,4239,1095,4306,1221,6612,1433,5310,1364,7819,1600,5705,1265,9001,1447,9540,1467,20158,2105,27836,2928,36783,2956,33713,2259,20985,2221,24001,2093,28341,2427,448423,4123,17695,2116,10003,1595,7637,1454,10464,1496,10395,1744,11604,1754,10534,1574,10582,1649,10602,1341,30601,2545,41921,2945,62891,3309,52352,3343,42961,2924,52004,3381,66177,3185,287578,4092,14571,1632,16004,2017,22729,2036,22282,2290,16270,1770,16606,2011,15439,1685,15231,1903,13310,1378,22052,2079,25797,2080,30044,2298,20555,1654,10594,1364,11831,1559,14263,1467,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,235718,3006,5648,1108,854,501,337,255,364,257,377,288,364,242,629,426,474,262,553,370,273,216,417,293,597,355,238,191,39,66,132,146,0,189,0,189,60017,2174,2160,613,1025,490,1766,606,1077,462,2050,977,3368,871,1607,586,3348,961,2894,878,4046,888,8455,1399,9797,1406,6258,1068,5112,1093,3569,873,3485,850,96521,2019,4656,1067,3187,758,2553,727,2498,804,3840,1068,3124,688,3060,732,3233,795,3594,841,7753,1369,10133,1521,14291,1485,10619,1384,6764,1010,9557,1417,7659,958,73532,1739,4192,918,4982,956,5411,969,4808,813,4104,839,4200,765,4946,797,4472,1047,4244,833,6373,931,7999,1133,8623,1144,3700,693,1584,495,1843,488,2051,576,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,110101,2547,5137,884,1400,468,71,57,336,212,136,110,82,82,172,153,134,131,317,219,132,101,259,149,689,343,318,236,410,259,371,257,151,133,159,154,60692,1966,1099,667,714,406,327,234,529,466,645,404,361,244,900,428,1372,555,1330,479,3174,870,5586,1158,9557,1405,9131,1313,7067,1026,7826,1182,11074,1192,28284,1196,902,434,404,335,261,256,452,500,181,180,367,493,198,209,52,85,191,236,830,380,1779,707,1855,658,2507,801,2836,757,5507,1188,9962,1183,15988,867,862,481,216,166,596,510,484,352,243,204,537,383,293,235,531,302,224,203,1108,606,541,262,1404,482,1669,534,1044,384,1770,487,4466,598,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4638445,20176,116093,5484,25089,2482,9767,1776,9388,1627,10184,1671,8508,1343,7869,1554,7557,1337,5718,1260,5538,1421,10145,1846,6975,1441,6150,1313,1568,712,740,625,818,552,79,134,1040895,11583,51971,4253,29270,3321,32588,3512,41484,3232,48215,3937,56343,4439,54347,3880,58750,4986,48817,3662,98448,6484,130711,7062,159377,6535,96881,5024,45873,3361,45993,3079,41827,2921,1776162,12720,119342,4974,66627,4155,73700,4134,83314,4863,72418,4224,77184,4424,77891,4314,78298,4096,71745,4264,147420,6251,189486,7147,233711,7525,162897,5747,97114,4418,103736,4862,121279,5884,1705295,11553,103488,4863,127476,4828,133622,5663,140675,7084,127271,5249,113573,5257,104860,5500,96323,4751,83885,4358,143229,4937,145855,5844,149316,5785,87578,4285,44142,2917,42181,2999,61821,3385,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
