GEO_ID,B25102_001E,B25102_001M,B25102_002E,B25102_002M,B25102_003E,B25102_003M,B25102_004E,B25102_004M,B25102_005E,B25102_005M,B25102_006E,B25102_006M,B25102_007E,B25102_007M,B25102_008E,B25102_008M,B25102_009E,B25102_009M,B25102_010E,B25102_010M,B25102_011E,B25102_011M,B25102_012E,B25102_012M,B25102_013E,B25102_013M,B25102_014E,B25102_014M,B25102_015E,B25102_015M,NAME,B25102_001MA,B25102_001EA,B25102_002EA,B25102_002MA,B25102_003MA,B25102_003EA,B25102_004MA,B25102_004EA,B25102_005MA,B25102_005EA,B25102_006EA,B25102_006MA,B25102_007EA,B25102_007MA,B25102_008MA,B25102_008EA,B25102_009EA,B25102_009MA,B25102_010EA,B25102_010MA,B25102_011EA,B25102_011MA,B25102_012EA,B25102_012MA,B25102_013EA,B25102_013MA,B25102_014EA,B25102_014MA,B25102_015EA,B25102_015MA,state
0400000US13,2222377,19196,1501828,15909,313749,9127,419116,10644,206399,6656,250706,7497,281915,7809,29943,2742,720549,11953,301382,8658,161952,5747,67962,5066,70741,4620,77830,3966,40682,3165,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,252999,3913,171544,4301,41258,2977,44578,3097,26713,2416,27362,2216,22487,1869,9146,1493,81455,3246,25220,2066,20414,2093,9846,1089,12207,1330,10155,1293,3613,686,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,408174,6844,271460,6710,58856,3803,116043,5054,31948,2889,34155,3408,22494,2188,7964,1589,136714,5485,40411,2836,46146,3001,13490,1437,13378,1726,13300,1831,9989,1373,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3154027,17254,2070243,16361,111908,4137,156848,4999,131378,4346,260432,6435,1384069,12695,25608,2149,1083784,11943,153083,4954,118495,3629,78648,3488,145164,4683,534714,9577,53680,3317,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1712020,11961,1144762,10514,388332,8528,340176,7612,142048,5477,141458,4863,108187,4533,24561,2069,567258,8765,250832,6464,139028,5058,58809,3162,50040,3266,43487,2880,25062,1994,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,875362,8231,535434,7123,60956,2796,122232,4605,78013,3474,124573,4893,143183,4585,6477,1284,339928,5730,73390,2966,77968,3134,46005,2430,67198,2809,66980,3016,8387,1113,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,735737,7229,444794,6546,50050,2852,102830,4578,68325,3408,108762,4362,108740,3902,6087,962,290943,5658,70267,2972,69872,3166,40260,2293,55343,3015,45704,2509,9497,1331,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1149308,10177,676847,10651,199157,6454,219956,6407,88573,4005,86797,3810,60107,2970,22257,1860,472461,8654,226905,6146,105190,4926,36718,2915,29476,2290,23478,1688,50694,3299,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1140052,11811,615525,10381,234725,7178,116704,5544,50767,3797,56588,3686,49470,3183,107271,4196,524527,10176,213191,6778,50699,3386,19971,2163,21898,2136,23279,2481,195489,6601,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,384237,5646,236223,5794,16541,1638,44005,3045,35719,2691,63002,3105,75674,3510,1282,409,148014,4621,25515,2143,29044,2059,19093,1989,31206,2255,38925,2740,4231,782,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1436907,10973,1064385,10849,33719,2797,87506,4361,99232,4615,258716,6506,562126,8678,23086,2006,372522,6488,23109,1670,40292,2611,42618,2683,89448,3258,154231,5060,22824,2068,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1560809,13055,1096091,12763,23029,2133,61740,3678,53800,3573,191423,6191,751298,11098,14801,1852,464718,8657,13243,1377,27387,2315,20787,1822,81382,3711,300582,7399,21337,1920,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2703957,13324,1668979,13381,112940,4143,334547,7022,250278,7105,409805,7126,514593,8243,46816,2764,1034978,10630,136111,5075,232335,6069,157688,4982,206663,4753,204124,5895,98057,3856,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1516900,9427,1024416,9407,97804,3794,197436,5029,142852,4479,261940,6323,312411,6034,11973,1526,492484,6462,91590,3067,95592,3120,65411,3207,113242,3369,113991,3555,12658,1427,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,733101,8509,380070,7669,142894,6637,102235,4551,34031,3149,35487,2485,20902,2204,44521,3499,353031,7656,156262,5547,53276,3378,15963,1938,12544,1465,9331,1208,105655,4492,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1582412,10949,997093,10336,217916,5986,277747,7111,140976,6059,181261,5639,163387,5109,15806,2032,585319,8584,205740,5422,152577,4300,68322,3852,82010,4061,55767,3040,20903,2046,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,271719,4579,153850,3948,16578,1486,43850,2625,31046,2442,36707,2642,21523,1906,4146,809,117869,3990,27196,1906,28553,2176,18006,1757,20301,1976,14138,1521,9675,969,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,482452,6278,298441,5991,20169,1559,42648,2347,37284,2466,78007,3206,114973,3657,5360,882,184011,4006,31448,1783,29534,1881,19324,1697,41405,2219,50524,2561,11776,1280,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,544455,7251,380750,6579,68127,3619,120699,4405,57824,3314,72389,3651,49566,3268,12145,1367,163705,5274,47578,2616,42186,2809,17265,1480,24450,2240,20786,2231,11440,1504,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,364255,5925,247501,5767,6642,1326,5086,1034,7138,1464,18299,1982,207772,5422,2564,624,116754,4170,9019,1599,6113,987,3805,947,10165,1394,82513,3378,5139,986,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2034223,13473,1404337,13678,17521,1731,14565,1681,13140,1741,40280,2913,1285799,13346,33032,2302,629886,9435,13423,1505,13699,1762,12078,1474,28287,2248,524944,9184,37455,2778,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,511693,7543,290754,8189,72257,3589,84411,4848,43008,3707,46038,3077,30919,2333,14121,1941,220939,5720,86710,3599,46087,3269,18886,2164,20616,1777,12160,1560,36480,2317,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3873299,19890,2425130,15788,81376,3662,133660,5049,115906,4197,284457,7076,1695801,14777,113930,5124,1448169,13424,92087,3816,125069,4977,83639,3775,173133,5795,826531,12034,147710,5289,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2414717,16856,1575578,16515,324601,8951,506492,10682,240601,7355,251863,6714,228333,5980,23688,2673,839139,12253,314006,8967,232229,7440,89954,3918,87235,4164,77647,3948,38068,2508,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,193389,3714,102470,3776,15774,1498,19878,1834,14392,1761,25028,1860,24927,2447,2471,612,90919,3129,28814,1847,17129,1527,7950,1150,15498,1457,13344,1373,8184,906,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3015795,17826,1950671,14156,190671,4991,430524,8285,262230,8280,416238,8201,627206,9325,23802,2184,1065124,12451,224376,6057,252085,7683,138422,4470,188594,5952,224778,6577,36869,2699,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,948540,8048,545484,7811,169880,4367,159970,4764,75726,4093,67645,2880,52512,3176,19751,1756,403056,6390,206263,4667,83850,3056,31220,1801,29856,2239,24488,1833,27379,2051,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,926930,9344,625278,9910,33730,3032,86700,4559,83443,4215,171866,5669,240142,7324,9397,1414,301652,7203,50628,3418,45939,2874,34120,2574,64066,3711,91632,3603,15267,1656,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3405170,15735,2078019,14241,201106,6541,313602,6575,199136,5347,387574,8109,955734,11534,20867,2202,1327151,12133,259343,5696,247269,6829,135252,4749,227701,5282,425814,7181,31772,1875,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,245409,4846,169107,5026,7604,1244,3441,920,5628,1217,26940,2418,124840,4601,654,297,76302,3770,4589,996,1872,569,4233,1179,13522,1563,50896,3165,1190,433,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1223614,11969,732079,10997,300049,8640,243336,7722,70563,3914,53647,3952,44180,2862,20304,2175,491535,9281,291000,7309,95496,4861,22870,2376,21917,2651,20090,1711,40162,2728,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,222809,3636,126067,3111,13256,1173,26807,1898,21900,2145,34746,2409,27974,2125,1384,385,96742,2643,26227,1631,18404,1587,13379,1398,16667,1432,16348,1556,5717,804,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1652976,14369,1003052,13349,313623,7398,333363,8240,120756,5552,114396,5379,97200,4463,23714,2261,649924,10111,276800,7797,186806,6392,54848,2848,55599,3200,46217,2923,29654,2658,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5634317,28687,3334646,25522,272810,7441,420443,10101,269683,7918,592438,11837,1689758,20777,89514,4509,2299671,22085,637380,10878,428890,9149,209461,7722,303189,8873,566564,10239,154187,5577,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,622572,6557,442912,6509,46709,2559,182314,5293,92918,3973,74896,3235,37460,2651,8615,1342,179660,4493,28658,2578,66871,3433,31995,2525,27501,2102,17711,1980,6924,1015,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,179791,3471,112832,2870,3254,674,5027,740,5516,891,21760,1481,76205,2540,1070,390,66959,2568,5983,955,4987,792,3255,572,11554,1223,40031,2378,1149,254,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2005192,18287,1413887,17897,205204,7557,294583,7567,170726,5929,239847,8535,468042,9238,35485,2532,591305,9078,171283,5774,120787,4700,62180,3491,80869,3641,121358,3971,34828,2590,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1638028,14592,1136878,13225,60534,2887,130169,5091,122463,5689,297340,9565,505890,8384,20482,1805,501150,10573,78860,4149,54222,2994,45849,2654,106045,4733,182214,6162,33960,2414,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,534266,6150,257534,5965,137817,4922,72958,4185,16770,1897,11913,1423,5740,933,12336,1769,276732,6429,170365,5195,46071,3012,8080,1156,5619,1299,3526,808,43071,3146,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1537926,9764,1000484,8902,31323,2061,68760,3205,82460,3034,241567,5561,569619,7492,6755,847,537442,6519,40471,1974,43440,1958,47708,2268,129757,3699,259850,6384,16216,1509,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,154699,3888,91945,3556,18138,1876,41584,2763,15094,2001,10883,1491,5377,1142,869,334,62754,2858,21483,1978,20563,1696,8598,1250,5028,1072,3620,742,3462,716,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,865343,7669,349616,6939,33658,3045,13576,1820,4554,1186,4128,956,2944,772,290756,6162,515727,6139,37467,2833,10797,1497,2365,689,2525,769,1302,469,461271,6808,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
