GEO_ID,B27008_001E,B27008_001M,B27008_002E,B27008_002M,B27008_003E,B27008_003M,B27008_004E,B27008_004M,B27008_005E,B27008_005M,B27008_006E,B27008_006M,B27008_007E,B27008_007M,B27008_008E,B27008_008M,B27008_009E,B27008_009M,B27008_010E,B27008_010M,B27008_011E,B27008_011M,B27008_012E,B27008_012M,B27008_013E,B27008_013M,B27008_014E,B27008_014M,B27008_015E,B27008_015M,B27008_016E,B27008_016M,B27008_017E,B27008_017M,B27008_018E,B27008_018M,B27008_019E,B27008_019M,B27008_020E,B27008_020M,B27008_021E,B27008_021M,B27008_022E,B27008_022M,B27008_023E,B27008_023M,B27008_024E,B27008_024M,B27008_025E,B27008_025M,B27008_026E,B27008_026M,B27008_027E,B27008_027M,B27008_028E,B27008_028M,B27008_029E,B27008_029M,B27008_030E,B27008_030M,B27008_031E,B27008_031M,B27008_032E,B27008_032M,B27008_033E,B27008_033M,B27008_034E,B27008_034M,B27008_035E,B27008_035M,B27008_036E,B27008_036M,B27008_037E,B27008_037M,B27008_038E,B27008_038M,B27008_039E,B27008_039M,B27008_040E,B27008_040M,B27008_041E,B27008_041M,B27008_042E,B27008_042M,B27008_043E,B27008_043M,B27008_044E,B27008_044M,B27008_045E,B27008_045M,B27008_046E,B27008_046M,B27008_047E,B27008_047M,B27008_048E,B27008_048M,B27008_049E,B27008_049M,B27008_050E,B27008_050M,B27008_051E,B27008_051M,B27008_052E,B27008_052M,B27008_053E,B27008_053M,B27008_054E,B27008_054M,B27008_055E,B27008_055M,B27008_056E,B27008_056M,B27008_057E,B27008_057M,NAME,B27008_001MA,B27008_001EA,B27008_002EA,B27008_002MA,B27008_003MA,B27008_003EA,B27008_004EA,B27008_004MA,B27008_005MA,B27008_005EA,B27008_006MA,B27008_006EA,B27008_007MA,B27008_007EA,B27008_008EA,B27008_008MA,B27008_009EA,B27008_009MA,B27008_010MA,B27008_010EA,B27008_011EA,B27008_011MA,B27008_012EA,B27008_012MA,B27008_013EA,B27008_013MA,B27008_014EA,B27008_014MA,B27008_015EA,B27008_015MA,B27008_016MA,B27008_016EA,B27008_017EA,B27008_017MA,B27008_018MA,B27008_018EA,B27008_019EA,B27008_019MA,B27008_020EA,B27008_020MA,B27008_021MA,B27008_021EA,B27008_022EA,B27008_022MA,B27008_023EA,B27008_023MA,B27008_024MA,B27008_024EA,B27008_025EA,B27008_025MA,B27008_026EA,B27008_026MA,B27008_027EA,B27008_027MA,B27008_028EA,B27008_028MA,B27008_029EA,B27008_029MA,B27008_030MA,B27008_030EA,B27008_031EA,B27008_031MA,B27008_032EA,B27008_032MA,B27008_033MA,B27008_033EA,B27008_034EA,B27008_034MA,B27008_035EA,B27008_035MA,B27008_036MA,B27008_036EA,B27008_037EA,B27008_037MA,B27008_038EA,B27008_038MA,B27008_039EA,B27008_039MA,B27008_040MA,B27008_040EA,B27008_041MA,B27008_041EA,B27008_042EA,B27008_042MA,B27008_043MA,B27008_043EA,B27008_044MA,B27008_044EA,B27008_045EA,B27008_045MA,B27008_046MA,B27008_046EA,B27008_047EA,B27008_047MA,B27008_048EA,B27008_048MA,B27008_049MA,B27008_049EA,B27008_050EA,B27008_050MA,B27008_051MA,B27008_051EA,B27008_052MA,B27008_052EA,B27008_053EA,B27008_053MA,B27008_054MA,B27008_054EA,B27008_055EA,B27008_055MA,B27008_056MA,B27008_056EA,B27008_057EA,B27008_057MA,state
0400000US01,4755381,1814,2284668,5599,179773,4207,5218,1214,174555,4186,383344,4647,12754,2014,370590,5069,243352,4259,5993,1250,237359,4582,288265,4614,5000,1428,283265,4943,279410,3586,4944,1143,274466,3705,313967,2963,11530,1617,302437,3479,293729,1999,17106,1897,276623,2569,190180,1968,21839,2129,168341,2814,112648,1728,16451,1428,96197,2181,2470713,5159,175160,3797,6384,1571,168776,3961,369567,3768,10036,1781,359531,4073,244927,3282,8417,1536,236510,3404,307208,4066,5855,1115,301353,4271,314523,3522,8083,1329,306440,3454,337379,2481,10826,1442,326553,2816,322706,1851,16806,1755,305900,2494,224389,1875,21244,1991,203145,2452,174854,1842,17641,1890,157213,2150,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,712248,1963,366864,2541,32520,1140,3612,914,28908,1370,64453,1770,6523,1482,57930,1966,41124,1698,2280,1009,38844,1874,53122,1828,2901,907,50221,2006,44886,1749,1922,611,42964,1929,50630,1328,2816,687,47814,1407,47868,960,2382,625,45486,1114,22353,942,1733,432,20620,1048,9908,768,1576,696,8332,817,345384,2157,32990,1529,5135,1117,27855,1389,57922,1803,4814,1336,53108,2192,36049,1261,4346,1298,31703,1766,51378,1318,5381,1134,45997,1435,42352,1227,2789,830,39563,1434,49128,1073,3297,704,45831,1117,43239,814,2224,595,41015,922,20604,843,1684,464,18920,924,11722,617,1165,437,10557,754,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6521226,1734,3207062,2887,265183,4042,6348,1560,258835,4076,558687,4205,13485,2295,545202,4605,326762,2780,7861,1560,318901,3082,425036,3282,3882,932,421154,3436,401090,2253,6163,1267,394927,2430,403433,1984,8521,1407,394912,2306,363766,1445,13846,1620,349920,2132,275142,1670,19772,1856,255370,2765,187963,1227,23244,1955,164719,2190,3314164,2699,255713,3782,6109,1403,249604,3706,533922,3863,13077,2040,520845,4096,319421,1819,7246,1407,312175,2275,425403,2362,6541,1231,418862,2549,409803,1821,8118,1275,401685,2070,418774,1670,9009,1084,409765,2128,407412,1292,14679,1682,392733,2122,310038,1235,19203,1935,290835,2239,233678,1241,21917,2132,211761,2378,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2907014,1233,1427846,4941,125825,3669,2477,832,123348,3845,243712,4285,4919,1368,238793,4337,143084,3384,2857,781,140227,3398,183693,4213,2546,829,181147,4334,173279,3081,1796,539,171483,3048,187840,3143,4642,1064,183198,3306,174607,1658,6851,1231,167756,2159,119768,1332,10319,1289,109449,1901,76038,1155,9042,1246,66996,1702,1479168,4700,110963,3302,3123,1258,107840,3275,228625,3962,5257,1698,223368,4440,138908,2462,3621,1069,135287,2681,188463,3491,3455,1184,185008,3804,186682,3062,3780,1371,182902,3210,194570,2228,4978,977,189592,2378,188774,1745,7398,1227,181376,1839,137191,1477,9624,1344,127567,2000,104992,1495,8003,1126,96989,1874,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37831553,5167,18678471,8174,1544605,9273,33615,3610,1510990,9298,3140230,9566,38015,3982,3102215,9993,1990437,5393,23580,2944,1966857,5963,2761996,5444,28306,3069,2733690,5949,2516012,5082,17305,2390,2498707,6152,2544631,3997,30661,3512,2513970,5650,2104838,2803,38504,2503,2066334,3727,1239368,2545,55255,2633,1184113,3369,836354,2691,56973,3203,779381,3901,19153082,6595,1474376,8848,31588,3520,1442788,9241,2998744,9025,39184,3485,2959560,9237,1922021,3846,29664,3101,1892357,4590,2699300,3515,43445,3871,2655855,5542,2563856,3779,25697,2768,2538159,4611,2604238,2991,23921,2514,2580317,4104,2269189,2414,39120,2427,2230069,3583,1428312,2553,48957,2646,1379355,3350,1193046,2975,58406,3232,1134640,4393,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5173272,2685,2571218,4738,207533,3668,14856,1957,192677,3933,425567,4242,19443,2799,406124,4677,253817,3558,9331,1911,244486,3665,377414,3735,9177,1829,368237,4037,355744,3044,6014,1257,349730,3234,347512,2629,11378,1636,336134,3172,318649,1686,13453,1505,305196,2008,181353,1445,13132,1430,168221,2197,103629,1327,13685,1608,89944,1819,2602054,4073,196257,3886,12142,1892,184115,3780,409834,4312,18130,2093,391704,4504,240889,2145,11227,1784,229662,2719,372187,3081,15049,1802,357138,3397,346376,2587,10283,1275,336093,2906,357361,2122,13014,1520,344347,2370,334991,1945,12354,1624,322637,2524,197218,1766,13066,1188,184152,2082,146941,1868,15037,1709,131904,2232,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541409,1156,1718699,2659,118865,2752,2194,1248,116671,2599,279925,2900,2794,837,277131,2833,171600,1501,1644,712,169956,1471,212035,1698,1218,373,210817,1681,213632,1589,2615,911,211017,1695,267654,1488,2908,1157,264746,1626,228602,913,3368,895,225234,1317,133728,826,3614,714,130114,1095,92658,1166,3631,630,89027,1240,1822710,2714,114793,2384,2794,1134,111999,2618,270576,2866,4593,1739,265983,3304,166172,1517,1390,571,164782,1599,217883,1625,2519,796,215364,1864,227989,1482,2120,669,225869,1666,284237,1091,3085,992,281152,1502,245891,926,2837,913,243054,1312,154423,973,3366,711,151057,1251,140746,1503,4188,881,136558,1719,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,911502,1114,437592,1253,35754,1466,1126,537,34628,1501,67333,1523,2134,782,65199,1693,44355,663,1167,650,43188,919,56141,1006,1068,920,55073,1317,52652,888,774,475,51878,1042,61152,756,2106,635,59046,950,56419,677,2506,593,53913,862,39458,555,3612,755,35846,895,24328,538,2653,592,21675,779,473910,1235,33363,1495,727,417,32636,1543,66889,1553,1667,838,65222,1620,45687,714,1074,469,44613,746,59343,1106,870,370,58473,1164,57455,1112,1501,791,55954,1338,68179,944,1398,516,66781,1071,63755,729,1779,534,61976,794,45855,526,3424,765,42431,897,33384,540,2741,1083,30643,1287,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,635833,581,298312,741,23832,809,435,269,23397,860,32035,891,339,235,31696,913,36013,593,246,211,35767,640,65437,642,455,404,64982,788,43171,546,383,257,42788,592,37719,426,736,392,36983,596,30883,390,835,352,30048,502,17648,534,443,218,17205,533,11574,675,765,231,10809,708,337521,821,24158,1108,654,408,23504,1181,31262,1118,416,317,30846,1168,43536,160,586,280,42950,297,77557,268,1058,403,76499,496,44988,130,284,190,44704,213,37282,373,213,179,37069,377,36567,274,710,355,35857,466,22824,392,606,245,22218,469,19347,497,529,361,18818,579,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19245127,3839,9333945,8603,664760,6663,20038,2670,644722,7058,1395215,7113,39152,4329,1356063,9014,874610,5099,21626,2819,852984,5518,1173841,6011,20148,3048,1153693,6980,1146955,5913,13531,2318,1133424,6197,1301898,5130,39864,3241,1262034,6156,1166565,3295,51081,3986,1115484,5380,919338,3041,68439,4739,850899,5583,690763,3082,65267,3719,625496,5008,9911182,7269,635168,7689,22172,3314,612996,8388,1324692,7203,38605,3368,1286087,8027,869636,4841,25768,3301,843868,5875,1194412,4768,25043,2515,1169369,4746,1212030,4534,23398,2522,1188632,4913,1385275,4376,39404,3791,1345871,5569,1321673,3135,49808,3599,1271865,4332,1051243,2953,61021,3351,990222,4227,917053,2929,63510,3454,853543,4914,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
