GEO_ID,B25101_001E,B25101_001M,B25101_002E,B25101_002M,B25101_003E,B25101_003M,B25101_004E,B25101_004M,B25101_005E,B25101_005M,B25101_006E,B25101_006M,B25101_007E,B25101_007M,B25101_008E,B25101_008M,B25101_009E,B25101_009M,B25101_010E,B25101_010M,B25101_011E,B25101_011M,B25101_012E,B25101_012M,B25101_013E,B25101_013M,B25101_014E,B25101_014M,B25101_015E,B25101_015M,B25101_016E,B25101_016M,B25101_017E,B25101_017M,B25101_018E,B25101_018M,B25101_019E,B25101_019M,B25101_020E,B25101_020M,B25101_021E,B25101_021M,B25101_022E,B25101_022M,B25101_023E,B25101_023M,B25101_024E,B25101_024M,B25101_025E,B25101_025M,B25101_026E,B25101_026M,B25101_027E,B25101_027M,B25101_028E,B25101_028M,B25101_029E,B25101_029M,B25101_030E,B25101_030M,B25101_031E,B25101_031M,B25101_032E,B25101_032M,B25101_033E,B25101_033M,B25101_034E,B25101_034M,B25101_035E,B25101_035M,B25101_036E,B25101_036M,B25101_037E,B25101_037M,B25101_038E,B25101_038M,B25101_039E,B25101_039M,B25101_040E,B25101_040M,B25101_041E,B25101_041M,B25101_042E,B25101_042M,B25101_043E,B25101_043M,B25101_044E,B25101_044M,B25101_045E,B25101_045M,NAME,B25101_001EA,B25101_001MA,B25101_002MA,B25101_002EA,B25101_003MA,B25101_003EA,B25101_004EA,B25101_004MA,B25101_005EA,B25101_005MA,B25101_006EA,B25101_006MA,B25101_007MA,B25101_007EA,B25101_008EA,B25101_008MA,B25101_009MA,B25101_009EA,B25101_010MA,B25101_010EA,B25101_011EA,B25101_011MA,B25101_012EA,B25101_012MA,B25101_013MA,B25101_013EA,B25101_014EA,B25101_014MA,B25101_015MA,B25101_015EA,B25101_016EA,B25101_016MA,B25101_017MA,B25101_017EA,B25101_018EA,B25101_018MA,B25101_019MA,B25101_019EA,B25101_020EA,B25101_020MA,B25101_021MA,B25101_021EA,B25101_022MA,B25101_022EA,B25101_023EA,B25101_023MA,B25101_024EA,B25101_024MA,B25101_025MA,B25101_025EA,B25101_026EA,B25101_026MA,B25101_027EA,B25101_027MA,B25101_028EA,B25101_028MA,B25101_029MA,B25101_029EA,B25101_030EA,B25101_030MA,B25101_031MA,B25101_031EA,B25101_032MA,B25101_032EA,B25101_033EA,B25101_033MA,B25101_034EA,B25101_034MA,B25101_035EA,B25101_035MA,B25101_036EA,B25101_036MA,B25101_037MA,B25101_037EA,B25101_038EA,B25101_038MA,B25101_039MA,B25101_039EA,B25101_040EA,B25101_040MA,B25101_041MA,B25101_041EA,B25101_042MA,B25101_042EA,B25101_043MA,B25101_043EA,B25101_044EA,B25101_044MA,B25101_045MA,B25101_045EA,state
0400000US13,2222377,19196,1501828,15909,111671,5837,260,213,1992,575,109419,5951,158084,7185,4855,1106,21715,2484,131514,6668,186954,7072,22760,2469,66775,4059,97419,5437,310146,8560,102522,4881,131836,6011,75788,4370,723411,11836,514444,11563,164621,6053,44346,2804,11562,1767,720549,11953,146979,5500,33743,2668,37488,2665,75748,4668,135484,4708,96880,3589,28085,2674,10519,1510,113025,5607,102087,5062,9410,1629,1528,558,123001,4492,120149,4483,2192,641,660,425,189155,7309,188255,7315,582,305,318,224,12905,1579,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,252999,3913,171544,4301,7586,1323,62,102,39,63,7485,1335,10596,1473,85,101,825,406,9686,1364,11828,1468,728,352,1113,385,9987,1380,28217,2827,3384,861,5207,1049,19626,2101,112437,3691,43494,2414,41169,2870,27774,2297,880,455,81455,3246,10137,1358,2318,591,1367,439,6452,1141,12632,1505,7856,1355,2543,640,2233,577,11199,1580,9208,1517,1645,462,346,223,14458,1682,13027,1567,1056,522,375,263,32017,1938,31732,1960,229,158,56,91,1012,484,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,408174,6844,271460,6710,16680,1967,74,127,462,252,16144,1941,35462,3209,1412,557,6500,1313,27550,2607,42062,2722,5898,1056,16404,1795,19760,2229,68992,4678,27542,3166,28813,2951,12637,2264,106750,4895,75963,4464,25647,2843,5140,1125,1514,531,136714,5485,24799,2462,7512,1243,6421,1315,10866,1611,28838,2604,22014,2410,5345,1171,1479,508,25794,2624,24591,2603,1099,446,104,156,24662,2188,24439,2150,195,166,28,44,30635,2412,30635,2412,0,193,0,193,1986,1048,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3154027,17254,2070243,16361,112338,5565,418,255,1546,496,110374,5482,177237,6177,6842,1048,23486,2199,146909,5186,220428,6627,23763,1903,57417,3403,139248,5726,405823,10131,103558,4581,142369,6122,159896,6713,1144531,12520,690659,10171,335456,8671,118416,4940,9886,1449,1083784,11943,166506,5505,22272,1843,31587,2628,112647,4671,196984,5663,89661,3561,58267,3486,49056,3493,157757,5409,117004,4241,31124,2384,9629,1262,197286,6179,179942,5912,13120,1411,4224,992,350455,7369,345442,7572,4078,913,935,322,14796,1721,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1712020,11961,1144762,10514,75878,4688,494,329,1950,578,73434,4540,129899,4488,7524,1221,30932,2485,91443,4152,163457,5524,34077,2360,74027,3603,55353,3667,263304,7059,133492,4856,97722,5059,32090,3191,507489,8583,413404,8732,79743,4586,14342,1794,4735,1215,567258,8765,95782,4280,23223,1998,25614,2180,46945,3232,127914,4780,92080,3997,27170,2361,8664,1284,101671,3753,95281,3464,5666,1152,724,402,102082,5145,101226,5159,727,305,129,141,132597,4151,132322,4112,275,343,0,190,7212,1372,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,875362,8231,535434,7123,24334,2170,72,93,845,338,23417,2092,52435,2894,2660,661,12388,1564,37387,2527,71057,3566,13237,1358,29716,2554,28104,2134,124370,4722,61031,3454,47916,2553,15423,2024,261669,5285,210180,5259,44108,2544,7381,1171,1569,457,339928,5730,52127,2328,9060,1234,12863,1348,30204,2047,65097,2523,39778,1998,19396,1643,5923,1070,54836,2807,50589,2699,3620,745,627,305,67227,2790,65918,2720,1225,424,84,95,97489,3746,97206,3784,283,179,0,157,3152,829,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,735737,7229,444794,6546,21390,2101,76,117,287,152,21027,2032,39822,2650,2137,592,8524,1240,29161,2349,52830,3015,8682,1184,21893,1693,22255,2226,100043,4250,40355,2260,43602,3240,16086,1440,228409,5962,168634,5425,49901,3160,9874,1562,2300,749,290943,5658,45870,2769,8893,955,11710,1492,25267,2016,57916,3255,35671,2670,17238,1291,5007,973,47646,2624,42505,2449,4346,906,795,423,55118,2987,53640,3013,1268,447,210,177,81407,3088,81208,3108,167,136,32,53,2986,726,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1149308,10177,676847,10651,57093,3659,582,322,2861,667,53650,3432,78386,4528,5669,1142,20209,2159,52508,3220,92989,3956,18871,2042,38761,2765,35357,2494,154150,6007,77430,4681,55641,3624,21079,1926,290954,7480,229482,6701,51175,3253,10297,1555,3275,855,472461,8654,107951,5015,35727,2950,26098,2020,46126,3493,97708,4027,79756,3704,13953,1542,3999,778,76430,3238,72945,3123,3042,671,443,248,83319,3617,82554,3660,679,337,86,143,100593,4607,100481,4590,112,113,0,189,6460,1075,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1140052,11811,615525,10381,45759,3046,195,203,1346,585,44218,3015,66805,3867,2483,743,12294,1496,52028,3468,74488,4179,12274,1733,26145,2353,36069,2846,122121,5201,51033,3845,48299,3508,22789,2484,303362,8248,234698,7906,56567,3477,12097,1921,2990,885,524527,10176,121550,5318,42603,3478,30160,2442,48787,3213,108660,4675,88880,4510,15907,1652,3873,843,71255,3817,68172,3762,2523,674,560,271,85238,4359,84143,4338,933,420,162,143,128126,5045,127613,5059,465,323,48,78,9698,1550,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,384237,5646,236223,5794,14545,1585,13,22,172,141,14360,1602,26727,2267,880,290,3850,820,21997,2054,31984,2486,4370,863,9835,1344,17779,2031,53759,2719,17131,1581,23775,1712,12853,1598,108154,4051,73162,3284,27464,2240,7528,1364,1054,379,148014,4621,29878,2406,4870,886,5855,983,19153,2248,33716,2661,17251,1819,10771,1165,5694,1385,23335,2086,18610,1594,3427,914,1298,417,26641,1741,25605,1668,856,317,180,161,32891,2189,32575,2146,264,164,52,86,1553,580,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1436907,10973,1064385,10849,38808,2807,86,94,247,242,38475,2737,61931,3723,1594,653,4455,969,55882,3652,81215,4068,5729,936,14522,1711,60964,3542,173061,6249,23254,2080,58715,3457,91092,4316,705034,9349,384759,6794,230669,6482,89606,4036,4336,1155,372522,6488,49110,2979,3818,793,7204,1064,38088,2766,56097,2957,25455,2000,17257,1580,13385,1891,46103,2971,35890,2803,7895,1030,2318,625,62784,2839,58108,2706,4035,793,641,435,154168,5286,152858,5246,1121,442,189,145,4260,1084,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1560809,13055,1096091,12763,39069,3096,107,103,255,229,38707,3073,63889,4342,1245,475,3509,666,59135,4239,78361,4258,3490,720,12479,1640,62392,3745,178998,6743,22315,2171,51939,3058,104744,5539,731906,11736,385335,7452,242308,6762,104263,5122,3868,837,464718,8657,61894,3768,3644,936,7398,1345,50852,3364,75121,3340,19143,1857,24441,2165,31537,2472,58616,3239,33706,2676,17589,1583,7321,1191,80466,3751,66465,3472,11207,1339,2794,734,183008,6164,178048,6188,4458,863,502,288,5613,1077,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2703957,13324,1668979,13381,113783,4505,293,201,1666,465,111824,4550,182319,5849,6994,1039,33106,2516,142219,4473,219549,5847,30839,2308,87356,3760,101354,4732,367317,7967,141438,5086,154659,4732,71220,3558,778131,9635,579795,8886,165544,5653,32792,2247,7880,1242,1034978,10630,193348,5393,26374,1856,38559,2380,128415,4686,216660,5415,126982,4316,62918,3359,26760,2218,176672,4950,155513,4658,18531,1895,2628,576,186331,4719,180271,4949,5229,877,831,392,248025,5992,246849,6014,962,311,214,167,13942,1714,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1516900,9427,1024416,9407,40653,2813,101,139,770,317,39782,2767,76178,3365,2231,533,9997,1361,63950,3337,105149,4072,12657,1403,33956,2633,58536,3001,215331,6690,55341,2874,95455,4279,64535,3838,584333,7251,385598,6826,163078,5575,35657,2235,2772,676,492484,6462,70521,3111,10112,977,16590,1447,43819,2516,86371,3341,47002,2441,28201,2114,11168,1011,77397,3119,66782,3017,8791,1053,1824,437,91640,3178,88670,3255,2591,512,379,207,162185,4661,161217,4651,838,248,130,114,4370,707,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,733101,8509,380070,7669,42173,3455,45,76,1556,644,40572,3269,53058,3417,2227,712,10672,1601,40159,3362,52750,3635,10487,1482,22638,2384,19625,2493,85431,4493,39251,2559,35585,3266,10595,1668,144067,5588,115836,4981,24199,2545,4032,1139,2591,696,353031,7656,94177,4080,29474,2515,23132,2290,41571,3018,75430,4326,59921,3809,11605,1753,3904,1071,55435,3852,52772,3860,2388,713,275,230,58323,4124,57549,4075,495,372,279,321,62805,3427,62652,3429,153,233,0,208,6861,1301,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
