GEO_ID,C08011_001E,C08011_001M,C08011_002E,C08011_002M,C08011_003E,C08011_003M,C08011_004E,C08011_004M,C08011_005E,C08011_005M,C08011_006E,C08011_006M,C08011_007E,C08011_007M,C08011_008E,C08011_008M,C08011_009E,C08011_009M,C08011_010E,C08011_010M,C08011_011E,C08011_011M,C08011_012E,C08011_012M,C08011_013E,C08011_013M,C08011_014E,C08011_014M,C08011_015E,C08011_015M,C08011_016E,C08011_016M,C08011_017E,C08011_017M,C08011_018E,C08011_018M,C08011_019E,C08011_019M,C08011_020E,C08011_020M,C08011_021E,C08011_021M,C08011_022E,C08011_022M,C08011_023E,C08011_023M,C08011_024E,C08011_024M,C08011_025E,C08011_025M,C08011_026E,C08011_026M,C08011_027E,C08011_027M,C08011_028E,C08011_028M,C08011_029E,C08011_029M,C08011_030E,C08011_030M,C08011_031E,C08011_031M,C08011_032E,C08011_032M,C08011_033E,C08011_033M,NAME,C08011_001MA,C08011_001EA,C08011_002MA,C08011_002EA,C08011_003EA,C08011_003MA,C08011_004EA,C08011_004MA,C08011_005MA,C08011_005EA,C08011_006MA,C08011_006EA,C08011_007MA,C08011_007EA,C08011_008MA,C08011_008EA,C08011_009MA,C08011_009EA,C08011_010EA,C08011_010MA,C08011_011MA,C08011_011EA,C08011_012MA,C08011_012EA,C08011_013EA,C08011_013MA,C08011_014MA,C08011_014EA,C08011_015EA,C08011_015MA,C08011_016MA,C08011_016EA,C08011_017MA,C08011_017EA,C08011_018EA,C08011_018MA,C08011_019EA,C08011_019MA,C08011_020EA,C08011_020MA,C08011_021MA,C08011_021EA,C08011_022EA,C08011_022MA,C08011_023EA,C08011_023MA,C08011_024MA,C08011_024EA,C08011_025MA,C08011_025EA,C08011_026MA,C08011_026EA,C08011_027EA,C08011_027MA,C08011_028MA,C08011_028EA,C08011_029MA,C08011_029EA,C08011_030EA,C08011_030MA,C08011_031MA,C08011_031EA,C08011_032MA,C08011_032EA,C08011_033EA,C08011_033MA,state
0400000US01,1933555,16895,103552,5079,91258,5194,115496,4824,197704,8332,236885,8342,310174,10763,241367,8363,157094,6015,63000,4156,417025,11100,1020805,12504,72539,3879,64274,4105,76814,4713,128922,6094,127899,5976,142384,6942,97856,5156,79233,4862,25462,2371,205422,7848,912750,10831,31013,3437,26984,3049,38682,2960,68782,4682,108986,5439,167790,6730,143511,5767,77861,4359,37538,3235,211603,8731,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,342405,5479,14186,1723,12066,2017,17393,2183,25399,2420,34506,3056,44430,3285,52039,3463,39431,3358,20469,2099,82486,3928,191120,4287,9887,1414,10048,1941,13470,1692,17176,1986,20872,2084,23735,2382,26668,2747,18943,2080,8290,1226,42031,3437,151285,3537,4299,914,2018,617,3923,1039,8223,1435,13634,2144,20695,2376,25371,2020,20488,2328,12179,1629,40455,2861,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2604104,16668,173074,7016,148078,6722,150875,7213,245507,8470,255981,7976,371098,11390,280205,8598,250976,7206,111867,5272,616443,12977,1404566,10727,125502,5747,105487,5038,94129,5548,146038,5591,132882,4879,184530,7341,123953,5332,122519,5997,52160,4128,317366,9746,1199538,13295,47572,4023,42591,3446,56746,4514,99469,5787,123099,6019,186568,8178,156252,6401,128457,5229,59707,3679,299077,8143,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1188625,11146,54510,3387,41183,3430,60602,3376,111324,4400,134413,5522,208983,7412,173305,6965,101981,5720,39471,3386,262853,7676,631044,6638,36095,2852,28752,2832,39529,2771,74545,4100,77232,4754,97754,4831,74611,3841,50889,4148,20013,2394,131624,5399,557581,8328,18415,2356,12431,1656,21073,2373,36779,2912,57181,3482,111229,5663,98694,5420,51092,4232,19458,1978,131229,6137,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15868010,41013,876596,15182,692515,13805,741961,17846,1357948,20102,1339660,21850,2158599,26897,1743822,21256,1844089,26302,929274,17692,4183546,32095,8726144,29660,642992,13154,507907,12105,500310,13834,886170,16334,750011,14074,1136435,20331,805827,14892,911257,17430,427548,11152,2157687,24941,7141866,29701,233604,7705,184608,6324,241651,8592,471778,10995,589649,13643,1022164,17210,937995,15432,932832,17023,501726,12012,2025859,21984,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2399564,16901,107974,5501,92922,5390,122174,5870,211036,7993,258275,7620,362253,10060,318054,9861,245837,7738,131455,6911,549584,10379,1309341,10577,73123,4223,66363,4481,79683,4669,137122,6001,148182,6413,189580,6247,156180,6220,126698,5332,58008,4534,274402,7504,1090223,11644,34851,3243,26559,3003,42491,3550,73914,3975,110093,4874,172673,7186,161874,6323,119139,5390,73447,4455,275182,7492,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1661027,10885,48542,4314,37695,3448,69232,4429,138301,6010,174105,7213,253024,9394,216830,6284,227157,8574,115640,5723,380501,10350,863415,7163,36438,3737,27920,2750,48108,3440,88193,4736,101195,5366,130285,6285,99305,5175,104572,4994,47210,3461,180189,8331,797612,9192,12104,1975,9775,1769,21124,2444,50108,3404,72910,3817,122739,5710,117525,4677,122585,6360,68430,4423,200312,5797,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,407696,6230,12376,2026,17437,2167,15633,2100,37111,3662,47205,3828,65995,3972,50817,3230,45339,3252,21343,2107,94440,5032,208760,3569,9269,1537,13069,1902,9543,1473,22406,2288,24605,2753,29921,2380,21502,1993,22708,2231,9302,1300,46435,2971,198936,4298,3107,842,4368,908,6090,1431,14705,2318,22600,2376,36074,3365,29315,2386,22631,2314,12041,1600,48005,3597,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,315613,5279,5619,1207,7306,1394,8484,1568,14249,2224,15422,2212,37381,3416,36933,2944,58741,3996,48729,3081,82749,4896,155239,3219,3394,847,5862,1194,5237,1161,7347,1696,6996,1496,17716,1899,18045,2011,26304,2504,23963,2326,40375,3342,160374,4183,2225,728,1444,596,3247,1026,6902,1422,8426,1643,19665,2309,18888,2107,32437,2778,24766,2254,42374,3303,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7929082,32998,283726,10407,232063,10785,278987,11205,669858,12864,721137,17441,1228950,21837,956374,17850,1079304,18768,473941,11478,2004742,23329,4140334,25094,191950,7783,169712,9177,179460,8622,422619,10370,388201,10988,633285,15482,437655,12312,522061,13796,206736,7623,988655,15559,3788748,22551,91776,5864,62351,4861,99527,5874,247239,8971,332936,11372,595665,14721,518719,11765,557243,12363,267205,8792,1016087,19470,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
