GEO_ID,B08011_001E,B08011_001M,B08011_002E,B08011_002M,B08011_003E,B08011_003M,B08011_004E,B08011_004M,B08011_005E,B08011_005M,B08011_006E,B08011_006M,B08011_007E,B08011_007M,B08011_008E,B08011_008M,B08011_009E,B08011_009M,B08011_010E,B08011_010M,B08011_011E,B08011_011M,B08011_012E,B08011_012M,B08011_013E,B08011_013M,B08011_014E,B08011_014M,B08011_015E,B08011_015M,B08011_016E,B08011_016M,B08011_017E,B08011_017M,B08011_018E,B08011_018M,B08011_019E,B08011_019M,B08011_020E,B08011_020M,B08011_021E,B08011_021M,B08011_022E,B08011_022M,B08011_023E,B08011_023M,B08011_024E,B08011_024M,B08011_025E,B08011_025M,B08011_026E,B08011_026M,B08011_027E,B08011_027M,B08011_028E,B08011_028M,B08011_029E,B08011_029M,B08011_030E,B08011_030M,B08011_031E,B08011_031M,B08011_032E,B08011_032M,B08011_033E,B08011_033M,B08011_034E,B08011_034M,B08011_035E,B08011_035M,B08011_036E,B08011_036M,B08011_037E,B08011_037M,B08011_038E,B08011_038M,B08011_039E,B08011_039M,B08011_040E,B08011_040M,B08011_041E,B08011_041M,B08011_042E,B08011_042M,B08011_043E,B08011_043M,B08011_044E,B08011_044M,B08011_045E,B08011_045M,NAME,B08011_001MA,B08011_001EA,B08011_002EA,B08011_002MA,B08011_003MA,B08011_003EA,B08011_004EA,B08011_004MA,B08011_005EA,B08011_005MA,B08011_006EA,B08011_006MA,B08011_007EA,B08011_007MA,B08011_008MA,B08011_008EA,B08011_009MA,B08011_009EA,B08011_010MA,B08011_010EA,B08011_011EA,B08011_011MA,B08011_012EA,B08011_012MA,B08011_013EA,B08011_013MA,B08011_014MA,B08011_014EA,B08011_015MA,B08011_015EA,B08011_016MA,B08011_016EA,B08011_017EA,B08011_017MA,B08011_018EA,B08011_018MA,B08011_019MA,B08011_019EA,B08011_020EA,B08011_020MA,B08011_021MA,B08011_021EA,B08011_022EA,B08011_022MA,B08011_023EA,B08011_023MA,B08011_024EA,B08011_024MA,B08011_025EA,B08011_025MA,B08011_026MA,B08011_026EA,B08011_027MA,B08011_027EA,B08011_028EA,B08011_028MA,B08011_029MA,B08011_029EA,B08011_030MA,B08011_030EA,B08011_031EA,B08011_031MA,B08011_032EA,B08011_032MA,B08011_033MA,B08011_033EA,B08011_034EA,B08011_034MA,B08011_035EA,B08011_035MA,B08011_036MA,B08011_036EA,B08011_037EA,B08011_037MA,B08011_038EA,B08011_038MA,B08011_039EA,B08011_039MA,B08011_040EA,B08011_040MA,B08011_041MA,B08011_041EA,B08011_042MA,B08011_042EA,B08011_043EA,B08011_043MA,B08011_044MA,B08011_044EA,B08011_045EA,B08011_045MA,state
0400000US01,1933555,16895,103552,5079,91258,5194,115496,4824,197704,8332,236885,8342,310174,10763,241367,8363,157094,6015,63000,4156,81444,5942,44509,4487,16781,2045,129505,7187,144786,6134,1020805,12504,72539,3879,64274,4105,76814,4713,128922,6094,127899,5976,142384,6942,97856,5156,79233,4862,25462,2371,33404,3853,17651,2461,7272,1367,68437,5103,78658,4624,912750,10831,31013,3437,26984,3049,38682,2960,68782,4682,108986,5439,167790,6730,143511,5767,77861,4359,37538,3235,48040,4045,26858,3525,9509,1564,61068,4585,66128,4716,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,342405,5479,14186,1723,12066,2017,17393,2183,25399,2420,34506,3056,44430,3285,52039,3463,39431,3358,20469,2099,24727,2520,8657,1735,5189,1271,20247,1830,23666,2537,191120,4287,9887,1414,10048,1941,13470,1692,17176,1986,20872,2084,23735,2382,26668,2747,18943,2080,8290,1226,12474,1938,3619,901,2616,937,10342,1424,12980,2010,151285,3537,4299,914,2018,617,3923,1039,8223,1435,13634,2144,20695,2376,25371,2020,20488,2328,12179,1629,12253,1739,5038,1266,2573,647,9905,1758,10686,1797,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2604104,16668,173074,7016,148078,6722,150875,7213,245507,8470,255981,7976,371098,11390,280205,8598,250976,7206,111867,5272,147273,7165,66265,4640,38874,3600,187341,7244,176690,6192,1404566,10727,125502,5747,105487,5038,94129,5548,146038,5591,132882,4879,184530,7341,123953,5332,122519,5997,52160,4128,70988,4504,29572,2966,19303,2424,102886,5222,94617,5301,1199538,13295,47572,4023,42591,3446,56746,4514,99469,5787,123099,6019,186568,8178,156252,6401,128457,5229,59707,3679,76285,4984,36693,3637,19571,2790,84455,5428,82073,4837,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1188625,11146,54510,3387,41183,3430,60602,3376,111324,4400,134413,5522,208983,7412,173305,6965,101981,5720,39471,3386,53375,3302,25020,2600,9507,2029,78392,4188,96559,5343,631044,6638,36095,2852,28752,2832,39529,2771,74545,4100,77232,4754,97754,4831,74611,3841,50889,4148,20013,2394,22053,2331,12967,1672,3798,1167,39233,2992,53573,3678,557581,8328,18415,2356,12431,1656,21073,2373,36779,2912,57181,3482,111229,5663,98694,5420,51092,4232,19458,1978,31322,2751,12053,1790,5709,1472,39159,3318,42986,3519,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15868010,41013,876596,15182,692515,13805,741961,17846,1357948,20102,1339660,21850,2158599,26897,1743822,21256,1844089,26302,929274,17692,1299160,20374,597998,14186,259352,8274,1085308,19807,941728,18040,8726144,29660,642992,13154,507907,12105,500310,13834,886170,16334,750011,14074,1136435,20331,805827,14892,911257,17430,427548,11152,656048,15418,287236,9457,123166,6127,578315,15102,512922,12565,7141866,29701,233604,7705,184608,6324,241651,8592,471778,10995,589649,13643,1022164,17210,937995,15432,932832,17023,501726,12012,643112,13024,310762,10301,136186,5828,506993,11620,428806,11618,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2399564,16901,107974,5501,92922,5390,122174,5870,211036,7993,258275,7620,362253,10060,318054,9861,245837,7738,131455,6911,153079,6279,67441,3764,37696,2682,150677,6902,140691,5859,1309341,10577,73123,4223,66363,4481,79683,4669,137122,6001,148182,6413,189580,6247,156180,6220,126698,5332,58008,4534,68793,4002,29333,2340,18694,2283,82680,4958,74902,4404,1090223,11644,34851,3243,26559,3003,42491,3550,73914,3975,110093,4874,172673,7186,161874,6323,119139,5390,73447,4455,84286,5273,38108,2747,19002,2289,67997,4274,65789,3696,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1661027,10885,48542,4314,37695,3448,69232,4429,138301,6010,174105,7213,253024,9394,216830,6284,227157,8574,115640,5723,100909,5069,43694,3229,21107,2590,120959,6241,93832,5067,863415,7163,36438,3737,27920,2750,48108,3440,88193,4736,101195,5366,130285,6285,99305,5175,104572,4994,47210,3461,45624,3482,17151,1918,10722,2196,59492,4006,47200,3768,797612,9192,12104,1975,9775,1769,21124,2444,50108,3404,72910,3817,122739,5710,117525,4677,122585,6360,68430,4423,55285,3343,26543,2554,10385,1453,61467,4122,46632,3398,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,407696,6230,12376,2026,17437,2167,15633,2100,37111,3662,47205,3828,65995,3972,50817,3230,45339,3252,21343,2107,25051,2757,10803,1997,4562,972,27080,3249,26944,3206,208760,3569,9269,1537,13069,1902,9543,1473,22406,2288,24605,2753,29921,2380,21502,1993,22708,2231,9302,1300,10991,1879,5829,1439,1769,684,13867,2141,13979,2150,198936,4298,3107,842,4368,908,6090,1431,14705,2318,22600,2376,36074,3365,29315,2386,22631,2314,12041,1600,14060,1993,4974,1132,2793,667,13213,2148,12965,1985,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,315613,5279,5619,1207,7306,1394,8484,1568,14249,2224,15422,2212,37381,3416,36933,2944,58741,3996,48729,3081,36671,3029,10894,2033,4507,1063,14829,1945,15848,2284,155239,3219,3394,847,5862,1194,5237,1161,7347,1696,6996,1496,17716,1899,18045,2011,26304,2504,23963,2326,17235,2086,5631,1504,2887,906,6624,1255,7998,1519,160374,4183,2225,728,1444,596,3247,1026,6902,1422,8426,1643,19665,2309,18888,2107,32437,2778,24766,2254,19436,1944,5263,1272,1620,644,8205,1548,7850,1431,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7929082,32998,283726,10407,232063,10785,278987,11205,669858,12864,721137,17441,1228950,21837,956374,17850,1079304,18768,473941,11478,590800,13421,249456,9508,116182,6595,520487,13935,527817,14039,4140334,25094,191950,7783,169712,9177,179460,8622,422619,10370,388201,10988,633285,15482,437655,12312,522061,13796,206736,7623,285557,10036,114472,5938,53261,4730,258336,9518,277029,10453,3788748,22551,91776,5864,62351,4861,99527,5874,247239,8971,332936,11372,595665,14721,518719,11765,557243,12363,267205,8792,305243,10576,134984,7971,62921,4861,262151,9150,250788,9242,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
